['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'DC Countdown To Infinite Crisis', '1', '$1.00', 'DC', '199,456']
['2', 'New Avengers', '4', '$2.25', 'Marvel', '154,920']
['3', 'Ultimate Iron Man', '1', '$2.99', 'Marvel', '138,580']
['4', 'Astonishing X-Men', '9', '$2.99', 'Marvel', '132,130']
['5', 'Wolverine', '26', '$2.25', 'Marvel', '105,852']
['6', 'Ultimates 2', '4', '$2.99', 'Marvel', '105,124']
['7', 'Superman', '214', '$2.50', 'DC', '100,818']
['8', 'X-Men Age of Apocalypse', '1', '$2.99', 'Marvel', '95,783']
['9', 'Secret War Book Four', '', '$3.99', 'Marvel', '93,585']
['10', 'X-Men Age of Apocalypse', '2', '$2.99', 'Marvel', '86,669']
['11', 'Ultimate Secret', '1', '$2.99', 'Marvel', '86,628']
['12', 'Uncanny X-Men', '457', '$2.25', 'Marvel', '86,257']
['13', 'X-Men Age of Apocalypse', '3', '$2.99', 'Marvel', '83,916']
['14', 'X-Men', '168', '$2.25', 'Marvel', '83,874']
['15', 'Ultimate Spider-Man', '73', '$2.25', 'Marvel', '83,839']
['16', 'Ultimate X-Men', '57', '$2.25', 'Marvel', '83,731']
['17', 'Ultimate Spider-Man', '74', '$2.25', 'Marvel', '83,713']
['18', 'X-Men Age of Apocalypse One Shot', '', '$3.99', 'Marvel', '81,760']
['19', 'X-Men Age of Apocalypse', '4', '$2.99', 'Marvel', '81,706']
['20', 'X-Men Age of Apocalypse', '5', '$2.99', 'Marvel', '80,697']
['21', 'X-Men Phoenix Endsong', '4', '$2.99', 'Marvel', '78,607']
['22', 'Amazing Spider-Man', '518', '$2.25', 'Marvel', '76,929']
['23', 'Young Avengers', '2', '$2.99', 'Marvel', '76,570']
['24', 'Ultimate Fantastic Four', '16', '$2.25', 'Marvel', '73,895']
['25', 'X-Men The End Heroes &\nMartyrs', '1', '$2.99', 'Marvel', '71,142']
['26', 'Teen Titans', '22', '$2.50', 'DC', '67,696']
['27', 'JLA', '112', '$2.25', 'DC', '64,709']
['28', 'Marvel Knights Spider-Man', '12', '$2.99', 'Marvel', '59,818']
['29', 'Batman', '638', '$2.25', 'DC', '59,723']
['30', 'X-23', '4', '$2.99', 'Marvel', '54,682']
['31', 'X-Men Fantastic Four', '4', '$3.50', 'Marvel', '54,360']
['32', 'JLA Classified', '5', '$2.99', 'DC', '51,326']
['33', 'Daredevil', '71', '$2.99', 'Marvel', '49,653']
['34', 'Soulfire', '4', '$2.99', 'Aspen', '48,429']
['35', 'Black Panther', '2', '$2.99', 'Marvel', '47,474']
['36', 'Spectacular Spider-Man', '26', '$2.25', 'Marvel', '46,948']
['37', 'Flash', '220', '$2.25', 'DC', '46,793']
['38', 'Lex Luthor Man of Steel', '1', '$2.99', 'DC', '46,643']
['39', 'Fantastic Four', '524', '$2.99', 'Marvel', '46,602']
['40', 'Captain America', '4', '$2.99', 'Marvel', '46,596']
['41', 'Incredible Hulk', '79', '$2.99', 'Marvel', '43,454']
['42', 'Exiles', '60', '$2.99', 'Marvel', '42,845']
['43', 'Wolverine Soultaker', '1', '$2.99', 'Marvel', '42,827']
['44', 'JSA', '71', '$2.50', 'DC', '42,821']
['45', 'Exiles', '61', '$2.99', 'Marvel', '42,164']
['46', 'Legion of Super Heroes', '4', '$2.99', 'DC', '41,704']
['47', 'Seven Soldiers Shining Knight', '1', '$2.99', 'DC', '41,256']
['48', 'Action Comics', '825', '$2.99', 'DC', '40,826']
['49', 'Shanna The She Devil', '2', '$3.50', 'Marvel', '40,307']
['50', 'Seven Soldiers Guardian', '1', '$2.99', 'DC', '39,530']
['51', 'Detective Comics', '804', '$2.99', 'DC', '39,339']
['52', 'Nightwing', '105', '$2.25', 'DC', '38,909']
['53', 'Wolverine Soultaker', '2', '$2.99', 'Marvel', '38,862']
['54', 'Outsiders', '22', '$2.50', 'DC', '38,838']
['55', 'Nightwing', '106', '$2.25', 'DC', '38,724']
['56', 'The Punisher', '18', '$2.99', 'Marvel', '38,300']
['57', 'Conan', '14', '$2.99', 'Dark Horse', '38,133']
['58', 'Excalibur', '11', '$2.99', 'Marvel', '37,279']
['59', 'Off Handbk\nMarvel Universe X-Men Age Apocalypse 2005', '$3.99', 'Marvel', '37,010']
['60', 'New X-Men', '11', '$2.99', 'Marvel', '35,505']
['61', 'Adventures of Superman', '638', '$2.50', 'DC', '34,436']
['62', 'Space Ghost', '5', '$2.99', 'DC', '34,024']
['63', 'Pulse', '8', '$2.99', 'Marvel', '33,325']
['64', 'Batman Gotham Knights', '63', '$2.50', 'DC', '31,928']
['65', 'Green Arrow', '48', '$2.50', 'DC', '31,629']
['66', 'Robin', '136', '$2.25', 'DC', '31,605']
