['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'X-Men', '62', '$1.95', 'Marvel', '196,041']
['2', 'Uncanny X-Men', '342', '$1.95', 'Marvel', '185,204']
['3', 'Fantastic Four', '5', '$1.95', 'Marvel', '152,651']
['4', 'Spawn', '58', '$1.95', 'Image', '149,144']
['5', 'Wolverine', '111', '$1.95', 'Marvel', '147,595']
['6', 'Iron Man', '5', '$1.95', 'Marvel', '132,583']
['7', 'Elektra/Witchblade', '', '$2.95', 'Marvel', '125,067']
['8', 'Generation X', '25', '$2.99', 'Marvel', '118,043']
['9', 'Curse of the Spawn', '5', '$1.95', 'Image', '117,944']
['10', 'Avengers', '5', '$1.95', 'Marvel', '113,922']
['11', 'Captain America', '5', '$1.95', 'Marvel', '112,391']
['12', 'X-Man', '25', '$2.99', 'Marvel', '110,003']
['13', 'X-Force', '64', '$1.95', 'Marvel', '105,362']
['14', 'X-Men Unlimited', '14', '$2.99', 'Marvel', '104,824']
['15', 'X-Factor', '132', '$1.95', 'Marvel', '101,583']
['16', "Wolverine/Witchblade: Devil's Reign", '5', '$2.95', 'Image', '99,655']
['17', 'Cable', '41', '$1.95', 'Marvel', '97,350']
['18', 'Excalibur', '107', '$1.95', 'Marvel', '85,252']
['19', 'Gen13 Bootleg', '3', '$2.50', 'Image', '81,188']
['20', 'Amazing Spider-Man', '421', '$1.50', 'Marvel', '81,027']
['21', 'JLA', '3', '$2.50', 'DC', '78,394']
['22', 'Spider-Man', '78', '$1.95', 'Marvel', '75,253']
['23', 'Incredible Hulk', '451', '$1.95', 'Marvel', '74,110']
['24', 'Deadpool', '3', '$1.95', 'Marvel', '72,546']
['25', 'Incredible Hulk/Pitt', '', '$5.99', 'Marvel', '72,463']
['26', 'Spectacular Spider-Man', '244', '$1.95', 'Marvel', '71,356']
['27', 'Silver Surfer/Weapon Zero', '', '$2.95', 'Marvel', '69,269']
['28', "Elektra/Cyblade: Devil's Reign", '7', '$2.95', 'Image', '68,487']
['29', 'Sensational Spider-Man', '14', '$1.95', 'Marvel', '67,839']
['30', 'Daredevil/Batman', '', '$5.99', 'Marvel', '63,958']
['31', 'X-Files', '26', '$2.95', 'Topps', '63,758']
['32', 'Batman', '540', '$1.95', 'DC', '63,221']
['33', 'Mystique & Sabretooth', '4', '$1.95', 'Marvel', '61,799']
['34', 'Domino', '3', '$1.95', 'Marvel', '58,941']
['35', 'Detective Comics', '707', '$1.95', 'DC', '57,379']
['36', 'Supergirl', '7', '$1.95', 'DC', '57,101']
['37', 'WildC.A.T.S', '34', '$2.50', 'Image', '56,981']
['38', 'Superman', '121', '$1.95', 'DC', '56,462']
['39', 'Hellshock', '1', '$2.95', 'Image', '55,963']
['40', "Spider-Man '97", '', '$2.99', 'Marvel', '55,100']
['41', 'Action Comics', '731', '$1.95', 'DC', '54,591']
['42', 'Elektra', '5', '$1.95', 'Marvel', '54,260']
['43', 'Superman: The Man of Steel', '65', '$1.95', 'DC', '54,256']
['44', 'Adventures of Superman', '544', '$1.95', 'DC', '54,237']
['45', 'Star Wars: Boba\nFett - Twin Engines of Destruction', '$2.95', 'Dark Horse', '53,990']
['46', 'DV8', '4', '$2.50', 'Image', '53,636']
['47', 'Batman: The Long Halloween', '4', '$2.95', 'DC', '52,745']
['48', 'Spider-Man: Hobgoblin Lives', '3', '$2.50', 'Marvel', '52,406']
['49', 'Batman: Legends of the Dark Knight', '92', '$1.95', 'DC', '50,918']
['50', 'Star Wars: A New Hope Special\nEdition', '1', '$2.95', 'Dark Horse', '50,539']
['51', 'Preacher', '23', '$2.50', 'DC', '49,236']
['52', 'Superman: Man of Tomorrow', '8', '$1.95', 'DC', '49,173']
['53', 'Chastity: Theatre of Pain', '1', '$2.95', 'Chaos', '48,800']
['54', 'Star Wars: Golden Age of the Sith', '4', '$2.95', 'Dark Horse', '48,705']
['55', 'Nightwing', '6', '$1.95', 'DC', '47,978']
['56', 'Green Lantern', '84', '$1.75', 'DC', '47,902']
['57', 'Batman: Shadow of the Bat', '60', '$1.95', 'DC', '47,283']
['58', 'X-Files Season One', '7', '$3.95', 'Topps', '45,285']
['59', "Kurt Busiek's Astro City Vol. 2", '6', '$2.50', 'Image', '44,906']
['60', 'Robin', '39', '$1.95', 'DC', '44,349']
['61', 'Cyberforce', '30', '$2.50', 'Image', '44,109']
['62', 'Flash', '123', '$1.75', 'DC', '43,894']
['63', 'Catwoman', '43', '$1.95', 'DC', '43,363']
['64', 'Prophet/Cable', '1', '$3.50', 'Maximum', '42,946']
['65', 'Venom: On Trial', '1', '$1.95', 'Marvel', '42,145']
['66', 'Batman: Masque', '1', '$5.95', 'DC', '40,942']
['67', 'Star Wars X-Wing: Warrior Princess', '3', '$2.95', 'Dark Horse', '40,645']
['68', 'Thrillkiller', '3', '$2.50', 'DC', '39,380']
['69', 'Weapon Zero', '10', '$2.50', 'Image', '39,178']
['70', 'Darkchylde/Glory', '', '$2.99', 'Maximum', '39,134']
['71', 'Silver Surfer', '126', '$1.95', 'Marvel', '38,962']
['72', 'Superman/Wonder Woman: Whom Gods Destroy', '4', '$4.95', 'DC', '38,792']
['73', 'Untold Tales of Spider-Man', '19', '$0.99', 'Marvel', '38,631']
['74', 'Wonder Woman', '119', '$1.95', 'DC', '38,514']
['75', 'Imperial Guard', '2', '$1.95', 'Marvel', '38,471']
['76', 'Spider-Man Team-Up', '6', '$2.99', 'Marvel', '38,447']
['77', 'Shi/Rekishi', '1', '$2.95', 'Crusade', '38,002']
['78', "Jack Kirby's Fourth World", '1', '$1.95', 'DC', '37,951']
['79', 'Code of Honor', '2', '$5.95', 'Marvel', '37,890']
['80', 'Journey into Mystery', '507', '$1.95', 'Marvel', '37,705']
['81', 'Mars Attacks The Image Universe', '2', '$2.50', 'Image', '37,047']
['82', 'The Dreaming', '10', '$2.50', 'DC', '36,769']
['83', 'Daredevil', '362', '$1.95', 'Marvel', '35,886']
['84', 'Wetworks', '25', '$3.95', 'Image', '35,637']
['85', 'Teen Titans', '6', '$1.95', 'DC', '34,101']
['86', 'The Maxx', '28', '$1.95', 'Image', '33,659']
['87', 'Savage Dragon', '35', '$2.50', 'Image', '33,077']
['88', 'Books of Faerie', '1', '$2.50', 'DC', '33,014']
['89', 'Superboy', '37', '$1.95', 'DC', '32,685']
['90', 'Professor X and the X-Men', '17', '$0.99', 'Marvel', '31,871']
['91', 'Hitman', '12', '$2.25', 'DC', '31,749']
['92', 'Impulse', '23', '$1.75', 'DC', '31,610']
['93', 'Aquaman', '30', '$1.75', 'DC', '31,515']
['94', 'Star Trek: Voyager', '5', '$1.95', 'Marvel', '30,953']
['95', 'Star Trek: Deep Space Nine', '5', '$1.95', 'Marvel', '30,131']
['96', 'Crow: Waking Nightmares', '1', '$2.95', 'Kitchen Sink', '30,011']
['97', 'Star Trek Unlimited', '2', '$2.99', 'Marvel', '29,812']
['98', 'Star Trek: Early Voyages', '2', '$1.95', 'Marvel', '29,623']
['99', 'Evil Ernie vs. The Movie Monsters', '1', '$2.95', 'Chaos', '29,524']
['100', 'What If?', '95', '$1.95', 'Marvel', '29,328']
['101', 'Heartland', '1', '$4.95', 'DC', '29,151']
['102', 'Star Fleet Academy', '4', '$1.95', 'Marvel', '29,026']
['103', 'Books of Magic', '34', '$2.50', 'DC', '28,708']
['104', 'Starman', '28', '$2.25', 'DC', '28,266']
['105', 'Backlash', '28', '$2.50', 'Image', '28,203']
['106', 'Stormwatch', '44', '$2.50', 'Image', '28,139']
['107', 'Punisher', '17', '$1.95', 'Marvel', '27,720']
['108', 'Avengelyne', '9', '$2.99', 'Maximum', '27,621']
['109', "Batman: Gordon's Law", '4', '$1.95', 'DC', '27,526']
['110', 'House of Secrets', '6', '$2.50', 'DC', '27,501']
['111', 'Grifter', '7', '$2.50', 'Image', '27,387']
['112', 'Legion of Super-Heroes', '90', '$2.25', 'DC', '27,286']
['113', 'Avengelyne: Armageddon', '2', '$2.99', 'Maximum', '27,280']
['114', 'Siege', '1', '$2.50', 'Image', '26,970']
['115', 'Superman Adventures', '5', '$1.75', 'DC', '26,287']
['116', 'Spectre', '51', '$2.50', 'DC', '26,047']
['117', 'Ghost Rider', '83', '$1.95', 'Marvel', '25,977']
['118', 'Legionnaires', '46', '$2.25', 'DC', '25,693']
['119', 'Wynonna Earp', '2', '$2.50', 'Image', '25,472']
['120', 'Batman & Robin Adventures', '16', '$1.75', 'DC', '24,700']
['121', 'Superboy and the Ravers', '7', '$1.95', 'DC', '24,681']
['122', 'Uncanny Origins', '7', '$0.99', 'Marvel', '24,335']
['123', 'Shadowman', '3', '$2.50', 'Acclaim', '24,258']
['124', 'Bettie Page Comics: Spicy Adventure', '', '$2.95', 'Dark Horse', '23,676']
['125', '2099 World of Tomorrow', '7', '$2.50', 'Marvel', '23,331']
['126', 'A Touch of Silver', '1', '$2.95', 'Image', '23,240']
['127', 'Hellblazer', '111', '$2.25', 'DC', '23,069']
['128', 'Gladiator/Supreme', '', '$4.99', 'Marvel', '22,699']
['129', 'Bug', '', '$2.99', 'Marvel', '22,579']
['130', 'Simpsons Comics', '28', '$2.25', 'Bongo', '22,361']
['131', 'Power of Shazam!', '24', '$1.75', 'DC', '22,209']
['132', 'X-O Manowar', '4', '$2.50', 'Acclaim', '21,969']
['133', 'Lobo', '37', '$2.25', 'DC', '21,836']
['134', 'Magnus Robot Fighter', '1', '$2.50', 'Acclaim', '21,609']
['135', 'Invisibles Vol. 2', '2', '$2.50', 'DC', '21,584']
['136', 'Mars Attacks The Savage Dragon', '2', '$2.95', 'Topps', '20,964']
['137', 'Glory', '19', '$2.50', 'Maximum', '20,654']
['138', 'Vampirella/Pantha Showcase', '1', '$1.50', 'Harris', '20,591']
['139', 'Predator: Kindred', '2', '$2.50', 'Dark Horse', '20,483']
['140', 'Sovereign Seven', '20', '$1.95', 'DC', '20,193']
['141', "Wildstorm Universe '97", '3', '$2.50', 'Image', '20,073']
['142', 'Sandman Mystery Theatre', '48', '$2.50', 'DC', '19,655']
['143', 'Lobo/Mask', '2', '$5.95', 'DC', '19,453']
['144', 'Green Arrow', '118', '$2.25', 'DC', '19,421']
['145', 'Man of the Atom', '1', '$3.95', 'Acclaim', '19,112']
['146', 'Challengers of the Unknown', '2', '$2.25', 'DC', '18,429']
['147', 'Ghost', '21', '$2.50', 'Dark Horse', '18,056']
['148', 'Supreme', '45', '$2.50', 'Maximum', '18,056']
['149', 'Ultragirl', '3', '$1.50', 'Marvel', '18,052']
['150', 'Barry Windsor Smith: Storyteller', '4', '$4.95', 'Dark Horse', '18,031']
['151', 'Supreme', '44', '$2.50', 'Maximum', '17,961']
['152', 'Steel', '36', '$1.95', 'DC', '17,948']
['153', 'Terminal City', '9', '$2.50', 'DC', '17,632']
['154', 'Warrior Nun Dei Aftertime', '1', '$2.95', 'Antarctic', '17,139']
['155', 'Essential Vertigo: The Sandman', '8', '$1.95', 'DC', '17,120']
['156', 'Black Lamb', '5', '$2.50', 'DC', '16,930']
['157', 'Ninjak', '3', '$2.50', 'Acclaim', '16,893']
