['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['114', 'Fables', '107', '$2.99', 'DC', '18,523']
['115', 'Fear Itself Deep', '2', '$2.99', 'Marvel', '18,433']
['116', 'Marvel Universe Vs Wolverine', '2', '$3.99', 'Marvel', '18,209']
['117', 'Generation Hope', '9', '$2.99', 'Marvel', '18,135']
['118', 'Boys', '56', '$3.99', 'Dynamic Forces', '18,108']
['119', 'Hellboy The Fury', '2', '$2.99', 'Dark Horse', '18,090']
['120', 'Titans Annual 2011', '1', '$4.99', 'DC', '18,013']
['121', 'Fear Itselfsome Four', '2', '$2.99', 'Marvel', '17,765']
['122', 'Punishermax', '15', '$3.99', 'Marvel', '17,706']
['123', 'Kirby Genesis', '2', '$3.99', 'Dynamic Forces', '17,588']
['124', 'Zatanna', '15', '$2.99', 'DC', '17,583']
['125', 'DC Universe Online Legends', '11', '$2.99', 'DC', '17,509']
['126', 'Star Wars Invasion Revelations', '1', '$3.50', 'Dark Horse', '17,254']
['127', 'DC Universe Online Legends', '12', '$2.99', 'DC', '17,223']
['128', 'Herc', '5', '$2.99', 'Marvel', '17,113']
['129', 'Dark Tower Gunslinger Battle of Tull', '2', '$3.99', 'Marvel', '16,888']
['130', 'Wolverine And Black Cat Claws 2', '1', '$3.99', 'Marvel', '16,571']
['131', 'Power Girl', '26', '$2.99', 'DC', '16,490']
['132', 'Red Wing', '1', '$3.50', 'Image', '16,464']
['133', 'Astonishing Thor', '5', '$3.99', 'Marvel', '16,228']
['134', 'Boys Butcher Baker Candlestickmaker', '1', '$3.99', 'Dynamic Forces', '16,118']
['135', 'American Vampire', '17', '$2.99', 'DC', '15,565']
['136', 'Star Wars Old Republic', '2', '$3.50', 'Dark Horse', '15,436']
['137', 'Star Wars Jedi Dark Side', '3', '$2.99', 'Dark Horse', '15,232']
['138', 'Invincible', '81', '$2.99', 'Image', '15,207']
['139', 'Deadpoolmax', '10', '$3.99', 'Marvel', '15,067']
['140', 'Rocketeer Adventures', '3', '$3.99', 'IDW', '15,062']
['141', 'Thor Heaven And Earth', '1', '$2.99', 'Marvel', '14,774']
['142', 'Dollhouse Epitaphs', '1', '$3.50', 'Dark Horse', '14,761']
['143', 'American Vampire Survival of the\nFittest', '2', '$2.99', 'DC', '14,590']
['144', 'Iron Age', '2', '$4.99', 'Marvel', '14,426']
['145', 'DC Retroactive Batman The 70s', '1', '$4.99', 'DC', '14,340']
['146', 'Spawn', '209', '$2.99', 'Image', '13,964']
['147', 'Warlord of Mars', '8', '$3.99', 'Dynamic Forces', '13,872']
['148', 'Godzilla Kingdom of Monsters', '5', '$3.99', 'IDW', '13,750']
['149', 'DC Retroactive Green Lantern The 70s', '1', '$4.99', 'DC', '13,587']
['150', 'Criminal Last of Innocent', '2', '$3.50', 'Marvel', '13,453']
['151', 'Vampirella', '8', '$3.99', 'Dynamic Forces', '13,019']
['152', 'BPRD Hell On Earth Monsters', '1', '$3.50', 'Dark Horse', '12,623']
['153', 'DC Retroactive Justice League\nAmerica The 70s', '1', '$4.99', 'DC', '12,582']
['154', 'Cinderella Fables Are Forever', '6', '$2.99', 'DC', '12,574']
['155', 'Chew', '19', '$2.99', 'Image', '12,510']
['156', 'Conan Island of No Return', '2', '$3.50', 'Dark Horse', '12,330']
['157', 'Captain America Corps', '2', '$2.99', 'Marvel', '12,305']
['158', 'DC Retroactive Superman The 70s', '1', '$4.99', 'DC', '12,264']
['159', 'DC Retroactive The Flash The 70s', '1', '$4.99', 'DC', '12,098']
['160', 'Spider-Girl', '8', '$2.99', 'Marvel', '11,996']
['161', 'True Blood Tainted Love', '6', '$3.99', 'IDW', '11,709']
['162', 'Godzilla Gangsters &\nGoliaths', '2', '$3.99', 'IDW', '11,611']
['163', 'DC Retroactive Wonder Woman The 70s', '1', '$4.99', 'DC', '11,462']
['164', 'Supreme Power', '2', '$3.99', 'Marvel', '11,450']
['165', 'G.I. Joe Vol. 2 Ongoing', '3', '$3.99', 'IDW', '11,377']
['166', 'Warlord of Mars Fall of Barsoom', '1', '$3.99', 'Dynamic Forces', '11,192']
['167', 'Unwritten', '27', '$2.99', 'DC', '10,787']
['168', 'Locke & Key Clockworks', '1', '$3.99', 'IDW', '10,764']
['169', 'Jonah Hex', '69', '$2.99', 'DC', '10,521']
['170', 'Mystery Men', '3', '$2.99', 'Marvel', '10,433']
['171', 'Walking Dead Survivors Guide', '4', '$2.99', 'Image', '10,304']
['172', 'Transformers Ongoing', '21', '$3.99', 'IDW', '10,165']
['173', 'Skaar King of Savage Land', '5', '$2.99', 'Marvel', '10,128']
['174', 'All Winners Squad Band of Heroes', '2', '$2.99', 'Marvel', '10,121']
['175', 'Izombie', '15', '$2.99', 'DC', '10,006']
['176', 'Snake Eyes Ongoing', '3', '$3.99', 'IDW', '10,001']
['177', 'Hellraiser', '3', '$3.99', 'Boom', '9,974']
['178', 'G.I. Joe A Real American Hero', '168', '$3.99', 'IDW', '9,943']
['179', 'Crossed Psychopath', '4', '$3.99', 'Avatar', '9,897']
['180', 'Elric The Balance Lost', '1', '$3.99', 'Boom', '9,893']
['181', 'Transformers Ongoing', '22', '$3.99', 'IDW', '9,884']
['182', 'True Blood Tainted Love', '5', '$3.99', 'IDW', '9,830']
['183', 'Green Hornet', '17', '$3.99', 'Dynamic Forces', '9,708']
['184', 'Criminal Macabre\nGoon When Freaks Collide', '$3.99', 'Dark Horse', '9,704']
['185', 'Irredeemable', '27', '$3.99', 'Boom', '9,577']
['186', 'Joe Hill The Cape', '1', '$3.99', 'IDW', '9,469']
['187', 'Sergio Aragones Funnies', '1', '$3.50', 'Bongo', '9,419']
['188', 'Zombies Christmas Carol', '3', '$3.99', 'Marvel', '9,379']
['189', 'Fathom Vol. 4', '1', '$2.99', 'Aspen', '9,289']
['190', 'Vampirella Scarlet Legion', '3', '$3.99', 'Dynamic Forces', '9,262']
['191', 'Hellblazer', '281', '$2.99', 'DC', '9,225']
['192', 'Lady Death', '7', '$3.99', 'Avatar', '8,945']
['193', 'Cap and Thor Avengers', '1', '$4.99', 'Marvel', '8,926']
['194', 'Avengelyne', '1', '$2.99', 'Image', '8,851']
['195', 'Witchblade', '146', '$3.99', 'Image', '8,765']
['196', 'Thunder Agents', '9', '$2.99', 'DC', '8,710']
['197', 'Young Justice', '6', '$2.99', 'DC', '8,642']
['198', 'Terminator Robocop Kill Human', '1', '$3.99', 'Dynamic Forces', '8,322']
['199', 'Ozma of Oz', '8', '$3.99', 'Marvel', '8,216']
['200', 'Hack Slash', '6', '$3.50', 'Image', '8,201']
['201', 'Guarding The Globe', '5', '$3.50', 'Image', '8,157']
['202', 'Defenders From Marvel Vault', '1', '$2.99', 'Marvel', '8,154']
['203', 'Sweet Tooth', '23', '$2.99', 'DC', '8,018']
['204', 'Ka-Zar', '2', '$2.99', 'Marvel', '7,873']
['205', 'Halo Fall of Reach Covenant', '2', '$3.99', 'Marvel', '7,825']
['206', 'John Byrne Next Men', '8', '$3.99', 'IDW', '7,817']
['207', 'Grimm Fairy Tales', '61', '$2.99', 'Zenescope', '7,777']
['208', 'Cobra Ongoing', '3', '$3.99', 'IDW', '7,740']
['209', 'Tiny Titans', '42', '$2.99', 'DC', '7,664']
['210', 'Ultimate Comics Spider-Man', '160', '$3.99', 'Marvel', '7,589']
['211', 'Incorruptible', '20', '$3.99', 'Boom', '7,584']
['212', 'Witch Doctor', '2', '$2.99', 'Image', '7,410']
['213', 'Doctor Who Ongoing Vol. 2', '7', '$3.99', 'IDW', '7,356']
['214', 'Godzilla Kingdom of Monsters', '4', '$3.99', 'IDW', '7,320']
['215', 'Tarot Witch of The Black Rose', '69', '$2.95', 'Broadsword', '7,303']
['216', 'Xombi', '5', '$2.99', 'DC', '7,246']
['217', 'Executive Assistant Iris Vol. 2', '1', '$2.99', 'Aspen', '7,021']
['218', 'Northlanders', '42', '$2.99', 'DC', '6,989']
['219', 'Planet of The Apes', '4', '$3.99', 'Boom', '6,907']
['220', 'Lady Mechanika Collected Edition', '1', '$3.99', 'Aspen', '6,902']
['221', 'Sonic Universe', '30', '$2.99', 'Archie', '6,892']
['222', '50 Girls 50', '2', '$2.99', 'Image', '6,880']
['223', 'Queen Sonja', '18', '$3.99', 'Dynamic Forces', '6,869']
['224', 'Doctor Solar Man of Atom', '7', '$3.50', 'Dark Horse', '6,833']
['225', 'Simpsons Comics', '180', '$2.99', 'Bongo', '6,705']
['226', 'Rasl', '11', '$3.50', 'Cartoon', '6,666']
['227', 'House of Mystery', '39', '$2.99', 'DC', '6,627']
['228', 'Infestation Outbreak', '2', '$3.99', 'IDW', '6,614']
['229', 'Doc Savage', '16', '$2.99', 'DC', '6,613']
['230', 'Tales From Neverland', '2', '$3.99', 'Zenescope', '6,594']
['231', 'Spirit', '16', '$2.99', 'DC', '6,461']
['232', 'Salem GFT Dream Eater One Shot', '\n', '$3.99', 'Zenescope', '6,423']
['233', 'All New Batman The Brave And The\nBold', '9', '$2.99', 'DC', '6,404']
['234', 'Futurama Comics', '56', '$2.99', 'Bongo', '6,229']
['235', 'GFT Myths & Legends', '7', '$2.99', 'Zenescope', '6,215']
['236', 'Soulfire Vol. 3', '2', '$2.99', 'Aspen', '6,141']
['237', 'Fly', '2', '$2.99', 'Zenescope', '6,133']
['238', 'Executive Assistant Orchid', '1', '$2.99', 'Aspen', '6,096']
['239', 'Duke Nukem Glorious Bastard', '1', '$3.99', 'IDW', '6,061']
['240', 'Executive Assistant Lotus', '1', '$2.99', 'Aspen', '6,030']
['241', 'Darkness', '92', '$2.99', 'Image', '5,971']
['242', 'Doctor Who Fairytale Life', '4', '$3.99', 'IDW', '5,950']
['243', 'Executive Assistant Violet', '1', '$2.99', 'Aspen', '5,775']
['244', '30 Days of Night Night Again', '3', '$3.99', 'IDW', '5,730']
['245', 'DMZ', '67', '$2.99', 'DC', '5,720']
['246', 'Red Sonja Revenge of the Gods', '5', '$3.99', 'Dynamic Forces', '5,698']
['247', 'Butcher Baker Righteous Maker', '5', '$2.99', 'Image', '5,658']
['248', 'Darkwing Duck', '14', '$3.99', 'Boom', '5,657']
['249', 'Mysterious Ways', '1', '$3.99', 'Image', '5,651']
['250', 'Bart Simpson Comics', '61', '$2.99', 'Bongo', '5,502']
['251', 'Solomon Kane Red Shadows', '4', '$3.50', 'Dark Horse', '5,410']
['252', 'Transformers 3 Movie Adaptation', '4', '$3.99', 'IDW', '5,383']
['253', 'Charismagic', '2', '$2.99', 'Aspen', '5,297']
['254', 'Kevin Smith Kato', '11', '$3.99', 'Dynamic Forces', '5,195']
['255', 'Haunted City', '0', '$2.50', 'Aspen', '5,064']
['256', 'Marksmen', '1', '$1.00', 'Image', '5,055']
['257', 'Vault', '1', '$3.50', 'Image', '4,982']
['258', 'Flashpoint', '2', '$3.99', 'DC', '4,977']
['259', 'Ducktales', '3', '$3.99', 'Boom', '4,966']
['260', 'Blue Estate', '4', '$2.99', 'Image', '4,950']
['261', 'Charmed', '12', '$3.50', 'Zenescope', '4,946']
['262', 'Batman', '608 Special Ed.', '$1.00', 'DC', '4,905']
['263', 'Sherlock Holmes Year One', '5', '$3.99', 'Dynamic Forces', '4,849']
['264', 'Mega Man', '3', '$2.99', 'Archie', '4,845']
['265', 'Scooby Doo Where Are You', '11', '$2.99', 'DC', '4,791']
['266', 'Spider-Man', '16', '$2.99', 'Marvel', '4,708']
['267', 'Gladstones School For World\nConquerors', '3', '$2.99', 'Image', '4,638']
['268', 'Lenore Volume II', '3', '$3.99', 'Titan', '4,587']
['269', 'Misadventures of Adam West', '1', '$3.99', 'Bluewater', '4,521']
['270', 'DC Comics Presents Batman Gotham\nNoir', '1', '$7.99', 'DC', '4,487']
['271', 'Spider-Island Spotlight', '\n', '$3.99', 'Marvel', '4,404']
['272', 'Gears of War', '18', '$2.99', 'DC', '4,327']
['273', 'Flash Rebirth', '1 New Ptg', '$1.00', 'DC', '4,304']
['274', 'Robert Jordan Wheel of Time Eye O/T\nWorld', '11', '$3.99', 'Dynamic Forces', '4,288']
['275', 'Stan Lee Traveler', '9', '$3.99', 'Boom', '4,251']
['276', 'Stan Lee Soldier Zero', '10', '$3.99', 'Boom', '4,250']
['277', 'Cars 2', '2', '$3.99', 'Marvel', '4,108']
['278', 'Shinku', '2', '$2.99', 'Image', '4,096']
['279', 'Kato Origins', '10', '$3.99', 'Dynamic Forces', '4,094']
['280', '100 Penny Press Transformers\nClassics', '1', '$1.00', 'IDW', '4,026']
['281', 'Bomb Queen All Girl Spec', '1', '$3.50', 'Image', '4,013']
['282', 'Samurais Blood', '2', '$2.99', 'Image', '4,007']
['283', 'Conan Legacy Frazetta Cover', '8', '$6.99', 'Dark Horse', '3,996']
['284', 'Stan Lee Starborn', '8', '$3.99', 'Boom', '3,995']
['285', 'Farscape', '21', '$3.99', 'Boom', '3,978']
['286', 'Walking Dead Weekly', '27', '$2.99', 'Image', '3,957']
['287', 'Walking Dead Weekly', '28', '$2.99', 'Image', '3,892']
['288', 'Walking Dead Weekly', '29', '$2.99', 'Image', '3,883']
['289', 'Fear Itself', '3', '$3.99', 'Marvel', '3,880']
['290', 'Venom Flashpoint', '1', '$4.99', 'Marvel', '3,829']
['291', 'Walking Dead Weekly', '30', '$2.99', 'Image', '3,806']
['292', 'Green Hornet Aftermath', '4', '$3.99', 'Dynamic Forces', '3,723']
['293', 'All Star Superman', '1 Special Ed.', '$1.00', 'DC', '3,691']
['294', 'Archie', '623', '$2.99', 'Archie', '3,669']
['295', 'Fear Itself', '2', '$3.99', 'Marvel', '3,667']
['296', 'Trailblazer One Shot', '\n', '$5.99', 'Image', '3,642']
['297', 'Green Lantern Rebirth', '1 Special Ed.', '$1.00', 'DC', '3,636']
['298', 'Brimstone', '2', '$3.25', 'Zenescope', '3,599']
['299', 'Flashpoint Batman Knight of\nVengeance', '1', '$2.99', 'DC', '3,542']
['300', 'Total Recall', '3', '$3.99', 'Dynamic Forces', '3,531']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Top-selling trade paperbacks', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'League of Extraordinary Gentlemen\nIII Century #2 1969 ', '', '$9.95', 'Top Shelf', '22,672']
['2', 'Conan The Barbarian Mask of Acheron\n      ', '', '$6.99', 'Dark Horse', '7,427']
['3', 'Kick-Ass ', '', '$19.99', 'Marvel', '6,286']
['4', 'Blackest Night ', '', '$19.99', 'DC', '6,172']
['5', 'Blackest Night Green Lantern ', '', '$19.99', 'DC', '4,368']
['6', 'Jack of Fables Vol. 9 The End ', '', '$17.99', 'DC', '3,916']
['7', 'Star Wars Clone Wars Yr Tv Vol. 6\nStarcrusher Trap ', '', '$7.99', 'Dark Horse', '3,846']
['8', 'Blackest Night Green Lantern Corps ', '', '$19.99', 'DC', '3,784']
['9', 'Northlanders Vol. 5 Metal ', '', '$17.99', 'DC', '3,778']
['10', 'Incognito Vol. 2 Bad Influences ', '', '$17.99', 'Marvel', '3,653']
['11', 'Walking Dead Vol. 14 No Way Out ', '', '$14.99', 'Image', '3,196']
['12', 'Locke & Key HC Vol. 4 Keys\nTo The Kingdom ', '', '$24.99', 'IDW', '2,974']
['13', 'Blackest Night Black Lantern Corps\nVol. 1 ', '', '$19.99', 'DC', '2,954']
['14', 'Batman Bruce Wayne The Road Home HC', '', '$24.99', 'DC', '2,925']
['15', 'Blackest Night Rise of the Black\nLanterns ', '', '$19.99', 'DC', '2,908']
['16', 'Blackest Night Black Lantern Corps\nVol. 2 ', '', '$19.99', 'DC', '2,906']
['17', 'Batman Hush Unwrapped Deluxe Ed HC', '', '$39.99', 'DC', '2,721']
['18', 'Blackest Night Tales of the Corps ', '', '$19.99', 'DC', '2,694']
['19', 'Scarlet Prem HC Book One ', '', '$24.99', 'Marvel', '2,553']
['20', 'Locke & Key Vol. 3 Crown of\nShadows ', '', '$19.99', 'IDW', '2,453']
['21', 'Justice HC', '', '$39.99', 'DC', '2,438']
['22', 'Deadpool Vol. 6 I Rule You Suck ', '', '$15.99', 'Marvel', '2,384']
['23', 'Star Wars Knight Errant Vol. 1\nAflame ', '', '$17.99', 'Dark Horse', '2,364']
['24', 'Captain America First Vengeance ', '', '$14.99', 'Marvel', '2,331']
['25', 'Avengers By Brian Michael Bendis\nVol. 1 ', '', '$19.99', 'Marvel', '2,281']
['26', 'New Avengers By Brian Michael\nBendis Vol. 1 ', '', '$19.99', 'Marvel', '2,231']
['27', 'Gotham Central Book 2 Jokers And\nMadmen ', '', '$19.99', 'DC', '2,181']
['28', 'Avengers Academy Vol. 1 Permanent\nRecord ', '', '$19.99', 'Marvel', '2,145']
['29', 'Usagi Yojimbo Vol. 25 Fox Hunt ', '', '$16.99', 'Dark Horse', '2,139']
['30', 'Saga of The Swamp Thing HC Book 05 ', '', '$24.99', 'DC', '2,101']
['31', 'Secret Avengers Vol. 1 Mission To\nMars ', '', '$19.99', 'Marvel', '2,091']
['32', 'Avengers By Brian Michael Bendis\nPrem HC Vol. 2 ', '', '$24.99', 'Marvel', '2,051']
['33', 'Showcase Presents Doc Savage ', '', '$19.99', 'DC', '1,986']
['34', 'Incredible Hulks Planet Savage ', '', '$15.99', 'Marvel', '1,979']
['35', 'Casanova Gula ', '', '$14.99', 'Marvel', '1,969']
['36', 'Yu-Gi-Oh 5Ds Vol. 1 ', '', '$9.99', 'Viz', '1,943']
['37', 'Heroes For Hire Control ', '', '$15.99', 'Marvel', '1,826']
['38', 'Black Panther Man Without Fear Vol.\n1 Urban Jungle ', '', '$16.99', 'Marvel', '1,811']
['39', 'Black Butler Vol. 6 ', '', '$11.99', 'Hachette', '1,712']
['40', 'Captain America Hail Hydra ', '', '$14.99', 'Marvel', '1,706']
['41', 'Negima Vol. 30 ', '', '$10.99', 'Random House', '1,688']
['42', 'Green Arrow HC Vol. 1 Into The\nWoods ', '', '$22.99', 'DC', '1,681']
['43', 'X-Files 30 Days of Night ', '', '$17.99', 'DC', '1,677']
['44', 'Walking Dead Vol. 1 Days Gone Bye ', '', '$9.99', 'Image', '1,661']
['45', 'Stand No Mans Land Prem HC', '', '$24.99', 'Marvel', '1,652']
['46', 'Dave Stevens Complete Sketchbook\nColl HC', '', '$50.00', 'IDW', '1,647']
['47', 'Atomic Robo Vol. 5 Deadly Art of\nScience ', '', '$19.95', 'Red 5', '1,631']
['48', 'Hawkeye Blindspot ', '', '$15.99', 'Marvel', '1,629']
['49', 'Batman Streets of Gotham HC Vol. 3\nHouse of Hush ', '', '$22.99', 'DC', '1,573']
['50', 'Cowboys HC ', '', '$19.99', 'DC', '1,558']
['51', 'Steve Rogers Super-Soldier ', '', '$14.99', 'Marvel', '1,556']
['52', 'High School of Dead Vol. 3 ', '', '$13.99', 'Hachette', '1,540']
['53', 'Black Widow Kiss Or Kill ', '', '$12.99', 'Marvel', '1,513']
['54', 'Classic G.I. Joe Vol. 12 ', '', '$24.99', 'IDW', '1,499']
['55', 'Daken And X-23 Prem HC Collision ', '', '$24.99', 'Marvel', '1,495']
['56', 'Mmw Avengers HC Vol. 11 ', '', '$54.99', 'Marvel', '1,492']
['57', 'Thor Black Galaxy Saga ', '', '$19.99', 'Marvel', '1,476']
['58', 'Spider-Man Blue ', '', '$19.99', 'Marvel', '1,474']
['59', 'Spider-Man Fantastic Four ', '', '$14.99', 'Marvel', '1,447']
['60', 'Halo Blood Line ', '', '$19.99', 'Marvel', '1,430']
