['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Civil War', '1', '$3.99', 'Marvel', '260,706']
['2', 'Infinite Crisis', '7', '$3.99', 'DC', '198,367']
['3', 'All Star Batman & Robin', '4', '$2.99', 'DC', '160,340']
['4', '52', '1*', '$2.50', 'DC', '140,918']
['5', 'Wolverine Origins', '2', '$2.99', 'Marvel', '131,473']
['6', '52', '2*', '$2.50', 'DC', '128,345']
['7', '52', '3*', '$2.50', 'DC', '123,935']
['8', 'New Avengers', '19', '$2.99', 'Marvel', '123,271']
['9', '52', '4*', '$2.50', 'DC', '121,394']
['10', 'Superman Batman', '26', '$3.99', 'DC', '118,776']
['11', 'Superman Batman', '25', '$2.99', 'DC', '103,663']
['12', 'Supergirl', '6', '$2.99', 'DC', '102,821']
['13', 'Ultimate Fantastic Four', '30', '$2.99', 'Marvel', '102,543']
['14', 'Amazing Spider-Man', '532', '$2.99', 'Marvel', '95,508']
['15', 'Wolverine', '42', '$2.99', 'Marvel', '93,523']
['16', 'X-Men', '186', '$2.99', 'Marvel', '79,506']
['17', 'Uncanny X-Men', '473', '$2.99', 'Marvel', '79,305']
['18', 'Green Lantern', '11', '$2.99', 'DC', '78,896']
['19', 'X-Men Deadly Genesis', '6', '$3.50', 'Marvel', '77,390']
['20', 'Batman', '653', '$2.99', 'DC', '77,228']
['21', 'Moon Knight', '2', '$2.99', 'Marvel', '75,305']
['22', 'Ultimate Spider-Man', '94', '$2.99', 'Marvel', '74,023']
['23', 'Ultimate Spider-Man', '95', '$2.99', 'Marvel', '73,536']
['24', 'Teen Titans', '35', '$2.50', 'DC', '72,926']
['25', 'Ultimate X-Men', '70', '$2.99', 'Marvel', '72,208']
['26', 'Ultimate Extinction', '5', '$2.99', 'Marvel', '71,729']
['27', 'Teen Titans', '36', '$2.99', 'DC', '71,459']
['28', 'Superman', '652', '$2.99', 'DC', '70,432']
['29', 'Detective Comics', '819', '$2.99', 'DC', '65,775']
['30', 'Action Comics', '838', '$2.50', 'DC', '62,678']
['31', 'Action Comics', '839', '$2.99', 'DC', '61,875']
['32', 'Crisis Aftermath Spectre', '1', '$2.99', 'DC', '55,751']
['33', 'Ion', '2', '$2.99', 'DC', '55,511']
['34', 'Secret Six', '1', '$2.99', 'DC', '54,940']
['35', 'Friendly Neighborhood Spider-Man', '8', '$2.99', 'Marvel', '53,890']
['36', 'JSA', '85', '$2.99', 'DC', '52,600']
['37', 'Sensational Spider-Man', '26', '$2.99', 'Marvel', '52,476']
['38', 'Shadowpact', '1', '$2.99', 'DC', '50,260']
['39', 'Crisis Aftermath Battle For\nBludhaven', '3', '$2.99', 'DC', '49,673']
['40', 'Squadron Supreme', '3', '$2.99', 'Marvel', '49,186']
['41', 'Crisis Aftermath Battle For\nBludhaven', '4', '$2.99', 'DC', '48,816']
['42', 'X-Men 198', '5', '$2.99', 'Marvel', '48,121']
['43', 'Daredevil', '85', '$2.99', 'Marvel', '47,881']
['44', 'Son of M', '6', '$2.99', 'Marvel', '47,148']
['45', 'Captain America', '18', '$2.99', 'Marvel', '46,723']
['46', 'Incredible Hulk', '95', '$2.99', 'Marvel', '46,553']
['47', 'Nightwing', '120', '$2.99', 'DC', '46,059']
['48', 'Outsiders', '36', '$2.99', 'DC', '45,688']
['49', 'Supergirl & Legion of Super\nHeroes', '18', '$2.99', 'DC', '45,503']
['50', 'X-Factor', '7', '$2.99', 'Marvel', '44,298']
['51', 'Annihilation Silver Surfer', '2', '$2.99', 'Marvel', '44,213']
['52', 'X-Men End Men & X-Men', '5', '$2.99', 'Marvel', '43,835']
['53', 'She-Hulk 2', '8', '$2.99', 'Marvel', '43,796']
['54', 'Ms Marvel', '3', '$2.99', 'Marvel', '43,031']
['55', 'Checkmate', '2', '$2.99', 'DC', '41,757']
['56', 'Blue Beetle', '3', '$2.99', 'DC', '41,695']
['57', 'Robin', '150', '$2.99', 'DC', '41,402']
['58', 'New X-Men', '26', '$2.99', 'Marvel', '40,058']
['59', 'Annihilation Nova', '2', '$2.99', 'Marvel', '39,587']
['60', 'Fantastic Four Death in the Family', '', '$3.99', 'Marvel', '39,232']
['61', 'Green Arrow', '62', '$2.99', 'DC', '39,170']
['62', 'Iron Man', '8', '$2.99', 'Marvel', '38,846']
['63', 'New Excalibur', '7', '$2.99', 'Marvel', '38,730']
['64', 'Annihilation Super Skrull', '2', '$2.99', 'Marvel', '38,313']
['65', 'JSA Classified', '12', '$2.99', 'DC', '37,432']
['66', 'Annihilation Ronan', '2', '$2.99', 'Marvel', '36,297']
['67', 'Birds of Prey', '94', '$2.99', 'DC', '34,892']
['68', 'Punisher', '33', '$2.99', 'Marvel', '34,467']
['69', 'Exiles', '80', '$2.99', 'Marvel', '34,027']
['70', 'Exiles', '81', '$2.99', 'Marvel', '33,895']
['71', 'JLA Classified', '21', '$2.99', 'DC', '33,787']
['72', 'Aquaman Sword of Atlantis', '42', '$2.99', 'DC', '32,598']
['73', 'Red Sonja', '10', '$2.99', 'Dynamic', '32,467']
['74', 'Last Planet Standing', '1', '$2.99', 'Marvel', '32,219']
['75', 'Conan', '28', '$2.99', 'Dark Horse', '31,663']
['76', 'Batman Secrets', '3', '$2.99', 'DC', '30,845']
['77', 'Nextwave Agents of Hate', '5', '$1.25', 'Marvel', '30,806']
['78', 'Catwoman', '55', '$2.99', 'DC', '30,173']
['79', 'Hawkgirl', '52', '$2.99', 'DC', '29,887']
['80', 'Last Planet Standing', '2', '$2.99', 'Marvel', '29,154']
['81', 'X-Men Apocalypse Dracula', '4', '$2.99', 'Marvel', '28,119']
['82', 'Black Panther', '16', '$2.99', 'Marvel', '28,080']
['83', 'Transformers Infiltration', '5', '$2.99', 'IDW', '27,254']
['84', 'Spawn', '156', '$2.95', 'Image', '27,007']
['85', 'She-Hulk 2', '7', '$2.99', 'Marvel', '26,551']
['86', 'Punisher Tyger (Res)', '', '$4.99', 'Marvel', '26,003']
['87', 'Y The Last Man', '45', '$2.99', 'DC', '25,856']
