['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Spawn', '100', '$4.95', 'Image', '143,493']
['2', 'Uncanny X-Men', '384', '$2.25', 'Marvel', '116,652']
['3', 'X-Men', '104', '$2.25', 'Marvel', '113,872']
['4', 'Wolverine', '154', '$2.25', 'Marvel', '82,000']
['5', 'JLA', '45', '$2.25', 'DC', '75,397']
['6', 'Avengers', '32', '$2.25', 'Marvel', '74,160']
['7', 'Punisher', '6', '$2.99', 'Marvel', '73,253']
['8', 'X Men 2000', '', '$3.50', 'Marvel', '72,918']
['9', 'Daredevil', '16', '$2.99', 'Marvel', '67,010']
['10', 'Universe X', 'O', '$3.99', 'Marvel', '60,038']
['11', 'Fantastic Four', '33', '$2.25', 'Marvel', '57,933']
['12', 'X Men Unlimited', '28', '$2.99', 'Marvel', '52,640']
['13', 'Tomb Raider', '7', '$2.50', 'Image', '52,092']
['14', 'Amazing Spider-Man', '21', '$2.25', 'Marvel', '51,903']
['15', 'Rising Stars', '9', '$2.50', 'Image', '50,739']
['16', 'Thor', '27', '$2.25', 'Marvel', '50,642']
['17', 'Iron Man', '32', '$2.25', 'Marvel', '50,564']
['18', 'Batman Dark Victory', '10', '$2.95', 'DC', '50,021']
['19', 'Peter Parker Spider-Man', '21', '$2.25', 'Marvel', '49,749']
['20', 'X-Force', '106', '$2.25', 'Marvel', '49,070']
['21', 'Batman', '581', '$2.25', 'DC', '48,512']
['22', 'Captain America', '33', '$2.25', 'Marvel', '47,745']
['23', 'Detective Comics', '748', '$2.50', 'DC', '47,702']
['24', 'Superman', '160', '$2.25', 'DC', '47,275']
['25', 'Mutant X', '23', '$2.25', 'Marvel', '45,679']
['26', 'Avengers Infinity', '1', '$2.99', 'Marvel', '45,611']
['27', 'League Of Extraordinary Gentlemen', '6', '$2.95', 'DC', '45,558']
['28', 'Generation X', '67', '$2.25', 'Marvel', '45,456']
['29', 'Batgirl', '6', '$2.50', 'DC', '45,145']
['30', 'Action Comics', '769', '$2.25', 'DC', '44,524']
['31', 'Sentry', '1', '$2.99', 'Marvel', '44,413']
['32', 'Marvel Knights', '3', '$2.99', 'Marvel', '44,146']
['33', 'Magneto Dark Seduction', '4', '$2.99', 'Marvel', '43,408']
['34', 'Adventures Of Superman', '582', '$2.25', 'DC', '43,316']
['35', 'Superman The Man Of Steel', '104', '$2.25', 'DC', '43,161']
['36', 'Soul Saga', '5', '$2.50', 'Image', '43,040']
['37', 'Cable', '83', '$2.25', 'Marvel', '43,011']
['38', 'JSA', '14', '$2.50', 'DC', '42,298']
['39', 'Preacher', '65', '$3.75', 'DC', '42,205']
['40', 'X-Man', '67', '$2.25', 'Marvel', '42,108']
['41', 'Nightwing', '47', '$2.25', 'DC', '41,570']
['42', 'X-Men Children of the Atom', '6', '$2.99', 'Marvel', '40,745']
['43', 'Batman Gotham Knights', '7', '$2.50', 'DC', '40,677']
['44', 'Batman Legends of the Dark Knight', '133', '$2.25', 'DC', '40,202']
['45', 'Thunderbolts', '42', '$2.25', 'Marvel', '39,251']
['46', 'Witchblade', '42', '$2.50', 'Image', '38,654']
['47', 'Darkchylde Witchblade', '1', '$2.50', 'Image', '38,625']
['48', 'Green Lantern', '128', '$2.25', 'DC', '37,883']
['49', 'Gambit', '20', '$2.25', 'Marvel', '37,543']
['50', 'Marvel Boy', '2', '$2.99', 'Marvel', '37,393']
['51', 'Incredible Hulk', '18', '$2.25', 'Marvel', '37,049']
['52', 'Flash', '164', '$2.25', 'DC', '36,253']
['53', 'X-Men The Hidden Years', '10', '$2.50', 'Marvel', '35,661']
['54', 'Iron Man Bad Blood', '1', '$2.99', 'Marvel', '35,394']
['55', 'Inhumans', '4', '$2.99', 'Marvel', '35,326']
['56', 'Darkness', '33', '$2.50', 'Image', '34,511']
['57', 'Titans', '19', '$2.50', 'DC', '34,259']
['58', 'DC Two Thousand', '1', '$6.95', 'DC', '33,653']
['59', 'Tom Strong', '9', '$2.95', 'DC', '33,381']
['60', 'Authority', '17', '$2.50', 'DC', '33,080']
['61', 'Dark Crossings Dark Cloud Overhead', '2', '$5.95', 'Image', '31,867']
['62', 'Young Justice', '23', '$2.50', 'DC', '31,344']
['63', 'Robin', '80', '$2.25', 'DC', '31,261']
['64', 'Spider-Girl', '24', '$2.25', 'Marvel', '30,281']
['65', 'Batman Huntress Cry For Blood', '4', '$2.50', 'DC', '29,568']
['66', 'Before The 4 Ben Grimm And Logan', '3', '$2.99', 'Marvel', '29,364']
['67', 'Catwoman', '84', '$2.25', 'DC', '28,826']
['68', 'Green Lantern Annual', '9', '$3.50', 'DC', '28,821']
['69', 'Batman Outlaws', '1', '$4.95', 'DC', '28,792']
['70', 'Tellos', '8', '$2.50', 'Image', '28,530']
['71', 'Jenny Sparks Secret History of the\nAuthority', '2', '$2.50', 'DC', '28,326']
['72', 'Birds Of Prey', '21', '$2.50', 'DC', '28,287']
['73', 'Captain Marvel', '9', '$2.50', 'Marvel', '28,176']
['74', 'Deadpool', '44', '$2.25', 'Marvel', '27,734']
