['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Avengers Vs X-Men', '11', '$3.99', 'Marvel', '167,327']
['2', 'Batman', '0', '$3.99', 'DC', '156,561']
['3', 'Justice League', '0', '$3.99', 'DC', '125,868']
['4', 'Green Lantern', '0', '$2.99', 'DC', '89,909']
['5', 'Detective Comics', '0', '$3.99', 'DC', '84,063']
['6', 'Action Comics', '0', '$3.99', 'DC', '78,626']
['7', 'Batman The Dark Knight', '0', '$2.99', 'DC', '72,919']
['8', 'Batman And Robin', '0', '$2.99', 'DC', '69,146']
['9', 'Earth 2', '0', '$2.99', 'DC', '69,111']
['10', 'Batman Incorporated', '0', '$2.99', 'DC', '66,112']
['11', 'Aquaman', '0', '$2.99', 'DC', '61,227']
['12', 'Superman', '0', '$2.99', 'DC', '60,493']
['13', 'Uncanny X-Men', '18', '$3.99', 'Marvel', '59,794']
['14', 'Amazing Spider-Man', '693', '$3.99', 'Marvel', '59,772']
['15', 'Avengers', '30', '$3.99', 'Marvel', '58,609']
['16', 'Amazing Spider-Man', '694', '$3.99', 'Marvel', '58,461']
['17', 'Flash', '0', '$2.99', 'DC', '56,890']
['18', 'New Avengers', '30', '$3.99', 'Marvel', '56,742']
['19', 'Wolverine And X-Men', '16', '$3.99', 'Marvel', '55,857']
['20', 'Before Watchmen Comedian', '3', '$3.99', 'DC', '55,114']
['21', 'Wolverine And X-Men', '17', '$3.99', 'Marvel', '54,768']
['22', 'Talon', '0*', '$2.99', 'DC', '53,722']
['23', 'Before Watchmen Silk Spectre', '3', '$3.99', 'DC', '53,464']
['24', 'Walking Dead', '102*', '$2.99', 'Image', '53,337']
['25', 'Before Watchmen Nite Owl', '3', '$3.99', 'DC', '53,270']
['26', 'Nightwing', '0', '$2.99', 'DC', '53,109']
['27', 'Spider-Men', '5', '$3.99', 'Marvel', '52,525']
['28', 'Before Watchmen Ozymandias', '3', '$3.99', 'DC', '52,280']
['29', 'Batgirl', '0', '$2.99', 'DC', '50,441']
['30', 'Wonder Woman', '0', '$2.99', 'DC', '49,778']
['31', 'Teen Titans', '0', '$2.99', 'DC', '47,318']
['32', 'Green Lantern Corps', '0', '$2.99', 'DC', '47,309']
['33', 'Green Lantern New Guardians', '0', '$2.99', 'DC', '46,718']
['34', 'Uncanny X-Force', '31', '$3.99', 'Marvel', '44,061']
['35', 'Worlds Finest', '0', '$2.99', 'DC', '42,770']
['36', 'Hit-Girl', '3', '$2.99', 'Marvel', '42,678']
['37', 'Batwoman', '0', '$2.99', 'DC', '41,684']
['38', 'Ultimate Comics Spider-Man', '14', '$3.99', 'Marvel', '40,960']
['39', 'Justice League', '12', '$3.99', 'DC', '40,439']
['40', 'Ultimate Comics Spider-Man', '15', '$3.99', 'Marvel', '40,435']
['41', 'Swamp Thing', '0', '$2.99', 'DC', '40,123']
['42', 'Red Hood And The Outlaws', '0', '$2.99', 'DC', '39,511']
['43', 'Wolverine', '313', '$3.99', 'Marvel', '39,262']
['44', 'Catwoman', '0', '$2.99', 'DC', '39,117']
['45', 'Red Lanterns', '0', '$2.99', 'DC', '38,928']
