['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Uncanny Avengers', '1', '$3.99', 'Marvel', '303,722']
['2', 'Avengers Vs X-Men', '12', '$4.99', 'Marvel', '171,452']
['3', 'Batman', '13', '$3.99', 'DC', '148,305']
['4', 'Justice League', '13', '$3.99', 'DC', '117,752']
['5', 'A Plus X', '1', '$3.99', 'Marvel', '105,420']
['6', 'Green Lantern', '13', '$2.99', 'DC', '91,814']
['7', 'Detective Comics', '13', '$3.99', 'DC', '76,392']
['8', 'AVX Vs', '6', '$3.99', 'Marvel', '75,298']
['9', 'Walking Dead', '103', '$2.99', 'Image', '74,378']
['10', 'AVX Consequences', '1', '$3.99', 'Marvel', '73,272']
['11', 'Marvel Now Point One', '1', '$5.99', 'Marvel', '69,606']
['12', 'Action Comics', '13', '$3.99', 'DC', '67,241']
['13', 'Uncanny X-Men', '20', '$3.99', 'Marvel', '65,981']
['14', 'Batman The Dark Knight', '13', '$2.99', 'DC', '65,271']
['15', 'Batman And Robin', '13', '$2.99', 'DC', '63,097']
['16', 'AVX Consequences', '2', '$3.99', 'Marvel', '62,799']
['17', 'Avengers', '31', '$3.99', 'Marvel', '62,495']
['18', 'Earth 2', '5', '$2.99', 'DC', '61,529']
['19', 'Batman Incorporated', '4', '$2.99', 'DC', '60,888']
['20', 'AVX Consequences', '3', '$3.99', 'Marvel', '59,896']
['21', 'Uncanny X-Men', '19', '$3.99', 'Marvel', '59,283']
['22', 'AVX Consequences', '4', '$3.99', 'Marvel', '58,527']
['23', 'Amazing Spider-Man', '695', '$3.99', 'Marvel', '58,185']
['24', 'Amazing Spider-Man', '696', '$3.99', 'Marvel', '57,950']
['25', 'Before Watchmen Rorschach', '2*', '$3.99', 'DC', '56,509']
['26', 'Avengers', '32', '$3.99', 'Marvel', '56,204']
['27', 'Aquaman', '13', '$2.99', 'DC', '54,648']
['28', 'New Avengers', '31', '$3.99', 'Marvel', '53,456']
['29', 'Before Watchmen Minutemen', '4', '$3.99', 'DC', '53,270']
['30', 'Wolverine And X-Men', '18', '$3.99', 'Marvel', '52,331']
['31', 'Superman', '13', '$2.99', 'DC', '52,155']
['32', 'Before Watchmen Dr Manhattan', '2*', '$3.99', 'DC', '51,503']
['33', 'Green Lantern Corps', '13', '$2.99', 'DC', '50,773']
['34', 'Action Comics Annual', '1', '$4.99', 'DC', '50,485']
['35', 'Talon', '1*', '$2.99', 'DC', '50,163']
['36', 'Batgirl', '13', '$2.99', 'DC', '50,074']
['37', 'Wolverine And X-Men', '19', '$3.99', 'Marvel', '50,008']
['38', 'Flash', '13', '$2.99', 'DC', '49,936']
['39', 'Walking Dead Michonne Special', '\n', '$2.99', 'Image', '49,930']
['40', 'Green Lantern New Guardians', '13', '$2.99', 'DC', '48,500']
['41', 'Nightwing', '13', '$2.99', 'DC', '47,171']
['42', 'Fantastic Four', '611', '$2.99', 'Marvel', '45,322']
['43', 'Uncanny X-Force', '32', '$3.99', 'Marvel', '44,055']
['44', 'Wonder Woman', '13', '$2.99', 'DC', '43,731']
['45', 'Legends of the Dark Knight', '1', '$3.99', 'DC', '42,904']
['46', 'Red Lanterns', '13', '$2.99', 'DC', '42,804']
['47', 'Minimum Carnage Alpha', '1', '$3.99', 'Marvel', '41,110']
['48', 'Teen Titans', '13', '$2.99', 'DC', '41,059']
['49', 'Hit-Girl', '4', '$2.99', 'Marvel', '40,937']
['50', 'Daredevil End of Days', '1', '$3.99', 'Marvel', '40,911']
['51', 'Captain America', '19', '$3.99', 'Marvel', '40,205']
['52', 'Catwoman', '13', '$2.99', 'DC', '40,147']
['53', 'Ultimate Comics Spider-Man', '16', '$3.99', 'Marvel', '39,679']
['54', 'Batgirl Annual', '1', '$4.99', 'DC', '39,017']
['55', 'X-Men Legacy', '275', '$2.99', 'Marvel', '38,726']
['56', 'Wolverine', '315', '$3.99', 'Marvel', '38,557']
['57', 'Ultimate Comics Spider-Man', '16.1', '$2.99', 'Marvel', '38,321']
['58', 'Captain America', '18', '$3.99', 'Marvel', '38,318']
['59', 'Wolverine Max', '1', '$3.99', 'Marvel', '37,509']
['60', 'Batwoman', '13', '$2.99', 'DC', '37,315']
['61', 'Daredevil', '19', '$2.99', 'Marvel', '37,228']
['62', 'Invincible Iron Man', '527', '$3.99', 'Marvel', '36,981']
['63', 'Avengers Assemble', '8', '$3.99', 'Marvel', '36,453']
['64', 'Incredible Hulk', '15', '$3.99', 'Marvel', '36,091']
['65', 'Swamp Thing', '13', '$2.99', 'DC', '36,069']
['66', 'Worlds Finest', '5', '$2.99', 'DC', '35,951']
['67', 'Invincible Iron Man', '526', '$3.99', 'Marvel', '35,934']
['68', 'Red Hood And The Outlaws', '13', '$2.99', 'DC', '35,420']
['69', 'Hawkeye', '3', '$2.99', 'Marvel', '35,403']
['70', 'Secret Avengers', '32', '$3.99', 'Marvel', '35,346']
['71', 'Mighty Thor', '22', '$3.99', 'Marvel', '35,328']
['72', 'Mighty Thor', '21', '$3.99', 'Marvel', '34,550']
['73', 'Wolverine', '314', '$3.99', 'Marvel', '34,504']
['74', 'Animal Man', '13', '$2.99', 'DC', '34,303']
['75', 'Secret Avengers', '33', '$3.99', 'Marvel', '34,260']
['76', 'Avenging Spider-Man', '13', '$3.99', 'Marvel', '32,908']
['77', 'Swamp Thing Annual', '1', '$4.99', 'DC', '32,293']
['78', 'A-Babies Vs X-Babies', '1', '$2.99', 'Marvel', '32,034']
['79', 'Scarlet Spider', '10', '$2.99', 'Marvel', '31,786']
['80', 'Venom', '26', '$2.99', 'Marvel', '31,711']
['81', 'X-Men', '37', '$3.99', 'Marvel', '31,611']
['82', 'Red She-Hulk', '58', '$2.99', 'Marvel', '31,136']
['83', 'FF', '23', '$2.99', 'Marvel', '30,844']
['84', 'Phantom Stranger', '1*', '$2.99', 'DC', '30,015']
['85', 'Justice League Dark', '13', '$2.99', 'DC', '30,008']
['86', 'Supergirl', '13', '$2.99', 'DC', '29,450']
['87', 'Ultimate Comics Ultimates', '17', '$3.99', 'Marvel', '29,382']
['88', 'Astonishing X-Men', '55', '$3.99', 'Marvel', '29,060']
['89', 'Deadpool', '63', '$2.99', 'Marvel', '29,049']
['90', 'Deadpool', '62', '$2.99', 'Marvel', '28,897']
['91', 'Captain Marvel', '5', '$2.99', 'Marvel', '28,619']
['92', 'Gambit', '4', '$2.99', 'Marvel', '27,828']
['93', 'Ultimate Comics Iron Man', '1', '$3.99', 'Marvel', '27,744']
['94', 'Avenging Spider-Man Annual', '1', '$4.99', 'Marvel', '27,663']
['95', 'Marvel Universe Vs Avengers', '1', '$3.99', 'Marvel', '27,650']
['96', 'Suicide Squad', '13', '$2.99', 'DC', '27,644']
['97', 'Justice League Dark Annual', '1', '$4.99', 'DC', '27,239']
['98', 'Punisher War Zone', '1', '$2.99', 'Marvel', '27,010']
['99', 'Ultimate Comics X-Men', '17', '$3.99', 'Marvel', '26,503']
['100', 'Happy', '2', '$2.99', 'Image', '26,474']
['101', 'Ultimate Comics X-Men', '18', '$3.99', 'Marvel', '26,322']
['102', 'Birds of Prey', '13', '$2.99', 'DC', '25,851']
['103', 'Superboy', '13', '$2.99', 'DC', '25,726']
['104', 'Btvs Season 9 Freefall', '14', '$2.99', 'Dark Horse', '25,577']
['105', 'First X-Men', '3', '$3.99', 'Marvel', '25,434']
['106', 'Ame Comi Girls', '1', '$3.99', 'DC', '24,966']
['107', 'Team 7', '1*', '$2.99', 'DC', '24,895']
['108', 'Winter Soldier', '12', '$2.99', 'Marvel', '24,807']
['109', 'Captain Marvel', '6', '$2.99', 'Marvel', '23,103']
['110', 'Bedlam', '1*', '$3.50', 'Image', '22,736']
['111', 'Avengers Academy', '38', '$2.99', 'Marvel', '22,467']
['112', 'X-Factor', '245', '$2.99', 'Marvel', '22,364']
['113', 'Age of Apocalypse', '8', '$2.99', 'Marvel', '22,293']
['114', 'Green Arrow', '13', '$2.99', 'DC', '22,057']
['115', 'Dark Avengers', '182', '$2.99', 'Marvel', '21,936']
['116', 'Secret Service', '4', '$2.99', 'Marvel', '21,751']
['117', 'Sword of Sorcery', '1*', '$3.99', 'DC', '21,552']
['118', 'Star Trek TNG Doctor Who Assimilation', '6', '$3.99', 'IDW', '21,516']
['119', 'All Star Western', '13', '$3.99', 'DC', '21,481']
['120', 'Journey Into Mystery', '645', '$2.99', 'Marvel', '20,705']
['121', 'Adventure Time', '9', '$3.99', 'Boom', '20,636']
['122', 'Fatale', '8', '$3.50', 'Image', '20,542']
['123', 'Dial H', '5', '$2.99', 'DC', '19,903']
['124', 'Batman Arkham Unhinged', '7', '$2.99', 'DC', '19,890']
['125', 'Batman Beyond Unlimited', '9', '$3.99', 'DC', '19,877']
['126', 'X-Treme X-Men', '5', '$2.99', 'Marvel', '19,841']
['127', 'Smallville Season 11', '6', '$3.99', 'DC', '19,663']
['128', 'Defenders', '11', '$3.99', 'Marvel', '19,361']
['129', 'Fatale', '9', '$3.50', 'Image', '19,345']
['130', 'New Mutants', '50', '$2.99', 'Marvel', '19,087']
['131', 'Ravagers', '5', '$2.99', 'DC', '18,656']
['132', 'Legion of Super Heroes', '13', '$2.99', 'DC', '18,487']
['133', 'Masters of the Universe The Origin of Skeletor', '1', '$2.99', 'DC', '18,420']
['134', 'Fairest', '8', '$2.99', 'DC', '18,376']
['135', 'He Man And The Masters of the Universe', '3', '$2.99', 'DC', '18,269']
['136', 'Doctor Who Vol. 3', '1', '$3.99', 'IDW', '18,083']
['137', 'Captain America And Black Widow', '638', '$2.99', 'Marvel', '17,944']
['138', 'Spawn', '224', '$2.99', 'Image', '17,759']
['139', 'Stormwatch', '13', '$2.99', 'DC', '17,621']
['140', 'Teenage Mutant Ninja Turtles', '15', '$3.99', 'IDW', '17,591']
['141', 'Batwing', '13', '$2.99', 'DC', '17,166']
['142', 'Adventure Time Marceline Scream Queens', '4', '$3.99', 'Boom', '17,020']
['143', 'Demon Knights', '13', '$2.99', 'DC', '16,805']
['144', 'Thief of Thieves', '9', '$2.99', 'Image', '16,645']
['145', 'Ghosts', '1', '$7.99', 'DC', '16,574']
['146', 'Fables', '122', '$2.99', 'DC', '16,513']
['147', 'Frankenstein Agent of Shade', '13', '$2.99', 'DC', '16,501']
['148', 'Shadow', '6', '$3.99', 'Dynamic Forces', '16,362']
['149', 'X-O Manowar', '6 BRAITHWAITE CVR', '$3.99', 'Valiant', '16,299']
