['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '386', '$2.25', 'Marvel', '111,873']
['2', 'X-Men', '106', '$2.99', 'Marvel', '109,354']
['3', 'Wolverine', '156', '$2.25', 'Marvel', '77,479']
['4', 'JLA', '47', '$2.25', 'DC', '76,632']
['5', 'Avengers', '34', '$2.99', 'Marvel', '70,404']
['6', 'Punisher', '8', '$2.99', 'Marvel', '68,494']
['7', 'Midnight Nation', '1', '$2.50', 'Image', '64,244']
['8', 'Spawn', '102', '$2.50', 'Image', '64,052']
['9', 'Daredevil', '18', '$2.99', 'Marvel', '63,974']
['10', 'X-Men Black Sun The New X-Men', '1', '$2.99', 'Marvel', '60,782']
['11', 'X-Men Black Sun Storm', '2', '$2.99', 'Marvel', '56,248']
['12', 'X-Men Black Sun\xa0\n      Wolverine & Thunderbird', '5', '$2.99', 'Marvel', '55,790']
['13', 'X-Men Black Sun Colossus &\nNightcrawler', '4', '$2.99', 'Marvel', '55,217']
['14', 'X-Men Black Sun Banshee &\nSunfire', '3', '$2.99', 'Marvel', '55,126']
['15', 'Ultimate Spider-Man', '1', '$2.99', 'Marvel', '54,407']
['16', 'Universe X', '2', '$3.50', 'Marvel', '54,347']
['17', 'Rising Stars', '11', '$2.50', 'Image', '51,086']
['18', 'Amazing Spider-Man', '23', '$2.25', 'Marvel', '49,291']
['19', 'Tomb Raider', '8', '$2.50', 'Image', '48,403']
['20', 'Iron Man', '34', '$2.25', 'Marvel', '48,155']
['21', 'Batman Dark Victory', '12', '$2.95', 'DC', '47,560']
['22', 'Punisher Painkiller Jane', '', '$3.50', 'Marvel', '47,501']
['23', 'Peter Parker Spider-Man', '23', '$2.25', 'Marvel', '46,914']
['24', 'Thor', '29', '$2.25', 'Marvel', '46,869']
['25', 'Detective Comics', '750', '$4.95', 'DC', '45,797']
['26', 'Batman', '583', '$2.25', 'DC', '45,797']
['27', 'X-Force', '108', '$2.25', 'Marvel', '45,353']
['28', 'Fantastic Four Foil Cvr', '35', '$3.25', 'Marvel', '44,821']
['29', 'Captain America', '35', '$2.25', 'Marvel', '44,496']
['30', 'Mutant X', '25', '$2.25', 'Marvel', '43,273']
['31', 'Iron Fist Wolverine', '1', '$2.99', 'Marvel', '43,058']
['32', 'Batgirl', '8', '$2.50', 'DC', '42,706']
['33', 'Superman', '162', '$2.25', 'DC', '42,376']
['34', 'Marvel Knights', '5', '$2.99', 'Marvel', '41,890']
['35', 'Generation X', '69', '$2.25', 'Marvel', '41,835']
['36', 'Action Comics', '771', '$2.25', 'DC', '40,324']
['37', 'JSA', '16', '$2.50', 'DC', '40,251']
['38', 'Thunderbolts', '44', '$2.25', 'Marvel', '40,214']
['39', 'Nightwing', '49', '$2.25', 'DC', '39,743']
['40', 'Cable', '85', '$2.25', 'Marvel', '39,083']
['41', 'X-Man', '69', '$2.25', 'Marvel', '38,419']
['42', 'Witchblade', '43', '$2.50', 'Image', '38,204']
['43', 'Adventures Of Superman', '584', '$2.25', 'DC', '38,048']
['44', 'Superman The Man Of Steel', '106', '$2.25', 'DC', '37,801']
['45', 'Batman Gotham Knights', '9', '$2.50', 'DC', '37,480']
['46', 'Avengers Infinity', '3', '$2.99', 'Marvel', '37,302']
['47', 'Batman Legends of the Dark Knight', '135', '$2.25', 'DC', '36,921']
['48', 'Green Lantern', '130', '$2.25', 'DC', '36,784']
['49', 'Maximum Security Dangerous Planet', '', '$2.99', 'Marvel', '36,702']
['50', 'Hellspawn', '2', '$2.50', 'Image', '36,033']
['51', 'Authority', '19', '$2.50', 'DC', '35,438']
['52', 'Star Wars Darth Maul', '1', '$2.95', 'Dark Horse', '35,392']
['53', 'Star Wars Darth Maul Photo Cvr', '1', '$2.95', 'Dark Horse', '35,392']
['54', 'Gambit', '22', '$2.25', 'Marvel', '35,364']
['55', 'Planetary', '12 (Res)', '$2.50', 'DC', '35,296']
