['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['182', 'Star Trek Next Generation Hive', '3', '$3.99', 'IDW', '10,097']
['183', 'Transformers More Than Meets Eye', '12', '$3.99', 'IDW', '10,076']
['184', 'Transformers Regeneration One', '86', '$3.99', 'IDW', '10,037']
['185', 'Star Trek', '16', '$3.99', 'IDW', '9,990']
['186', 'Blackacre', '1', '$2.99', 'Image', '9,804']
['187', 'Great Pacific', '3', '$2.99', 'Image', '9,608']
['188', 'Shadow Special', '1', '$4.99', 'Dynamic Forces', '9,536']
['189', 'Hollows', '1', '$3.99', 'IDW', '9,303']
['190', 'Hellblazer', '298', '$2.99', 'DC', '9,132']
['191', 'Transformers Spotlight\nOrion Pax One Shot', '$3.99', 'IDW', '9,109']
['192', 'Godzilla Half Century War', '4', '$3.99', 'IDW', '9,090']
['193', 'G.I. Combat', '7', '$3.99', 'DC', '8,941']
['194', 'Joe Kubert Presents', '3', '$4.99', 'DC', '8,897']
['195', 'Sonic The Hedgehog', '243', '$2.99', 'Archie', '8,760']
['196', 'Crossed Badlands', '19', '$3.99', 'Avatar', '8,655']
['197', 'Warlord of Mars Dejah Thoris', '19', '$3.99', 'Dynamic Forces', '8,538']
['198', 'Unwritten', '44', '$2.99', 'DC', '8,532']
['199', 'Crossed Badlands', '20', '$3.99', 'Avatar', '8,461']
['200', 'Transformers Prime Rage of the Dinobots', '2', '$3.99', 'IDW', '8,284']
['201', 'Witchblade', '162', '$2.99', 'Image', '8,098']
['202', 'I Love Trouble', '1', '$2.99', 'Image', '7,974']
['203', 'Crow Skinning The Wolves', '1', '$3.99', 'IDW', '7,883']
['204', 'Evil Ernie', '3', '$3.99', 'Dynamic Forces', '7,832']
['205', 'Rachel Rising', '13', '$3.99', 'Abstract', '7,782']
['206', 'G.I. Joe A Real American Hero', '185', '$3.99', 'IDW', '7,777']
['207', 'Mars Attacks Popeye', '\n', '$3.99', 'IDW', '7,748']
['208', 'G.I. Joe Vol. 2', '20', '$3.99', 'IDW', '7,575']
['209', 'Warlord of Mars Dejah Thoris', '20', '$3.99', 'Dynamic Forces', '7,555']
['210', 'Lot 13', '3', '$2.99', 'DC', '7,551']
['211', 'Superman Family Adventures', '8', '$2.99', 'DC', '7,487']
['212', 'Adventure Time Cover Showcase One Shot', '\n', '$3.99', 'Boom', '7,478']
['213', 'Nowhere Men', '2', '$2.99', 'Image', '7,368']
['214', 'Haunt', '28', '$2.99', 'Image', '7,327']
['215', 'Vampirella', '25', '$3.99', 'Dynamic Forces', '7,293']
['216', 'Wonderland', '6', '$2.99', 'Zenescope', '7,242']
['217', 'Young Justice', '23', '$2.99', 'DC', '7,200']
['218', 'Spongebob Comics', '15', '$2.99', 'United Plankton', '7,196']
['219', 'Castle A Calm Before Storm', '1', '$3.99', 'Marvel', '7,174']
['220', 'Robyn Hood', '4', '$2.99', 'Zenescope', '7,136']
['221', 'Black Kiss II', '5', '$2.99', 'Image', '7,044']
['222', 'Grimm Fairy Tales 2012 Holiday Special', '\n', '$5.99', 'Zenescope', '6,885']
['223', 'Sonic Universe', '47', '$2.99', 'Archie', '6,837']
['224', 'Ghostbusters', '16', '$3.99', 'IDW', '6,813']
['225', 'Simpsons Comics', '197', '$2.99', 'Bongo', '6,779']
['226', 'Lady Death', '24', '$3.99', 'Avatar', '6,762']
['227', 'Witch Doctor Malpractice', '2', '$2.99', 'Image', '6,673']
['228', 'Snake Eyes & Storm Shadow', '20', '$3.99', 'IDW', '6,663']
['229', 'My Little Pony Friendship Is Magic', '1', '$3.99', 'IDW', '6,651']
['230', 'Fashion Beast', '4', '$3.99', 'Avatar', '6,639']
['231', 'Saucer Country', '10', '$2.99', 'DC', '6,608']
['232', 'Sherlock Holmes Liverpool Demon', '1', '$3.99', 'Dynamic Forces', '6,598']
['233', 'Cobra', '20', '$3.99', 'IDW', '6,589']
['234', 'Mars Attacks', '6', '$3.99', 'IDW', '6,509']
['235', 'Grimm Fairy Tales', '80', '$2.99', 'Zenescope', '6,508']
['236', 'Tmnt Color Classics Micro\nSeries Michelangelo', '$3.99', 'IDW', '6,456']
['237', 'Change', '1', '$2.99', 'Image', '6,439']
['238', 'Mega Man', '20', '$2.99', 'Archie', '6,351']
['239', 'Harvest', '5', '$3.50', 'Image', '6,326']
['240', 'Image Firsts Thief of Thieves', '1', '$1.00', 'Image', '6,292']
['241', 'Lord of the Jungle', '10', '$3.99', 'Dynamic Forces', '6,259']
['242', '47 Ronin', '2', '$3.99', 'Dark Horse', '6,101']
['243', 'Youngblood', '75', '$4.99', 'Image', '6,049']
['244', 'Multiple Warheads Alphabet To Infinity', '3', '$2.99', 'Image', '5,981']
['245', 'Hack Slash', '21', '$3.50', 'Image', '5,940']
['246', 'Garth Ennis Jennifer Blood', '20', '$3.99', 'Dynamic Forces', '5,933']
['247', 'Comeback', '2', '$3.50', 'Image', '5,933']
['248', 'Red Sonja', '72', '$3.99', 'Dynamic Forces', '5,856']
['249', 'Damsels', '4', '$3.99', 'Dynamic Forces', '5,851']
['250', 'Grimm Fairy Tales Bad Girls', '5', '$2.99', 'Zenescope', '5,822']
['251', 'Image Firsts Manhattan Projects', '1', '$1.00', 'Image', '5,763']
['252', 'Artifacts', '23', '$3.99', 'Image', '5,708']
['253', 'Colder', '2', '$3.99', 'Dark Horse', '5,683']
['254', 'Prophet', '32', '$3.99', 'Image', '5,642']
['255', 'Guarding The Globe', '4', '$2.99', 'Image', '5,628']
['256', 'Image Firsts Chew', '1', '$1.00', 'Image', '5,574']
['257', 'The Spider', '7', '$3.99', 'Dynamic Forces', '5,571']
['258', 'Suicide Squad', '14', '$2.99', 'DC', '5,494']
['259', 'Green Lantern The Animated Series', '9', '$2.99', 'DC', '5,464']
['260', 'Fathom Vol. 4', '8', '$3.50', 'Aspen', '5,414']
['261', 'Grimm Fairy Tales Sleepy Hollow', '3', '$2.99', 'Zenescope', '5,393']
['262', 'To Hell You Ride', '1', '$3.99', 'Dark Horse', '5,382']
['263', 'Bart Simpson Comics', '78', '$2.99', 'Bongo', '5,376']
['264', 'Image Firsts Fatale', '1', '$1.00', 'Image', '5,330']
['265', 'Carbon Grey Vol. 2', '2', '$3.99', 'Image', '5,302']
['266', 'Blackacre', '2', '$2.99', 'Image', '5,292']
['267', 'Queen Sonja', '33', '$3.99', 'Dynamic Forces', '5,269']
['268', 'Grimm Fairy Tales Myths & Legends', '24', '$2.99', 'Zenescope', '5,269']
['269', 'Marvel Universe Ultimate Spider-Man', '9', '$2.99', 'Marvel', '5,235']
['270', 'Colder', '3', '$3.99', 'Dark Horse', '5,217']
['271', 'Green Hornet', '32', '$3.99', 'Dynamic Forces', '5,217']
['272', 'The Lone Ranger', '11', '$3.99', 'Dynamic Forces', '5,216']
['273', 'Marvel Universe Avengers Earths Heroes', '9', '$2.99', 'Marvel', '5,207']
['274', 'Flash Gordon Zeitgeist', '8', '$3.99', 'Dynamic Forces', '5,182']
['275', 'Dark Horse Presents', '19', '$7.99', 'Dark Horse', '5,123']
['276', 'Caligula Heart of Rome', '1', '$3.99', 'Avatar', '5,055']
['277', 'Ferals', '11', '$3.99', 'Avatar', '5,045']
['278', 'Borderlands Origins', '2', '$3.99', 'IDW', '5,040']
['279', 'Simpsons Winter Wingding', '7', '$4.99', 'Bongo', '5,012']
['280', 'Image Firsts Revival', '1', '$1.00', 'Image', '5,012']
['281', 'Battlefields', '2', '$3.99', 'Dynamic Forces', '4,966']
['282', 'Army of Darkness', '7', '$3.99', 'Dynamic Forces', '4,963']
['283', 'Dark Shadows Vampirella', '5', '$3.99', 'Dynamic Forces', '4,962']
['284', 'Darkness', '109', '$2.99', 'Image', '4,961']
['285', 'Bionic Woman', '6', '$3.99', 'Dynamic Forces', '4,960']
['286', 'Creep', '4', '$3.50', 'Dark Horse', '4,951']
['287', 'Storm Dogs', '2', '$3.50', 'Image', '4,939']
['288', 'Hellraiser Road Below', '3', '$3.99', 'Boom', '4,921']
['289', 'Monsters Inc', '1', '$2.99', 'Marvel', '4,917']
['290', 'Freelancers', '2', '$3.99', 'Boom', '4,904']
['291', 'Scooby Doo Where Are You', '28', '$2.99', 'DC', '4,879']
['292', 'Popeye', '8', '$3.99', 'IDW', '4,866']
['293', 'Supurbia', '2', '$3.99', 'Boom', '4,773']
['294', 'Soulfire Vol. 4', '3', '$3.99', 'Aspen', '4,763']
['295', 'I Love Trouble', '2', '$2.99', 'Image', '4,755']
['296', 'Simpsons Super Spectacular', '16', '$2.99', 'Bongo', '4,739']
['297', 'Magic The Gathering Spell Thief', '3', '$4.99', 'IDW', '4,710']
['298', 'Empowered Special', '3', '$3.99', 'Dark Horse', '4,676']
['299', 'Dark Shadows', '11', '$3.99', 'Dynamic Forces', '4,661']
['300', 'The Lone Ranger Snake of Iron', '4', '$3.99', 'Dynamic Forces', '4,649']
['309', 'Stumptown V2', '4', '$3.99', 'Oni', '4,444']
['315', 'Executive Assistant Iris Vol. 3', '1', '$3.99', 'Aspen', '4,302']
['316', 'Lenore Volume II', '7', '$3.99', 'Titan', '4,283']
['320', 'Godstorm', '3', '$2.99', 'Zenescope', '4,123']
['326', 'Executive Assistant Assassins', '6', '$3.99', 'Aspen', '4,014']
['331', 'Grimm Universe', '2', '$3.99', 'Zenescope', '3,852']
['332', 'Atomic Robo Flying She Devils of the Pacific', '5', '$3.50', 'Red 5', '3,850']
['333', 'Kevin Keller', '6', '$2.99', 'Archie', '3,834']
['335', 'Fly Vol. II', '2', '$2.99', 'Zenescope', '3,800']
['345', 'Archie', '639', '$2.99', 'Archie', '3,515']
['346', 'Idolized', '4', '$3.99', 'Aspen', '3,451']
['347', 'Fly Vol. II', '3', '$2.99', 'Zenescope', '3,446']
['356', 'New Crusaders Rise of the Heroes', '4', '$2.99', 'Archie', '3,011']
['357', 'Knights of the Dinner Table', '192', '$5.99', 'Kenzer', '2,996']
['359', 'Knights of the Dinner Table', '193', '$5.99', 'Kenzer', '2,945']
['363', 'Sixth Gun', '27', '$3.99', 'Oni', '2,930']
['370', 'Wake The F#Ck Up', '1', '$2.99', 'Zenescope', '2,766']
['371', 'Courtney Crumrin', '8', '$3.99', 'Oni', '2,724']
['374', 'Life With Archie', '25', '$3.99', 'Archie', '2,542']
['381', 'Betty & Veronica', '263', '$2.99', 'Archie', '2,328']
['398', 'Gold Digger', '145', '$3.99', 'Antarctic', '1,800']
['400', 'Victorian Secret Holiday Fun Special', '\n', '$3.99', 'Antarctic', '1,656']
['401', 'Joan of Arc From The Ashes', '2', '$3.50', 'Big Dog', '1,597']
['402', 'Victorian Secret Girls of Steampunk', '1', '$3.99', 'Antarctic', '1,504']
['403', 'Betty & Veronica Double Digest', '208', '$3.99', 'Archie', '1,484']
['407', 'Archie Double Digest', '236', '$3.99', 'Archie', '1,417']
['408', 'Very Zombie Christmas', '4', '$3.50', 'Antarctic', '1,404']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '9,859']
['2', 'Walking Dead Vol. 2 Miles Behind Us', '', '$14.99', 'Image', '5,715']
['3', 'Chew Vol. 6 Space Cakes', '', '$14.99', 'Image', '5,636']
['4', 'Saga Vol. 1', '', '$9.99', 'Image', '4,749']
['5', 'Fatale Vol. 2 Devils Business', '', '$14.99', 'Image', '4,287']
['6', 'Walking Dead Vol. 3 Safety Behind Bars', '', '$14.99', 'Image', '4,250']
['7', 'Buffy the Vampire Slayer Season 9 Vol. 2 On\nYour Own', '', '$17.99', 'Dark Horse', '3,943']
['8', 'Green Lantern HC Vol. 2 Revenge of the Black\nHand', '', '$24.99', 'DC', '3,649']
['9', 'Walking Dead Vol. 17 Something To Fear', '', '$14.99', 'Image', '3,600']
['10', 'Daredevil By Mark Waid Vol. 2', '', '$15.99', 'Marvel', '3,579']
['11', "Revival Vol. 1 You're Among Friends", '', '$12.99', 'Image', '3,439']
['12', 'Green Lantern Vol. 1 Sinestro', '', '$14.99', 'DC', '3,394']
['13', 'Batman Incorporated', '', '$19.99', 'DC', '3,183']
['14', 'Walking Dead Vol. 4 Hearts Desire', '', '$14.99', 'Image', '2,988']
['15', 'BPRD Hell On Earth Vol. 4 Devil Engine &\nLong Death', '', '$19.99', 'Dark Horse', '2,973']
['16', 'Batman No Mans Land Vol. 4 New Edition', '', '$34.99', 'DC', '2,853']
['17', 'Carnage USA', '', '$19.99', 'Marvel', '2,808']
['18', 'Star Wars Dawn of the Jedi Vol. 1 Force Storm', '', '$18.99', 'Dark Horse', '2,670']
['19', 'Ultimate Comics Spider-Man By Bendis Vol. 2', '', '$19.99', 'Marvel', '2,577']
['20', 'Fury Max Vol. 1 My War Gone By', '', '$19.99', 'Marvel', '2,477']
['21', 'Walking Dead Vol. 5 Best Defense', '', '$14.99', 'Image', '2,419']
['22', 'Captain Marvel Vol. 1 In Pursuit of Flight', '', '$14.99', 'Marvel', '2,351']
['23', 'Uncanny X-Men By Kieron Gillen Vol. 2', '', '$19.99', 'Marvel', '2,297']
['24', 'New Avengers By Brian Michael Bendis Vol.\xa03', '', '$24.99', 'Marvel', '2,281']
['25', 'Walking Dead Compendium Vol. 1', '', '$59.99', 'Image', '2,175']
['26', 'Yu Gi Oh Zexal Vol. 2', '', '$9.99', 'Viz', '2,157']
['27', 'X-O Manowar (Ongoing) Vol. 1 By The Sword', '', '$9.99', 'Valiant', '2,113']
['28', 'Walking Dead Vol. 6 Sorrowful Life', '', '$14.99', 'Image', '2,080']
['29', 'Avengers X-Sanction', '', '$19.99', 'Marvel', '2,063']
['30', 'Spider-Man Trouble On Horizon', '', '$16.99', 'Marvel', '2,037']
['31', 'Bleach Vol. 52', '', '$9.99', 'Viz', '1,914']
['32', 'Moon Knight By Bendis And Maleev Vol. 2', '', '$19.99', 'Marvel', '1,895']
['33', 'Bleach Vol. 53', '', '$9.99', 'Viz', '1,877']
['34', 'Izombie Vol. 4 Repossession', '', '$19.99', 'DC', '1,864']
['35', 'Walking Dead Vol. 16 A Larger World', '', '$14.99', 'Image', '1,846']
['36', 'Incredible Hulk By Jason Aaron Vol. 1', '', '$24.99', 'Marvel', '1,836']
['37', 'Bleach Vol. 54', '', '$9.99', 'Viz', '1,818']
['38', 'Walking Dead Vol. 7 The Calm Before', '', '$14.99', 'Image', '1,783']
['39', 'Parker The Hunter SC', '', '$17.99', 'IDW', '1,767']
['40', 'Batman HC Vol. 1 The Court of Owls', '', '$24.99', 'DC', '1,763']
['41', 'Justice League International Vol. 2 Breakdown', '', '$16.99', 'DC', '1,753']
['42', 'Captain America By Ed Brubaker Vol. 2', '', '$16.99', 'Marvel', '1,742']
['43', 'Invincible Iron Man Vol. 9 Demon', '', '$16.99', 'Marvel', '1,693']
