['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['282', 'Scalped', '53', '$2.99', 'DC', '6,203']
['283', 'Ultimate Comics Spider-Man', '2', '$3.99', 'Marvel', '6,103']
['284', 'Caligula', '4', '$3.99', 'Avatar', '5,895']
['285', 'HP Lovecraft The Dunwich Horror', '1', '$3.99', 'IDW', '5,802']
['286', 'Elric The Balance Lost', '4', '$3.99', 'Boom', '5,758']
['287', 'Hawk And Dove', '1', '$2.99', 'DC', '5,705']
['288', 'Grimm Fairy Tales The Library', '2', '$2.99', 'Zenescope', '5,679']
['289', 'Magdalena', '9', '$3.99', 'Image', '5,664']
['290', 'Darkness', '94', '$2.99', 'Image', '5,632']
['291', 'DMZ', '70', '$2.99', 'DC', '5,610']
['292', 'Omac', '1', '$2.99', 'DC', '5,559']
['293', 'Ultimate Comics X-Men', '1', '$3.99', 'Marvel', '5,545']
['294', 'Theater', '1', '$3.99', 'Zenescope', '5,469']
['295', 'Bart Simpson Comics', '64', '$2.99', 'Bongo', '5,451']
['296', 'Ka-Zar', '5', '$2.99', 'Marvel', '5,352']
['297', 'Executive Assistant Iris Vol. 2', '4', '$3.50', 'Aspen', '5,309']
['298', 'Static Shock', '1', '$2.99', 'DC', '5,264']
['299', 'Vampires Marvel Undead', '1', '$3.99', 'Marvel', '5,220']
['300', "Robert E. Howard's Savage Sword", '3', '$7.99', 'Dark Horse', '5,167']
['302', 'Fly', '5', '$2.99', 'Zenescope', '5,137']
['304', 'Darkwing Duck', '17', '$3.99', 'Boom', '4,999']
['307', 'Haunted City', '1', '$3.50', 'Aspen', '4,912']
['309', 'Veronica', '209', '$2.99', 'Archie', '4,847']
['310', 'Giant-Size GFT 2011 Sinbad A Cvr\nEbas', '\n', '$5.99', 'Zenescope', '4,841']
['311', 'Key of Z', '1', '$3.99', 'Boom', '4,832']
['312', 'Kato', '14', '$3.99', 'Dynamic Forces', '4,807']
['317', 'War Goddess', '2', '$3.99', 'Avatar', '4,718']
['318', 'Zorro Rides Again', '4', '$3.99', 'Dynamic Forces', '4,710']
['319', 'Salems Daughter Haunting', '2 A Cver Ebas', '$2.99', 'Zenescope', '4,672']
['320', 'Extinction Seed', '0', '$1.99', 'GG ', '4,597']
['322', 'Archie', '626', '$2.99', 'Archie', '4,517']
['324', 'Roger Langridges Snarked', '1', '$3.99', 'Boom', '4,419']
['325', 'Warehouse 13', '2', '$3.99', 'Dynamic Forces', '4,419']
['335', 'Charmed', '15', '$3.50', 'Zenescope', '3,916']
['336', 'Dead Mans Run', '0 Cvr A Parker', '$2.50', 'Aspen', '3,878']
['340', 'Atomic Robo Ghost of Station X', '2', '$3.50', 'Red 5', '3,783']
['351', 'Sixth Gun', '16', '$3.99', 'Oni', '3,442']
['358', 'Knights of The Dinner Table', '178', '$5.99', 'Kenzer', '3,292']
['362', 'Knights of The Dinner Table', '179', '$5.99', 'Kenzer', '3,234']
['375', 'Tank Girl Carioca', '1', '$5.99', 'Titan', '2,868']
['378', 'Caspers Scare School', '1', '$3.99', 'Ape', '2,765']
['379', 'War of The Independents', '1', '$2.99', 'Red 5', '2,742']
['381', 'Strawberry Shortcake Berry Fun', '2', '$3.99', 'Ape', '2,693']
['386', 'Life With Archie', '14', '$3.99', 'Archie', '2,435']
['387', 'Strawberry Shortcake Berry Fun', '3', '$3.99', 'Ape', '2,385']
['389', 'Scourge', '5 Cover A', '$2.99', 'Aspen', '2,361']
['391', 'Kung Fu Panda', '3', '$3.95', 'Ape', '2,295']
['394', 'Betty & Veronica', '256', '$2.99', 'Archie', '2,268']
['397', 'Brimstone', '6', '$3.25', 'Zenescope', '2,214']
['398', 'Glamourpuss', '21', '$3.00', 'Aardvark-Vanaheim', '2,201']
['402', 'Archie & Friends', '158', '$2.99', 'Archie', '2,145']
['404', 'Steampunk Halloween One Shot', '\n', '$3.50', 'Antarctic', '2,080']
['405', 'Damaged', '3', '$3.50', 'Radical', '2,073']
['408', 'Grim Ghost', '5', '$2.99', 'Ardden', '2,005']
['409', 'Betty & Veronica Double\nDigest', '195', '$3.99', 'Archie', '1,946']
['411', 'Flash Gordon Invasion of the Red\nSword', '5', '$3.99', 'Ardden', '1,913']
['412', 'Archie Double Digest', '223', '$3.99', 'Archie', '1,860']
['417', 'Cavewoman Snow', '4', '$3.75', 'Basement', '1,710']
['419', 'Phases of the Moon', '2', '$2.50', 'Moonstone', '1,677']
['420', 'Betty & Veronica Friends\nDouble Digest', '218', '$3.99', 'Archie', '1,624']
['421', 'Last Zombie Inferno', '4', '$3.99', 'Antarctic', '1,558']
['424', 'Chopper', '1', '$2.99', 'Asylum', '1,529']
['425', 'Gold Digger Annual', '17', '$4.50', 'Antarctic', '1,524']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Top-selling trade paperbacks', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Flashpoint HC', '', '$22.99', 'DC', '5,646']
['2', 'Walking Dead HC Vol. 7', '', '$34.99', 'Image', '4,674']
['3', 'Batman Arkham City HC', '', '$22.99', 'DC', '4,310']
['4', 'Unwritten Vol. 4 Leviathan', '', '$14.99', 'DC', '4,144']
['5', 'Star Wars The Clone Wars Strange\nAllies', '', '$7.99', 'Dark Horse', '3,520']
['6', 'American Vampire Vol. 1', '', '$19.99', 'DC', '3,347']
['7', 'Walking Dead Survivors Guide', '', '$12.99', 'Image', '3,333']
['8', 'All Star Superman', '', '$29.99', 'DC', '3,121']
['9', 'Alan Moore Neonomicon', '', '$19.99', 'Avatar', '2,972']
['10', 'Ultimate Comics Spider-Man DOSM\nPrem HC', '', '$24.99', 'Marvel', '2,841']
['11', 'Daniel Clowes Death-Ray HC', '', '$19.95', 'Drawn & Quarterly', '2,832']
['12', 'Axe Cop Vol. 2 Bad Guy Earth', '', '$12.99', 'Dark Horse', '2,764']
['13', 'Captain America Trial of Captain\nAmerica', '', '$19.99', 'Marvel', '2,583']
['14', 'Invincible Iron Man Vol. 7 My\nMonsters', '', '$15.99', 'Marvel', '2,567']
['15', 'X-23 Vol. 1 Killing Dream', '', '$16.99', 'Marvel', '2,474']
['16', 'Ultimate Comics Avengers Blade Vs\nAvengers', '', '$19.99', 'Marvel', '2,327']
['17', 'Twilight Manga Vol. 2', '', '$19.99', 'Hachette', '2,265']
['18', 'Venom Lethal Protector', '', '$16.99', 'Marvel', '2,262']
['19', 'Freakangels Vol. 6', '', '$19.99', 'Avatar', '2,211']
['20', 'Blade of The Immortal Vol. 24\nMassacre', '', '$19.99', 'Dark Horse', '2,208']
['21', 'Fantastic Four By Jonathan Hickman\nVol. 4', '', '$19.99', 'Marvel', '2,199']
['22', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '2,198']
['23', 'Batman The Long Halloween', '', '$24.99', 'DC', '2,194']
['24', 'Red Hulk Planet Red Hulk', '', '$19.99', 'Marvel', '2,180']
['25', 'Batman Life After Death', '', '$14.99', 'DC', '2,116']
['26', 'Sonic The Hedgehog Archives Vol. 16', '', '$7.95', 'Archie', '2,025']
['27', 'Shield Architects of Forever', '', '$19.99', 'Marvel', '1,980']
['28', 'Batman Eye of The Beholder HC', '', '$22.99', 'DC', '1,974']
['29', 'Incorruptible Vol. 5', '', '$16.99', 'Boom', '1,854']
['30', 'Gotham Central Book 03 On The Freak', '', '$19.99', 'DC', '1,822']
['31', 'Gate 7 Vol. 1', '', '$10.99', 'Dark Horse', '1,803']
['32', 'Yotsuba & ! Vol. 10', '', '$11.99', 'Hachette', '1,796']
