['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Fantastic Four', '587', '$3.99', 'Marvel', '115,448']
['2', 'Brightest Day', '17', '$2.99', 'DC', '72,841']
['3', 'Brightest Day', '18', '$2.99', 'DC', '72,090']
['4', 'Spawn', '200', '$3.99', 'Image', '65,448']
['5', 'Avengers', '9', '$3.99', 'Marvel', '64,867']
['6', 'X-Men', '7', '$3.99', 'Marvel', '64,615']
['7', 'Batman And Robin', '19', '$2.99', 'DC', '61,785']
['8', 'New Avengers', '8', '$3.99', 'Marvel', '61,169']
['9', 'Batman', '706', '$2.99', 'DC', '60,231']
['10', 'Amazing Spider-Man', '651', '$3.99', 'Marvel', '56,749']
['11', 'Invincible Iron Man', '500', '$4.99', 'Marvel', '54,186']
['12', 'Uncanny X-Men', '532', '$3.99', 'Marvel', '54,071']
['13', 'Green Lantern Corps', '56', '$2.99', 'DC', '53,646']
['14', 'Amazing Spider-Man', '652', '$3.99', 'Marvel', '52,050']
['15', 'Uncanny X-Force', '4', '$3.99', 'Marvel', '51,381']
['16', 'Secret Avengers', '9', '$3.99', 'Marvel', '50,748']
['17', 'Justice League of America', '53', '$2.99', 'DC', '47,093']
['18', 'Age of X Alpha', '1', '$3.99', 'Marvel', '47,050']
['19', 'Wolverine', '5', '$3.99', 'Marvel', '46,920']
['20', 'Green Lantern Emerald Warriors', '6', '$2.99', 'DC', '43,471']
['21', 'Thor', '619', '$3.99', 'Marvel', '42,899']
['22', 'Captain America', '614', '$3.99', 'Marvel', '42,119']
['23', 'Superman', '707', '$2.99', 'DC', '41,843']
['24', 'X-Men Legacy', '244', '$2.99', 'Marvel', '40,193']
['25', 'Buffy Vampire Slayer', '40', '$2.99', 'Dark Horse', '39,486']
['26', 'Avengers Prime', '5', '$3.99', 'Marvel', '38,624']
['27', 'Detective Comics', '873', '$2.99', 'DC', '38,417']
['28', 'Batman Beyond', '1', '$2.99', 'DC', '35,880']
['29', 'Ultimate Comics Captain America', '1', '$3.99', 'Marvel', '35,741']
['30', 'Green Arrow', '8', '$2.99', 'DC', '35,307']
['31', 'Daredevil Reborn', '1', '$3.99', 'Marvel', '34,310']
['32', 'Wonder Woman', '606', '$2.99', 'DC', '33,601']
['33', 'Ultimate Comics Spider-Man', '152', '$3.99', 'Marvel', '33,481']
['34', 'Wolverine Best There Is', '2', '$3.99', 'Marvel', '33,469']
['35', 'Ultimate Comics Avengers 3', '6', '$3.99', 'Marvel', '33,454']
['36', 'Action Comics', '897', '$2.99', 'DC', '32,134']
['37', 'Superior', '4', '$2.99', 'Marvel', '32,031']
['38', 'Avengers Childrens Crusade', '4', '$3.99', 'Marvel', '31,977']
['39', 'Birds of Prey', '8', '$2.99', 'DC', '31,616']
['40', 'Incredible Hulks', '620', '$3.99', 'Marvel', '30,992']
['41', 'Incredible Hulks', '621', '$3.99', 'Marvel', '30,957']
['42', 'Justice League Generation Lost', '17', '$2.99', 'DC', '30,877']
['43', 'Red Robin', '19', '$2.99', 'DC', '30,547']
['44', 'Justice League Generation Lost', '18', '$2.99', 'DC', '30,457']
['45', 'Superman Batman', '80', '$2.99', 'DC', '30,363']
['46', 'Justice Society of America', '47', '$2.99', 'DC', '30,071']
['47', 'Superboy', '3', '$2.99', 'DC', '29,550']
['48', 'Walking Dead', '80', '$2.99', 'Image', '29,526']
['49', 'Deadpool', '31', '$2.99', 'Marvel', '29,167']
['50', 'Deadpool', '32', '$2.99', 'Marvel', '29,144']
['51', 'X-23', '5', '$2.99', 'Marvel', '27,855']
['52', 'Black Panther Man Without Fear', '514', '$2.99', 'Marvel', '27,474']
['53', 'Thanos Imperative Devestation', '\n', '$3.99', 'Marvel', '26,531']
['54', 'Thunderbolts', '152', '$2.99', 'Marvel', '26,515']
['55', 'Teen Titans', '91', '$2.99', 'DC', '25,443']
['56', 'X-Factor', '213', '$2.99', 'Marvel', '25,403']
['57', 'Batgirl', '17', '$2.99', 'DC', '25,189']
['58', 'X-Factor', '214', '$2.99', 'Marvel', '25,117']
['59', 'Chaos War', '5', '$3.99', 'Marvel', '24,694']
['60', 'Legion of Super Heroes', '9', '$2.99', 'DC', '24,230']
['61', 'Avengers Academy', '8', '$2.99', 'Marvel', '24,014']
['62', 'New Mutants', '21', '$2.99', 'Marvel', '23,773']
['63', 'Heroes For Hire', '2', '$2.99', 'Marvel', '23,013']
['64', 'Adventure Comics', '522', '$2.99', 'DC', '22,821']
['65', 'Supergirl', '60', '$2.99', 'DC', '22,568']
['66', 'Ultimate Comics Doom', '2', '$3.99', 'Marvel', '22,047']
['67', 'Scarlet', '4', '$3.95', 'Marvel', '22,011']
['68', 'Titans', '31', '$2.99', 'DC', '21,749']
['69', 'Batman Streets of Gotham', '19', '$2.99', 'DC', '21,592']
['70', 'Wolverine & Jubilee', '1', '$2.99', 'Marvel', '21,354']
['71', 'Secret Six', '29', '$2.99', 'DC', '20,327']
['72', 'Astonishing Thor', '2', '$3.99', 'Marvel', '19,642']
['73', 'Magneto', '1', '$2.99', 'Marvel', '19,365']
['74', 'Boys', '50', '$3.99', 'Dynamic Forces', '19,293']
['75', 'Deadpoolmax', '4', '$3.99', 'Marvel', '19,238']
['76', 'Fables', '101', '$2.99', 'DC', '19,183']
['77', 'Steel', '1', '$2.99', 'DC', '18,728']
['78', 'Captain America Hail Hydra', '1', '$2.99', 'Marvel', '18,717']
