['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '363', '$1.99', 'Marvel', '136,591']
['2', 'Uncanny X-Men', '364', '$1.99', 'Marvel', '136,044']
['3', 'X-Men', '83', '$1.99', 'Marvel', '131,752']
['4', 'Amazing Spider-Man', '1', '$2.99', 'Marvel', '124,903']
['5', 'Peter Parker Spider-Man', '1', '$2.99', 'Marvel', '115,546']
['6', 'Spawn', '80', '$1.95', 'Image', '107,473']
['7', 'Fathom', '4', '$2.50', 'Image', '106,388']
['8', 'Wolverine', '133', '$1.99', 'Marvel', '104,098']
['9', 'Avengers', '12', '$2.99', 'Marvel', '100,068']
['10', 'JLA', '25', '$1.99', 'DC', '92,178']
['11', 'Fantastic Four', '13', '$1.99', 'Marvel', '82,225']
['12', 'Daredevil', '3', '$2.50', 'Marvel', '81,687']
['13', 'Spider-Man Chapter 1', '3', '$2.50', 'Marvel', '79,574']
['14', 'Captain America', '13', '$1.99', 'Marvel', '76,096']
['15', 'Avengers Forever', '2', '$2.99', 'Marvel', '74,295']
['16', 'Mutant X', '4', '$1.99', 'Marvel', '74,246']
['17', 'Webspinners Tales Of Spider-Man', '1', '$2.99', 'Marvel', '73,383']
['18', 'Iron Man', '12', '$1.99', 'Marvel', '71,974']
['19', 'JLA Titans', '2', '$2.95', 'DC', '71,582']
['20', 'Thor', '7', '$1.99', 'Marvel', '71,155']
['21', 'Darkness', '20', '$2.50', 'Image', '68,718']
['22', 'Witchblade', '28', '$2.50', 'Image', '67,557']
['23', 'Spider-Girl', '4', '$1.99', 'Marvel', '55,891']
['24', 'Generation X', '47', '$1.99', 'Marvel', '55,607']
['25', 'Green Lantern', '108', '$1.99', 'DC', '54,926']
['26', 'X-Force', '85', '$1.99', 'Marvel', '54,922']
['27', 'Curse of the Spawn', '27', '$1.95', 'Image', '54,860']
['28', 'X-Force', '86', '$1.99', 'Marvel', '54,735']
['29', 'X-Men Liberators', '3', '$2.99', 'Marvel', '52,013']
['30', 'X-Man', '47', '$1.99', 'Marvel', '50,795']
['31', 'Iron Man Captain America 98', '', '$3.50', 'Marvel', '50,710']
['32', 'Thunderbolts', '22', '$1.99', 'Marvel', '50,007']
['33', 'Captain America Sentinel Of Liberty', '5', '$1.99', 'Marvel', '49,732']
['34', 'Batman Hellboy Starman', '1', '$2.50', 'DC', '49,140']
['35', 'Cable', '63', '$1.99', 'Marvel', '49,127']
['36', 'Action Comics', '750', '$2.95', 'DC', '48,958']
['37', 'Kiss The Psycho Circus', '15', '$2.25', 'Image', '47,730']
['38', 'Captain America Citizen V 98', '', '$3.50', 'Marvel', '47,352']
['39', 'Black Panther', '3', '$2.50', 'Marvel', '46,988']
['40', 'Incredible Hulk', '472', '$1.99', 'Marvel', '46,961']
['41', 'Inhumans', '3', '$2.99', 'Marvel', '46,690']
['42', 'Superman', '141', '$1.99', 'DC', '46,374']
['43', 'Buffy The Vampire Slayer', '3', '$2.95', 'Dark Horse', '46,125']
['44', 'Punisher', '3', '$2.99', 'Marvel', '46,080']
['45', 'Slingers', '2', '$1.99', 'Marvel', '45,315']
['46', 'Superman Man Of Steel', '85', '$1.99', 'DC', '44,684']
['47', 'Batman', '561', '$1.99', 'DC', '44,475']
['48', 'Young Justice', '4', '$2.50', 'DC', '44,097']
['49', 'Superman & Batman\nGenerations', '1', '$4.95', 'DC', '43,999']
['50', 'Nightwing', '27', '$1.99', 'DC', '43,777']
['51', 'Tales of the Darkness', '4', '$2.95', 'Image', '43,167']
['52', 'Detective Comics', '728', '$1.99', 'DC', '42,989']
['53', 'A Next', '4', '$1.99', 'Marvel', '42,936']
['54', 'Gen 13', '35', '$2.50', 'Image', '40,606']
['55', 'Preacher', '45', '$2.50', 'DC', '40,597']
