['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['69', 'Sidekick', '1*', '$2.99', 'Image', '27,832']
['70', 'Trillium', '1*', '$2.99', 'DC', '27,641']
['71', 'Overtaken', '1', '$1.00', 'Aspen', '27,246']
['72', 'Secret Avengers', '7', '$3.99', 'Marvel', '27,222']
['73', 'Trinity of Sin The Phantom Stranger', '11', '$2.99', 'DC', '26,986']
['74', 'Young Avengers', '9', '$2.99', 'Marvel', '26,720']
['75', 'FF', '11', '$2.99', 'Marvel', '26,243']
['76', 'Batwoman', '23', '$2.99', 'DC', '26,223']
['77', 'Secret Avengers', '8', '$3.99', 'Marvel', '26,150']
['78', 'Green Arrow', '23', '$2.99', 'DC', '25,449']
['79', 'Injustice Gods Among Us', '8', '$3.99', 'DC', '25,223']
['80', 'Constantine', '6', '$2.99', 'DC', '25,174']
['81', 'Scarlet Spider', '20', '$2.99', 'Marvel', '25,133']
['82', 'Lazarus', '3*', '$2.99', 'Image', '24,961']
['83', 'Supergirl', '23', '$2.99', 'DC', '24,747']
['84', 'My Little Pony Friendship Is Magic', '10', '$3.99', 'IDW', '24,475']
['85', 'Catwoman', '23', '$2.99', 'DC', '24,262']
['86', 'Worlds Finest', '15', '$2.99', 'DC', '24,159']
['87', 'Scarlet Spider', '21', '$2.99', 'Marvel', '23,830']
['88', 'Captain Marvel', '15', '$2.99', 'Marvel', '23,511']
['89', 'Batman Beyond Universe', '1', '$3.99', 'DC', '23,358']
['90', 'A Plus X', '11', '$3.99', 'Marvel', '23,222']
['91', 'Avengers Arena', '14', '$2.99', 'Marvel', '23,204']
['92', 'Avengers Arena', '13', '$2.99', 'Marvel', '22,955']
['93', 'Swamp Thing', '23', '$2.99', 'DC', '22,695']
['94', 'Suicide Squad', '23', '$2.99', 'DC', '22,166']
['95', 'Astonishing X-Men', '65', '$3.99', 'Marvel', '22,010']
['96', 'Larfleeze', '3', '$2.99', 'DC', '21,955']
['97', 'Astonishing X-Men', '66', '$3.99', 'Marvel', '21,757']
['98', 'Animal Man', '23', '$2.99', 'DC', '21,634']
['99', 'X-Men Legacy', '15', '$2.99', 'Marvel', '21,599']
['100', 'My Little Pony Micro Series', '7', '$3.99', 'IDW', '20,868']
['101', 'Satellite Sam', '2*', '$3.50', 'Image', '20,752']
['102', 'Daredevil Dark Nights', '3', '$2.99', 'Marvel', '20,659']
['103', 'Buffy the Vampire Slayer Season 9 Freefall', '24', '$2.99', 'Dark Horse', '20,584']
['104', 'Superboy', '23', '$2.99', 'DC', '20,235']
['105', 'Venom', '39', '$2.99', 'Marvel', '20,212']
['106', 'X-Factor', '260', '$2.99', 'Marvel', '19,982']
['107', 'Adventure Time', '19', '$3.99', 'Boom', '19,852']
['108', 'X-Factor', '261', '$2.99', 'Marvel', '19,781']
['109', 'Ultimate Comics Ultimates', '29', '$3.99', 'Marvel', '19,657']
['110', 'Talon', '11', '$2.99', 'DC', '19,449']
['111', 'Birds of Prey', '23', '$2.99', 'DC', '19,364']
['112', 'True Lives of the Fabulous Killjoys', '3', '$3.99', 'Dark Horse', '19,091']
['113', 'Ten Grand', '4', '$2.99', 'Image', '19,017']
['114', 'Astro City', '3', '$3.99', 'DC', '18,802']
['115', 'Ultimate Comics X-Men', '30', '$3.99', 'Marvel', '18,634']
['116', 'Red Sonja', '2', '$3.99', 'Dynamic Forces', '18,327']
['117', 'TMNT', '25', '$3.99', 'IDW', '17,833']
['118', 'X-Files Season 10', '3', '$3.99', 'IDW', '17,557']
['119', 'Manhattan Projects', '13', '$3.50', 'Image', '17,556']
['120', 'Adventures of Superman', '4', '$3.99', 'DC', '17,370']
['121', 'Dexter', '2', '$3.99', 'Marvel', '17,304']
['122', 'Adventure Time Candy Capers', '2', '$3.99', 'Boom', '17,050']
['123', 'Fatale', '16', '$3.50', 'Image', '17,045']
['124', 'He Man and The Masters of The Universe', '5', '$2.99', 'DC', '16,898']
['125', 'Gambit', '16', '$2.99', 'Marvel', '16,753']
['126', 'Fearless Defenders', '8', '$3.99', 'Marvel', '16,653']
['127', 'Wolverine Max', '10', '$3.99', 'Marvel', '16,057']
['128', 'Regular Show', '3', '$3.99', 'Boom', '16,000']
['129', 'Spawn', '234', '$2.99', 'Image', '15,930']
['130', 'Legends of The Dark Knight', '11', '$3.99', 'DC', '15,546']
['131', 'Itty Bitty Hellboy', '1', '$2.99', 'Dark Horse', '15,545']
['132', 'Star Wars Legacy II', '6', '$2.99', 'Dark Horse', '15,394']
['133', 'Journey Into Mystery', '655', '$2.99', 'Marvel', '15,367']
['134', 'All Star Western', '23', '$3.99', 'DC', '15,276']
['135', 'Fables', '132', '$2.99', 'DC', '14,893']
['136', 'Batman Lil Gotham', '5', '$2.99', 'DC', '14,696']
['137', 'Smallville Season 11', '16', '$3.99', 'DC', '14,640']
['138', 'Legion of Super Heroes', '23', '$2.99', 'DC', '14,600']
['139', 'Sex', '6', '$2.99', 'Image', '14,488']
['140', 'Star Wars Darth Vader & Ninth Assassin', '5', '$3.50', 'Dark Horse', '14,258']
['141', 'Chin Music', '2', '$2.99', 'Image', '14,112']
['142', 'Fairest', '18', '$2.99', 'DC', '13,511']
['143', 'Batman Arkham Unhinged', '17', '$3.99', 'DC', '13,360']
['144', 'Angel & Faith', '25', '$2.99', 'Dark Horse', '13,335']
['145', 'Doctor Who Prisoners of Time', '8', '$3.99', 'IDW', '13,328']
['146', 'Thief of Thieves', '16', '$2.99', 'Image', '13,182']
['147', 'Quantum & Woody', '2', '$3.99', 'Valiant', '12,818']
['148', 'American Vampire Anthology', '1', '$7.99', 'DC', '12,695']
['149', 'FBP Federal Bureau of Physics', '2*', '$2.99', 'DC', '12,661']
['150', 'Halo Initiation', '1', '$3.99', 'Dark Horse', '12,584']
['151', 'Star Wars Dark Times Spark Remains', '2', '$3.50', 'Dark Horse', '12,559']
['152', 'Revival', '13', '$2.99', 'Image', '12,549']
['153', 'Secret', '3', '$3.50', 'Image', '12,130']
['154', 'Conan The Barbarian', '19', '$3.50', 'Dark Horse', '12,105']
['155', 'Harbinger', '15', '$3.99', 'Valiant', '12,086']
['156', 'Dark Tower Gunslinger So Fell Lord Perth', '1', '$3.99', 'Marvel', '12,006']
['157', 'Lords of Mars', '1', '$3.99', 'Dynamic Forces', '11,595']
['158', 'Batwing', '23', '$2.99', 'DC', '11,584']
['159', 'Burn The Orphanage Born To Lose', '1', '$3.99', 'Image', '11,524']
['160', 'Morbius Living Vampire', '8', '$2.99', 'Marvel', '11,390']
['161', 'Bloodshot', '0', '$3.99', 'Valiant', '11,303']
['162', 'Justice League of Americas Vibe', '7', '$2.99', 'DC', '11,184']
['163', 'Grimm Fairy Tales Oz', '2', '$2.99', 'Zenescope', '11,119']
['164', 'Movement', '4', '$2.99', 'DC', '11,095']
['165', 'Dial H', '15', '$4.99', 'DC', '11,086']
['166', 'X-O Manowar', '16', '$3.99', 'Valiant', '11,019']
['167', 'Demon Knights', '23', '$2.99', 'DC', '10,971']
['168', 'Stormwatch', '23', '$2.99', 'DC', '10,969']
['169', 'Star Trek Ongoing', '24', '$3.99', 'IDW', '10,886']
['170', 'Thunder Agents', '1', '$3.99', 'IDW', '10,737']
['171', 'Ghosted', '2', '$2.99', 'Image', '10,414']
['172', 'Katana', '7', '$2.99', 'DC', '10,386']
['173', 'TMNT Villain Microseries', '5', '$3.99', 'IDW', '10,343']
['174', 'TMNT New Animated Adventures', '2', '$3.99', 'IDW', '10,304']
['175', 'Doctor Who Vol. 3', '12', '$3.99', 'IDW', '10,220']
['176', '100 Bullets Brother Lono', '3', '$2.99', 'DC', '10,051']
['177', 'Ame Comi Girls', '6', '$3.99', 'DC', '9,979']
['178', 'Archer & Armstrong', '12', '$3.99', 'Valiant', '9,971']
['179', 'Robocop Last Stand', '1', '$3.99', 'Boom', '9,959']
['180', 'Django Unchained', '6', '$4.99', 'DC', '9,938']
['181', 'Shadowman', '9', '$3.99', 'Valiant', '9,895']
['182', 'Bprd Hell On Earth', '110', '$3.50', 'Dark Horse', '9,842']
['183', 'Sheltered', '2', '$2.99', 'Image', '9,836']
['184', 'Abe Sapien', '5', '$3.50', 'Dark Horse', '9,676']
['185', 'King Conan Hour of the Dragon', '4', '$3.50', 'Dark Horse', '9,492']
['186', 'Shadow', '16', '$3.99', 'Dynamic Forces', '9,484']
['187', 'Transformers More Than Meets Eye', '20', '$3.99', 'IDW', '9,402']
['188', 'Extinction Parade', '2', '$3.99', 'Avatar', '9,392']
['189', 'Bounce', '4', '$2.99', 'Image', '9,326']
['190', 'Justice League Trinity War Directors Cut', '1', '$5.99', 'DC', '9,248']
['191', 'Sonic Universe', '55', '$2.99', 'Archie', '9,239']
['192', 'Transformers Robots In Disguise', '20', '$3.99', 'IDW', '9,218']
['193', 'Battlestar Galactica', '3', '$3.99', 'Dynamic Forces', '9,200']
['194', 'Aphrodite IX', '4', '$2.99', 'Image', '9,186']
['195', 'Unwritten', '52', '$2.99', 'DC', '9,033']
['196', 'Arrow', '10', '$3.99', 'DC', '9,028']
['197', 'Kiss Kids', '1', '$3.99', 'IDW', '8,992']
['198', 'Legend of Luther Strode', '6', '$3.50', 'Image', '8,857']
['199', 'Lobster Johnson Scent of Lotus', '2', '$3.50', 'Dark Horse', '8,844']
['200', 'Shadow Green Hornet Dark Nights', '2', '$3.99', 'Dynamic Forces', '8,756']
['201', 'Threshold', '8', '$3.99', 'DC', '8,725']
['202', 'Massive', '15', '$3.50', 'Dark Horse', '8,713']
['203', 'G.I. Joe', '7', '$3.99', 'IDW', '8,644']
['204', 'Judge Dredd', '10', '$3.99', 'IDW', '8,618']
['205', 'Transformers Regeneration One', '94', '$3.99', 'IDW', '8,541']
['206', 'Green Team Teen Trillionaires', '4', '$2.99', 'DC', '8,493']
['207', 'Emerald City of Oz', '2', '$3.99', 'Marvel', '8,487']
['208', 'Peter Panzerfaust', '13', '$3.50', 'Image', '8,419']
['209', 'Mega Man', '28', '$2.99', 'Archie', '8,404']
['210', 'Justice League Dark', '22', '$3.99', 'DC', '8,276']
['211', 'Herobear & The Kid Inheritance', '1', '$3.99', 'Boom', '8,188']
['212', 'Invincible Universe', '5', '$2.99', 'Image', '8,154']
['213', 'Morning Glories', '30', '$3.50', 'Image', '7,883']
['214', 'Grimm Fairy Tales No Tomorrow', '1', '$2.99', 'Zenescope', '7,880']
['215', 'Game of Thrones', '16', '$3.99', 'Dynamic Forces', '7,824']
['216', '100 Penny Press TMNT', '1', '$1.00', 'IDW', '7,677']
['217', 'Lost Vegas', '4', '$3.50', 'Image', '7,652']
['218', 'Miss Fury', '5', '$3.99', 'Dynamic Forces', '7,639']
['219', 'Tom Strong and The Planet of Peril', '2', '$2.99', 'DC', '7,593']
['220', 'Lady Rawhide', '1', '$3.99', 'Dynamic Forces', '7,579']
['221', 'G.I. Joe Special Missions', '6', '$3.99', 'IDW', '7,493']
['222', 'Godzilla Rulers of The Earth', '2', '$3.99', 'IDW', '7,483']
['223', 'Grimm', '4', '$3.99', 'Dynamic Forces', '7,413']
['224', 'Transformers Monstrosity', '3', '$3.99', 'IDW', '7,361']
['225', 'G.I. Joe A Real American Hero', '193', '$3.99', 'IDW', '7,314']
['226', 'Mass Effect Foundation', '2', '$3.99', 'Dark Horse', '7,310']
['227', 'All New Fathom', '2', '$3.99', 'Aspen', '7,278']
['228', 'Grimm Fairy Tales Wonderland', '13', '$2.99', 'Zenescope', '7,253']
['229', 'Buck Rogers in the 25th Century', '1', '$3.99', 'Hermes', '7,220']
['230', 'Crossed Badlands', '34', '$3.99', 'Avatar', '7,204']
['231', 'Adventure Time Summer Special 2013', '1', '$4.99', 'Boom', '7,096']
['232', 'Godzilla Rulers of The Earth', '3', '$3.99', 'IDW', '7,080']
['233', 'Mind The Gap', '12', '$2.99', 'Image', '7,077']
['234', 'Bravest Warriors', '11', '$3.99', 'Boom', '7,049']
['235', 'Dejah Thoris & Green Men of Mars', '5', '$3.99', 'Dynamic Forces', '7,009']
['236', 'Spongebob Comics', '23', '$2.99', 'United Plankton', '7,001']
['237', 'G.I. Joe Cobra Files', '5', '$3.99', 'IDW', '6,901']
['238', 'Simpsons Comics', '205', '$2.99', 'Bongo', '6,894']
['239', 'Mind The Gap', '13', '$2.99', 'Image', '6,872']
['240', 'My Little Pony Cover Gallery', '1', '$3.99', 'IDW', '6,859']
['241', 'Mark Waid Green Hornet', '5', '$3.99', 'Dynamic Forces', '6,843']
['242', 'Crossed Badlands', '35', '$3.99', 'Avatar', '6,737']
['243', 'Transformers Prime Beast Hunters', '4', '$3.99', 'IDW', '6,691']
['244', 'Thumbprint By Joe Hill', '3', '$3.99', 'IDW', '6,615']
['245', 'Pathfinder Goblins', '1', '$3.99', 'Dynamic Forces', '6,609']
['246', 'Uncanny', '3', '$3.99', 'Dynamic Forces', '6,593']
['247', 'Trinity of Sin Pandora', '1 2nd Ptg', '$2.99', 'DC', '6,572']
['248', 'Grimm Fairy Tales Realm Knights', '1', '$2.99', 'Zenescope', '6,550']
['249', 'X', '4', '$2.99', 'Dark Horse', '6,471']
['250', 'Grimm Fairy Tales 2013 Special Ed', '\n', '$5.99', 'Zenescope', '6,449']
['251', 'Helheim', '6', '$3.99', 'Oni', '6,374']
['252', 'Warlord of Mars Dejah Thoris', '28', '$3.99', 'Dynamic Forces', '6,366']
['253', 'My Little Pony Friendship Is Magic', '9', '$3.99', 'IDW', '6,291']
['254', 'Futurama Comics', '68', '$2.99', 'Bongo', '6,245']
['255', 'Grimm Fairy Tales Wonderland Down Rabbit\xa0Hole', '3', '$2.99', 'Zenescope', '6,187']
['256', 'George Rr Martin Skin Trade', '2', '$3.99', 'Avatar', '6,078']
['257', 'Grimm Fairy Tales Grimm Fairy Tales', '88', '$2.99', 'Zenescope', '6,023']
['258', 'Captain Midnight', '2', '$2.99', 'Dark Horse', '5,988']
['259', 'Doomsday.1', '4', '$3.99', 'IDW', '5,964']
['260', 'Suicide Risk', '4', '$3.99', 'Boom', '5,962']
['261', 'Vampirella Southern Gothic', '1', '$3.99', 'Dynamic Forces', '5,836']
['262', 'Catalyst Comix', '2', '$2.99', 'Dark Horse', '5,784']
['263', 'Six Gun Gorilla', '3', '$3.99', 'Boom', '5,751']
['264', 'Grimm Fairy Tales Robyn Hood Wanted', '4', '$2.99', 'Zenescope', '5,727']
['265', 'Vampirella', '31', '$3.99', 'Dynamic Forces', '5,618']
['266', 'Grimm Fairy Tales Zombies Cursed', '2', '$3.99', 'Zenescope', '5,580']
['267', 'Vampirella', '32', '$3.99', 'Dynamic Forces', '5,548']
['268', 'Black Bat', '4', '$3.99', 'Dynamic Forces', '5,541']
['269', 'Vampirella', '33', '$3.99', 'Dynamic Forces', '5,445']
['270', 'Batman Superman', '2', '$3.99', 'DC', '5,403']
['271', 'Red Sonja Unchained', '4', '$3.99', 'Dynamic Forces', '5,372']
['272', 'Prophet', '38', '$3.99', 'Image', '5,366']
['273', 'Strain The Fall', '2', '$3.99', 'Dark Horse', '5,324']
['274', 'Wake', '1 Directors Cut', '$4.99', 'DC', '5,321']
['275', 'Mind Mgmt', '14', '$3.99', 'Dark Horse', '5,320']
['276', '100 Penny Press Star Trek', '1', '$1.00', 'IDW', '5,167']
['277', 'Half Past Danger', '4', '$3.99', 'IDW', '5,164']
['278', 'Justice League of America', '6', '$3.99', 'DC', '5,152']
['279', 'Owl', '2', '$3.99', 'Dynamic Forces', '5,114']
['280', 'Grimm Fairy Tales Demons Unseen', '3', '$3.99', 'Zenescope', '5,104']
['281', 'Savage Dragon', '190', '$3.99', 'Image', '5,078']
['282', 'Creepy Comics', '13', '$4.99', 'Dark Horse', '5,071']
['283', 'Red Sonja', '80', '$4.99', 'Dynamic Forces', '5,066']
['284', 'Marvel Universe Ultimate Spider-Man', '17', '$2.99', 'Marvel', '4,999']
['285', 'Occupy Comics', '3', '$3.50', 'Black Mask', '4,964']
['286', 'Scooby Doo Where Are You', '36', '$2.99', 'DC', '4,903']
['287', 'Artifacts', '30', '$3.99', 'Image', '4,880']
['288', 'Sergio Aragones Funnies', '9', '$3.50', 'Bongo', '4,865']
['289', 'Peanuts Vol. 2', '11', '$3.99', 'Boom', '4,833']
['290', 'Great Pacific', '9', '$2.99', 'Image', '4,721']
['291', 'Dark Horse Presents', '27', '$7.99', 'Dark Horse', '4,673']
['292', 'The Lone Ranger', '17', '$3.99', 'Dynamic Forces', '4,650']
['293', 'Marvel Universe Avengers Earths Heroes', '17', '$2.99', 'Marvel', '4,636']
['294', 'Justice League', '22', '$3.99', 'DC', '4,584']
['295', 'Jericho Season 4', '4', '$3.99', 'IDW', '4,455']
['296', 'Screwed', '3', '$2.99', 'Zenescope', '4,438']
['297', 'Judge Dredd Classics', '2', '$3.99', 'IDW', '4,419']
['298', 'Breath of Bones A Tale of the Golem', '3', '$3.99', 'Dark Horse', '4,411']
['299', 'Constantine', '5', '$2.99', 'DC', '4,363']
['300', 'Lazarus', '2', '$2.99', 'Image', '4,327']
['309', 'Sixth Gun', '33', '$3.99', 'Oni', '3,933']
['310', 'Soulfire Vol. 4', '6', '$3.99', 'Aspen', '3,894']
['314', 'Betty & Veronica', '267', '$2.99', 'Archie', '3,689']
['315', 'Atomic Robo Savage Sword of Dr Dinosaur', '2', '$3.50', 'Red 5', '3,588']
['317', 'Atomic Robo Real Science Adv', '9', '$2.75', 'Red 5', '3,429']
['318', 'Atomic Robo Real Science Adv', '10', '$2.75', 'Red 5', '3,412']
['324', 'Executive Assistant Assassins', '14', '$3.99', 'Aspen', '3,313']
['327', 'Kevin Keller', '10', '$2.99', 'Archie', '3,255']
['328', 'Mysterious Strangers', '3', '$3.99', 'Oni', '3,255']
['336', 'Solid State Tank Girl', '3', '$3.99', 'Titan', '2,994']
['337', 'Knights of The Dinner Table', '200', '$8.99', 'Kenzer', '2,985']
['338', 'Charismagic Vol. 2', '4', '$3.99', 'Aspen', '2,975']
['340', 'Legend of Oz The Wicked West Ongoing', '10', '$3.50', 'Big Dog', '2,892']
['347', 'Charismagic Death Princess', '3', '$3.99', 'Aspen', '2,738']
['350', 'Steam Engines of Oz', '2', '$3.99', 'Arcana', '2,700']
['351', 'John Carpenters Asylum', '2', '$3.99', 'Storm King', '2,688']
['361', 'Steampunk Corsairs', '1', '3.99', 'Antarctic', '2565']
['369', 'Fubar by the Sword', '1', '2.99', 'Alterna', '2241']
['370', 'Penny for your Soul Death', '1', '3.5', 'Big Dog', '2230']
['375', 'Watson and Holmes', '2', '2.99', 'New Paradigm', '2148']
['376', 'Sonic Super Digest', '4', '3.99', 'Archie', '2128']
['377', 'Fearless Dawn In Outer Space One Shot', '\n', '3.99', 'Asylum', '2005']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead Vol. 1 Days Gone Bye', '', '$14.99', 'Image', '5,603']
['2', 'Chew Vol. 7 Bad Apples', '', '$12.99', 'Image', '5,458']
['3', 'Rocket Raccoon Tales From Half World', '', '$7.99', 'Marvel', '5,322']
['4', 'Saga Vol. 1', '', '$9.99', 'Image', '4,641']
['5', 'Saga Vol. 2', '', '$14.99', 'Image', '4,532']
['6', 'My Little Pony Digest Vol. 1', '', '$6.99', 'IDW', '4,067']
['7', 'Deadpool Vol. 2 Soul Hunter\xa0', '', '$15.99', 'Marvel', '3,991']
['8', 'Superior Spider-Man Vol. 2 Troubled Mind\xa0', '', '$17.99', 'Marvel', '3,504']
['9', 'Flash Vol. 1 Move Forward', '', '$16.99', 'DC', '3,241']
['10', 'Bprd Hell On Earth Vol. 6 Return of the Master', '', '$19.99', 'Dark Horse', '2,799']
['11', 'Naruto Vol. 62', '', '$9.99', 'Viz', '2,782']
['12', 'Guardians of Galaxy Prem HC Vol. 1 Cosmic\xa0Avengers\xa0', '', '$24.99', 'Marvel', '2,747']
['13', 'Batman Arkham Unhinged Vol. 1', '', '$14.99', 'DC', '2,675']
['14', 'Young Avengers Vol. 1 Style Substance\xa0', '', '$15.99', 'Marvel', '2,637']
['15', 'Batman Vol. 1 The Court of Owls', '', '$16.99', 'DC', '2,473']
['16', 'Spider-Man Dying Wish', '', '$19.99', 'Marvel', '2,467']
['17', 'Buffy the Vampire Slayer Willow Wonderland\xa0', '', '$17.99', 'Dark Horse', '2,453']
['18', 'Daredevil by Mark Waid Vol. 4', '', '$16.99', 'Marvel', '2,446']
['19', 'Flash HC Vol. 2 Rogues Revolution', '', '$24.99', 'DC', '2,441']
['20', 'Talon Vol. 1 Scourge of The Owls', '', '$16.99', 'DC', '2,385']
['21', 'Rachel Rising Vol. 3 Cemetery Songs', '', '$16.99', 'Abstract', '2,297']
['22', 'Wolverine Vol. 1 Hunting Season\xa0', '', '$17.99', 'Marvel', '2,294']
['23', 'League of Extraordinary Gentlemen Omnibus\xa0', '', '$29.99', 'DC', '2,244']
['24', 'March Book 1', '', '$14.95', 'Top Shelf', '2,141']
['25', 'Hawkeye Vol. 1 My Life As Weapon\xa0', '', '$16.99', 'Marvel', '2,120']
['26', 'Batman The Killing Joke Special Ed HC', '', '$17.99', 'DC', '2,107']
['27', 'Savage Sword of Conan Vol. 14', '', '$19.99', 'Dark Horse', '2,031']
['28', 'Savage Wolverine Prem HC Vol. 1 Kill Island\xa0', '', '$24.99', 'Marvel', '2,027']
['29', 'Hellblazer Vol. 6', '', '$19.99', 'DC', '2,020']
['30', 'Smallville Season 11 Vol. 2 Detective', '', '$14.99', 'DC', '2,005']
['31', 'Todd The Ugliest Kid On Earth Vol. 1', '', '$9.99', 'Image', '1,980']
['32', 'Walking Dead Vol. 18 What Comes After', '', '$14.99', 'Image', '1,980']
['33', 'Lone Wolf & Cub Omnibus Vol. 2', '', '$19.99', 'Dark Horse', '1,951']
['34', 'Batman Arkham Unhinged HC Vol. 2', '', '$22.99', 'DC', '1,934']
['35', 'Crossed Vol. 6', '', '$24.99', 'Avatar', '1,924']
['36', 'Venom Toxin With A Vengeance', '', '$15.99', 'Marvel', '1,918']
['37', 'Fury Max Vol. 2 My War Gone By', '', '$19.99', 'Marvel', '1,888']
['38', 'Daredevil By Mark Waid Prem HC Vol. 5', '', '$19.99', 'Marvel', '1,829']
['39', 'Fantastic Four Vol. 2 Road Trip\xa0', '', '$15.99', 'Marvel', '1,771']
['40', 'Fables Deluxe Edition HC Vol. 7', '', '$29.99', 'DC', '1,753']
['41', 'Hawkeye Vol. 2 Little Hits\xa0', '', '$16.99', 'Marvel', '1,753']
['42', 'Dr Strange and Dr Doom Triumph and Torment', '', '$16.99', 'Marvel', '1,729']
['43', 'Secret Avengers Vol. 1 Reverie\xa0', '', '$17.99', 'Marvel', '1,717']
['44', 'Iron Man Prem HC Vol. 2 Secret Origin of Stark\nBook 1', '', '$24.99', 'Marvel', '1,677']
['45', 'Nightwing Old Friends New Enemies\xa0', '', '$14.99', 'DC', '1,674']
['46', 'Batman Dark Knight Returns\xa0', '', '$19.99', 'DC', '1,644']
