['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Astonishing X-Men', '1', '$2.99', 'Marvel', '209,289']
['2', 'Superman', '205', '$2.50', 'DC', '208,005']
['3', 'Superman/Batman', '10', '$2.95', 'DC', '178,780']
['4', 'Secret War', '2', '$3.99', 'Marvel', '116,556']
['5', 'Uncanny X-Men', '444', '$2.25', 'Marvel', '112,076']
['6', 'X-Men', '157', '$2.25', 'Marvel', '107,134']
['7', 'Marvel Knights Spider-Man', '2', '$2.99', 'Marvel', '99,273']
['8', 'Ultimate X-Men', '45', '$2.25', 'Marvel', '96,652']
['9', 'Ultimate X-Men', '46', '$2.25', 'Marvel', '96,606']
['10', 'Ultimate Spider-Man', '58', '$2.25', 'Marvel', '90,919']
['11', 'Ultimate Spider-Man', '59', '$2.25', 'Marvel', '89,820']
['12', 'Amazing Spider-Man', '507', '$2.25', 'Marvel', '81,905']
['13', 'Batman', '627', '$2.25', 'DC', '76,848']
['14', 'New X-Men Academy X', '1', '$2.99', 'Marvel', '76,380']
['15', 'Batman', '628', '$2.25', 'DC', '74,312']
['16', 'Excalibur', '1', '$2.99', 'Marvel', '71,723']
['17', 'JLA', '98', '$2.25', 'DC', '69,932']
['18', 'JLA', '99', '$2.25', 'DC', '69,025']
['19', 'Wolverine', '15', '$2.25', 'Marvel', '68,695']
['20', 'Teen Titans', '11', '$2.50', 'DC', '67,780']
['21', 'Supreme Power', '10', '$2.99', 'Marvel', '63,262']
['22', 'Avengers', '82', '$2.25', 'Marvel', '55,684']
['23', 'Avengers', '83', '$2.25', 'Marvel', '55,254']
['24', 'Daredevil', '60', '$2.99', 'Marvel', '53,986']
['25', 'Spectacular Spider-Man', '14', '$2.25', 'Marvel', '51,012']
['26', 'Fantastic Four', '513', '$2.25', 'Marvel', '50,912']
['27', 'Conan', '4', '$2.99', 'Dark Horse', '50,735']
['28', 'Adventures of Superman', '628', '$2.50', 'DC', '49,552']
['29', 'Action Comics', '815', '$2.50', 'DC', '49,460']
['30', 'Robin', '126', '$2.25', 'DC', '49,060']
['31', 'Punisher', '6', '$2.99', 'Marvel', '48,553']
['32', 'Secret War Book One Comm Ed', '1', '$3.99', 'Marvel', '47,769']
['33', 'Wolverine/Punisher', '3', '$2.99', 'Marvel', '47,677']
['34', 'Firestorm', '1', '$2.50', 'DC', '46,270']
['35', 'District X', '1', '$2.99', 'Marvel', '45,417']
['36', 'Incredible Hulk', '72', '$2.25', 'Marvel', '45,364']
['37', 'Flash', '210', '$2.25', 'DC', '45,333']
['38', 'Witchblade/Wolverine One-Shot', '', '$2.99', 'Image', '43,842']
['39', 'Pulse', '3', '$2.99', 'Marvel', '43,634']
['40', 'Outsiders', '12', '$2.50', 'DC', '43,412']
['41', 'JSA', '61', '$2.50', 'DC', '43,066']
['42', 'Darkness/Hulk One-Shot', '', '$2.99', 'Image', '40,384']
['43', 'Justice League of America Another\nNail', '1', '$5.95', 'DC', '40,330']
['44', 'Official\nHandbook of the Marvel Universe X-Men 2004', '$3.99', 'Marvel', '39,362']
['45', 'Exiles', '46', '$2.99', 'Marvel', '38,770']
['46', 'Exiles', '47', '$2.99', 'Marvel', '38,309']
['47', 'Captain America', '26', '$2.99', 'Marvel', '37,540']
['48', 'Batman Gotham Knights', '53', '$2.95', 'DC', '37,287']
['49', 'Nyx', '4', '$2.99', 'Marvel', '37,010']
['50', 'Cable Deadpool', '3', '$2.99', 'Marvel', '36,803']
['51', 'Superman Birthright', '10', '$2.95', 'DC', '35,035']
['52', 'Detective Comics', '794', '$2.95', 'DC', '34,858']
['53', 'Soulfire', '0', '$2.50', 'ASP', '34,036']
['54', 'Green Arrow', '38', '$2.50', 'DC', '34,021']
['55', 'Captain America & Falcon', '3', '$2.99', 'Marvel', '33,959']
['56', 'Green Lantern', '177', '$2.25', 'DC', '33,375']
['57', 'Alpha Flight', '3', '$2.99', 'Marvel', '32,668']
['58', 'Birds of Prey', '67', '$2.50', 'DC', '31,831']
['59', 'Spider-Man Unlimited', '3', '$2.99', 'Marvel', '31,646']
['60', 'Emma Frost', '11', '$2.99', 'Marvel', '31,254']
['61', 'Nightwing', '93', '$2.25', 'DC', '30,801']
['62', 'Thor', '78', '$2.99', 'Marvel', '30,547']
['63', 'Wonder Woman', '204', '$2.25', 'DC', '30,363']
['64', 'Thor', '79', '$2.99', 'Marvel', '30,255']
['65', 'G.I. Joe', '29', '$2.95', "Devil's Due", '29,833']
['66', 'She Hulk', '3', '$2.99', 'Marvel', '29,648']
['67', 'Mystique', '14', '$2.99', 'Marvel', '29,425']
['68', 'Hawkman', '28', '$2.50', 'DC', '29,318']
['69', 'G.I. Joe', '30', '$2.95', "Devil's Due", '29,310']
['70', 'Mystique', '15', '$2.99', 'Marvel', '28,926']
['71', 'Thanos', '10', '$2.99', 'Marvel', '28,795']
['72', 'Superman/Batman', '8*', '$2.95', 'DC', '28,334']
['73', 'Iron Man', '81', '$2.99', 'Marvel', '28,219']
['74', 'Iron Man', '83', '$2.99', 'Marvel', '28,042']
['75', 'Iron Man', '82', '$2.99', 'Marvel', '27,988']
['76', 'Weapon X', '23', '$2.99', 'Marvel', '27,934']
['77', 'Venom', '14', '$2.99', 'Marvel', '27,558']
['78', 'G.I. Joe Master & Apprentice', '1', '$2.95', "Devil's Due", '27,435']
['79', 'Weapon X', '24', '$2.99', 'Marvel', '27,273']
['80', 'Venom', '15', '$2.99', 'Marvel', '26,905']
['81', 'G.I. Joe Reloaded', '3', '$2.95', "Devil's Due", '26,805']
['82', 'Y The Last Man', '22', '$2.95', 'DC', '26,759']
['83', 'DC New Frontier', '4', '$6.95', 'DC', '26,428']
['84', 'Batgirl', '52', '$2.50', 'DC', '26,405']
['85', 'Fables', '25', '$2.50', 'DC', '25,514']
['86', 'Authority More Kev', '1', '$2.95', 'DC', '25,498']
['87', 'Aquaman', '18', '$2.50', 'DC', '25,345']
['88', 'Iron Fist', '3', '$2.99', 'Marvel', '24,960']
['89', 'Legion', '33', '$2.50', 'DC', '24,853']
['90', 'Batman Legends of the Dark Knight', '179', '$2.50', 'DC', '24,807']
['91', 'Swamp Thing', '3', '$2.95', 'DC', '24,530']
['92', 'Catwoman', '31', '$2.50', 'DC', '24,238']
['93', 'Transformers Energon', '23', '$2.95', 'Dreamwave', '24,223']
['94', 'Marvel Age Spider-Man', '3', '$2.25', 'Marvel', '24,169']
['95', 'Silver Surfer', '9', '$2.99', 'Marvel', '24,130']
['96', 'Batman Harley & Ivy', '2', '$2.50', 'DC', '24,069']
['97', 'X-Statix', '23', '$2.99', 'Marvel', '24,069']
['98', 'Marvel Age Spider-Man', '4', '$2.25', 'Marvel', '23,431']
['99', 'Thor Son of Asgard', '4', '$2.99', 'Marvel', '22,686']
['100', 'Richard Dragon', '1', '$2.50', 'DC', '21,856']
['101', 'Witchblade', '75', '$4.99', 'Image', '21,717']
['102', 'Authority Vol. 2', '12', '$2.95', 'DC', '21,518']
['103', 'Seaguy', '1', '$2.95', 'DC', '21,502']
['104', 'Captain Marvel', '23', '$2.99', 'Marvel', '21,241']
['105', 'Marvel Age Fantastic Four', '2', '$2.25', 'Marvel', '21,064']
['106', 'Bite Club', '2', '$2.95', 'DC', '20,703']
['107', 'Spider-Girl', '73', '$2.99', 'Marvel', '20,265']
['108', 'Spider-Girl', '74', '$2.99', 'Marvel', '19,950']
['109', 'Star Wars Empire', '19', '$2.99', 'Dark Horse', '19,673']
['110', 'Darkness Vol. 2', '11', '$2.99', 'Image', '19,627']
['111', 'Runaways', '15', '$2.99', 'Marvel', '19,297']
['112', 'Star Wars Empire', '20', '$2.99', 'Dark Horse', '19,281']
['113', 'Liberty Meadows', '36', '$2.95', 'Image', '18,298']
['114', 'BPRD Plague of Frogs', '3', '$2.99', 'Dark Horse', '18,052']
['115', 'El Cazador', '6', '$2.95', 'Crossgen', '17,714']
['116', 'Gotham Central', '19', '$2.50', 'DC', '17,368']
['117', '30 Days of Night Return To Barrow', '3', '$3.99', 'IDW', '17,007']
['118', 'Transformers Armada More Than Meets\nEye', '3', '$4.95', 'Dreamwave', '16,899']
['119', 'Promethea', '30', '$2.95', 'DC', '16,023']
['120', 'Batman City of Light', '8', '$2.95', 'DC', '16,008']
['121', 'Tom Strong', '26', '$2.95', 'DC', '15,977']
['122', 'Negation War', '2', '$2.95', 'Crossgen', '15,823']
['123', 'Van Helsing One-Shot', '', '$2.99', 'Dark Horse', '15,531']
['124', 'Brian Pulido Lady Death Wild Hunt', '2', '$2.95', 'Crossgen', '15,293']
['125', 'Lucifer', '50', '$3.50', 'DC', '14,970']
['126', 'Hellblazer', '196', '$2.75', 'DC', '14,947']
['127', 'Plastic Man', '6', '$2.95', 'DC', '14,878']
['128', 'Punisher', '5', '$2.99', 'Marvel', '14,839']
['129', 'Strykeforce', '2', '$2.99', 'Image', '14,824']
['130', 'Teen Titans Go', '7', '$2.25', 'DC', '14,724']
['131', 'Hero', '16', '$2.50', 'DC', '14,309']
['132', 'Masters of the Universe Vol. 3', '2', '$2.95', 'MV Creations', '13,963']
['133', 'Smallville', '8', '$3.95', 'DC', '13,771']
