['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Superman Unchained', '2', '$3.99', 'DC', '165,754']
['2', 'Batman', '22', '$3.99', 'DC', '132,047']
['3', 'Guardians of Galaxy', '5', '$3.99', 'Marvel', '110,372']
['4', 'Justice League', '22', '$3.99', 'DC', '110,194']
['5', 'Batman Annual', '2', '$4.99', 'DC', '101,726']
['6', 'Batman Superman', '2', '$3.99', 'DC', '92,558']
['7', 'Justice League of America', '6', '$3.99', 'DC', '86,192']
['8', 'Superior Spider-Man', '13', '$3.99', 'Marvel', '81,678']
['9', 'Superior Spider-Man', '14', '$3.99', 'Marvel', '80,839']
['10', 'Superior Spider-Man Team Up', '1', '$3.99', 'Marvel', '76,959']
['11', 'All New X-Men', '14', '$3.99', 'Marvel', '74,848']
['12', 'Walking Dead', '112', '$2.99', 'Image', '72,975']
['13', 'Avengers', '16', '$3.99', 'Marvel', '72,842']
['14', 'Hunger', '1', '$3.99', 'Marvel', '70,835']
['15', 'Uncanny X-Men', '8', '$3.99', 'Marvel', '70,274']
['16', 'Uncanny Avengers', '10', '$3.99', 'Marvel', '68,768']
['17', 'Avengers', '15', '$3.99', 'Marvel', '68,472']
['18', 'Avengers AI', '1', '$2.99', 'Marvel', '68,130']
['19', 'Uncanny X-Men', '9', '$3.99', 'Marvel', '67,338']
['20', 'X-Men', '3', '$3.99', 'Marvel', '65,270']
['21', 'Detective Comics', '22', '$3.99', 'DC', '63,949']
['22', 'Green Lantern', '22', '$2.99', 'DC', '62,415']
['23', 'Justice League Dark', '22*', '$3.99', 'DC', '61,465']
['24', 'Superior Foes of Spider-Man', '1', '$2.99', 'Marvel', '61,413']
['25', 'New Avengers', '8', '$3.99', 'Marvel', '58,044']
['26', 'Batman And Catwoman', '22', '$2.99', 'DC', '57,808']
['27', 'Thanos Rising', '4', '$3.99', 'Marvel', '57,460']
['28', 'All New Fathom', '1', '$1.00', 'Aspen', '54,379']
['29', 'Deadpool Kills Deadpool', '1', '$2.99', 'Marvel', '53,066']
['30', 'Batman Incorporated', '12', '$2.99', 'DC', '52,595']
['31', 'Detective Comics Annual', '2', '$4.99', 'DC', '52,245']
['32', 'Batman Incorporated', '13', '$2.99', 'DC', '51,558']
['33', 'Batman 66', '1', '$3.99', 'DC', '50,430']
['34', 'Superior Carnage', '1', '$3.99', 'Marvel', '48,053']
['35', 'Batman The Dark Knight', '22', '$2.99', 'DC', '47,096']
['36', 'Deadpool', '13', '$2.99', 'Marvel', '47,006']
['37', 'Thor God of Thunder', '10', '$3.99', 'Marvel', '46,204']
['38', 'Aquaman', '22', '$2.99', 'DC', '45,653']
['39', 'Indestructible Hulk', '10', '$3.99', 'Marvel', '45,531']
['40', 'Indestructible Hulk', '11', '$3.99', 'Marvel', '45,241']
['41', 'Action Comics', '22', '$3.99', 'DC', '44,861']
['42', 'East of West', '4', '$3.50', 'Image', '43,228']
['43', 'Superman', '22', '$2.99', 'DC', '42,961']
['44', 'Wolverine And X-Men', '33', '$3.99', 'Marvel', '42,269']
['45', 'Green Lantern Corps', '22', '$2.99', 'DC', '42,194']
['46', 'Nightwing', '22', '$2.99', 'DC', '42,073']
['47', 'Earth 2', '14', '$2.99', 'DC', '42,022']
['48', 'Star Wars', '7', '$2.99', 'Dark Horse', '41,611']
['49', 'Savage Wolverine', '7', '$3.99', 'Marvel', '40,946']
['50', 'Hawkeye', '12', '$2.99', 'Marvel', '40,837']
['51', 'Captain America', '9', '$3.99', 'Marvel', '40,796']
['52', 'Green Lantern New Guardians', '22', '$2.99', 'DC', '40,788']
['53', 'Wolverine', '6', '$3.99', 'Marvel', '40,593']
['54', 'Iron Man', '12', '$3.99', 'Marvel', '40,405']
['55', 'Iron Man', '13', '$3.99', 'Marvel', '39,534']
['56', 'Batgirl', '22', '$2.99', 'DC', '39,218']
['57', 'Flash', '22', '$2.99', 'DC', '38,993']
['58', 'Wolverine', '7', '$3.99', 'Marvel', '38,605']
['59', 'Uncanny X-Force', '8', '$3.99', 'Marvel', '37,781']
['60', 'Hawkeye Annual', '1', '$4.99', 'Marvel', '37,509']
['61', 'Uncanny X-Force', '9', '$3.99', 'Marvel', '36,978']
['62', 'Superman Annual', '2', '$4.99', 'DC', '36,943']
['63', 'Wonder Woman', '22', '$2.99', 'DC', '35,539']
['64', 'Daredevil', '28', '$2.99', 'Marvel', '35,364']
['65', 'Red Lanterns', '22', '$2.99', 'DC', '35,236']
['66', 'My Little Pony Friendship Is Magic', '9', '$3.99', 'IDW', '35,153']
['67', 'Trinity of Sin Pandora', '1', '$2.99', 'DC', '35,106']
['68', 'Daredevil', '29', '$2.99', 'Marvel', '34,915']
['69', 'Cable And X-Force', '11', '$3.99', 'Marvel', '34,240']
['70', 'Nova', '6', '$3.99', 'Marvel', '34,234']
['71', 'Flash Annual', '2', '$4.99', 'DC', '34,114']
['72', 'Fantastic Four', '10', '$2.99', 'Marvel', '34,018']
['73', 'Guardians of Galaxy Tomorrows Avengers', '1', '$4.99', 'Marvel', '33,549']
['74', 'Ultimate Comics Spider-Man', '25', '$3.99', 'Marvel', '33,271']
['75', 'Teen Titans', '22', '$2.99', 'DC', '33,062']
['76', 'Satellite Sam', '1*', '$3.50', 'Image', '32,452']
['77', 'Trinity of Sin Pandora', '2', '$2.99', 'DC', '32,170']
['78', 'Constantine', '5', '$2.99', 'DC', '30,664']
['79', 'Red Sonja', '1', '$3.99', 'Dynamic Forces', '30,561']
['80', 'Red Hood And The Outlaws', '22', '$2.99', 'DC', '30,534']
['81', 'What If AVX', '1', '$3.99', 'Marvel', '30,422']
['82', 'Larfleeze', '2', '$2.99', 'DC', '30,221']
['83', 'FF', '9', '$2.99', 'Marvel', '29,180']
['84', 'Thunderbolts', '12', '$2.99', 'Marvel', '29,081']
['85', 'Secret Avengers', '6', '$3.99', 'Marvel', '28,908']
['86', 'Young Avengers', '7', '$2.99', 'Marvel', '28,596']
['87', 'Thunderbolts', '13', '$2.99', 'Marvel', '28,528']
['88', 'Young Avengers', '8', '$2.99', 'Marvel', '27,844']
['89', 'Wake', '3*', '$2.99', 'DC', '27,560']
['90', 'Batwoman', '22', '$2.99', 'DC', '27,400']
['91', 'What If AVX', '2', '$3.99', 'Marvel', '27,395']
['92', 'FF', '10', '$2.99', 'Marvel', '27,304']
['93', 'Lazarus', '2*', '$2.99', 'Image', '27,143']
['94', 'Avengers Assemble', '17', '$3.99', 'Marvel', '26,640']
['95', 'Green Arrow', '22', '$2.99', 'DC', '26,172']
['96', 'What If AVX', '3', '$3.99', 'Marvel', '25,958']
['97', 'What If AVX', '4', '$3.99', 'Marvel', '25,843']
['98', 'Injustice Gods Among Us', '7', '$3.99', 'DC', '25,731']
['99', 'Supergirl', '22', '$2.99', 'DC', '25,514']
['100', 'Worlds Finest', '14', '$2.99', 'DC', '25,143']
['101', 'Catwoman', '22', '$2.99', 'DC', '24,737']
['102', 'A Plus X', '10', '$3.99', 'Marvel', '24,371']
['103', 'My Little Pony Micro Series', '6', '$3.99', 'IDW', '24,350']
['104', 'Avengers Arena', '12', '$2.99', 'Marvel', '23,969']
['105', 'Swamp Thing', '22', '$2.99', 'DC', '23,885']
['106', 'X-Men Legacy', '13', '$2.99', 'Marvel', '23,146']
['107', 'Animal Man', '22', '$2.99', 'DC', '22,974']
['108', 'Astonishing X-Men', '64', '$3.99', 'Marvel', '22,649']
['109', 'Scarlet Spider', '19', '$2.99', 'Marvel', '22,499']
['110', 'Suicide Squad', '22', '$2.99', 'DC', '22,447']
['111', 'True Lives of the Fabulous Killjoys', '2', '$3.99', 'Dark Horse', '22,401']
['112', 'Daredevil Dark Nights', '2', '$2.99', 'Marvel', '22,322']
['113', 'X-Men Legacy', '14', '$2.99', 'Marvel', '22,119']
['114', 'Ten Grand', '3*', '$2.99', 'Image', '21,858']
['115', 'Batman Lil Gotham', '4', '$2.99', 'DC', '21,646']
['116', 'Adventure Time Candy Capers', '1', '$3.99', 'Boom', '21,587']
['117', 'Adventure Time Fionna & Cake', '6', '$3.99', 'Boom', '21,493']
['118', 'Adventure Time', '18', '$3.99', 'Boom', '21,071']
['119', 'Sheltered', '1', '$2.99', 'Image', '21,055']
['120', 'Animal Man Annual', '2', '$4.99', 'DC', '20,917']
['121', 'Venom', '37', '$2.99', 'Marvel', '20,872']
['122', 'Buffy the Vampire Slayer Season 9 Freefall', '23', '$2.99', 'Dark Horse', '20,768']
['123', 'Trinity of Sin The Phantom Stranger', '10', '$2.99', 'DC', '20,636']
['124', 'Dexter', '1', '$3.99', 'Marvel', '20,540']
['125', 'Venom', '38', '$2.99', 'Marvel', '20,325']
['126', 'Talon', '10', '$2.99', 'DC', '20,296']
['127', 'Birds of Prey', '22', '$2.99', 'DC', '20,209']
['128', 'Astro City', '2', '$3.99', 'DC', '20,193']
['129', 'X-Factor', '259', '$2.99', 'Marvel', '20,065']
['130', 'Ultimate Comics Ultimates', '27', '$3.99', 'Marvel', '20,024']
['131', 'Superboy', '22', '$2.99', 'DC', '19,984']
['132', 'Ultimate Comics Ultimates', '28', '$3.99', 'Marvel', '19,859']
['133', 'Adventures of Superman', '3', '$3.99', 'DC', '19,453']
['134', 'Ultimate Comics X-Men', '29', '$3.99', 'Marvel', '19,381']
['135', 'Captain Marvel', '14', '$2.99', 'Marvel', '19,320']
['136', 'Grimm Fairy Tales Oz', '1', '$2.99', 'Zenescope', '19,237']
['137', 'Adventure Time Summer Special 2013', '1', '$4.99', 'Boom', '19,182']
['138', 'He Man And The Masters of The Universe', '4', '$2.99', 'DC', '18,101']
['139', 'Ghosted', '1', '$2.99', 'Image', '17,782']
['140', 'Fearless Defenders', '6', '$2.99', 'Marvel', '17,752']
['141', 'Quantum & Woody', '1', '$3.99', 'Valiant', '17,622']
['142', 'Fearless Defenders', '7', '$2.99', 'Marvel', '17,411']
['143', 'Gambit', '15', '$2.99', 'Marvel', '17,291']
['144', 'Wolverine Max', '9', '$3.99', 'Marvel', '16,931']
['145', 'X-Files Season 10', '2', '$3.99', 'IDW', '16,729']
['146', 'Tmnt Ongoing', '24', '$3.99', 'IDW', '16,484']
['147', 'Legends of The Dark Knight', '10', '$3.99', 'DC', '16,184']
['148', 'Sex', '5', '$2.99', 'Image', '15,996']
['149', 'Star Wars Legacy II', '5', '$2.99', 'Dark Horse', '15,854']
['150', 'Spawn', '233', '$2.99', 'Image', '15,701']
['151', 'Collider', '1*', '$2.99', 'DC', '15,602']
['152', 'Journey Into Mystery', '654', '$2.99', 'Marvel', '15,580']
['153', 'All Star Western', '22', '$3.99', 'DC', '15,376']
['154', 'Batman Beyond Unlimited', '18', '$3.99', 'DC', '15,275']
['155', 'Wolverine In Flesh', '1', '$3.99', 'Marvel', '15,257']
['156', 'Fables', '131', '$2.99', 'DC', '15,109']
['157', 'Smallville Season 11', '15', '$3.99', 'DC', '14,930']
['158', 'Superman Unchained Directors Cut', '1', '$5.99', 'DC', '14,929']
['159', 'Batman Zero Year Directors Cut', '1', '$5.99', 'DC', '14,757']
['160', 'Invincible', '104', '$2.99', 'Image', '14,733']
['161', 'Legion of Super Heroes', '22', '$2.99', 'DC', '14,726']
['162', 'Star Wars Darth Vader & Ninth Assassin', '4', '$3.50', 'Dark Horse', '14,650']
['163', 'Uber', '3', '$3.99', 'Avatar', '14,594']
['164', 'Movement', '3', '$2.99', 'DC', '14,524']
['165', 'TMNT New Animated Adventures', '1', '$3.99', 'IDW', '14,397']
['166', 'Sonic The Hedgehog', '250', '$3.99', 'Archie', '14,291']
['167', 'Thief of Thieves', '15', '$2.99', 'Image', '14,013']
['168', 'X-O Manowar', '15', '$3.99', 'Valiant', '13,997']
['169', 'Star Wars Dark Times Spark Remains', '1', '$3.50', 'Dark Horse', '13,990']
['170', 'Revival', '12', '$2.99', 'Image', '13,948']
['171', 'Fairest', '17', '$2.99', 'DC', '13,915']
['172', 'Emerald City of Oz', '1', '$3.99', 'Marvel', '13,701']
['173', 'Angel & Faith', '24', '$2.99', 'Dark Horse', '13,368']
['174', 'Harbinger Wars', '4', '$3.99', 'Valiant', '13,259']
['175', 'Scarlet', '7', '$3.95', 'Marvel', '13,250']
['176', 'Batman Arkham Unhinged', '16', '$3.99', 'DC', '13,046']
['177', 'Smallville Season 11 Special', '2', '$4.99', 'DC', '12,858']
['178', 'Chew', '35', '$2.99', 'Image', '12,818']
['179', 'Sonic The Hedgehog', '251', '$2.99', 'Archie', '12,782']
['180', 'Doctor Who Prisoners of Time', '7', '$3.99', 'IDW', '12,773']
['181', 'Red She-Hulk', '67', '$2.99', 'Marvel', '12,560']
['182', 'Morbius Living Vampire', '7', '$2.99', 'Marvel', '12,485']
['183', 'Shadow Year One', '4', '$3.99', 'Dynamic Forces', '12,352']
['184', 'Conan The Barbarian', '18', '$3.50', 'Dark Horse', '12,331']
['185', 'Justice League of Americas Vibe', '6', '$2.99', 'DC', '12,241']
['186', 'Rocketeer Spirit Pulp Friction', '1', '$3.99', 'IDW', '12,091']
['187', 'Batwing', '22', '$2.99', 'DC', '12,062']
['188', 'Uber', '4', '$3.99', 'Avatar', '12,030']
['189', '100 Bullets Brother Lono', '2', '$2.99', 'DC', '11,984']
['190', 'Stormwatch', '22', '$2.99', 'DC', '11,792']
['191', 'Bounce', '3', '$2.99', 'Image', '11,436']
['192', 'Doctor Who Vol. 3', '11', '$3.99', 'IDW', '11,425']
['193', 'Dial H', '14', '$2.99', 'DC', '11,421']
['194', 'Sonic Universe', '54', '$2.99', 'Archie', '11,398']
['195', 'Demon Knights', '22', '$2.99', 'DC', '11,364']
['196', 'Katana', '6', '$2.99', 'DC', '11,346']
['197', 'Marvels Thor Dark World Prelude', '2', '$2.99', 'Marvel', '11,286']
['198', 'Green Team Teen Trillionaires', '3', '$2.99', 'DC', '11,220']
['199', 'Shadow Green Hornet Dark Nights', '1', '$3.99', 'Dynamic Forces', '11,203']
['200', 'TMNT Villain Microseries', '4', '$3.99', 'IDW', '11,031']
['201', 'Star Trek Ongoing', '23', '$3.99', 'IDW', '11,022']
['202', 'Aod Vs Hack Slash', '1', '$3.99', 'Dynamic Forces', '10,923']
['203', 'Powers Bureau', '6', '$3.95', 'Marvel', '10,883']
['204', 'Harbinger', '14', '$3.99', 'Valiant', '10,709']
['205', 'Ame Comi Girls', '5', '$3.99', 'DC', '10,672']
['206', 'Morning Glories', '29', '$3.50', 'Image', '10,588']
['207', 'Tom Strong And The Planet of Peril', '1', '$2.99', 'DC', '10,492']
['208', 'Five Ghosts Haunting of Fabian Gray', '5', '$2.99', 'Image', '10,409']
['209', 'Mega Man', '27', '$2.99', 'Archie', '10,332']
['210', 'Abe Sapien', '4', '$3.50', 'Dark Horse', '10,314']
['211', 'BPRD Vampire', '5', '$3.50', 'Dark Horse', '10,268']
['212', 'Shadowman', '8', '$3.99', 'Valiant', '10,089']
['213', 'Bloodshot', '13', '$3.99', 'Valiant', '10,058']
['214', 'BPRD Hell On Earth', '109', '$3.50', 'Dark Horse', '10,018']
['215', 'Peter Panzerfaust', '12', '$3.50', 'Image', '9,951']
