['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Justice League', '3', '$3.99', 'DC', '158,700']
['2', 'Batman', '3', '$2.99', 'DC', '150,984']
['3', 'Action Comics', '3', '$3.99', 'DC', '134,875']
['4', 'Green Lantern', '3', '$2.99', 'DC', '122,644']
['5', 'Point One', '1', '$5.99', 'Marvel', '113,352']
['6', 'Avenging Spider-Man', '1', '$3.99', 'Marvel', '112,153']
['7', 'Uncanny X-Men', '1', '$3.99', 'Marvel', '109,911']
['8', 'Detective Comics', '3*', '$2.99', 'DC', '100,077']
['9', 'Flash', '3', '$2.99', 'DC', '90,417']
['10', 'Wolverine And X-Men', '2', '$3.99', 'Marvel', '83,356']
['11', 'Incredible Hulk', '2', '$3.99', 'Marvel', '80,143']
['12', 'Batman The Dark Knight', '3*', '$2.99', 'DC', '78,240']
['13', 'Superman', '3*', '$2.99', 'DC', '77,747']
['14', 'Batman And Robin', '3*', '$2.99', 'DC', '77,678']
['15', 'Fantastic Four', '600', '$7.99', 'Marvel', '73,809']
['16', 'Uncanny X-Men', '2', '$3.99', 'Marvel', '72,485']
['17', 'Wonder Woman', '3', '$2.99', 'DC', '65,621']
['18', 'Batgirl', '3*', '$2.99', 'DC', '62,974']
['19', 'Aquaman', '3*', '$2.99', 'DC', '62,223']
['20', 'Batwoman', '3', '$2.99', 'DC', '61,997']
['21', 'Teen Titans', '3', '$2.99', 'DC', '60,758']
['22', 'Fear Itself', '7.1', '$3.99', 'Marvel', '60,562']
['23', 'Green Lantern New Guardians', '3', '$2.99', 'DC', '59,774']
['24', 'Green Lantern Corps', '3*', '$2.99', 'DC', '58,854']
['25', 'Fear Itself', '7.2', '$3.99', 'Marvel', '58,006']
['26', 'Fear Itself Fearless', '2', '$2.99', 'Marvel', '57,794']
['27', 'Amazing Spider-Man', '674', '$3.99', 'Marvel', '57,723']
['28', 'Nightwing', '3*', '$2.99', 'DC', '57,688']
['29', 'Amazing Spider-Man', '673', '$3.99', 'Marvel', '57,159']
['30', 'Avengers', '19', '$3.99', 'Marvel', '56,620']
['31', 'Fear Itself', '7.3', '$3.99', 'Marvel', '54,903']
['32', 'Red Lanterns', '3*', '$2.99', 'DC', '54,741']
['33', 'New Avengers', '18', '$3.99', 'Marvel', '54,454']
['34', 'Captain America', '4', '$3.99', 'Marvel', '54,157']
['35', 'Kick-Ass 2', '5', '$2.99', 'Marvel', '53,937']
['36', 'Swamp Thing', '3', '$2.99', 'DC', '52,300']
['37', 'Ultimate Comics Spider-Man', '4', '$3.99', 'Marvel', '51,558']
['38', 'Uncanny X-Force', '17', '$3.99', 'Marvel', '50,974']
['39', 'FF', '12', '$2.99', 'Marvel', '49,449']
['40', 'Justice League International', '3*', '$2.99', 'DC', '48,972']
['41', 'Catwoman', '3*', '$2.99', 'DC', '46,976']
['42', 'Justice League Dark', '3*', '$2.99', 'DC', '46,507']
['43', 'Supergirl', '3*', '$2.99', 'DC', '45,706']
['44', 'Red Hood And The Outlaws', '3*', '$2.99', 'DC', '45,126']
['45', 'Animal Man', '3*', '$2.99', 'DC', '44,266']
['46', 'X-Men', '20', '$3.99', 'Marvel', '43,515']
['47', 'Superboy', '3*', '$2.99', 'DC', '42,698']
['48', 'Green Arrow', '3*', '$2.99', 'DC', '42,209']
['49', 'X-Men Legacy', '259', '$2.99', 'Marvel', '41,967']
['50', 'Secret Avengers', '19', '$3.99', 'Marvel', '41,191']
['51', 'Mighty Thor', '8', '$3.99', 'Marvel', '40,703']
['52', 'Wolverine', '18', '$3.99', 'Marvel', '40,170']
['53', 'X-Men', '21', '$3.99', 'Marvel', '39,919']
['54', 'Ultimate Comics X-Men', '3', '$3.99', 'Marvel', '39,657']
['55', 'Ultimate Comics Ultimates', '4', '$3.99', 'Marvel', '39,342']
['56', 'Stormwatch', '3', '$2.99', 'DC', '39,262']
['57', 'X-Men Legacy', '258', '$2.99', 'Marvel', '38,334']
['58', 'Daredevil', '6', '$2.99', 'Marvel', '38,302']
['59', 'Invincible Iron Man', '510', '$3.99', 'Marvel', '38,118']
['60', 'Wolverine', '19', '$3.99', 'Marvel', '37,997']
['61', 'Birds of Prey', '3*', '$2.99', 'DC', '36,802']
['62', 'Suicide Squad', '3*', '$2.99', 'DC', '36,744']
['63', 'Fear Itself Fearless', '3', '$2.99', 'Marvel', '36,044']
['64', 'Buffy the Vampire Slayer Season 9\nFreefall', '3', '$2.99', 'Dark Horse', '33,485']
['65', 'Astonishing X-Men', '44', '$3.99', 'Marvel', '32,729']
['66', 'Venom', '9', '$2.99', 'Marvel', '32,506']
['67', 'Battle Scars', '1', '$2.99', 'Marvel', '32,222']
['68', 'Walking Dead', '91', '$2.99', 'Image', '31,813']
['69', 'Savage Hawkman', '3*', '$2.99', 'DC', '31,659']
['70', 'Batwing', '3*', '$2.99', 'DC', '31,599']
['71', 'Legion of Super Heroes', '3*', '$2.99', 'DC', '31,481']
['72', 'Demon Knights', '3*', '$2.99', 'DC', '31,213']
['73', 'Captain America And Bucky', '624', '$2.99', 'Marvel', '30,472']
['74', 'Deathstroke', '3*', '$2.99', 'DC', '30,379']
['75', 'All Star Western', '3*', '$3.99', 'DC', '29,498']
['76', 'Frankenstein Agent of Shade', '3*', '$2.99', 'DC', '28,681']
['77', 'New Mutants', '33', '$2.99', 'Marvel', '28,665']
['78', 'Fury of Firestorm The Nuclear Men', '3*', '$2.99', 'DC', '28,489']
['79', 'Huntress', '2', '$2.99', 'DC', '28,377']
['80', 'Legion Lost', '3*', '$2.99', 'DC', '28,103']
['81', 'DC Universe Presents', '3*', '$2.99', 'DC', '27,917']
['82', 'Journey Into Mystery', '631', '$2.99', 'Marvel', '27,161']
['83', 'Moon Knight', '7', '$3.99', 'Marvel', '27,062']
['84', 'Grifter', '3*', '$2.99', 'DC', '26,822']
['85', 'Resurrection Man', '3*', '$2.99', 'DC', '26,532']
['86', 'Deadpool', '46', '$2.99', 'Marvel', '26,260']
['87', 'New Mutants', '34', '$2.99', 'Marvel', '25,847']
['88', 'Punisher', '5', '$2.99', 'Marvel', '25,399']
['89', 'Blue Beetle', '3*', '$2.99', 'DC', '24,851']
['90', 'Hawk And Dove', '3*', '$2.99', 'DC', '24,718']
['91', 'Hulk', '44', '$2.99', 'Marvel', '24,596']
['92', 'Batman Odyssey Vol. 2', '2', '$3.99', 'DC', '24,271']
['93', 'Captain Atom', '3*', '$2.99', 'DC', '24,146']
['94', 'X-Factor', '227', '$2.99', 'Marvel', '23,742']
['95', 'Ultimate Comics Hawkeye', '4', '$3.99', 'Marvel', '23,562']
['96', 'I Vampire', '3*', '$2.99', 'DC', '23,463']
['97', 'Teenage Mutant Ninja Turtles Ongoing', '4', '$3.99', 'IDW', '22,898']
['98', 'X-23', '17', '$2.99', 'Marvel', '22,780']
['99', 'Mister Terrific', '3*', '$2.99', 'DC', '22,754']
['100', 'X-23', '16', '$2.99', 'Marvel', '22,737']
['101', 'Avengers Academy', '21', '$2.99', 'Marvel', '22,713']
['102', 'Thunderbolts', '166', '$2.99', 'Marvel', '22,680']
['103', 'Peanuts', '0', '$1.00', 'Boom', '22,644']
['104', 'Omac', '3*', '$2.99', 'DC', '22,572']
['105', 'Voodoo', '3*', '$2.99', 'DC', '22,551']
['106', 'Thunderbolts', '165', '$2.99', 'Marvel', '22,536']
['107', 'Avengers Academy', '22', '$2.99', 'Marvel', '22,531']
