['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Justice League', '1', '$3.99', 'DC', '171,344']
['2', 'Flashpoint', '5', '$3.99', 'DC', '94,547']
['3', 'Fear Itself', '5', '$3.99', 'Marvel', '90,914']
['4', 'Flashpoint', '4', '$3.99', 'DC', '86,216']
['5', 'Ultimate Comics Fallout', '4', '$3.99', 'Marvel', '73,764']
['6', 'Amazing Spider-Man', '667', '$3.99', 'Marvel', '71,235']
['7', 'Avengers', '16', '$3.99', 'Marvel', '60,295']
['8', 'War of the Green Lanterns Aftermath', '2', '$3.99', 'DC', '57,707']
['9', 'Amazing Spider-Man', '668', '$3.99', 'Marvel', '57,533']
['10', 'New Avengers', '15', '$3.99', 'Marvel', '56,035']
['11', 'Uncanny X-Men', '542', '$3.99', 'Marvel', '54,840']
['12', 'Captain America', '2', '$3.99', 'Marvel', '54,384']
['13', 'Kick-Ass 2', '3', '$2.99', 'Marvel', '54,270']
['14', 'Uncanny X-Force', '13', '$3.99', 'Marvel', '53,904']
['15', 'Batman Incorporated', '8', '$2.99', 'DC', '53,481']
['16', 'Green Lantern Corps', '63', '$2.99', 'DC', '53,372']
['17', 'Batman the Dark Knight', '5', '$2.99', 'DC', '52,908']
['18', 'Batman And Robin', '26', '$2.99', 'DC', '52,704']
['19', 'FF', '8', '$2.99', 'Marvel', '51,917']
['20', 'Batman', '713', '$2.99', 'DC', '51,760']
['21', 'Uncanny X-Force', '14', '$3.99', 'Marvel', '50,770']
['22', 'X-Men Schism', '3', '$3.99', 'Marvel', '50,147']
['23', 'Ultimate Comics Ultimates', '1', '$3.99', 'Marvel', '47,630']
['24', 'Secret Avengers', '16', '$3.99', 'Marvel', '46,317']
['25', 'Punisher', '1', '$3.99', 'Marvel', '44,725']
['26', 'Mighty Thor', '5', '$3.99', 'Marvel', '44,594']
['27', 'Green Lantern Emerald Warriors', '13', '$2.99', 'DC', '44,228']
['28', 'X-Men', '16', '$3.99', 'Marvel', '43,161']
['29', 'Justice League of America', '60', '$2.99', 'DC', '42,587']
['30', 'Punisher', '2', '$2.99', 'Marvel', '42,459']
['31', 'Ultimate Comics Fallout', '5', '$3.99', 'Marvel', '41,336']
['32', 'Daredevil', '2', '$2.99', 'Marvel', '40,990']
['33', 'X-Men Legacy', '253', '$2.99', 'Marvel', '40,466']
['34', 'Flashpoint Batman Knight of\nVengeance', '3', '$2.99', 'DC', '40,275']
['35', 'Invincible Iron Man', '507', '$3.99', 'Marvel', '40,082']
['36', 'X-Men Legacy', '254', '$2.99', 'Marvel', '39,896']
['37', 'Detective Comics', '881', '$3.99', 'DC', '39,729']
['38', 'Action Comics', '904', '$2.99', 'DC', '39,323']
['39', 'Wolverine', '13', '$3.99', 'Marvel', '39,296']
['40', 'Ultimate Comics Fallout', '6', '$3.99', 'Marvel', '39,190']
['41', 'Wolverine', '14', '$3.99', 'Marvel', '38,869']
['42', 'Incredible Hulks', '635', '$3.99', 'Marvel', '38,223']
['43', 'X-Men', '15.1', '$2.99', 'Marvel', '38,078']
['44', 'Brightest Day Aftermath Search for\nSwamp Thing', '3', '$2.99', 'DC', '37,509']
['45', 'Captain America And Bucky', '621', '$2.99', 'Marvel', '36,069']
['46', 'Superman', '714', '$2.99', 'DC', '35,919']
['47', 'Venom', '6', '$2.99', 'Marvel', '35,033']
['48', 'Teenage Mutant Ninja Turtles Ongoing', '1', '$3.99', 'IDW', '34,803']
['49', 'Fear Itself Uncanny X-Force', '2', '$2.99', 'Marvel', '34,640']
['50', 'Astonishing X-Men', '41', '$3.99', 'Marvel', '33,470']
['51', 'Walking Dead', '88', '$2.99', 'Image', '31,839']
['52', 'Flashpoint Abin Sur the Green\nLantern', '3', '$2.99', 'DC', '31,820']
['53', 'Journey Into Mystery', '626', '$2.99', 'Marvel', '31,549']
['54', 'Flashpoint Project Superman', '3', '$2.99', 'DC', '30,565']
['55', 'Ultimate Comics Hawkeye', '1', '$3.99', 'Marvel', '30,469']
['56', 'Moon Knight', '4', '$3.99', 'Marvel', '30,237']
['57', 'Flashpoint Wonder Woman And the\nFuries', '3', '$2.99', 'DC', '29,492']
['58', 'Flashpoint Emperor Aquaman', '3', '$2.99', 'DC', '29,491']
['59', 'Generation Hope', '10', '$2.99', 'Marvel', '29,245']
['60', 'Wonder Woman', '614', '$2.99', 'DC', '29,223']
['61', 'Hulk', '38', '$2.99', 'Marvel', '29,059']
['62', 'Flashpoint Hal Jordan', '3', '$2.99', 'DC', '28,911']
['63', 'Batman Arkham City', '4', '$2.99', 'DC', '28,573']
['64', 'Booster Gold', '47', '$2.99', 'DC', '28,295']
['65', 'Batman Arkham City', '5', '$2.99', 'DC', '28,042']
['66', 'Journey Into Mystery', '626.1', '$2.99', 'Marvel', '27,877']
['67', 'Flashpoint the World of Flashpoint', '3', '$2.99', 'DC', '27,743']
['68', 'Teen Titans', '100', '$4.99', 'DC', '27,459']
['69', 'Infinite', '1', '$2.99', 'Image', '27,434']
['70', 'Incredible Hulks', '634', '$2.99', 'Marvel', '27,310']
['71', 'New Mutants', '29', '$2.99', 'Marvel', '27,205']
['72', 'Red Robin', '26', '$2.99', 'DC', '26,939']
['73', 'Hulk', '39', '$2.99', 'Marvel', '26,895']
['74', 'Deadpool', '42', '$2.99', 'Marvel', '26,794']
['75', 'Deadpool', '41', '$2.99', 'Marvel', '26,766']
['76', 'New Mutants', '30', '$2.99', 'Marvel', '26,678']
['77', 'Batman Gates of Gotham', '4', '$2.99', 'DC', '26,533']
['78', 'Thunderbolts', '161', '$2.99', 'Marvel', '26,439']
['79', 'Superman Batman', '87', '$2.99', 'DC', '26,425']
['80', 'Birds of Prey', '15', '$2.99', 'DC', '26,043']
['81', 'Flashpoint Deadman and the Flying\nGraysons', '3', '$2.99', 'DC', '25,991']
