['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Ultimate X-Men ', '1', '$2.99', 'Marvel', '117,085']
['2', 'Uncanny X-Men ', '389', '$2.25', 'Marvel', '106,514']
['3', 'X-Men ', '109', '$3.50', 'Marvel', '104,643']
['4', 'JLA', '50', '$3.75', 'DC', '77,397']
['5', 'Wolverine ', '159', '$2.25', 'Marvel', '77,328']
['6', 'Avengers ', '37', '$2.25', 'Marvel', '66,367']
['7', 'Punisher ', '11', '$2.99', 'Marvel', '66,325']
['8', 'Uncanny X-Men 2000', '', '$3.50', 'Marvel', '66,209']
['9', 'Spawn ', '105', '$2.50', 'Image', '63,545']
['10', 'Daredevil ', '16 (Res)', '$2.99', 'Marvel', '62,927']
['11', 'Ultimate Spider-Man ', '4', '$2.50', 'Marvel', '59,362']
['12', 'X-Men The Search For Cyclops ', '3* ', '$2.99', 'Marvel', '58,633']
['13', 'Danger Girl Kamikaze ', '1', '$2.95', 'DC', '55,815']
['14', 'Fantastic Four ', '38', '$2.25', 'Marvel', '52,394']
['15', 'Universe X ', '5', '$3.50', 'Marvel', '52,180']
['16', 'Amazing Spider-Man ', '26', '$2.25', 'Marvel', '49,548']
['17', 'Peter Parker Spider-Man ', '26', '$2.25', 'Marvel', '46,447']
['18', 'Batman ', '586', '$2.25', 'DC', '46,424']
['19', 'X-Men Forever ', '2', '$3.50', 'Marvel', '46,052']
['20', 'X-Men Sentry', '', '$2.99', 'Marvel', '44,701']
['21', 'Detective Comics ', '753', '$2.50', 'DC', '44,488']
['22', 'Harley Quinn ', '3', '$2.25', 'DC', '44,265']
['23', 'Thor ', '32', '$3.50', 'Marvel', '44,102']
['24', 'Iron Man ', '37', '$2.25', 'Marvel', '43,768']
['25', 'Tomb Raider ', '10', '$2.50', 'Image', '43,569']
['26', 'Daredevil Spider-Man ', '2', '$2.99', 'Marvel', '43,406']
['27', 'Batgirl ', '11', '$2.50', 'DC', '43,318']
['28', 'X-Force ', '111', '$2.25', 'Marvel', '42,840']
['29', 'Cap A Universe X Special', '', '$3.99', 'Marvel', '42,478']
['30', 'X-Men Blink ', '1', '$2.99', 'Marvel', '42,427']
['31', 'Midnight Nation ', '4', '$2.50', 'Image', '42,352']
['32', 'Captain America ', '38', '$2.25', 'Marvel', '42,352']
['33', 'Mutant X ', '28', '$2.25', 'Marvel', '41,582']
['34', 'Superman ', '165', '$2.25', 'DC', '41,470']
['35', 'Nightwing ', '52', '$2.25', 'DC', '41,029']
['36', 'Generation X ', '72', '$2.25', 'Marvel', '39,293']
['37', 'JSA ', '19', '$2.50', 'DC', '39,005']
['38', 'Thunderbolts ', '47', '$2.25', 'Marvel', '38,346']
['39', 'Action Comics ', '774', '$2.25', 'DC', '38,327']
['40', 'Cable ', '88', '$2.25', 'Marvel', '38,156']
['41', 'Star Wars Darth Maul ', '4* ', '$2.99', 'Dark Horse', '38,128']
