['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Justice League', '5', '$3.99', 'DC', '138,576']
['2', 'Batman', '5', '$2.99', 'DC', '130,492']
['3', 'Action Comics', '5', '$3.99', 'DC', '105,088']
['4', 'Detective Comics', '5', '$2.99', 'DC', '99,342']
['5', 'Green Lantern', '5', '$2.99', 'DC', '97,878']
['6', 'Batman The Dark Knight', '5', '$2.99', 'DC', '76,824']
['7', 'Superman', '5', '$2.99', 'DC', '73,719']
['8', 'Flash', '5', '$2.99', 'DC', '71,611']
['9', 'Batman And Robin', '5*', '$2.99', 'DC', '65,507']
['10', 'Aquaman', '5', '$2.99', 'DC', '65,094']
['11', 'Uncanny X-Men', '5', '$3.99', 'Marvel', '63,477']
['12', 'Uncanny X-Men', '4', '$3.99', 'Marvel', '63,175']
['13', 'Wolverine And X-Men', '4', '$3.99', 'Marvel', '59,530']
['14', 'Wolverine', '300', '$4.99', 'Marvel', '58,681']
['15', 'Avengers X-Sanction', '2', '$3.99', 'Marvel', '58,578']
['16', 'Wonder Woman', '5', '$2.99', 'DC', '57,626']
['17', 'Amazing Spider-Man', '677', '$3.99', 'Marvel', '57,186']
['18', 'Avengers', '21', '$3.99', 'Marvel', '54,803']
['19', 'Teen Titans', '5', '$2.99', 'DC', '54,606']
['20', 'Amazing Spider-Man', '678', '$3.99', 'Marvel', '54,252']
['21', 'Scarlet Spider', '1', '$3.99', 'Marvel', '53,410']
['22', 'New Avengers', '20', '$3.99', 'Marvel', '52,910']
['23', 'Avenging Spider-Man', '3', '$3.99', 'Marvel', '52,371']
['24', 'Green Lantern New Guardians', '5', '$2.99', 'DC', '52,305']
['25', 'Batwoman', '5', '$2.99', 'DC', '51,924']
['26', 'Batgirl', '5*', '$2.99', 'DC', '51,327']
['27', 'Uncanny X-Force', '20', '$3.99', 'Marvel', '51,054']
['28', 'Nightwing', '5*', '$2.99', 'DC', '50,436']
['29', 'Uncanny X-Force', '19.1', '$2.99', 'Marvel', '50,399']
['30', 'Ultimate Comics Spider-Man', '6', '$3.99', 'Marvel', '49,840']
['31', 'Deadpool', '49', '$2.99', 'Marvel', '49,567']
['32', 'Green Lantern Corps', '5*', '$2.99', 'DC', '48,679']
['33', 'Captain America', '7', '$3.99', 'Marvel', '46,954']
['34', 'Avengers Annual', '1', '$4.99', 'Marvel', '46,244']
['35', 'Incredible Hulk', '4', '$3.99', 'Marvel', '45,876']
['36', 'Fantastic Four', '602', '$2.99', 'Marvel', '45,131']
['37', 'Swamp Thing', '5', '$2.99', 'DC', '43,806']
['38', 'Daredevil', '8', '$2.99', 'Marvel', '43,494']
['39', 'FF', '14', '$2.99', 'Marvel', '42,609']
['40', 'Red Lanterns', '5*', '$2.99', 'DC', '42,293']
['41', 'Wolverine And X-Men Alpha And Omega', '1', '$3.99', 'Marvel', '40,340']
['42', 'Catwoman', '5*', '$2.99', 'DC', '39,631']
['43', 'Defenders', '2', '$3.99', 'Marvel', '38,935']
['44', 'X-Men', '23', '$3.99', 'Marvel', '38,719']
['45', 'Red Hood And The Outlaws', '5*', '$2.99', 'DC', '38,304']
['46', 'Secret Avengers', '21', '$3.99', 'Marvel', '38,082']
['47', 'X-Men Legacy', '261', '$2.99', 'Marvel', '37,577']
['48', 'Mighty Thor', '10', '$3.99', 'Marvel', '37,487']
['49', 'Supergirl', '5*', '$2.99', 'DC', '37,301']
['50', 'X-Men Legacy', '260', '$2.99', 'Marvel', '37,160']
['51', 'Justice League International', '5*', '$2.99', 'DC', '37,032']
['52', 'Justice League Dark', '5*', '$2.99', 'DC', '36,896']
['53', 'Animal Man', '5*', '$2.99', 'DC', '36,516']
['54', 'Secret Avengers', '21.1', '$2.99', 'Marvel', '35,320']
['55', 'Invincible Iron Man', '512', '$3.99', 'Marvel', '35,159']
['56', 'Ultimate Comics Ultimates', '6', '$3.99', 'Marvel', '34,865']
