['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '349', '$1.99', 'Marvel', '163,170']
['2', 'X-Men', '69', '$1.99', 'Marvel', '162,600']
['3', 'Spawn', '66', '$1.95', 'Image', '147,351']
['4', 'Fantastic Four', '13', '$1.99', 'Marvel', '130,090']
['5', 'Wolverine', '118', '$1.99', 'Marvel', '128,318']
['6', 'Iron Man', '13', '$1.99', 'Marvel', '110,453']
['7', 'Avengers', '13', '$1.99', 'Marvel', '109,464']
['8', 'Ascension', '1', '$2.50', 'Image', '107,826']
['9', 'JLA', '12', '$1.95', 'DC', '107,015']
['10', 'Darkness', '8', '$2.50', 'Image', '106,082']
['11', 'Captain America', '13', '$1.99', 'Marvel', '102,516']
['12', 'Generation X', '32', '$1.99', 'Marvel', '98,659']
['13', 'Curse of the Spawn', '13', '$1.95', 'Image', '97,451']
['14', 'X-Man', '32', '$1.99', 'Marvel', '90,246']
['15', 'X-Force', '71', '$1.99', 'Marvel', '86,149']
['16', 'X-Factor', '139', '$1.99', 'Marvel', '85,187']
['17', 'Gen13', '23', '$2.50', 'Image', '84,662']
['18', 'Cable', '48', '$1.99', 'Marvel', '83,192']
['19', 'Divine Right', '1', '$2.50', 'Image', '80,548']
['20', 'JLA Annual', '1', '$3.95', 'DC', '78,580']
['21', 'Incredible Hulk', '458', '$1.99', 'Marvel', '76,412']
['22', 'New Mutants', '1', '$2.50', 'Marvel', '75,143']
['23', 'Tales of the Witchblade', '3', '$2.95', 'Image', '74,293']
['24', 'Amazing Spider-Man', '428', '$1.99', 'Marvel', '69,905']
['25', 'Gambit', '3', '$2.50', 'Marvel', '68,357']
['26', 'Excalibur', '114', '$1.99', 'Marvel', '67,921']
['27', 'Alpha Flight', '4', '$1.99', 'Marvel', '64,260']
['28', 'Spider-Man', '85', '$1.99', 'Marvel', '62,314']
['29', 'Superman', '129', '$1.95', 'DC', '62,214']
['30', 'Psylocke & Archangel:\nCrimson Dawn', '4', '$2.50', 'Marvel', '61,090']
['31', 'Spectacular Spider-Man', '251', '$1.99', 'Marvel', '59,888']
['32', 'Action Comics', '739', '$1.95', 'DC', '59,844']
['33', 'Adventures of Superman', '552', '$1.95', 'DC', '59,737']
['34', 'Superman: Man of Steel', '73', '$1.95', 'DC', '59,682']
['35', 'Quicksilver', '1', '$2.99', 'Marvel', '57,088']
['36', 'Batman: Legends of the Dark Knight', '100', '$3.95', 'DC', '56,971']
['37', 'Batman', '548', '$1.95', 'DC', '55,897']
['38', 'Batman/Predator III: Blood Ties', '1', '$1.95', 'DC', '55,892']
['39', 'Sensational Spider-Man', '21', '$1.99', 'Marvel', '55,506']
['40', 'Deadpool', '10', '$1.99', 'Marvel', '54,444']
['41', 'Tenth', '1', '$2.50', 'Image', '53,991']
['42', 'Kiss: The Psycho Circus', '3', '$1.95', 'Image', '53,276']
['43', 'Batman: The Long Halloween', '12', '$2.95', 'DC', '51,157']
['44', 'Detective Comics', '715', '$1.95', 'DC', '50,352']
['45', 'Thunderbolts', '8', '$1.99', 'Marvel', '47,367']
['46', 'Green Lantern', '92', '$1.75', 'DC', '46,730']
['47', 'Gen13 Bootleg', '11', '$2.50', 'Image', '46,490']
['48', 'Flash', '130', '$1.75', 'DC', '46,233']
['49', 'Preacher', '31', '$2.50', 'DC', '45,819']
['50', 'Flash', '131', '$1.75', 'DC', '43,919']
['51', 'Supergirl', '15', '$1.95', 'DC', '43,387']
['52', 'The X-Files', '34', '$2.95', 'Topps', '42,801']
['53', 'Nightwing', '14', '$1.95', 'DC', '42,270']
['54', 'Maverick', '3', '$1.99', 'Marvel', '41,101']
['55', 'Pitt', '15', '$2.50', 'Full Bleed', '41,090']
['56', 'Batman: Shadow of the Bat', '68', '$1.95', 'DC', '40,755']
['57', 'Ka-Zar', '7', '$1.99', 'Marvel', '40,660']
['58', 'Star Wars: Dark Force Rising', '5', '$2.95', 'Dark Horse', '40,537']
['59', 'Speed Force', '1', '$3.95', 'DC', '40,095']
['60', 'Spider-Man Unlimited', '18', '$2.99', 'Marvel', '39,883']
['61', 'Catwoman', '51', '$1.95', 'DC', '38,608']
['62', 'Heroes for Hire', '5', '$1.99', 'Marvel', '38,413']
['63', 'WildC.A.T.S', '42', '$2.50', 'Image', '38,223']
['64', 'Batman: Legends of the Dark Knight\nAnnual', '7', '$3.95', 'DC', '38,100']
['65', 'Robin', '47', '$1.95', 'DC', '37,200']
['66', 'Wonder Woman', '127', '$1.95', 'DC', '37,133']
['67', 'Star Wars: Fall of the Sith Empire', '4', '$2.95', 'Dark Horse', '35,713']
['68', 'Xena: Warrior Princess', '2', '$2.95', 'Topps', '35,517']
['69', 'Vampirella/Shi', '1', '$2.95', 'Harris', '35,154']
['70', 'DV8', '11', '$2.50', 'Image', '35,143']
['71', 'Elektra', '12', '$1.99', 'Marvel', '34,958']
['72', 'Marvel Team-Up', '3', '$1.99', 'Marvel', '34,176']
['73', 'Elseworlds Finest', '2', '$4.95', 'DC', '34,036']
['74', 'Venom: Finale', '1', '$1.99', 'Marvel', '32,940']
['75', 'Silver Surfer', '133', '$1.99', 'Marvel', '32,935']
['76', 'Gen13 3-D Edition', '1', '$4.95', 'Image', '32,784']
['77', 'Mage: The Hero Defined', '3', '$2.50', 'Image', '32,163']
['78', 'Shi', '2', '$2.95', 'Crusade', '32,063']
['79', 'Flash Secret Files', '1', '$4.95', 'DC', '32,024']
['80', 'Shi: Heaven and Earth', '2', '$2.95', 'Crusade', '31,973']
['81', 'Catwoman Plus', '1', '$2.95', 'DC', '31,945']
['82', 'Starman', '36', '$2.25', 'DC', '31,794']
['83', "Star War X-Wing: In the Empire's\nService", '2', '$2.95', 'Dark Horse', '31,023']
['84', 'Destiny: A Chronicle of Deaths\nForetold', '1', '$5.95', 'DC', '30,922']
['85', "Ka-Zar '97", '', '$2.99', 'Marvel', '30,704']
['86', 'Shi: Nightstalkers', '1', '$3.50', 'Crusade', '30,509']
['87', 'Daredevil', '369', '$1.99', 'Marvel', '30,352']
['88', 'Journey into Mystery', '514', '$1.99', 'Marvel', '30,157']
['89', 'Aquaman', '38', '$1.75', 'DC', '30,028']
['90', 'Azrael', '35', '$1.95', 'DC', '29,905']
['91', 'Kents', '4', '$2.50', 'DC', '29,715']
['92', 'Teen Titans', '14', '$1.95', 'DC', '29,396']
['93', 'What If?', '102', '$1.99', 'Marvel', '28,306']
['94', 'Wetworks', '33', '$2.50', 'Image', '28,077']
