['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men ', '388', '$2.25', 'Marvel', '110,874']
['2', 'X-Men ', '108', '$2.25', 'Marvel', '109,190']
['3', 'Battle Chasers ', '7', '$2.50', 'DC', '86,708']
['4', 'Wolverine ', '158', '$2.25', 'Marvel', '77,481']
['5', 'JLA ', '49', '$2.25', 'DC', '74,274']
['6', '10th Muse ', '1*', '$2.95', 'Image', '73,301']
['7', 'Avengers ', '36', '$2.25', 'Marvel', '67,575']
['8', 'Punisher ', '10', '$2.99', 'Marvel', '67,473']
['9', 'Daredevil ', '14 (Res)', '$2.99', 'Marvel', '63,773']
['10', 'Spawn ', '104', '$2.50', 'Image', '63,742']
['11', 'Daredevil ', '15 (Res)', '$2.99', 'Marvel', '63,453']
['12', 'X-Men The Search For Cyclops ', '2* ', '$2.99', 'Marvel', '58,327']
['13', 'Wolverine 2000', '', '$3.50', 'Marvel', '55,079']
['14', 'Universe X ', '4', '$3.50', 'Marvel', '53,809']
['15', 'Rising Stars ', '12', '$2.50', 'Image', '52,898']
['16', 'Fantastic Four ', '37', '$2.25', 'Marvel', '52,516']
['17', 'Ultimate Spider-Man ', '3', '$2.50', 'Marvel', '51,899']
['18', 'X-Men Forever ', '1', '$3.50', 'Marvel', '51,743']
['19', 'Tomb Raider ', '9', '$2.50', 'Image', '51,583']
['20', 'Peter Parker Spider-Man ', '25', '$2.99', 'Marvel', '49,718']
['21', 'Harley Quinn ', '2', '$2.25', 'DC', '49,411']
['22', 'Daredevil Spider-Man ', '1', '$2.99', 'Marvel', '49,118']
['23', 'Spidey A Universe X Special', '', '$3.99', 'Marvel', '45,573']
['24', 'Amazing Spider-Man Foil Cvr ', '25', '$3.99', 'Marvel', '45,391']
['25', 'Iron Man ', '36', '$2.25', 'Marvel', '45,138']
['26', 'Batman ', '585', '$2.25', 'DC', '44,422']
['27', 'Thor ', '31', '$2.25', 'Marvel', '44,209']
['28', 'X-Force ', '110', '$2.25', 'Marvel', '44,165']
['29', 'Cable ', '87', '$2.25', 'Marvel', '43,969']
['30', 'Midnight Nation ', '3', '$2.50', 'Image', '43,578']
['31', 'Captain America ', '37', '$2.25', 'Marvel', '43,192']
['32', 'Detective Comics ', '752', '$2.50', 'DC', '42,828']
['33', 'Superman ', '164', '$2.25', 'DC', '42,152']
['34', 'Mutant X ', '27', '$2.25', 'Marvel', '41,655']
['35', 'Batgirl ', '10', '$2.50', 'DC', '41,504']
['36', 'Generation X ', '71', '$2.25', 'Marvel', '40,744']
['37', 'Maximum Security ', '3', '$2.99', 'Marvel', '40,318']
['38', 'Action Comics ', '773', '$2.25', 'DC', '39,749']
['39', 'Butcher Knight ', '1 (Res)', '$2.50', 'Image', '39,638']
