['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Justice League', '6', '$3.99', 'DC', '135,374']
['2', 'Batman', '6', '$2.99', 'DC', '128,459']
['3', 'Action Comics', '6', '$3.99', 'DC', '96,592']
['4', 'Detective Comics', '6', '$2.99', 'DC', '94,415']
['5', 'Green Lantern', '6', '$2.99', 'DC', '94,087']
['6', 'Batman The Dark Knight', '6', '$2.99', 'DC', '77,140']
['7', 'Superman', '6', '$2.99', 'DC', '69,633']
['8', 'Flash', '6', '$2.99', 'DC', '68,061']
['9', 'Aquaman', '6', '$2.99', 'DC', '63,450']
['10', 'Batman And Robin', '6*', '$2.99', 'DC', '63,093']
['11', 'Uncanny X-Men', '6', '$3.99', 'Marvel', '59,834']
['12', 'Uncanny X-Men', '7', '$3.99', 'Marvel', '59,200']
['13', 'Wolverine And X-Men', '5', '$3.99', 'Marvel', '55,788']
['14', 'Wolverine And X-Men', '6', '$3.99', 'Marvel', '55,341']
['15', 'Wonder Woman', '6', '$2.99', 'DC', '54,190']
['16', 'New Avengers', '21', '$3.99', 'Marvel', '54,105']
['17', 'Avengers X-Sanction', '3', '$3.99', 'Marvel', '53,730']
['18', 'Teen Titans', '6', '$2.99', 'DC', '53,123']
['19', 'Avengers', '22', '$3.99', 'Marvel', '52,683']
['20', 'Amazing Spider-Man', '679', '$3.99', 'Marvel', '52,564']
['21', 'Avengers', '23', '$3.99', 'Marvel', '52,222']
['22', 'Amazing Spider-Man', '680', '$3.99', 'Marvel', '51,872']
['23', 'New Avengers', '22', '$3.99', 'Marvel', '51,235']
['24', 'Winter Soldier', '1', '$2.99', 'Marvel', '50,932']
['25', 'Uncanny X-Force', '21', '$3.99', 'Marvel', '50,654']
['26', 'Amazing Spider-Man', '679.1', '$2.99', 'Marvel', '50,624']
['27', 'Green Lantern New Guardians', '6', '$2.99', 'DC', '50,319']
['28', 'Uncanny X-Force', '22', '$3.99', 'Marvel', '49,665']
['29', 'Batwoman', '6', '$2.99', 'DC', '49,227']
['30', 'Batgirl', '6*', '$2.99', 'DC', '47,836']
['31', 'Nightwing', '6*', '$2.99', 'DC', '47,732']
['32', 'Green Lantern Corps', '6*', '$2.99', 'DC', '46,051']
['33', 'Avenging Spider-Man', '4', '$3.99', 'Marvel', '45,622']
['34', 'Ultimate Comics Spider-Man', '7', '$3.99', 'Marvel', '45,266']
['35', 'Captain America', '8', '$3.99', 'Marvel', '43,487']
['36', 'Incredible Hulk', '5', '$3.99', 'Marvel', '42,760']
['37', 'Fantastic Four', '603', '$2.99', 'Marvel', '42,419']
['38', 'Swamp Thing', '6', '$2.99', 'DC', '41,235']
['39', 'Winter Soldier', '2', '$2.99', 'Marvel', '41,164']
['40', 'FF', '15', '$2.99', 'Marvel', '40,583']
['41', 'Secret Avengers', '22', '$3.99', 'Marvel', '39,337']
['42', 'Red Lanterns', '6*', '$2.99', 'DC', '39,105']
['43', 'Wolverine', '301', '$3.99', 'Marvel', '38,462']
['44', 'Daredevil', '9', '$2.99', 'Marvel', '37,891']
['45', 'Catwoman', '6*', '$2.99', 'DC', '37,302']
['46', 'Secret Avengers', '23', '$3.99', 'Marvel', '37,140']
['47', 'X-Men', '24', '$3.99', 'Marvel', '36,906']
['48', 'X-Men', '25', '$3.99', 'Marvel', '36,488']
['49', 'X-Men Legacy', '262', '$2.99', 'Marvel', '36,461']
['50', 'Deadpool', '50', '$3.99', 'Marvel', '36,392']
['51', 'Red Hood And The Outlaws', '6*', '$2.99', 'DC', '35,908']
['52', 'Mighty Thor', '11', '$3.99', 'Marvel', '35,066']
['53', 'Supergirl', '6*', '$2.99', 'DC', '34,847']
['54', 'Animal Man', '6*', '$2.99', 'DC', '34,654']
['55', 'Justice League Dark', '6*', '$2.99', 'DC', '34,524']
['56', 'Wolverine And X-Men Alpha And Omega', '2', '$3.99', 'Marvel', '34,286']
['57', 'Ultimate Comics Ultimates', '7', '$3.99', 'Marvel', '33,863']
['58', 'Scarlet Spider', '2', '$2.99', 'Marvel', '33,794']
['59', 'Justice League International', '6*', '$2.99', 'DC', '33,781']
['60', 'Defenders', '3', '$3.99', 'Marvel', '33,548']
['61', 'Venom', '13', '$3.99', 'Marvel', '33,174']
['62', 'Invincible Iron Man', '513', '$3.99', 'Marvel', '32,748']
['63', 'Walking Dead', '94', '$2.99', 'Image', '32,361']
['64', 'Ultimate Comics X-Men', '7', '$3.99', 'Marvel', '32,353']
['65', 'Superboy', '6*', '$2.99', 'DC', '31,068']
['66', 'Ultimate Comics X-Men', '8', '$3.99', 'Marvel', '30,822']
['67', 'Astonishing X-Men', '47', '$3.99', 'Marvel', '30,490']
['68', 'Buffy the Vampire Slayer Season 9 Freefall', '6', '$2.99', 'Dark Horse', '29,878']
['69', 'Magic The Gathering', '1', '$3.99', 'IDW', '28,858']
['70', 'Carnage USA', '3', '$3.99', 'Marvel', '28,272']
['71', 'Suicide Squad', '6*', '$2.99', 'DC', '27,751']
['72', 'Venom', '13.1', '$2.99', 'Marvel', '27,520']
['73', 'Deadpool', '51', '$2.99', 'Marvel', '27,458']
['74', 'Birds of Prey', '6*', '$2.99', 'DC', '27,338']
['75', 'Venom', '13.2', '$2.99', 'Marvel', '27,155']
['76', 'Venom', '13.4', '$2.99', 'Marvel', '27,135']
['77', 'Green Arrow', '6*', '$2.99', 'DC', '27,087']
['78', 'Venom', '13.3', '$2.99', 'Marvel', '26,969']
['79', 'Batman Beyond Unlimited', '1', '$3.99', 'DC', '26,589']
['80', 'Captain America And Bucky', '627', '$2.99', 'Marvel', '26,276']
['81', 'Stormwatch', '6', '$2.99', 'DC', '26,076']
['82', 'Fear Itself Fearless', '9', '$2.99', 'Marvel', '24,423']
['83', 'Fear Itself Fearless', '8', '$2.99', 'Marvel', '24,394']
['84', 'X-Factor', '231', '$2.99', 'Marvel', '24,362']
['85', 'X-Factor', '232', '$2.99', 'Marvel', '24,173']
['86', 'Magic The Gathering', '2', '$3.99', 'IDW', '23,849']
['87', 'All Star Western', '6*', '$3.99', 'DC', '23,553']
['88', 'New Mutants', '37', '$2.99', 'Marvel', '23,262']
['89', 'New Mutants', '38', '$2.99', 'Marvel', '22,656']
['90', 'Punisher', '8', '$2.99', 'Marvel', '22,488']
['91', 'Journey Into Mystery', '634', '$2.99', 'Marvel', '22,323']
['92', 'Huntress', '5', '$2.99', 'DC', '22,259']
['93', 'Moon Knight', '10', '$3.99', 'Marvel', '21,986']
['94', 'Avengers Academy', '25', '$2.99', 'Marvel', '21,963']
['95', 'Hulk', '48', '$2.99', 'Marvel', '21,751']
['96', 'Avengers Academy', '26', '$2.99', 'Marvel', '21,633']
['97', 'Demon Knights', '6*', '$2.99', 'DC', '21,128']
['98', 'Legion of Super Heroes', '6*', '$2.99', 'DC', '21,085']
['99', 'Conan The Barbarian', '1', '$3.50', 'Dark Horse', '20,569']
['100', 'Fatale', '2*', '$3.50', 'Image', '20,315']
['101', 'Thunderbolts', '170', '$2.99', 'Marvel', '19,505']
['102', 'Batwing', '6*', '$2.99', 'DC', '19,479']
['103', 'Savage Hawkman', '6*', '$2.99', 'DC', '19,184']
['104', 'Deathstroke', '6*', '$2.99', 'DC', '19,175']
['105', 'Batman Odyssey Vol 2', '5', '$3.99', 'DC', '19,013']
['106', 'Star Wars Dawn of the Jedi Force Storm', '1', '$3.50', 'Dark Horse', '18,797']
['107', 'Teenage Mutant Ninja Turtles Ongoing', '7', '$3.99', 'IDW', '18,769']
['108', 'Frankenstein Agent of Shade', '6*', '$2.99', 'DC', '18,417']
['109', 'Generation Hope', '16', '$2.99', 'Marvel', '18,310']
['110', 'DC Universe Presents', '6*', '$2.99', 'DC', '18,169']
['111', 'Penguin Pain And Prejudice', '5', '$2.99', 'DC', '17,974']
['112', 'Thief of Thieves', '1*', '$2.99', 'Image', '17,877']
['113', 'Angel & Faith', '7', '$2.99', 'Dark Horse', '17,852']
['114', 'Magneto Not A Hero', '4', '$2.99', 'Marvel', '17,852']
['115', 'Punishermax', '22', '$3.99', 'Marvel', '17,738']
['116', 'Legion Lost', '6*', '$2.99', 'DC', '17,502']
['117', 'Fables', '114', '$2.99', 'DC', '17,374']
['118', 'Star Wars Dawn of the Jedi Force Storm', '0', '$3.50', 'Dark Horse', '17,260']
['119', 'Fury of Firestorm The Nuclear Men', '6*', '$2.99', 'DC', '17,246']
