['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'New Avengers', '5', '$2.25', 'Marvel', '162,384']
['2', 'Superman Batman', '18', '$2.95', 'DC', '115,285']
['3', 'Green Lantern Rebirth', '5', '$2.95', 'DC', '114,986']
['4', 'Superman Batman', '19', '$2.99', 'DC', '114,238']
['5', 'Superman', '215', '$2.99', 'DC', '112,574']
['6', 'Ultimates 2', '5', '$2.99', 'Marvel', '103,454']
['7', 'Wolverine', '27', '$2.25', 'Marvel', '101,210']
['8', 'Uncanny X-Men', '458', '$2.25', 'Marvel', '85,284']
['9', 'Ultimate Spider-Man', '75', '$2.25', 'Marvel', '83,925']
['10', 'X-Men', '169', '$2.25', 'Marvel', '82,778']
['11', 'Ultimate X-Men', '58', '$2.25', 'Marvel', '82,591']
['12', 'Ultimate Spider-Man', '76', '$2.25', 'Marvel', '82,230']
['13', 'X-Men Age of Apocalypse', '6', '$2.99', 'Marvel', '80,061']
['14', 'Amazing Spider-Man', '519', '$2.25', 'Marvel', '78,521']
['15', 'X-Men Phoenix Endsong', '5', '$2.99', 'Marvel', '78,060']
['16', 'Ultimate Secret', '2', '$2.99', 'Marvel', '76,315']
['17', 'Ultimate Fantastic Four', '17', '$2.25', 'Marvel', '72,194']
['18', 'Young Avengers', '3', '$2.99', 'Marvel', '72,063']
['19', 'Teen Titans', '23', '$2.50', 'DC', '66,790']
['20', 'Omac Project', '1', '$2.50', 'DC', '65,325']
['21', 'Day of Vengeance', '1', '$2.50', 'DC', '64,845']
['22', 'JLA Classified', '113', '$2.25', 'DC', '63,991']
['23', 'X-Men The End Heroes &\nMartyrs', '2', '$2.99', 'Marvel', '62,994']
['24', 'Batman', '639', '$2.25', 'DC', '62,333']
['25', 'Marvel Knights Spider-Man', '13', '$2.99', 'Marvel', '60,532']
['26', 'Supreme Power', '16', '$2.99', 'Marvel', '55,059']
['27', 'Action Comics', '826', '$2.50', 'DC', '54,760']
['28', 'X-23', '5', '$2.99', 'Marvel', '54,604']
['29', 'X-Men Fantastic Four', '5', '$3.50', 'Marvel', '51,574']
['30', 'Iron Man', '3', '$2.99', 'Marvel', '51,381']
['31', 'Adventures ofSuperman', '639', '$2.50', 'DC', '49,287']
['32', 'Daredevil', '72', '$2.99', 'Marvel', '48,794']
['33', 'Incredible Hulk', '80', '$2.99', 'Marvel', '48,395']
['34', 'JLA Classified', '6', '$2.99', 'DC', '48,078']
['35', 'Flash', '221', '$2.25', 'DC', '46,463']
['36', 'Captain America', '5', '$2.99', 'Marvel', '46,002']
['37', 'Spectacular Spider-Man', '27', '$2.99', 'Marvel', '45,802']
['38', 'Fantastic Four', '525', '$2.99', 'Marvel', '45,553']
['39', 'Black Panther', '3', '$2.99', 'Marvel', '44,917']
['40', 'Seven Soldiers Zatanna', '1', '$2.99', 'DC', '43,639']
['41', 'JSA', '72', '$2.50', 'DC', '43,465']
['42', 'Spider-Man Breakout', '1', '$2.99', 'Marvel', '42,966']
['43', 'Toxin', '1', '$2.99', 'Marvel', '42,131']
['44', 'Legion of Super Heroes', '5', '$2.99', 'DC', '41,657']
['45', 'Lex Luthor Man of Steel', '2', '$2.99', 'DC', '40,654']
['46', 'Detective Comics', '805', '$2.99', 'DC', '39,070']
['47', 'Punisher', '19', '$2.99', 'Marvel', '38,746']
['48', 'Shanna The She Devil', '3', '$3.50', 'Marvel', '38,672']
['49', 'Punisher', '20', '$2.99', 'Marvel', '38,123']
['50', 'Seven Soldiers Klarion The Witch Boy', '1', '$2.99', 'DC', '38,117']
['51', 'Conan', '15', '$2.99', 'Dark Horse', '38,079']
['52', 'Nightwing', '107', '$2.25', 'DC', '38,054']
['53', 'Strange', '5', '$3.50', 'Marvel', '36,964']
['54', 'New X-Men', '12', '$2.99', 'Marvel', '35,773']
['55', 'GLA', '1', '$2.99', 'Marvel', '35,143']
['56', 'DC Countdown To Infinite Crisis', '1 2nd Ptg', '$1.99', 'DC', '35,125']
['57', 'Exiles', '62', '$2.99', 'Marvel', '33,959']
['58', 'Exiles', '63', '$2.99', 'Marvel', '33,722']
['59', 'Space Ghost', '6', '$2.99', 'DC', '33,610']
['60', 'Wolverine Soultaker', '3', '$2.99', 'Marvel', '33,124']
['61', 'Batman Gotham Knights', '64', '$2.50', 'DC', '31,740']
['62', 'Hunter Killer', '2', '$2.99', 'Image', '31,709']
['63', 'Conan & The Jewels of\nGwahlur', '1', '$2.99', 'Dark Horse', '31,622']
['64', 'Green Arrow', '49', '$2.50', 'DC', '31,397']
