['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Avengers Vs X-Men', '9', '$3.99', 'Marvel', '174,356']
['2', 'Avengers Vs X-Men', '10', '$3.99', 'Marvel', '169,529']
['3', 'Batman', '12', '$3.99', 'DC', '125,249']
['4', 'Justice League', '12', '$3.99', 'DC', '120,796']
['5', 'Amazing Spider-Man', '692', '$5.99', 'Marvel', '91,071']
['6', 'Before Watchmen Rorschach', '1*', '$3.99', 'DC', '85,473']
['7', 'AVX Vs', '5', '$3.99', 'Marvel', '78,380']
['8', 'Before Watchmen Dr Manhattan', '1*', '$3.99', 'DC', '77,577']
['9', 'Green Lantern', '12', '$2.99', 'DC', '77,187']
['10', 'Detective Comics', '12', '$3.99', 'DC', '75,998']
['11', 'Action Comics', '12', '$3.99', 'DC', '71,203']
['12', 'Green Lantern Annual', '1', '$4.99', 'DC', '67,648']
['13', 'Earth 2', '4', '$2.99', 'DC', '67,393']
['14', 'Batman The Dark Knight', '12', '$2.99', 'DC', '67,084']
['15', 'Batman Incorporated', '3', '$2.99', 'DC', '66,720']
['16', 'Batman And Robin', '12', '$2.99', 'DC', '63,993']
['17', 'Detective Comics Annual', '1', '$4.99', 'DC', '62,571']
['18', 'Avengers', '29', '$3.99', 'Marvel', '61,653']
['19', 'Aquaman', '12', '$2.99', 'DC', '61,210']
['20', 'Uncanny X-Men', '17', '$3.99', 'Marvel', '61,095']
['21', 'Amazing Spider-Man', '691', '$3.99', 'Marvel', '60,767']
['22', 'Before Watchmen Nite Owl', '2*', '$3.99', 'DC', '59,661']
['23', 'New Avengers', '29', '$3.99', 'Marvel', '59,441']
['24', 'Wolverine And X-Men', '15', '$3.99', 'Marvel', '58,441']
['25', 'Before Watchmen Ozymandias', '2*', '$3.99', 'DC', '58,014']
['26', 'Before Watchmen Minutemen', '3', '$3.99', 'DC', '57,208']
['27', 'First X-Men', '1', '$3.99', 'Marvel', '55,152']
['28', 'Spider-Men', '4', '$3.99', 'Marvel', '54,215']
['29', 'Superman', '12', '$2.99', 'DC', '53,326']
['30', 'Flash', '12', '$2.99', 'DC', '51,779']
['31', 'Walking Dead', '101*', '$2.99', 'Image', '51,732']
['32', 'Nightwing', '12', '$2.99', 'DC', '47,484']
['33', 'Uncanny X-Force', '29', '$3.99', 'Marvel', '45,159']
['34', 'Uncanny X-Force', '30', '$3.99', 'Marvel', '44,918']
['35', 'Wonder Woman', '12', '$2.99', 'DC', '44,584']
['36', 'Superman Annual', '1', '$4.99', 'DC', '44,438']
['37', 'Flash Annual', '1', '$4.99', 'DC', '44,206']
['38', 'Batgirl', '12', '$2.99', 'DC', '43,804']
['39', 'Teen Titans', '12', '$2.99', 'DC', '42,817']
