['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Siege', '1', '$3.99', 'Marvel', '108,484']
['2', 'Green Lantern', '50', '$3.99', 'DC', '106,444']
['3', 'Batman and Robin', '7', '$2.99', 'DC', '87,780']
['4', 'Captain America Reborn', '6', '$3.99', 'Marvel', '84,844']
['5', 'New Avengers', '61', '$3.99', 'Marvel', '78,202']
['6', 'Amazing Spider-Man', '617', '$3.99', 'Marvel', '76,730']
['7', 'Green Lantern Corps', '44', '$2.99', 'DC', '76,458']
['8', 'Dark Avengers', '13', '$3.99', 'Marvel', '73,712']
['9', 'Blackest Night The Flash', '2', '$2.99', 'DC', '69,381']
['10', 'Uncanny X-Men', '520', '$2.99', 'Marvel', '65,758']
['11', 'Captain America', '602', '$3.99', 'Marvel', '63,948']
['12', 'Batman', '695', '$2.99', 'DC', '63,467']
['13', 'Justice League of America', '41', '$3.99', 'DC', '62,262']
['14', 'Amazing Spider-Man', '618', '$2.99', 'Marvel', '61,969']
['15', 'Blackest Night Wonder Woman', '2', '$2.99', 'DC', '61,372']
['16', 'Blackest Night JSA', '2', '$2.99', 'DC', '58,751']
['17', 'Amazing Spider-Man', '619', '$2.99', 'Marvel', '56,837']
['18', 'Thor', '606', '$2.99', 'Marvel', '55,353']
['19', 'Hulk', '19', '$3.99', 'Marvel', '54,266']
['20', 'Siege Embedded', '1', '$3.99', 'Marvel', '53,170']
['21', 'Dark Wolverine', '82', '$2.99', 'Marvel', '52,015']
['22', 'X-Force', '23', '$2.99', 'Marvel', '50,848']
['23', 'X-Men Legacy', '232', '$2.99', 'Marvel', '49,200']
['24', 'Justice League Cry for Justice', '6', '$3.99', 'DC', '49,193']
['25', 'Buffy The Vampire Slayer', '31', '$2.99', 'Dark Horse', '47,013']
['26', 'Mighty Avengers', '33', '$2.99', 'Marvel', '46,899']
['27', 'Invincible Iron Man', '22', '$2.99', 'Marvel', '46,763']
['28', 'Kick Ass', '8', '$2.99', 'Marvel', '46,414']
['29', 'Detective Comics', '861', '$3.99', 'DC', '45,937']
['30', 'Incredible Hulk', '606', '$3.99', 'Marvel', '44,855']
['31', 'Superman Secret Origin', '4', '$3.99', 'DC', '43,863']
['32', 'Ultimate Comics Spider-Man', '6', '$3.99', 'Marvel', '43,622']
['33', 'Adventure Comics', '6', '$3.99', 'DC', '42,514']
['34', 'Fall of Hulks Red Hulk', '1', '$3.99', 'Marvel', '42,482']
['35', 'Fantastic Four', '575', '$2.99', 'Marvel', '41,284']
['36', 'Deadpool Merc With A Mouth', '7', '$3.99', 'Marvel', '40,568']
['37', 'Justice Society of America', '35', '$2.99', 'DC', '39,934']
['38', 'Catwoman', '83', '$2.99', 'DC', '39,239']
['39', 'Ultimate Comics Enemy', '1', '$3.99', 'Marvel', '38,880']
['40', 'Starman', '81', '$2.99', 'DC', '38,671']
['41', 'Secret Six', '', '$2.99', 'DC', '38,515']
['42', 'Dark X-Men', '3', '$3.99', 'Marvel', '37,873']
['43', 'Red Robin', '8', '$2.99', 'DC', '37,869']
['44', 'Atom and Hawkman', '46', '$2.99', 'DC', '37,854']
['45', 'Suicide Squad', '67', '$2.99', 'DC', '37,818']
['46', 'Daredevil', '504', '$2.99', 'Marvel', '37,135']
['47', 'Power of Shazam', '48', '$2.99', 'DC', '36,793']
['48', 'Batman Widening Gyre', '4', '$2.99', 'DC', '36,729']
['49', 'Avengers Initiative', '32', '$2.99', 'Marvel', '36,127']
['50', 'Phantom Stranger', '42', '$2.99', 'DC', '35,937']
['51', 'Blackest Night', '6', '$3.99', 'DC', '35,334']
['52', 'Wolverine Origins', '44', '$2.99', 'Marvel', '35,154']
['53', 'Superman Batman', '68', '$2.99', 'DC', '33,869']
['54', 'Weird Western Tales', '71', '$2.99', 'DC', '33,702']
['55', 'Nation X', '2', '$3.99', 'Marvel', '33,596']
['56', 'Superman World of New Krypton', '11', '$2.99', 'DC', '32,728']
['57', 'Deadpool Team-Up', '897', '$2.99', 'Marvel', '32,671']
['58', 'JSA All Stars', '2', '$3.99', 'DC', '32,601']
['59', 'Superman', '696', '$2.99', 'DC', '31,940']
['60', 'Wolverine Weapon X', '9', '$3.99', 'Marvel', '31,678']
['61', 'Marvels Project', '5', '$3.99', 'Marvel', '31,644']
['62', 'Action Comics', '885', '$3.99', 'DC', '30,678']
['63', 'New Mutants', '9', '$2.99', 'Marvel', '30,572']
['64', 'Batgirl', '6', '$2.99', 'DC', '30,403']
['65', 'Secret Warriors', '12', '$2.99', 'Marvel', '29,894']
['66', 'X-Factor', '201', '$2.99', 'Marvel', '29,732']
['67', 'Nation X X-Factor', '', '$3.99', 'Marvel', '29,617']
['68', 'Thunderbolts', '140', '$2.99', 'Marvel', '28,644']
['69', 'Cable', '22', '$2.99', 'Marvel', '28,414']
['70', 'Batman Streets of Gotham', '8', '$3.99', 'DC', '28,313']
['71', 'Gotham City Sirens', '8', '$2.99', 'DC', '28,254']
['72', 'Teen Titans', '79', '$3.99', 'DC', '27,790']
['73', 'Supergirl', '49', '$2.99', 'DC', '27,728']
['74', 'Spider-Woman', '5', '$2.99', 'Marvel', '27,716']
['75', 'Haunt', '4', '$2.99', 'Image', '26,420']
['76', 'Siege Storming Asgard', '', '$3.99', 'Marvel', '26,084']
['77', 'Joe The Barbarian', '1', '$1.00', 'DC', '25,543']
['78', 'Wonder Woman', '40', '$2.99', 'DC', '25,156']
['79', 'Titans', '21', '$2.99', 'DC', '24,924']
['80', 'Archie', '605', '$2.50', 'Archie', '24,803']
['81', 'Web of Spider-Man', '4', '$3.99', 'Marvel', '24,424']
['82', 'Dark Reign Hawkeye', '5', '$3.99', 'Marvel', '24,050']
['83', 'Punisher', '13', '$2.99', 'Marvel', '23,734']
['84', 'Walking Dead', '69', '$2.99', 'Image', '23,695']
['85', 'Incredible Hercules', '140', '$3.99', 'Marvel', '23,244']
['86', 'Psylocke', '3', '$3.99', 'Marvel', '22,978']
['87', 'Punishermax', '3', '$3.99', 'Marvel', '22,887']
['88', 'Outsiders', '26', '$2.99', 'DC', '22,626']
['89', 'Boys', '38', '$2.99', 'Dynamic', '22,203']
['90', 'Booster Gold', '28', '$3.99', 'DC', '21,967']
['91', 'Nova', '33', '$2.99', 'Marvel', '21,841']
['92', 'Avengers Vs Agents of Atlas', '1', '$3.99', 'Marvel', '21,777']
['93', 'Power Girl', '8', '$2.99', 'DC', '21,760']
['94', 'Guardians of Galaxy', '22', '$2.99', 'Marvel', '21,623']
['95', 'Brave and The Bold', '31', '$2.99', 'DC', '21,406']
['96', 'Ms. Marvel', '49', '$2.99', 'Marvel', '21,177']
['97', 'Worlds Finest', '4', '$2.99', 'DC', '21,113']
['98', 'Star Wars Legacy', '44', '$2.99', 'Dark Horse', '20,341']
['99', 'Angel', '29', '$3.99', 'IDW', '20,280']
['100', 'Fables', '92', '$2.99', 'DC', '20,180']
['101', 'Realm of Kings Inhumans', '3', '$3.99', 'Marvel', '19,872']
['102', 'X-Men Origins Cyclops', '', '$3.99', 'Marvel', '19,049']
['103', 'Realm of Kings Imperial Guard', '3', '$3.99', 'Marvel', '18,949']
['104', 'Punisher Max Get Castle', '1', '$4.99', 'Marvel', '18,195']
['105', 'Amazing Spider-Man Presents Jackpot', '1', '$3.99', 'Marvel', '18,014']
['106', 'Black Panther 2', '12', '$2.99', 'Marvel', '17,881']
['107', 'X-Men Forever', '15', '$3.99', 'Marvel', '17,665']
['108', 'Conan The\nCimmerian Weight of Crown One Shot', '$3.50', 'Dark Horse', '17,571']
['109', 'Iron Man I Am Iron Man', '1', '$3.99', 'Marvel', '17,544']
['110', 'Star Wars Dark Times', '15', '$2.99', 'Dark Horse', '17,485']
['111', 'Wolverine Wendigo', '1', '$3.99', 'Marvel', '17,476']
['112', 'Conan The Cimmerian', '17', '$2.99', 'Dark Horse', '17,356']
['113', 'X-Men Forever', '16', '$3.99', 'Marvel', '17,290']
['114', 'Batman Confidential', '40', '$2.99', 'DC', '17,241']
['115', 'Doom Patrol', '6', '$3.99', 'DC', '17,117']
['116', 'Black Widow Deadly Origin', '3', '$3.99', 'Marvel', '16,644']
['117', 'Green Arrow Black Canary', '28', '$3.99', 'DC', '16,482']
['118', 'Spider-Man Clone Saga', '5', '$3.99', 'Marvel', '16,213']
['119', 'Cinderella From Fabletown With Love', '3', '$2.99', 'DC', '15,827']
['120', 'Strange', '3', '$3.99', 'Marvel', '15,729']
['121', 'Star Wars: Knights Old Republic', '49', '$2.99', 'Dark Horse', '15,417']
['122', 'Spider-Man and Secret Wars', '2', '$2.99', 'Marvel', '15,353']
['123', 'Alien vs. Predator Three World War', '1', '$3.50', 'Dark Horse', '15,218']
['124', 'Azrael', '4', '$2.99', 'DC', '14,703']
['125', 'Marvel Boy Uranian', '1', '$3.99', 'Marvel', '14,258']
['126', 'Marvelous Land of Oz', '3', '$3.99', 'Marvel', '14,216']
['127', 'B.P.R.D. King of Fear', '1', '$2.99', 'Dark Horse', '14,081']
['128', 'G.I. Joe', '14', '$3.99', 'IDW', '14,030']
['129', 'Unwritten', '9', '$2.99', 'DC', '13,792']
['130', 'Astro City The Dark Age Book Four', '1', '$3.99', 'DC', '13,664']
['131', 'Doctor Voodoo Avenger of\nSupernatural', '4', '$2.99', 'Marvel', '13,427']
['132', 'X-Men Noir Mark of Cain', '2', '$3.99', 'Marvel', '13,399']
['133', 'Sword', '3', '$2.99', 'Marvel', '13,271']
['134', 'Spider-Man Noir Eyes Without A Face', '2', '$3.99', 'Marvel', '13,239']
['135', 'Irredeemable', '10', '$3.99', 'Boom', '13,106']
['136', 'Iron Man vs. Whiplash', '3', '$3.99', 'Marvel', '12,886']
['137', 'Chew', '8', '$2.99', 'Image', '12,727']
['138', 'Star Wars Clone Wars', '12', '$2.99', 'Dark Horse', '12,637']
['139', 'Incorruptible', '2', '$3.99', 'Boom', '12,635']
['140', 'Transformers Ongoing', '3', '$3.99', 'IDW', '12,609']
['141', 'Rebels', '12', '$2.99', 'DC', '12,428']
['142', 'Witchblade', '134', '$2.99', 'Image', '12,416']
['143', 'G.I. Joe Cobra II', '1', '$3.99', 'IDW', '12,062']
['144', 'Jack of Fables', '42', '$2.99', 'DC', '11,966']
['145', 'Project Superpowers Chapter Two', '6', '$2.99', 'Dynamic', '11,923']
['146', 'G.I. Joe Origins', '11', '$3.99', 'IDW', '11,726']
['147', 'Deathlok', '3', '$3.99', 'Marvel', '11,670']
['148', 'Jonah Hex', '51', '$2.99', 'DC', '11,184']
['149', 'Queen Sonja', '3', '$2.99', 'Dynamic', '10,768']
['150', 'Black Widow and Marvel Girls', '3', '$2.99', 'Marvel', '10,326']
['151', 'Predator', '4', '$3.50', 'Dark Horse', '10,180']
['152', 'Hellblazer', '263', '$2.99', 'DC', '10,179']
['153', "Terry Moore's Echo", '18', '$3.50', 'Abstract', '10,137']
['154', 'Cyberforce Hunter Killer', '4', '$2.99', 'Image', '10,082']
['155', 'Red Tornado', '5', '$2.99', 'DC', '10,044']
['156', 'Anita Blake LC Executioner', '3', '$3.99', 'Marvel', '9,958']
['157', 'House of Mystery', '21', '$2.99', 'DC', '9,888']
['158', 'Daytripper', '2', '$2.99', 'DC', '9,846']
['159', 'Sweet Tooth', '5', '$2.99', 'DC', '9,787']
['160', 'Super Hero Squad', '1', '$2.99', 'Marvel', '9,709']
['161', 'GFT Presents Neverland', '', '$1.99', 'Zenescope', '9,405']
['162', 'Uncanny X-Men First Class', '7', '$2.99', 'Marvel', '9,396']
['163', 'X-Babies', '4', '$3.99', 'Marvel', '9,347']
['164', 'Supernatural Beginnings End', '1', '$2.99', 'DC', '9,251']
['165', 'Magog', '5', '$2.99', 'DC', '9,215']
['166', 'Halo Blood Line', '2', '$3.99', 'Marvel', '9,172']
['167', 'Angel Hole In The World', '2', '$3.99', 'IDW', '9,133']
['168', 'Spider-Man 1602', '4', '$3.99', 'Marvel', '9,052']
['169', 'Transformers: Bumblebee', '2', '$3.99', 'IDW', '9,021']
['170', 'G.I. Joe Movie Snake Eyes', '4', '$3.99', 'IDW', '8,955']
['171', 'Buck Rogers', '7', '$3.50', 'Dynamic', '8,920']
['172', 'Transformers Last Stand of the\nWreckers', '1', '$3.99', 'IDW', '8,862']
['173', 'Darkness', '82', '$2.99', 'Image', '8,848']
['174', 'Rasl', '6', '$3.50', 'Cartoon', '8,844']
['175', 'Warlord', '10', '$2.99', 'DC', '8,807']
['176', 'Black Terror', '7', '$3.50', 'Dynamic', '8,705']
['177', 'Robocop', '1', '$3.50', 'Dynamic', '8,520']
['178', 'Madame Xanadu', '19', '$2.99', 'DC', '8,439']
['179', 'Pilot Season Demonic', '1', '$2.99', 'Image', '8,353']
['180', 'Mass Effect Redemption', '1', '$3.50', 'Dark Horse', '8,337']
['181', 'Solomon Kane Deaths Black Riders', '1', '$3.50', 'Dark Horse', '8,266']
['182', 'Tarot Witch of The Black Rose', '60', '$2.95', 'Broadsword', '8,241']
['183', 'Talisman Road of Trials', '3', '$3.99', 'Random House', '8,221']
['184', 'Sonic The Hedgehog', '208', '$2.50', 'Archie', '8,006']
['185', 'Authority', '18', '$2.99', 'DC', '7,952']
['186', 'Northlanders', '24', '$2.99', 'DC', '7,935']
['187', 'Tiny Titans', '24', '$2.50', 'DC', '7,844']
['188', 'Complete Alice In Wonderland', '2', '$4.99', 'Dynamic', '7,739']
['189', 'Authority The Lost Year', '5', '$2.99', 'DC', '7,541']
['190', 'Sword', '21', '$2.99', 'Image', '7,522']
['191', 'Great Ten', '3', '$2.99', 'DC', '7,458']
['192', 'Greek Street', '7', '$2.99', 'DC', '7,335']
['193', 'Doctor Who Ongoing', '7', '$3.99', 'IDW', '7,239']
['194', 'Simpsons Comics', '162', '$2.99', 'Bongo', '7,227']
['195', 'Anna Mercury 2', '3', '$3.99', 'Avatar', '7,187']
['196', 'Gears of War', '11', '$3.99', 'DC', '7,157']
['197', 'Alan Moore Neonomicon Hornbook', '', '$1.99', 'Avatar', '7,117']
['198', 'Buck Rogers', '8', '$3.50', 'Dynamic', '6,980']
['199', 'Darkness Shadows & Flame', '', '$2.99', 'Image', '6,924']
['200', 'DMZ', '49', '$2.99', 'DC', '6,872']
['201', 'Wildcats', '19', '$2.99', 'DC', '6,791']
['202', 'Transformers Tales of the Fallen', '6', '$3.99', 'IDW', '6,725']
['203', 'Sonic Universe', '12', '$2.50', 'Archie', '6,703']
['204', 'Do androids Dream of Electric Sheep', '8', '$3.99', 'Boom', '6,664']
['205', 'Victorian Undead', '3', '$2.99', 'DC', '6,663']
['206', 'Star Trek Captains Log Sulu', '1', '$3.99', 'IDW', '6,525']
['207', 'Shield', '5', '$3.99', 'DC', '6,444']
['208', '28 Days Later', '5', '$3.99', 'Boom', '6,199']
['209', 'Farscape Ongoing', '3', '$3.99', 'Boom', '6,191']
['210', 'Muppet Show', '1', '$2.99', 'Boom', '6,155']
['211', 'Savage Dragon', '156', '$3.50', 'Image', '6,152']
['212', 'Futurama Comics', '47', '$2.99', 'Bongo', '6,151']
['213', 'Incredibles', '4', '$2.99', 'Boom', '6,149']
['214', 'Batman The Brave and The Bold', '13', '$2.50', 'DC', '6,129']
['215', 'Cowboy Ninja Viking', '3', '$3.50', 'Image', '6,062']
['216', 'Garth Ennis Battlefields Happy\nValley', '2', '$3.50', 'Dynamic', '6,038']
['217', 'Frank Frazettas Dark Kingdom', '4', '$3.99', 'Image', '5,998']
['218', 'Stumptown', '2', '$3.99', 'Oni', '5,942']
['219', 'Hack Slash Series', '29', '$3.50', "Devil's Due", '5,935']
['220', "Star Trek: Deep Space 9: Fool's Gold", '2', '$3.99', 'IDW', '5,909']
['221', 'Unknown Soldier', '16', '$2.99', 'DC', '5,848']
['222', 'Web', '5', '$3.99', 'DC', '5,809']
['223', 'Star Trek Tng Ghosts', '3', '$3.99', 'IDW', '5,777']
['224', 'Barack The Barbarian', '4', '$3.99', "Devil's Due", '5,726']
['225', 'Jericho Season 3', '2', '$3.99', "Devil's Due", '5,634']
['226', 'Air', '17', '$2.99', 'DC', '5,573']
['227', 'Sky Doll Doll Factory', '2', '$5.99', 'Marvel', '5,454']
['228', 'Mighty', '12', '$2.99', 'DC', '5,341']
['229', 'Simpsons Super Spectacular', '10', '$2.99', 'Bongo', '5,275']
['230', 'Gravel', '16', '$3.99', 'Avatar', '5,180']
['231', 'Die Hard Year One', '4', '$3.99', 'Boom', '5,091']
['232', 'Pinocchio Collection', '', '$4.99', 'Zenescope', '5,043']
['233', 'Terry Moores Echo', '19', '$3.50', 'Abstract', '4,978']
['234', 'Absolution', '6', '$3.99', 'Avatar', '4,967']
['235', 'Siege Cabal', '', '$3.99', 'Marvel', '4,961']
['236', 'Farscape Dargos Quest', '2', '$3.99', 'Boom', '4,808']
['237', 'Cars', '', '$2.99', 'Boom', '4,704']
['238', 'Ghoul', '2', '$3.99', 'IDW', '4,672']
['239', 'Justice League of America', '1 Special Ed.', '$3.99', 'DC', '4,605']
['240', 'Uncle Scrooge', '387', '$2.99', 'Boom', '4,604']
['241', 'Wall-E', '2', '$2.99', 'Boom', '4,581']
['242', 'Walt Disneys Comics &\nStories', '702', '$2.99', 'Boom', '4,567']
['243', 'Ed Hannigan Covered', '', '$5.99', 'Marvel', '4,566']
['244', 'Die Hard Year One', '5', '$3.99', 'Boom', '4,561']
['245', 'Mickey Mouse & Friends', '299', '$2.99', 'Boom', '4,542']
['246', 'Super Friends', '23', '$2.50', 'DC', '4,538']
['247', 'Donald Duck and Friends', '349', '$2.99', 'Boom', '4,502']
['248', 'Mice Templar Destiny', '6', '$2.99', 'Image', '4,498']
['249', 'Orc Stain', '1', '$2.99', 'Image', '4,476']
['250', 'Fvza', '2', '$4.99', 'Radical', '4,469']
['251', 'Billy Batson and The Magic of Shazam', '12', '$2.50', 'DC', '4,371']
['252', 'Marvel Adventures Spider-Man', '59', '$2.99', 'Marvel', '4,315']
['253', 'Galactica 1980', '4', '$3.50', 'Dynamic', '4,278']
['254', 'Weekly World News', '1', '$3.99', 'IDW', '4,237']
['255', 'Muppet Peter Pan', '4', '$2.99', 'Boom', '4,235']
['256', 'God Complex', '2', '$2.99', 'Image', '4,201']
['257', 'Army of Two', '1', '$3.99', 'IDW', '4,177']
['258', 'Donald Duck and Friends', '350', '$2.99', 'Boom', '3,924']
['259', 'The Good The Bad & The Ugly', '7', '$3.99', 'Dynamic', '3,865']
['260', 'Daffodil', '1', '$5.99', 'Marvel', '3,860']
['261', 'Barack The\nBarbarian Fall of Red Sarah Oneshot', '$5.99', "Devil's Due", '3,824']
['262', 'Athena', '4', '$3.50', 'Dynamic', '3,812']
['263', 'Dantes Inferno', '2', '$3.99', 'DC', '3,808']
['264', 'Tank Girl Skidmarks', '2', '$3.99', 'Titan', '3,805']
['265', 'Knights of The Dinner Table', '158', '$4.99', 'Kenzer', '3,799']
['266', 'Scooby Doo', '152', '$2.50', 'DC', '3,724']
['267', 'Starcraft', '7', '$2.99', 'DC', '3,649']
['268', 'Image United', '2', '$3.99', 'Image', '3,641']
['269', 'Age of Reptiles Journey', '2', '$3.50', 'Dark Horse', '3,481']
['270', 'Phantom Julie Walker Race Against\nDeath', '', '$4.50', 'Moonstone', '3,481']
['271', 'Gigantic', '5', '$3.50', 'Dark Horse', '3,387']
['272', 'Origins of (Bundle of 25)', '', '$10.00', 'Marvel', '3,357']
['273', 'Transformers Tales of the Fallen', '5', '$3.99', 'IDW', '3,353']
['274', 'Fall of Hulks Gamma', '', '$3.99', 'Marvel', '3,284']
['275', 'Kill Audio', '4', '$3.99', 'Boom', '3,252']
['276', 'Official Index To Marvel Universe', '13', '$3.99', 'Marvel', '3,248']
['277', 'Hercules Knives of Kush', '5', '$2.99', 'Radical', '3,165']
['278', 'Blackest Night', '3', '$3.99', 'DC', '3,163']
['279', 'Star Trek: The Next Generation:\nGhosts', '2', '$3.99', 'IDW', '3,155']
['280', 'Knights of The Dinner Table', '157', '$4.99', 'Kenzer', '3,148']
['281', 'Marvel Adventures Super Heroes', '19', '$2.99', 'Marvel', '3,103']
['282', 'Red Herring', '6', '$2.99', 'DC', '3,014']
['283', 'Shonen Jump February 2010', '', '$4.99', 'Viz', '3,014']
['284', 'Anchor', '4', '$3.99', 'Boom', '2,971']
['285', 'Glamourpuss', '11', '$3.00', 'Aardvark-Vanaheim', '2,944']
['286', 'Starstruck', '5', '$3.99', 'IDW', '2,861']
['287', 'PVP', '43', '$3.50', 'Image', '2,833']
['288', 'Phantom Ghost Who Walks', '7', '$3.99', 'Moonstone', '2,698']
['289', 'Blackest Night', '1', '$3.99', 'DC', '2,668']
['290', 'Rapture', '6', '$2.99', 'Dark Horse', '2,630']
['291', 'Unknown Devil Made Flesh', '4', '$3.99', 'Boom', '2,615']
['292', 'Blackest Night', '5', '$3.99', 'DC', '2,597']
['293', 'Grimjack Manx Cat', '6', '$3.99', 'IDW', '2,529']
['294', 'Cavewoman Pangaean Sea', '11', '$3.75', 'Basement', '2,500']
['295', 'John Sable Freelance Ashes of Eden', '4', '$3.99', 'IDW', '2,492']
['296', 'Phantom Generations', '7', '$3.99', 'Moonstone', '2,472']
['297', 'Political Power', '4', '$3.99', 'Bluewater', '2,434']
['298', 'Phantom Double Shot', '1', '$2.99', 'Moonstone', '2,384']
['299', 'Bloodrayne Revenge of The Butcheress', '', '$3.99', 'Digital Webbing', '2,367']
['300', 'Captain America\nReborn Who Will Wield the Shield', '$3.99', 'Marvel', '2,357']
['', '', '', '', '', '']
['', '', '', '', '', '']
['', '', '', '', '', '']
['', 'Top-selling trade paperbacks', '', '', '', '']
['', '', '', '', '', '']
['', 'Trade Paperback title', '', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead Vol. 11 Fear The\nHunters ', '', '$14.99', 'Image', '16,914']
['2', 'Unwritten Vol. 1 Tommy Taylor Bogus\nIdentity ', '', '$9.99', 'DC', '5,836']
['3', 'Ultimate Spider-Man Vol. 22\nUltimatum', '', '$19.99', 'Marvel', '4,272']
['4', 'Ultimatum', '', '$19.99', 'Marvel', '3,694']
['5', 'Chill HC ', '', '$19.99', 'DC', '3,027']
['6', 'Captain America Road to Reborn', '', '$19.99', 'Marvel', '3,021']
['7', 'House Of Mystery Vol. 3 The Space\nBetween ', '', '$14.99', 'DC', '2,922']
['8', 'Blade Of The Immortal Vol. 22\nFootsteps', '', '$19.99', 'Dark Horse', '2,905']
['9', 'Star Wars Knights of the Old\nRepublic Vol. 8 Destroyer', '', '$17.99', 'Dark Horse', '2,780']
['10', 'Siege Prelude', '', '$24.99', 'Marvel', '2,739']
['11', 'Thor by J Michael Straczynski\nPremium HC Vol. 3', '', '$19.99', 'Marvel', '2,637']
['12', 'No Hero ', '', '$19.99', 'Avatar', '2,497']
['13', 'Tales of The Green Lantern Corps\nVol. 2', '', '$19.99', 'DC', '2,320']
['14', 'Star Wars Omnibus Shadows Of Empire\nVol. 1', '', '$24.99', 'Dark Horse', '2,318']
['15', 'Spider-Man Election Day', '', '$24.99', 'Marvel', '2,308']
['16', 'Ultimatum Requiem', '', '$15.99', 'Marvel', '2,281']
['17', 'Batman Under The Cowl', '', '$17.99', 'DC', '2,184']
['18', 'Fullmetal Alchemist Vol. 22', '', '$9.99', 'Viz', '2,150']
['19', 'Invincible Iron Man Premium HC Vol.\n3 Most Wanted Book 2', '', '$19.99', 'Marvel', '2,146']
['20', 'Troublemakers HC', '', '$19.99', 'Fantagraphics', '2,133']
['21', 'Justice League of America Sanctuary', '', '$14.99', 'DC', '2,127']
['22', 'List HC', '', '$29.99', 'Marvel', '2,052']
['23', 'Hulk Fall of the Hulks Prelude', '', '$24.99', 'Marvel', '2,033']
['24', 'Essential Avengers Vol. 7', '', '$19.99', 'Marvel', '2,026']
['25', 'Daredevil Born Again', '', '$19.99', 'Marvel', '1,999']
['26', 'Oh! My Goddess Vol. 34', '', '$10.99', 'Dark Horse', '1,995']
['27', 'Goon Vol. 0 Rough Stuff Revised Ed.', '', '$13.99', 'Dark Horse', '1,968']
['28', 'Sonic The Hedgehog Archives Vol. 12', '', '$7.95', 'Archie', '1,880']
['29', 'Doc Savage The Silver Pyramid', '', '$19.99', 'DC', '1,867']
['30', 'Losers Vol. 1 And 2 ', '', '$19.99', 'DC', '1,818']
['31', 'Human Target Chance Meetings', '', '$14.99', 'DC', '1,807']
['32', 'Tsubasa Vol. 25', '', '$10.99', 'Random House', '1,742']
['33', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '1,730']
['34', 'Justice Society Of America Strange\nAdventures', '', '$14.99', 'DC', '1,633']
['35', 'Young Liars Vol. 3 Rock Life ', '', '$14.99', 'DC', '1,630']
['36', 'Chew Vol. 1 ', '', '$9.99', 'Image', '1,607']
['37', 'Transformers All Hail Megatron Vol.\n4', '', '$17.99', 'IDW', '1,554']
['38', 'Street Fighter IV Vol. 1', '', '$12.95', 'Udon', '1,486']
['39', 'X-Men Mutant Massacre HC', '', '$39.99', 'Marvel', '1,471']
['40', 'Titans Vol. 1 Old Friends', '', '$19.99', 'DC', '1,469']
['41', 'Creepy Archives HC Vol. 5', '', '$49.95', 'Dark Horse', '1,466']
['42', 'X-Men Asgardian Wars HC', '', '$34.99', 'Marvel', '1,464']
['43', 'Superboy The Greatest Team Ups Ever\nTold', '', '$19.99', 'DC', '1,458']
['44', 'Barry Windsor Smith Conan Archives\nHC Vol. 1', '', '$49.99', 'Dark Horse', '1,457']
['45', 'Spider-Man Return Of Black Cat\nPremium HC', '', '$24.99', 'Marvel', '1,449']
['46', 'X-Men Vs Avengers Premium HC', '', '$19.99', 'Marvel', '1,427']
['47', 'Marvel Masterworks Atlas Era Jungle\nAdventure HC Vol. 1', '', '$59.99', 'Marvel', '1,419']
['48', 'X-Men Vs Fantastic Four Premium HC', '', '$19.99', 'Marvel', '1,385']
['49', 'Batman The Brave And The Bold', '', '$12.99', 'DC', '1,382']
['50', 'Rebels Vol. 1 The Coming Of Starro', '', '$17.99', 'DC', '1,382']
['51', 'Red Prophet Tales of Alvin Maker\nPremium HC Vol. 1 ', '', '$19.99', 'Marvel', '1,357']
['52', 'Spawn Origins Vol. 4', '', '$14.99', 'Image', '1,326']
['53', 'Mmw Doctor Strange HC Vol. 4', '', '$54.99', 'Marvel', '1,315']
['54', 'Fullmetal Alchemist Vol. 21', '', '$9.99', 'Viz', '1,300']
['55', 'Yu Gi Oh Gx Vol. 4', '', '$9.99', 'Viz', '1,289']
['56', 'Secret Warriors Vol. 2 God Of Fear\nGod Of War Premium HC', '', '$19.99', 'Marvel', '1,279']
['57', 'Inu Yasha Vol. 44', '', '$9.99', 'Viz', '1,264']
['58', 'Incredibles Vol. 1 City Of\nIncredibles', '', '$9.99', 'Boom', '1,259']
['59', 'Fullmetal Alchemist Vol. 20', '', '$9.99', 'Viz', '1,257']
['60', 'Rex Mundi Vol. 6 Gate Of God', '', '$17.99', 'Dark Horse', '1,255']
['61', 'One Piece Vol. 24', '', '$9.99', 'Viz', '1,249']
['62', 'Pluto Urasawa X Tezuka Vol. 7', '', '$12.99', 'Viz', '1,224']
['63', 'Muppet Show Treasure of Peg Leg\nWilson', '', '$9.99', 'Boom', '1,221']
['64', 'Mad About Super Heroes Vol. 2', '', '$12.99', 'DC', '1,183']
['65', 'Off Handbook of Marvel Universe A\nTo Z Premium HC Vol. 12', '', '$24.99', 'Marvel', '1,181']
