['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Green Lantern', '62', '$2.99', 'DC', '71,517']
['2', 'Brightest Day', '19', '$2.99', 'DC', '71,063']
['3', 'Brightest Day', '20', '$2.99', 'DC', '69,729']
['4', 'Avengers', '10', '$3.99', 'Marvel', '63,924']
['5', 'Fantastic Four', '588', '$3.99', 'Marvel', '63,529']
['6', 'New Avengers', '9', '$3.99', 'Marvel', '60,914']
['7', 'Batman And Robin', '20', '$2.99', 'DC', '60,642']
['8', 'Batman', '707', '$2.99', 'DC', '58,803']
['9', 'Flash', '9', '$2.99', 'DC', '55,980']
['10', 'Amazing Spider-Man', '654.1', '$2.99', 'Marvel', '55,283']
['11', 'X-Men Legacy', '245', '$2.99', 'Marvel', '53,888']
['12', 'Amazing Spider-Man', '654', '$3.99', 'Marvel', '53,882']
['13', 'Uncanny X-Men', '533', '$3.99', 'Marvel', '53,834']
['14', 'Amazing Spider-Man', '655', '$3.99', 'Marvel', '53,366']
['15', 'Amazing Spider-Man', '653', '$3.99', 'Marvel', '53,103']
['16', 'Green Lantern Corps', '57', '$2.99', 'DC', '52,770']
['17', 'Uncanny X-Force', '5', '$3.99', 'Marvel', '51,470']
['18', 'Secret Avengers', '10', '$3.99', 'Marvel', '49,717']
['19', 'X-Men', '8', '$3.99', 'Marvel', '49,522']
['20', 'Ultimate Avengers Vs New Ultimates', '1', '$3.99', 'Marvel', '49,360']
['21', 'Justice League of America', '54', '$2.99', 'DC', '46,269']
['22', 'Wolverine', '6', '$3.99', 'Marvel', '45,932']
['23', 'Green Lantern Emerald Warriors', '7', '$2.99', 'DC', '44,828']
['24', 'Wolverine', '5.1', '$2.99', 'Marvel', '44,332']
['25', 'Astonishing X-Men', '36', '$3.99', 'Marvel', '44,326']
['26', 'Ultimate Comics Spider-Man', '153', '$3.99', 'Marvel', '43,986']
['27', 'Ultimate Comics Spider-Man', '154', '$3.99', 'Marvel', '43,209']
['28', 'Invincible Iron Man', '500.1', '$2.99', 'Marvel', '42,191']
['29', 'Thor', '620', '$3.99', 'Marvel', '42,106']
['30', 'Captain America', '615', '$3.99', 'Marvel', '41,935']
['31', 'Invincible Iron Man', '501', '$3.99', 'Marvel', '41,517']
['32', 'Superman', '708', '$2.99', 'DC', '40,639']
['33', 'Detective Comics', '874', '$2.99', 'DC', '39,106']
['34', 'Ultimate Comics New Ultimates', '5', '$3.99', 'Marvel', '38,663']
['35', 'New Mutants', '22', '$2.99', 'Marvel', '36,737']
['36', 'DC Universe Online Legends', '1', '$2.99', 'DC', '36,517']
['37', 'Wolverine', '1000', '$4.99', 'Marvel', '34,152']
['38', 'Green Arrow', '9', '$2.99', 'DC', '33,922']
['39', 'Hulk', '29', '$3.99', 'Marvel', '33,375']
['40', 'Wonder Woman', '607', '$2.99', 'DC', '33,053']
['41', 'Hulk', '30', '$3.99', 'Marvel', '32,907']
['42', 'Astonishing X-Men Xenogenesis', '5', '$3.99', 'Marvel', '32,093']
['43', 'Action Comics', '898', '$2.99', 'DC', '31,935']
['44', 'Iron Man 2.0', '1', '$3.99', 'Marvel', '31,830']
['45', 'Walking Dead', '81', '$2.99', 'Image', '30,750']
['46', 'Birds of Prey', '9', '$2.99', 'DC', '30,641']
['47', 'Justice League Generation Lost', '19', '$2.99', 'DC', '30,549']
['48', 'Incredible Hulks', '622', '$2.99', 'Marvel', '30,404']
['49', 'Red Robin', '20', '$2.99', 'DC', '30,149']
['50', 'Incredible Hulks', '623', '$2.99', 'Marvel', '30,140']
['51', 'Justice League Generation Lost', '20', '$2.99', 'DC', '30,040']
['52', 'Superman Batman', '81', '$2.99', 'DC', '29,567']
['53', 'Justice Society of America', '48', '$2.99', 'DC', '29,139']
['54', 'Daredevil Reborn', '2', '$3.99', 'Marvel', '29,108']
['55', 'Batman Odyssey', '6', '$3.99', 'DC', '29,093']
['56', 'Batman Beyond', '2', '$2.99', 'DC', '28,956']
['57', 'DC Universe Online Legends', '2', '$2.99', 'DC', '28,953']
['58', 'Daken Dark Wolverine', '5', '$2.99', 'Marvel', '28,833']
['59', 'Deadpool', '33', '$2.99', 'Marvel', '28,649']
['60', 'Onslaught Unleashed', '1', '$3.99', 'Marvel', '28,434']
['61', 'Carnage', '3', '$3.99', 'Marvel', '28,334']
['62', 'Wolverine Best There Is', '3', '$3.99', 'Marvel', '27,790']
['63', 'Power Man And Iron Fist', '1', '$2.99', 'Marvel', '27,579']
['64', 'Superboy', '4', '$2.99', 'DC', '27,448']
['65', 'Ultimate Comics Captain America', '2', '$3.99', 'Marvel', '27,399']
['66', 'X-23', '6', '$2.99', 'Marvel', '27,156']
['67', 'Ultimate Comics Thor', '4', '$3.99', 'Marvel', '26,776']
['68', 'Shield', '6', '$2.99', 'Marvel', '26,190']
['69', 'Teen Titans', '92', '$2.99', 'DC', '26,170']
['70', 'Thunderbolts', '153', '$2.99', 'Marvel', '26,098']
['71', 'X-Factor', '215', '$2.99', 'Marvel', '25,298']
['72', 'Black Panther Man Without Fear', '515', '$2.99', 'Marvel', '24,556']
['73', 'Silver Surfer', '1', '$2.99', 'Marvel', '24,409']
['74', 'Batgirl', '18', '$2.99', 'DC', '24,390']
['75', 'Legion of Super Heroes', '10', '$2.99', 'DC', '23,738']
['76', 'Avengers Academy', '9', '$2.99', 'Marvel', '23,709']
['77', 'Fantastic Four', '587', '$3.99', 'Marvel', '23,398']
['78', 'Adventure Comics', '523', '$2.99', 'DC', '23,127']
['79', 'Deadpool And Cable', '26', '$3.99', 'Marvel', '22,956']
['80', 'Secret Warriors', '24', '$2.99', 'Marvel', '22,704']
['81', 'Heroes For Hire', '3', '$2.99', 'Marvel', '22,401']
['82', 'Legion of Super Heroes Annual', '1', '$4.99', 'DC', '22,201']
['83', 'Generation Hope', '4', '$2.99', 'Marvel', '22,170']
['84', 'Supergirl', '61', '$2.99', 'DC', '22,048']
['85', 'Gotham City Sirens', '19', '$2.99', 'DC', '21,631']
['86', 'DC Universe Legacies', '9', '$3.99', 'DC', '21,419']
['87', 'Time Masters Vanishing Point', '6', '$3.99', 'DC', '21,097']
['88', 'Ultimate Comics Doom', '3', '$3.99', 'Marvel', '21,039']
['89', 'Titans', '32', '$2.99', 'DC', '20,949']
['90', 'Gotham City Sirens', '20', '$2.99', 'DC', '20,822']
['91', 'True Blood Tainted Love', '1', '$3.99', 'IDW', '19,824']
['92', 'Secret Six', '30', '$2.99', 'DC', '19,763']
['93', 'Punishermax', '10', '$3.99', 'Marvel', '19,236']
['94', 'Fables', '102', '$2.99', 'DC', '19,215']
['95', 'Boys', '51', '$3.99', 'Dynamic Forces', '18,728']
['96', 'Spawn', '202', '$2.99', 'Image', '18,335']
['97', 'Deadpoolmax', '5', '$3.99', 'Marvel', '18,221']
['98', 'Superman 80 Page Giant 2011', '1', '$5.99', 'DC', '18,069']
['99', 'Wolverine & Jubilee', '2', '$2.99', 'Marvel', '17,917']
['100', 'Dark Tower Gunslinger Little\nSisters Eluria', '3', '$3.99', 'Marvel', '17,748']
['101', 'Star Wars Legacy War', '3', '$3.50', 'Dark Horse', '17,697']
['102', 'Venom Deadpool', '1', '$2.99', 'Marvel', '17,609']
['103', 'Thor For Asgard', '6', '$3.99', 'Marvel', '17,434']
['104', 'Garth Ennis Jennifer Blood', '1', '$3.99', 'Dynamic Forces', '17,413']
['105', 'JSA All Stars', '15', '$2.99', 'DC', '17,409']
['106', 'Hellboy Sleeping & Dead', '2', '$3.50', 'Dark Horse', '17,160']
['107', 'Star Wars Darth Vader &\nLost Command', '2', '$3.50', 'Dark Horse', '17,115']
['108', 'Power Girl', '21', '$2.99', 'DC', '16,940']
['109', 'American Vampire', '12', '$2.99', 'DC', '16,522']
['110', 'Vampirella', '3', '$3.99', 'Dynamic Forces', '16,366']
['111', 'Stand No Mans Land', '1', '$3.99', 'Marvel', '16,094']
['112', 'Deadpool Team-Up', '885', '$2.99', 'Marvel', '15,980']
['113', 'Booster Gold', '41', '$2.99', 'DC', '15,864']
['114', 'Incognito Bad Influences', '3', '$3.50', 'Marvel', '15,758']
['115', 'Spawn', '203', '$2.99', 'Image', '15,572']
['116', 'Deadpool Corps', '11', '$2.99', 'Marvel', '15,538']
['117', 'Deadpool Team-Up', '884', '$2.99', 'Marvel', '15,526']
['118', 'Invincible', '77', '$2.99', 'Image', '15,515']
['119', 'Haunt', '13', '$1.99', 'Image', '15,413']
['120', 'Spider-Girl', '3', '$2.99', 'Marvel', '15,302']
['121', 'Osborn', '3', '$3.99', 'Marvel', '15,170']
['122', 'Cinderella Fables Are Forever', '1', '$2.99', 'DC', '15,026']
['123', 'Invaders Now', '5', '$3.99', 'Marvel', '14,897']
['124', 'Punisher In Blood', '4', '$3.99', 'Marvel', '14,861']
['125', 'Spider-Girl', '4', '$2.99', 'Marvel', '14,804']
['126', 'Warlord Of Mars', '4', '$3.99', 'Dynamic Forces', '14,780']
['127', 'Hawkeye: Blind Spot', '1', '$2.99', 'Marvel', '14,235']
['128', 'Namor First Mutant', '7', '$2.99', 'Marvel', '14,001']
['129', 'X-Men To Serve And Protect', '4', '$3.99', 'Marvel', '13,998']
['130', 'King Conan Scarlet Citadel', '1', '$3.50', 'Dark Horse', '13,935']
['131', 'Marvel Girl', '1', '$2.99', 'Marvel', '13,918']
['132', 'Iron Man Thor', '4', '$3.99', 'Marvel', '13,313']
['133', 'Angel', '42', '$3.99', 'IDW', '13,136']
['134', 'Widow Maker', '4', '$3.99', 'Marvel', '13,102']
['135', 'Loki', '3', '$3.99', 'Marvel', '13,039']
['136', 'Transformers Infestation', '1', '$3.99', 'IDW', '12,961']
['137', 'Outsiders', '36', '$2.99', 'DC', '12,848']
['138', 'Star Wars Knight Errant', '5', '$2.99', 'Dark Horse', '12,803']
['139', 'Batman Confidential', '53', '$2.99', 'DC', '12,779']
['140', 'Green Hornet', '13', '$3.99', 'Dynamic Forces', '12,503']
['141', 'She-Hulks', '4', '$2.99', 'Marvel', '12,226']
['142', 'Power Man And Iron Fist', '2', '$2.99', 'Marvel', '12,181']
['143', 'Star Trek Infestation', '1', '$3.99', 'IDW', '12,090']
['144', 'Transformers Infestation', '2', '$3.99', 'IDW', '11,969']
['145', 'Spongebob Comics', '1', '$2.99', 'Bongo', '11,814']
['146', 'Captain America Man Out Of Time', '4', '$3.99', 'Marvel', '11,726']
['147', 'Iron Man Legacy', '11', '$2.99', 'Marvel', '11,673']
['148', 'Weird Worlds', '2', '$3.99', 'DC', '11,587']
['149', 'Bprd Hell On Earth Gods', '2', '$3.50', 'Dark Horse', '11,585']
['150', 'Witchfinder Lost & Gone\nForever', '1', '$2.99', 'Dark Horse', '11,404']
['151', 'Unwritten', '22', '$2.99', 'DC', '11,371']
['152', 'Archie', '617', '$2.99', 'Archie', '11,358']
['153', 'Doctor Strange From Marvel Vault', '1', '$2.99', 'Marvel', '11,248']
['154', 'Izombie', '10', '$2.99', 'DC', '11,182']
['155', 'Morning Glories', '7', '$2.99', 'Image', '11,037']
['156', 'Lady Death', '2', '$3.99', 'Avatar', '11,033']
['157', 'Captain America Hail Hydra', '2', '$2.99', 'Marvel', '11,029']
['158', 'Star Trek Infestation', '2', '$3.99', 'IDW', '10,906']
['159', 'Young Justice', '1', '$2.99', 'DC', '10,777']
['160', 'Doom Patrol', '19', '$2.99', 'DC', '10,681']
['161', 'Thunderstrike', '3', '$3.99', 'Marvel', '10,638']
['162', 'Hack Slash Ongoing', '1', '$3.50', 'Image', '10,553']
['163', 'Rebels', '25', '$2.99', 'DC', '10,351']
['164', 'G.I. Joe', '26', '$3.99', 'IDW', '10,323']
['165', 'Transformers Ongoing', '16', '$3.99', 'IDW', '10,265']
