['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead', '100', '$3.99', 'Image', '335,082']
['2', 'Avengers Vs X-Men', '7', '$3.99', 'Marvel', '179,208']
['3', 'Avengers Vs X-Men', '8', '$3.99', 'Marvel', '174,910']
['4', 'Batman', '11', '$3.99', 'DC', '127,210']
['5', 'Justice League', '11', '$3.99', 'DC', '123,971']
['6', 'Before Watchmen Ozymandias', '1*', '$3.99', 'DC', '88,210']
['7', 'AVX Vs', '4', '$3.99', 'Marvel', '86,526']
['8', 'Detective Comics', '11', '$3.99', 'DC', '79,835']
['9', 'Green Lantern', '11', '$2.99', 'DC', '78,708']
['10', 'Action Comics', '11', '$3.99', 'DC', '76,232']
['11', 'Before Watchmen Minutemen', '2*', '$3.99', 'DC', '68,768']
['12', 'Batman The Dark Knight', '11', '$2.99', 'DC', '68,632']
['13', 'Earth 2', '3*', '$2.99', 'DC', '67,403']
['14', 'Uncanny X-Men', '15', '$3.99', 'Marvel', '66,114']
['15', 'Batman And Robin', '11', '$2.99', 'DC', '65,043']
['16', 'Uncanny X-Men', '16', '$3.99', 'Marvel', '63,835']
['17', 'Before Watchmen Comedian', '2*', '$3.99', 'DC', '63,686']
['18', 'Avengers', '28', '$3.99', 'Marvel', '63,169']
['19', 'New Avengers', '28', '$3.99', 'Marvel', '62,739']
['20', 'Wolverine And X-Men', '13', '$3.99', 'Marvel', '62,689']
['21', 'Before Watchmen Silk Spectre', '2*', '$3.99', 'DC', '61,563']
['22', 'Wolverine And X-Men', '14', '$3.99', 'Marvel', '61,029']
['23', 'Wolverine', '310', '$3.99', 'Marvel', '60,880']
['24', 'Amazing Spider-Man', '689', '$3.99', 'Marvel', '59,859']
['25', 'Amazing Spider-Man', '690', '$3.99', 'Marvel', '58,976']
['26', 'Spider-Men', '3', '$3.99', 'Marvel', '57,739']
['27', 'Aquaman', '11', '$2.99', 'DC', '57,675']
['28', 'Superman', '11', '$2.99', 'DC', '56,066']
['29', 'Flash', '11', '$2.99', 'DC', '53,674']
['30', 'Nightwing', '11', '$2.99', 'DC', '49,124']
['31', 'Uncanny X-Force', '28', '$3.99', 'Marvel', '46,367']
['32', 'Uncanny X-Force', '27', '$3.99', 'Marvel', '46,325']
['33', 'Wonder Woman', '11', '$2.99', 'DC', '45,669']
['34', 'Teen Titans', '11', '$2.99', 'DC', '45,367']
['35', 'Hit-Girl', '2', '$2.99', 'Marvel', '45,338']
['36', 'Batgirl', '11', '$2.99', 'DC', '45,004']
['37', 'X-Men Legacy', '270', '$2.99', 'Marvel', '44,914']
['38', 'Green Lantern Corps', '11', '$2.99', 'DC', '42,996']
['39', 'Green Lantern New Guardians', '11', '$2.99', 'DC', '42,929']
['40', 'Ultimate Comics Spider-Man', '12', '$3.99', 'Marvel', '42,050']
['41', 'Secret Avengers', '29', '$3.99', 'Marvel', '41,653']
['42', 'Captain Marvel', '1', '$2.99', 'Marvel', '41,582']
['43', 'Worlds Finest', '3*', '$2.99', 'DC', '40,963']
['44', 'Saga', '5', '$2.99', 'Image', '40,556']
['45', 'Batwoman', '11', '$2.99', 'DC', '38,980']
['46', 'Avengers Assemble', '5', '$3.99', 'Marvel', '38,951']
['47', 'Daredevil', '15', '$2.99', 'Marvel', '38,469']
['48', 'Fantastic Four', '608', '$2.99', 'Marvel', '37,776']
['49', 'Avenging Spider-Man', '9', '$3.99', 'Marvel', '37,134']
['50', 'Captain America', '14', '$3.99', 'Marvel', '36,812']
['51', 'X-Treme X-Men', '1', '$2.99', 'Marvel', '36,802']
['52', 'Incredible Hulk', '11', '$3.99', 'Marvel', '36,743']
['53', 'Red Lanterns', '11', '$2.99', 'DC', '36,462']
['54', 'Captain America', '15', '$3.99', 'Marvel', '36,433']
['55', 'Swamp Thing', '11', '$2.99', 'DC', '36,257']
['56', 'Red Hood And The Outlaws', '11', '$2.99', 'DC', '35,820']
['57', 'Astonishing X-Men', '52', '$3.99', 'Marvel', '35,766']
['58', 'Catwoman', '11', '$2.99', 'DC', '35,551']
['59', 'X-Men', '32', '$3.99', 'Marvel', '35,091']
['60', 'Animal Man', '11', '$2.99', 'DC', '33,909']
['61', 'Wolverine', '309', '$4.99', 'Marvel', '33,148']
['62', 'Invincible Iron Man', '520', '$3.99', 'Marvel', '32,765']
['63', 'Fantastic Four Annual', '33', '$4.99', 'Marvel', '32,435']
['64', 'Ultimate Comics Ultimates', '13', '$3.99', 'Marvel', '32,380']
['65', 'Invincible Iron Man', '521', '$3.99', 'Marvel', '32,172']
['66', 'Supergirl', '11', '$2.99', 'DC', '31,879']
['67', 'Justice League Dark', '11', '$2.99', 'DC', '31,792']
['68', 'Avengers Academy', '33', '$2.99', 'Marvel', '31,687']
['69', 'FF', '20', '$2.99', 'Marvel', '31,652']
['70', 'Walking Dead', '100 Chromium Ed.', '$9.99', 'Image', '30,969']
['71', 'Mighty Thor', '17', '$3.99', 'Marvel', '30,879']
['72', 'Dark Avengers', '177', '$2.99', 'Marvel', '30,643']
['73', 'Ultimate Comics X-Men', '14', '$3.99', 'Marvel', '29,879']
['74', 'Suicide Squad', '11', '$2.99', 'DC', '29,809']
['75', 'Justice League International', '11', '$2.99', 'DC', '29,802']
['76', 'Superboy', '11', '$2.99', 'DC', '29,677']
['77', 'Bloodshot', '1', '$3.99', 'Valiant', '29,224']
['78', 'Deadpool', '57', '$2.99', 'Marvel', '29,155']
