['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['126', 'Omac', '4*', '$2.99', 'DC', '16,534']
['127', 'Mister Terrific', '4*', '$2.99', 'DC', '16,167']
['128', 'The Strain', '1', '$1.00', 'Dark Horse', '16,023']
['129', 'Star Trek Legion of Superheroes', '3', '$3.99', 'IDW', '15,952']
['130', 'Teenage Mutant Ninja Turtles Micro\nSeries', '2', '$3.99', 'IDW', '15,930']
['131', 'Static Shock', '4*', '$2.99', 'DC', '15,763']
['132', 'Star Wars Agent of the Empire Iron\nEclipse', '1', '$3.50', 'Dark Horse', '15,700']
['133', 'Villains For Hire', '1', '$2.99', 'Marvel', '15,519']
['134', 'Dark Tower Gunslinger Way Station', '1', '$3.99', 'Marvel', '15,367']
['135', 'Blackhawks', '4*', '$2.99', 'DC', '15,129']
['136', 'American Vampire', '21', '$2.99', 'DC', '15,026']
['137', 'Black Panther Most Dangerous Man\nAlive', '526', '$2.99', 'Marvel', '15,015']
['138', 'Voltron', '1', '$3.99', 'Dynamic Forces', '15,001']
['139', 'Men of War', '4*', '$3.99', 'DC', '14,977']
['140', 'American Vampire', '22', '$2.99', 'DC', '14,759']
['141', 'Black Panther Most Dangerous Man\nAlive', '527', '$2.99', 'Marvel', '14,677']
['142', 'Game of Thrones', '4', '$3.99', 'Dynamic Forces', '14,514']
['143', 'Invincible', '86', '$2.99', 'Image', '14,457']
['144', 'Valen Outcast', '1', '$1.00', 'Boom', '14,343']
['145', 'Witchblade', '150', '$4.99', 'Image', '14,266']
['146', 'Avengers 1959', '4', '$2.99', 'Marvel', '13,935']
['147', 'Star Wars Crimson Empire Iii Empire\nLost', '3', '$3.50', 'Dark Horse', '13,814']
['148', 'Boys Butcher Baker Candlestickmaker', '6', '$3.99', 'Dynamic Forces', '13,684']
['149', 'Spaceman', '3', '$2.99', 'DC', '13,492']
['150', 'DC Universe Online Legends', '19', '$2.99', 'DC', '13,350']
['151', 'Iron Man 2.0', '11', '$2.99', 'Marvel', '13,255']
['152', 'DC Universe Online Legends', '20', '$2.99', 'DC', '13,219']
['153', 'Deadpoolmax X-Mas Special', '1', '$4.99', 'Marvel', '13,176']
['154', 'Deadpool Max 2', '3', '$3.99', 'Marvel', '13,070']
['155', 'Spawn', '214', '$2.99', 'Image', '13,017']
['156', 'Transformers Death of Optimus Prime', '\n', '$3.99', 'IDW', '12,961']
['157', 'Star Trek Ongoing', '4', '$3.99', 'IDW', '12,746']
['158', 'Stand Night Has Come', '5', '$3.99', 'Marvel', '12,583']
['159', 'Iron Man 2.0', '12', '$2.99', 'Marvel', '12,513']
['160', 'Chew', '22', '$2.99', 'Image', '12,296']
['161', 'Thunder Agents Vol. 2', '2', '$2.99', 'DC', '12,015']
['162', 'Warlord of Mars', '13', '$3.99', 'Dynamic Forces', '11,896']
['163', 'Avengers Solo', '3', '$3.99', 'Marvel', '11,530']
['164', 'Garth Ennis Jennifer Blood', '7', '$3.99', 'Dynamic Forces', '11,522']
['165', 'Haunt', '20', '$2.99', 'Image', '11,476']
['166', 'Thor Deviants Saga', '2', '$3.99', 'Marvel', '11,273']
['167', 'Warlord of Mars', '14', '$3.99', 'Dynamic Forces', '11,210']
['168', 'Conan Road of Kings', '11', '$3.50', 'Dark Horse', '10,958']
['169', 'Star Wars Knight Errant Deluge', '5', '$3.50', 'Dark Horse', '10,805']
['170', 'Vampirella', '12', '$3.99', 'Dynamic Forces', '10,726']
['171', 'B.P.R.D. Hell On Earth Russia', '4', '$3.50', 'Dark Horse', '10,517']
['172', 'Vengeance', '6', '$3.99', 'Marvel', '10,422']
['173', 'Transformers Ongoing', '31', '$3.99', 'IDW', '10,348']
['174', 'Unwritten', '32', '$2.99', 'DC', '10,073']
['175', 'G.I. Joe Vol. 2 Ongoing', '8', '$3.99', 'IDW', '10,059']
['176', 'Danger Girl Army of Darkness', '4', '$3.99', 'Dynamic Forces', '10,015']
['177', 'Kevin Smith Bionic Man', '5', '$3.99', 'Dynamic Forces', '9,825']
['178', 'Unwritten', '32.5', '$2.99', 'DC', '9,759']
['179', 'True Blood French Quarter', '4', '$3.99', 'IDW', '9,637']
['180', 'Ghostbusters Ongoing', '4', '$3.99', 'IDW', '9,558']
['181', 'Hellblazer', '286', '$2.99', 'DC', '9,404']
['182', 'Ultimate Comics Fallout', '1', '$3.99', 'Marvel', '9,392']
['183', 'Godzilla Kingdom of Monsters', '10', '$3.99', 'IDW', '9,294']
['184', 'Hellblazer Annual', '1', '$4.99', 'DC', '9,289']
['185', 'Artifacts', '12', '$3.99', 'Image', '9,142']
['186', 'Hellraiser', '8', '$3.99', 'Boom', '9,059']
['187', 'My Greatest Adventure', '3', '$3.99', 'DC', '8,858']
['188', 'Stitched', '2', '$3.99', 'Avatar', '8,829']
['189', 'Izombie', '20', '$2.99', 'DC', '8,805']
['190', 'G.I. Joe A Real American Hero', '173', '$3.99', 'IDW', '8,632']
['191', 'Irredeemable', '32', '$3.99', 'Boom', '8,612']
['192', 'Godzilla Legends', '2', '$3.99', 'IDW', '8,465']
['193', 'Sonic The Hedgehog', '232', '$2.99', 'Archie', '8,447']
['194', 'Snake Eyes', '8', '$3.99', 'IDW', '8,446']
['195', 'Locke & Key Clockworks', '3', '$3.99', 'IDW', '8,438']
['196', 'Cobra Ongoing', '8', '$3.99', 'IDW', '8,381']
['197', 'Crossed Psychopath', '6', '$3.99', 'Avatar', '8,331']
['198', 'Severed', '5', '$2.99', 'Image', '8,303']
['199', 'Green Hornet', '20', '$3.99', 'Dynamic Forces', '8,297']
['200', 'Baltimore Curse Bells', '5', '$3.50', 'Dark Horse', '8,105']
['201', 'Kirby Genesis Captain Victory', '2', '$3.99', 'Dynamic Forces', '8,095']
['202', 'Red Sonja', '60', '$3.99', 'Dynamic Forces', '8,052']
['203', 'Dark Horse Presents', '7', '$7.99', 'Dark Horse', '7,849']
['204', 'The Guild Zaboo', '1', '$3.50', 'Dark Horse', '7,762']
['205', 'Joe Hill The Cape', '3', '$3.99', 'IDW', '7,704']
['206', 'Sweet Tooth', '28', '$2.99', 'DC', '7,699']
['207', 'Dorothy And Wizard In Oz', '4', '$3.99', 'Marvel', '7,694']
['208', 'Tiny Titans', '47', '$2.99', 'DC', '7,689']
['209', 'Dungeons & Dragons Drizzt', '4', '$3.99', 'IDW', '7,632']
['210', 'Dungeons And Dragons', '14', '$3.99', 'IDW', '7,585']
['211', 'Legion of Monsters', '3', '$3.99', 'Marvel', '7,502']
['212', 'Red Sonja', '61', '$3.99', 'Dynamic Forces', '7,464']
['213', 'Dark Shadows', '2', '$3.99', 'Dynamic Forces', '7,407']
['214', 'Grimm Fairy Tales', '66', '$2.99', 'Zenescope', '7,366']
['215', 'Spongebob Comics', '6', '$2.99', 'United Plankton', '7,334']
['216', 'Strange Talent of Luther Strode', '3', '$2.99', 'Image', '7,312']
['217', 'Lady Death', '12', '$3.99', 'Avatar', '7,288']
['218', 'Young Justice', '11', '$2.99', 'DC', '7,221']
['219', 'Doctor Who Ongoing Vol. 2', '12', '$3.99', 'IDW', '7,200']
['220', 'Kirby Genesis Silver Star', '2', '$3.99', 'Dynamic Forces', '7,169']
['221', 'Memorial', '1', '$3.99', 'IDW', '7,100']
['222', 'Incorruptible', '25', '$3.99', 'Boom', '7,099']
['223', 'Mega Man', '8', '$2.99', 'Archie', '7,092']
['224', 'Justice League', '4 Combo Pacl', '$4.99', 'DC', '7,068']
['225', 'Hack Slash', '10', '$3.50', 'Image', '7,033']
['226', 'Hack Slash', '11', '$3.50', 'Image', '6,974']
['227', 'Mass Effect Invasion', '3', '$3.50', 'Dark Horse', '6,941']
['228', 'Sonic Universe', '35', '$2.99', 'Archie', '6,912']
['229', 'Vampirella Annual', '1', '$4.99', 'Dynamic Forces', '6,835']
['230', 'Fathom Vol. 4', '3', '$2.99', 'Aspen', '6,816']
['231', 'Simpsons Comics', '185', '$2.99', 'Bongo', '6,796']
['232', 'Marvel Holiday Special 2011', '\n', '$3.99', 'Marvel', '6,787']
['233', 'All New Batman The Brave and the\nBold', '14', '$2.99', 'DC', '6,724']
['234', 'Supernatural', '3', '$2.99', 'DC', '6,638']
['235', 'Hack Slash Annual 2011 Hatchet Slash', '1', '$5.99', 'Image', '6,637']
['236', 'Orchid', '3', '$3.50', 'Dark Horse', '6,448']
['237', 'Witch Doctor Resuscitation One Shot', '\n', '$2.99', 'Image', '6,343']
['238', 'GFT Myths & Legends', '10', '$2.99', 'Zenescope', '6,242']
['239', 'DC Comics Presents Elseworlds 80\nPage Giant', '1', '$7.99', 'DC', '6,115']
['240', 'Planet of The Apes', '9', '$3.99', 'Boom', '6,110']
['241', 'Sergio Aragones Funnies', '6', '$3.50', 'Bongo', '6,025']
['242', 'DMZ', '72', '$2.99', 'DC', '5,990']
['243', 'Darkness', '96', '$2.99', 'Image', '5,939']
['244', 'Anita Blake Circus Damned Scoundrel', '3', '$3.99', 'Marvel', '5,914']
['245', 'Giant-Size GFT 2011 Holiday Ed ', '\n', '$5.99', 'Zenescope', '5,892']
['246', 'Six Guns', '3', '$2.99', 'Marvel', '5,727']
['247', 'Betrayal of the Planet of the Apes', '2', '$3.99', 'Boom', '5,473']
['248', 'Grimm Fairy Tales The Library', '3', '$2.99', 'Zenescope', '5,328']
['249', 'PC Cast House of Night', '2', '$2.99', 'Dark Horse', '5,315']
['250', 'Bart Simpson Comics', '66', '$2.99', 'Bongo', '5,303']
['251', 'John Carter of Mars World of Mars', '3', '$3.99', 'Marvel', '5,294']
['252', 'John Carter A Princess of Mars', '4', '$2.99', 'Marvel', '5,281']
['253', 'Activity', '1', '$3.50', 'Image', '5,269']
['254', 'Magdalena', '10', '$3.99', 'Image', '5,226']
['255', '30 Days of Night Ongoing', '3', '$3.99', 'IDW', '5,092']
['256', 'Elric The Balance Lost', '6', '$3.99', 'Boom', '4,928']
['257', 'Savage Dragon', '177', '$3.50', 'Image', '4,923']
['258', 'Defenders Strange Heroes', '\n', '$4.99', 'Marvel', '4,736']
['259', 'Cold War', '3', '$3.99', 'IDW', '4,708']
['260', 'Scooby Doo Where Are You', '16', '$2.99', 'DC', '4,627']
['261', '68 Jungle Jim One Shot', '\n', '$3.99', 'Image', '4,627']
['262', 'Defenders Coming of Defenders', '1', '$5.99', 'Marvel', '4,627']
['263', 'Kull The Cat & The Skull', '3', '$3.50', 'Dark Horse', '4,610']
['264', 'Spider-Man', '21', '$2.99', 'Marvel', '4,549']
['265', 'Uncharted', '2', '$2.99', 'DC', '4,532']
['266', 'Simpsons Super Spectacular', '14', '$2.99', 'Bongo', '4,481']
['267', 'H.P. Lovecraft The Dunwich Horror', '3', '$3.99', 'IDW', '4,445']
['268', 'Gears of War', '21', '$2.99', 'DC', '4,374']
['269', 'Rachel Rising', '4', '$3.99', 'Abstract', '4,331']
['270', 'Warehouse 13', '3', '$3.99', 'Dynamic Forces', '4,280']
['271', 'Veronica', '210', '$2.99', 'Archie', '4,228']
['272', 'Lenore Volume II', '4', '$3.99', 'Titan', '4,121']
['273', 'Detective Comics', '1', '$2.99', 'DC', '4,024']
['274', 'Theater', '3', '$3.99', 'Zenescope', '3,984']
['275', 'GFT Sinbad Special', '\n', '$5.99', 'Zenescope', '3,978']
['276', 'Archie', '627', '$2.99', 'Archie', '3,911']
['277', 'Zorro Rides Again', '6', '$3.99', 'Dynamic Forces', '3,908']
['278', 'Formic Wars Silent Strike', '1', '$3.99', 'Marvel', '3,888']
['279', 'War Goddess', '4', '$3.99', 'Avatar', '3,842']
['280', 'Last of The Greats', '3', '$2.99', 'Image', '3,840']
['281', 'Atomic Robo Ghost of Station X', '4', '$3.50', 'Red 5', '3,821']
['282', 'Wolverine And X-Men', '1', '$3.99', 'Marvel', '3,756']
['283', 'Robert Jordan Wheel of Time Eye O/T\nWorld', '18', '$3.99', 'Dynamic Forces', '3,702']
['284', 'Shonen Jump January 2012', '\n', '$4.99', 'Viz', '3,690']
['285', 'The Occultist', '2', '$3.50', 'Dark Horse', '3,645']
['286', 'Key of Z', '3', '$3.99', 'Boom', '3,636']
['287', 'Pigs', '4', '$2.99', 'Image', '3,587']
['288', 'Blue Estate', '8', '$2.99', 'Image', '3,538']
['289', 'Monocyte', '2', '$3.99', 'IDW', '3,508']
['290', 'Extinction Seed', '1', '$2.99', 'GG', '3,473']
['291', 'Hawken', '2', '$3.99', 'IDW', '3,360']
['292', 'Super Heroes', '21', '$2.99', 'Marvel', '3,329']
['293', 'Crossed Badlands Opening Salvo', '\n', '$1.99', 'Avatar', '3,287']
['294', 'Samurais Blood', '6', '$2.99', 'Image', '3,206']
['295', 'DC Comics Presents Batman Urban\nLegends', '1', '$7.99', 'DC', '3,195']
['296', '7 Warriors', '2', '$3.99', 'Boom', '3,191']
['297', 'Knights of The Dinner Table', '181', '$5.99', 'Kenzer', '3,181']
['298', 'Thought Bubble Anthology', '1', '$2.99', 'Image', '3,177']
['299', 'Blood Red Dragon', '2', '$3.99', 'Image', '3,127']
['300', 'Near Death', '4', '$2.99', 'Image', '3,105']
['305', 'Glamourpuss', '22', '$3.00', 'Aardvark-Vanaheim', '2,693']
['315', 'Gearhearts Steampunk Glamor Revue', '1', '$3.99', 'Antarctic', '2,412']
['320', 'Betty & Veronica', '257', '$2.99', 'Archie', '2,152']
['328', 'Zombies Vs Cheerleaders', '4', '$3.99', 'Moonstone', '2,083']
['338', 'Mediterranea', '6', '$2.99', 'GG', '2,080']
['341', 'Damaged', '4', '$3.50', 'Radical', '2,045']
['342', 'Archie & Friends', '159', '$2.99', 'Archie', '1,970']
['343', 'Zombies Vs Cheerleaders', '5', '$3.99', 'Moonstone', '1,964']
['346', 'Very Zombie Christmas', '3', '$3.50', 'Antarctic', '1,786']
['347', 'Archie Double Digest', '224', '$3.99', 'Archie', '1,783']
['354', 'Jason Conquers America', '\n', '$4.99', 'Fantagraphics', '1,636']
['355', 'Tales Designed To Thrizzle', '7', '$4.95', 'Fantagraphics', '1,559']
['361', 'B & V Friends Double Digest', '220', '$3.99', 'Archie', '1,524']
['365', 'Archie & Friends Double\nDigest', '11', '$3.99', 'Archie', '1,482']
['367', 'Jugheads Double Digest', '176', '$3.99', 'Archie', '1,403']
['368', 'Skeleton Story', '6', '$2.99', 'GG', '1,387']
['372', 'World of Archie Double Digest', '13', '$3.99', 'Archie', '1,344']
['373', 'Gold Digger Christmas Special', '5', '$3.50', 'Antarctic', '1,333']
['375', 'Airboy Presents Air Vixens', '1', '$3.50', 'Moonstone', '1,246']
['376', 'Dead Or Alive', '1', '$2.99', 'Red 5', '1,222']
['379', 'Secret History Book 17', '\n', '$5.95', 'Archaia', '1,194']
['381', 'Chopper', '2', '$2.99', 'Asylum', '1,105']
['383', 'Speed Racer Circle of Vengeance', '2', '$3.99', 'Allegory', '993']
['387', 'Clint', '12', '$6.99', 'Titan', '890']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Top-selling trade paperbacks', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Walking Dead Vol. 15', '', '$14.99', 'Image', '21,844']
['2', 'Fables Vol. 16 Super Team', '', '$14.99', 'DC', '11,137']
['3', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '5,183']
['4', 'Last Battle One Shot', '', '$7.99', 'Image', '3,684']
['5', 'Criminal Vol. 6 Last of Innocent', '', '$14.99', 'Marvel', '3,616']
['6', 'Naruto Vol. 53', '', '$9.99', 'Viz', '3,404']
['7', 'Brightest Day Vol. 1', '', '$19.99', 'DC', '3,279']
['8', 'Walking Dead Vol. 2 Miles Behind Us', '', '$14.99', 'Image', '3,222']
['9', 'X-Men Schism HC', '', '$24.99', 'Marvel', '3,078']
['10', 'Ultimate Comics Spider-Man Vol. 3\nDosm Prelude', '', '$19.99', 'Marvel', '3,059']
['11', 'Red Wing', '', '$14.99', 'Image', '2,816']
['12', 'Superman Secret Origin', '', '$19.99', 'DC', '2,662']
['13', 'X-Men Age of X', '', '$24.99', 'Marvel', '2,626']
['14', 'Batman Noel Deluxe Edition HC', '', '$22.99', 'DC', '2,562']
['15', 'X-Men Days of Future Past', '', '$19.99', 'Marvel', '2,498']
['16', 'Batman No Mans Land Vol. 1', '', '$29.99', 'DC', '2,496']
['17', 'Baltimore Vol. 1 The Plague Ships', '', '$18.99', 'Dark Horse', '2,377']
['18', 'Bleach Vol. 37', '', '$9.99', 'Viz', '2,370']
['19', 'Walking Dead Vol. 3 Safety Behind\nBars', '', '$14.99', 'Image', '2,245']
['20', 'Secret Avengers Vol. 2 Eyes of\nDragon', '', '$19.99', 'Marvel', '2,205']
['21', 'Showcase Presents Batman Vol. 5', '', '$19.99', 'DC', '2,149']
['22', 'Tiny Titans Vol. 6 The Treehouse\nAnd Beyond', '', '$12.99', 'DC', '2,132']
['23', 'House of Mystery Vol. 7 Conception', '', '$14.99', 'DC', '2,068']
['24', 'Fullmetal Alchemist Vol. 27', '', '$9.99', 'Viz', '2,030']
['25', 'Witch Doctor Vol. 1', '', '$12.99', 'Image', '1,973']
['26', 'Secret Wars', '', '$34.99', 'Marvel', '1,950']
['27', 'Rocketeer Adventures HC Vol. 1', '', '$24.99', 'IDW', '1,944']
['28', 'Generation Hope Schism', '', '$16.99', 'Marvel', '1,901']
['29', 'Walking Dead Vol. 4 Hearts Desire', '', '$14.99', 'Image', '1,769']
['30', 'Hellblazer Vol. 2 The Devil You\nKnow New Ed', '', '$19.99', 'DC', '1,743']
['31', 'Spider-Man By Mark Millar Ultimate\nCollection', '', '$34.99', 'Marvel', '1,743']
['32', 'Deadpool Max Nutjob', '', '$19.99', 'Marvel', '1,684']
['33', 'X-Men With Great Power', '', '$19.99', 'Marvel', '1,669']
['34', 'Chase', '', '$29.99', 'DC', '1,664']
['35', 'Lobo Unbound', '', '$17.99', 'DC', '1,618']
['36', 'Walking Dead Vol. 14 No Way Out', '', '$14.99', 'Image', '1,594']
['37', 'Wolverine And Jubilee Curse of\nMutants', '', '$14.99', 'Marvel', '1,580']
['38', 'Superboy Smallville Attacks', '', '$24.99', 'DC', '1,562']
['39', 'DC Comics The New 52 HC', '', '$150.00', 'DC', '1,534']
['40', 'Showcase Presents Wonder Woman Vol.\n4', '', '$19.99', 'DC', '1,531']
['41', 'Gantz Vol. 20', '', '$12.99', 'Dark Horse', '1,526']
['42', 'Superman Grounded HC Vol. 2', '', '$22.99', 'DC', '1,524']
['43', 'Marvel Masterworks Nick Fury Agent\nof Shield HC Vol. 3', '', '$59.99', 'Marvel', '1,517']
['44', 'Walking Dead Vol. 5 Best Defense', '', '$14.99', 'Image', '1,500']
['45', 'Star Wars Episode I Adventures', '', '$7.99', 'Dark Horse', '1,497']
['46', 'Oh My Goddess Vol. 40', '', '$10.99', 'Dark Horse', '1,491']
['47', 'Sandman Vol. 7 Brief Lives New Ed', '', '$19.99', 'DC', '1,486']
