['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Hulk', '1', '$2.99', 'Marvel', '133,895']
['2', 'Amazing Spider-Man', '546', '$3.99', 'Marvel', '127,856']
['3', 'Captain America', '34', '$2.99', 'Marvel', '127,524']
['4', 'Project Superpowers', '0', '$1.00', 'Dynamic', '113,100']
['5', 'Astonishing X-Men', '24', '$2.99', 'Marvel', '107,545']
['6', 'Uncanny X-Men', '494', '$2.99', 'Marvel', '105,435']
['7', 'Ultimates 3', '2', '$2.99', 'Marvel', '104,985']
['8', 'X-Men', '207', '$2.99', 'Marvel', '104,709']
['9', 'Amazing Spider-Man', '547', '$2.99', 'Marvel', '101,132']
['10', 'Amazing Spider-Man', '548', '$2.99', 'Marvel', '97,881']
['11', 'Justice League of America', '17', '$2.99', 'DC', '94,636']
['12', 'Mighty Avengers', '7', '$2.99', 'Marvel', '92,665']
['13', 'New Avengers Annual', '2', '$3.99', 'Marvel', '89,572']
['14', 'Buffy Vampire Slayer', '10', '$2.99', 'Dark Horse', '88,403']
['15', 'Mighty Avengers', '8', '$2.99', 'Marvel', '84,391']
['16', 'New X-Men', '46', '$2.99', 'Marvel', '82,592']
['17', 'X-Factor', '27', '$2.99', 'Marvel', '81,285']
['18', 'Incredible Hercules', '113', '$2.99', 'Marvel', '73,475']
['19', 'Countdown to Final Crisis', '16', '$2.99', 'DC', '69,573']
['20', 'Countdown to Final Crisis', '17', '$2.99', 'DC', '69,531']
['21', 'Countdown to Final Crisis', '15', '$2.99', 'DC', '69,448']
['22', 'Batman', '673', '$2.99', 'DC', '69,179']
['23', 'Countdown to Final Crisis', '14', '$2.99', 'DC', '68,715']
['24', 'Countdown to Final Crisis', '13', '$2.99', 'DC', '68,044']
['25', 'Green Lantern', '27', '$2.99', 'DC', '67,546']
['26', 'Wolverine', '61', '$2.99', 'Marvel', '60,808']
['27', 'Marvel Zombies 2', '4', '$2.99', 'Marvel', '60,628']
['28', 'Ultimate Spider-Man', '118', '$2.99', 'Marvel', '58,753']
['29', 'Ultimate Human', '1', '$2.99', 'Marvel', '57,439']
['30', 'Action Comics', '861', '$2.99', 'DC', '56,049']
['31', 'Avengers Initiative', '9', '$2.99', 'Marvel', '55,225']
['32', 'Teen Titans', '55', '$2.99', 'DC', '52,334']
['33', 'Superman Batman', '45', '$2.99', 'DC', '52,078']
['34', 'Wolverine Origins', '21', '$2.99', 'Marvel', '51,877']
['35', 'Detective Comics', '840', '$2.99', 'DC', '51,538']
['36', 'Ultimate X-Men', '90', '$2.99', 'Marvel', '49,594']
['37', 'Fantastic Four', '553', '$2.99', 'Marvel', '48,294']
['38', 'Ultimate Iron Man II', '2', '$2.99', 'Marvel', '46,211']
['39', 'Angel After The Fall', '3', '$3.99', 'IDW', '45,976']
['40', 'Superman', '672', '$2.99', 'DC', '44,620']
['41', 'Green Lantern Corps', '20', '$2.99', 'DC', '44,572']
['42', 'Ultimate Fantastic Four', '50', '$2.99', 'Marvel', '44,108']
['43', 'New Exiles', '1', '$2.99', 'Marvel', '43,818']
['44', 'Young Avengers Presents', '1', '$2.99', 'Marvel', '43,679']
['45', 'Thunderbolts', '118', '$2.99', 'Marvel', '43,610']
['46', 'Teen Titans Year One', '1', '$2.99', 'DC', '43,022']
['47', 'Captain America Chosen', '6', '$3.99', 'Marvel', '42,939']
['48', 'Wonder Woman', '16', '$2.99', 'DC', '42,863']
['49', 'Daredevil', '104', '$2.99', 'Marvel', '42,739']
['50', 'Flash', '236', '$2.99', 'DC', '41,431']
['51', 'World War Hulk Aftersmash Warbound', '2', '$2.99', 'Marvel', '39,757']
['52', 'Onslaught Reborn', '5', '$2.99', 'Marvel', '39,051']
['53', 'Iron Man', '25', '$3.99', 'Marvel', '38,041']
['54', 'Supergirl', '25', '$2.99', 'DC', '36,429']
['55', 'Booster Gold', '6', '$2.99', 'DC', '36,263']
['56', 'Punisher War Journal', '15', '$2.99', 'Marvel', '35,786']
['57', 'Twelve', '1', '$2.99', 'Marvel', '35,627']
['58', 'What If Spider-Man Vs Wolverine', '', '$2.99', 'Marvel', '35,253']
['59', 'Green Arrow Black Canary', '4', '$2.99', 'DC', '35,011']
['60', 'Teen Titans The Lost Annual', '', '$4.99', 'DC', '34,942']
['61', 'Moon Knight', '14', '$2.99', 'Marvel', '34,541']
['62', 'World War Hulk Aftersmash Damage\nControl', '1', '$2.99', 'Marvel', '33,559']
['63', 'X-Men Emperor Vulcan', '5', '$2.99', 'Marvel', '33,524']
['64', 'Legion of Super Heroes', '38', '$2.99', 'DC', '33,019']
['65', 'Immortal Iron Fist', '12', '$2.99', 'Marvel', '32,597']
['66', 'Nightwing', '140', '$2.99', 'DC', '32,279']
['67', 'Spider-Man With Great Power', '1', '$3.99', 'Marvel', '32,175']
['68', 'Punisher', '54', '$2.99', 'Marvel', '31,628']
['69', 'World of Warcraft', '3', '$2.99', 'DC', '31,158']
['70', 'Star Wars Legacy', '18', '$2.99', 'Dark Horse', '31,013']
['71', 'Death of New Gods', '5', '$3.50', 'DC', '30,971']
['72', 'Annihilation Conquest', '3', '$2.99', 'Marvel', '30,065']
['73', 'Robin', '170', '$2.99', 'DC', '30,024']
['74', 'Umbrella Academy Apocalypse Suite', '5', '$2.99', 'Dark Horse', '29,712']
['75', 'Nova', '10', '$2.99', 'Marvel', '29,373']
['76', 'New Warriors', '8', '$2.99', 'Marvel', '28,903']
['77', 'Black Adam Dark Age', '6', '$2.99', 'DC', '28,882']
['78', 'Ghost Rider', '19', '$2.99', 'Marvel', '28,543']
['79', 'Boys', '14', '$2.99', 'Dynamic', '28,536']
['80', 'Y The Last Man', '60', '$4.99', 'DC', '28,412']
['81', 'Anita Blake Vampire Hunter Guilty\nPleasures', '7', '$2.99', 'Marvel', '27,851']
