['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men (prism etched cover)', '350', '$3.99', 'Marvel', '171,453']
['2', 'X-Men', '70', '$2.99', 'Marvel', '166,928']
['3', 'Heroes Reborn: The Return', '1', '$2.50', 'Marvel', '160,541']
['4', 'Spawn', '67', '$1.95', 'Image', '156,355']
['5', 'Heroes Reborn: The Return', '2', '$2.50', 'Marvel', '145,584']
['6', 'Heroes Reborn: The Return', '4', '$2.50', 'Marvel', '144,138']
['7', 'Heroes Reborn: The Return', '3', '$2.50', 'Marvel', '143,530']
['8', 'Witchblade', '18', '$2.50', 'Image', '134,571']
['9', 'Wolverine', '119', '$1.99', 'Marvel', '127,250']
['10', 'JLA', '13', '$1.95', 'DC', '111,218']
['11', 'Wolverine: Days of Future Past', '1', '$2.50', 'Marvel', '106,333']
['12', 'Darkness', '9', '$2.50', 'Image', '105,405']
['13', 'Curse of Spawn', '14', '$1.95', 'Image', '101,888']
['14', 'Generation X', '33', '$1.99', 'Marvel', '97,448']
['15', 'Creech', '1', '$1.95', 'Image', '94,015']
['16', 'X-Man', '33', '$1.99', 'Marvel', '88,095']
['17', 'X-Force', '72', '$1.99', 'Marvel', '84,815']
['18', 'X-Men Unlimited', '17', '$2.99', 'Marvel', '83,836']
['19', 'X-Factor', '140', '$1.99', 'Marvel', '83,256']
['20', 'Cable', '49', '$1.99', 'Marvel', '82,429']
['21', 'Gen13', '24', '$2.50', 'Image', '82,159']
['22', 'Incredible Hulk', '459', '$1.99', 'Marvel', '76,351']
['23', 'Ascension', '2', '$2.50', 'Image', '74,365']
['24', 'Divine Right', '2', '$2.50', 'Image', '71,050']
['25', 'Amazing Spider-Man', '429', '$1.99', 'Marvel', '69,182']
['26', 'Gambit', '4', '$2.50', 'Marvel', '67,145']
['27', 'Excalibur', '115', '$1.99', 'Marvel', '66,183']
['28', 'New Mutants', '2', '$2.50', 'Marvel', '62,919']
['29', 'Alpha Flight', '5', '$1.99', 'Marvel', '61,416']
['30', 'Spider-Man', '86', '$1.99', 'Marvel', '61,231']
['31', 'Superman', '130', '$1.95', 'DC', '60,493']
['32', 'Unlimited Access', '1', '$2.99', 'Marvel', '60,133']
['33', 'Spectacular Spider-Man', '252', '$1.99', 'Marvel', '59,160']
['34', 'Kiss: The Psycho Circus', '4', '$1.95', 'Image', '58,653']
['35', 'Superman: The Man of Steel', '74', '$1.95', 'DC', '58,276']
['36', 'Action Comics', '740', '$1.95', 'DC', '58,164']
['37', 'Adventures of Superman', '553', '$1.95', 'DC', '58,040']
['38', 'Batman', '549', '$1.95', 'DC', '56,273']
['39', 'Sensational Spider-Man', '22', '$1.99', 'Marvel', '54,725']
['40', 'Tangent Comics/Green Lantern', '1', '$2.95', 'DC', '54,377']
['41', 'Tangent Comics/The Joker', '1', '$2.95', 'DC', '54,360']
['42', 'Deadpool', '11', '$3.99', 'Marvel', '53,729']
['43', 'Tangent Comics/The Flash', '1', '$2.95', 'DC', '52,480']
['44', 'Batman: The Long Halloween', '13', '$4.95', 'DC', '52,176']
['45', 'Kitty Pryde: Agent of S.H.I.E.L.D.', '1', '$2.50', 'Marvel', '52,165']
['46', 'Xena: Warrior Princess (incl. comic\nw/photo cover)', '0', '$2.95', 'Topps', '51,647']
['47', 'Quicksilver (two covers)', '2', '$1.99', 'Marvel', '51,276']
['48', 'Tangent Comics/Nightwing', '1', '$2.95', 'DC', '51,079']
['49', 'Detective Comics', '716', '$1.95', 'DC', '49,959']
['50', 'Tangent Comics/The Atom', '1', '$2.95', 'DC', '49,031']
['51', 'Batman/Predator III: Blood Ties', '2', '$1.95', 'DC', '48,614']
['52', 'Tangent Comics/Secret Six', '1', '$2.95', 'DC', '48,592']
['53', 'Tangent Comics/Sea Devils', '1', '$2.95', 'DC', '48,389']
['54', 'Tangent Comics/Doom Patrol', '1', '$2.95', 'DC', '47,703']
['55', 'Tangent Comics/Metal Men', '1', '$2.95', 'DC', '47,658']
['56', 'Thunderbolts', '9', '$1.99', 'Marvel', '47,297']
['57', 'Green Lantern', '93', '$1.95', 'DC', '46,487']
['58', 'Gen13 Bootleg', '12', '$2.50', 'Image', '45,829']
['59', 'Gen13 Interactive', '1', '$2.50', 'Image', '45,401']
['60', 'Preacher', '32', '$2.50', 'DC', '45,260']
['61', 'Gen13 3-D Special', '1', '$4.95', 'Image', '44,883']
['62', 'Sabretooth One Shot', '', '$5.99', 'Marvel', '44,219']
['63', 'Batman: Legends of the Dark Knight', '101', '$1.95', 'DC', '43,308']
['64', 'Supergirl', '16', '$1.95', 'DC', '43,285']
['65', 'Tenth', '2', '$2.50', 'Image', '43,218']
['66', "Neil Gaiman & Charles Vess'\nStardust", '1', '$5.95', 'DC', '42,931']
['67', 'Nightwing', '15', '$1.95', 'DC', '42,734']
['68', 'Lady Death: Death Becomes Her', '0', '$2.95', 'Chaos', '42,666']
['69', 'Flash', '132', '$1.95', 'DC', '42,126']
['70', 'X-Files', '35', '$2.95', 'Topps', '42,058']
['71', 'Batman: Shadow of the Bat', '69', '$1.95', 'DC', '41,676']
['72', 'Maverick', '4', '$1.99', 'Marvel', '41,451']
['73', 'Star Wars: Dark Force Rising', '6', '$2.95', 'Dark Horse', '39,853']
['74', 'Ka-Zar', '8', '$1.99', 'Marvel', '39,363']
['75', 'Catwoman', '52', '$1.95', 'DC', '38,626']
['76', 'Wonder Woman', '128', '$1.95', 'DC', '38,491']
