['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Batman', '19', '$3.99', 'DC', '132,147']
['2', 'Thanos Rising', '1', '$3.99', 'Marvel', '114,720']
['3', 'Jupiters Legacy', '1*', '$2.99', 'Image', '105,437']
['4', 'Age of Ultron', '4', '$3.99', 'Marvel', '101,057']
['5', 'Justice League', '19', '$3.99', 'DC', '100,943']
['6', 'Age of Ultron', '5', '$3.99', 'Marvel', '97,982']
['7', 'Age of Ultron', '6', '$3.99', 'Marvel', '97,242']
['8', 'Walking Dead', '109', '$2.99', 'Image', '90,362']
['9', 'Batman and Red Robin', '19', '$2.99', 'DC', '89,182']
['10', 'Guardians of the Galaxy', '2', '$3.99', 'Marvel', '88,184']
['11', 'Superior Spider-Man', '7', '$3.99', 'Marvel', '87,945']
['12', 'Superior Spider-Man', '8', '$3.99', 'Marvel', '85,671']
['13', 'All New X-Men', '10', '$3.99', 'Marvel', '84,760']
['14', 'Uncanny Avengers', '6', '$3.99', 'Marvel', '80,863']
['15', 'Uncanny X-Men', '4', '$3.99', 'Marvel', '80,047']
['16', 'Uncanny X-Men', '5', '$3.99', 'Marvel', '78,919']
['17', 'Avengers', '10', '$3.99', 'Marvel', '78,905']
['18', 'Detective Comics', '19', '$7.99', 'DC', '77,922']
['19', 'Avengers', '9', '$3.99', 'Marvel', '77,780']
['20', 'Uncanny Avengers', '7', '$3.99', 'Marvel', '77,027']
['21', 'Green Lantern', '19', '$2.99', 'DC', '71,018']
['22', 'New Avengers', '5', '$3.99', 'Marvel', '63,423']
['23', 'Wolverine', '2', '$3.99', 'Marvel', '57,165']
['24', 'Deadpool', '7', '$2.99', 'Marvel', '57,016']
['25', 'Batman Incorporated', '10', '$2.99', 'DC', '56,464']
['26', 'Indestructible Hulk', '6', '$3.99', 'Marvel', '55,470']
['27', 'Saga', '12', '$2.99', 'Image', '53,339']
['28', 'Deadpool', '8', '$2.99', 'Marvel', '52,851']
['29', 'Batman The Dark Knight', '19', '$2.99', 'DC', '52,644']
['30', 'Action Comics', '19', '$3.99', 'DC', '52,007']
['31', 'Thor God of Thunder', '7', '$3.99', 'Marvel', '51,526']
['32', 'Superman', '19', '$2.99', 'DC', '48,598']
['33', 'Captain America', '6', '$3.99', 'Marvel', '47,802']
['34', 'Wolverine And X-Men', '27AU', '$3.99', 'Marvel', '47,055']
['35', 'Nightwing', '19', '$2.99', 'DC', '46,978']
['36', 'Wonder Woman', '19', '$2.99', 'DC', '46,492']
['37', 'Batgirl', '19', '$2.99', 'DC', '45,939']
['38', 'Savage Wolverine', '4', '$3.99', 'Marvel', '45,933']
['39', 'Earth 2', '11', '$2.99', 'DC', '45,468']
['40', 'Star Wars', '4', '$2.99', 'Dark Horse', '45,019']
['41', 'Ultron', '1AU', '$3.99', 'Marvel', '44,854']
['42', 'Iron Man', '8', '$3.99', 'Marvel', '43,974']
['43', 'Green Lantern Corps', '19', '$2.99', 'DC', '43,903']
['44', 'Wolverine And X-Men', '28', '$3.99', 'Marvel', '42,718']
['45', 'Flash', '19', '$2.99', 'DC', '42,079']
['46', 'East of West', '2*', '$3.50', 'Image', '41,838']
['47', 'Cable And X-Force', '7', '$3.99', 'Marvel', '41,500']
['48', 'Green Lantern New Guardians', '19', '$2.99', 'DC', '41,481']
['49', 'Fantastic Four', '6', '$2.99', 'Marvel', '41,291']
['50', 'Before Watchmen Comedian', '6', '$3.99', 'DC', '40,852']
['51', 'Nova', '3', '$3.99', 'Marvel', '40,548']
['52', 'Daredevil', '25', '$2.99', 'Marvel', '39,822']
['53', 'Hawkeye', '9', '$2.99', 'Marvel', '39,678']
