['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['116', 'Vampirella/Painkiller Jane', '1', '$3.50', 'Harris', '20,513']
['117', 'Impulse', '39', '$1.95', 'DC', '20,433']
['118', 'Strangers in Paradise Vol. 3', '15', '$2.75', 'Abstract', '19,961']
['119', 'Wetworks', '40', '$2.50', 'Image', '19,956']
['120', 'Kabuki', '4', '$2.95', 'Image', '19,856']
['121', 'Superman Adventures', '21', '$3.95', 'DC', '19,745']
['122', 'Kents', '12', '$2.50', 'DC', '19,549']
['123', 'Marvel Team-Up', '11', '$1.99', 'Marvel', '19,052']
['124', 'Gangland', '2', '$2.95', 'DC', '18,159']
['125', 'Power of Shazam', '40', '$1.95', 'DC', '17,978']
['126', 'Dragonball Z', '3', '$2.95', 'Viz', '17,898']
['127', 'Lost in Space', '2', '$2.95', 'Dark Horse', '17,898']
['128', 'Star Trek TNG: Riker Special', '', '$3.50', 'Marvel', '17,858']
['129', 'Star Trek Unlimited', '10', '$2.99', 'Marvel', '17,722']
['130', 'Resurrrection Man', '15', '$2.50', 'DC', '17,637']
['131', "Jack Kirby's Fourth World", '17', '$1.95', 'DC', '17,532']
['132', 'Leave it to Chance', '10', '$2.95', 'Image', '17,316']
['133', 'Nevada', '3', '$2.50', 'DC', '17,286']
['134', 'Spirit: New Adventures', '3', '$3.50', 'Kitchen Sink', '17,120']
['135', 'Evil Ernie: Destroyer', '9', '$2.95', 'Chaos', '17,120']
['136', 'Dreaming: Trial and Error', '', '$5.95', 'DC', '16,914']
['137', 'Omen', '2', '$2.95', 'Chaos', '16,779']
['138', 'Star Trek: Untold Voyages', '5', '$3.50', 'Marvel', '16,648']
['139', 'Chase', '6', '$2.50', 'DC', '16,468']
['140', 'Shi: The Essential Dark Crusade', '', '$2.95', 'Crusade', '16,397']
['141', 'Cryptic Writings of Megadeth', '4', '$2.95', 'Chaos', '16,257']
['142', 'Marvel', '1', '$1.00', 'Marvel', '16,106']
['143', 'Shadows and Light', '3', '$2.99', 'Marvel', '16,086']
['144', 'Dragonball', '3', '$2.95', 'Viz', '16,036']
['145', 'Conan: River of Blood', '2', '$2.50', 'Marvel', '15,971']
['146', 'Hellblazer', '127', '$2.25', 'DC', '15,830']
['147', 'Supreme', '60', '$2.99', 'Awesome', '15,815']
['148', 'Lobo', '53', '$2.25', 'DC', '15,805']
['149', 'Marvel', '2', '$1.00', 'Marvel', '15,675']
['150', 'Aliens: Stalker', '1', '$2.50', 'Dark Horse', '15,604']
['151', 'Adventures in the DC Universe', '16', '$1.95', 'DC', '15,424']
['152', 'Transmetropolitan', '11', '$2.50', 'DC', '14,621']
['153', 'House of Secrets', '21', '$2.50', 'DC', '11,579']
['154', 'Sandman Mystery Theatre', '63', '$2.50', 'DC', '14,570']
['155', 'Welcome Back to the House of Mystery', '', '$5.95', 'DC', '14,229']
['156', 'Werewolf by Night', '6', '$2.99', 'Marvel', '14,169']
['157', 'Steel', '52', '$2.50', 'DC', '13,235']
['158', 'Sovereign Seven', '36', '$2.25', 'DC', '12,653']
['159', 'Man-Thing', '8', '$2.25', 'Marvel', '12,467']
['160', 'Major Bummer', '12', '$2.50', 'DC', '12,237']
['161', 'Dead King', '2', '$2.95', 'Chaos', '12,016']
['162', 'Crow/Razor: Kill the Pain', '2', '$3.00', 'London Night', '11,996']
['163', 'Gunsmith Cats: Goldie vs. Misty', '7', '$2.95', 'Dark Horse', '11,865']
['164', 'Hate', '30', '$3.95', 'Fantagraphics', '11,760']
['165', 'Chronos', '5', '$2.50', 'DC', '11,614']
['166', 'Vertigo Visions: Tomahawk', '', '$4.95', 'DC', '11,559']
['167', 'Young Heroes in Love', '14', '$1.95', 'DC', '11,137']
['168', 'Quantum & Woody', '16', '$2.50', 'Acclaim', '11,052']
['169', 'Blade of the Immortal: On Slient\nWIngs', '1', '$2.95', 'Dark Horse', '11,047']
['170', 'Creeper', '8', '$2.95', 'DC', '10,816']
['171', 'Ranma 1/2 Part Seven', '4', '$2.95', 'Viz', '10,676']
['172', 'Vampirella Retro', '3', '$2.50', 'Harris', '10,560']
['173', 'Neon Genesis Evangelion Book Two', '3', '$3.50', 'Viz', '10,485']
['174', 'Seekers 3000', '2', '$2.50', 'Marvel', '10,440']
['175', 'Battlestar Galactica', '5', '$2.99', 'Realm', '9,868']
['176', 'Cerebus', '230', '$2.25', 'Aardvark-Vanaheim', '9,622']
['177', 'Poison Elves', '35', '$2.50', 'Sirius', '9,612']
['178', 'Elfquest', '24', '$4.95', 'Warp', '9,586']
['179', 'Turok', '3', '$2.50', 'Acclaim', '9,190']
['180', 'Magic: The Gathering Crucible', '3', '$2.95', 'Dark Horse', '8,889']
['181', 'Deity', '0', '$2.95', 'Hyperwerks', '8,889']
['182', 'Satanika', '10', '$3.50', 'Verotik', '8,874']
['183', 'Tarzan: Carson of Venus', '1', '$2.95', 'Dark Horse', '8,608']
['184', 'X-O Manowar', '20', '$2.50', 'Acclaim', '8,512']
['185', 'Challengers of the Unknown', '18', '$2.50', 'DC', '8,462']
['186', 'X-Men Manga', '8', '$2.99', 'Marvel', '8,412']
['187', 'X-Men Manga', '9', '$2.99', 'Marvel', '8,362']
['188', 'Tarzan: Primeval', '2', '$2.95', 'Dark Horse', '8,156']
['189', 'Sonic the Hedgehog', '61', '$1.75', 'Archie', '8,131']
['190', 'Scud: Tales from the Vending Machine', '3', '$2.50', 'Fireman', '8,106']
['191', "Jackie Chan's Spartan X", '3', '$2.95', 'Image', '7,930']
['192', 'Sharky', '3', '$2.50', 'Image', '7,855']
['193', 'Warrior Nun Areala', '6', '$2.95', 'Antarctic', '7,845']
['194', 'A Distant Soil', '25', '$3.95', 'Image', '7,830']
['195', 'Essential Vertigo: Sandman', '24', '$1.95', 'DC', '7,770']
['196', "Michael Moorcock's Multiverse", '9', '$2.50', 'DC', '7,760']
['197', 'Dark Horse Presents', '132', '$2.95', 'Dark Horse', '7,433']
['198', 'Nocturnals: Witching Hour', '', '$4.95', 'Dark Horse', '7,323']
['199', 'Drakuun: Shadow of the Warlock', '4', '$2.95', 'Dark Horse', '7,313']
['200', '777 The Wrath', '3', '$3.00', 'Avatar', '7,293']
['201', 'Pinky and the Brain', '24', '$1.95', 'DC', '7,032']
['202', 'Inu Yasha', '14', '$3.25', 'Viz', '6,972']
['203', 'Coven Collected Edition', '1', '$4.95', 'Awesome', '6,956']
['204', 'Spider-Man Manga', '14', '$2.99', 'Marvel', '6,906']
['205', 'Spider-Man Manga', '15', '$3.99', 'Marvel', '6,901']
['206', 'Oni Double Feature', '5', '$2.95', 'Oni', '6,876']
['207', 'Zombieworld: Winters Dregs', '1', '$2.95', 'Dark Horse', '6,751']
['208', 'Empty Zone', '1', '$2.50', 'Sirius', '6,736']
['209', 'Acme Novelty Library', '10', '$4.95', 'Fantagraphics', '6,615']
['210', 'New Bondgae Fairies: Fairie Fetish', '3', '$2.95', 'Fantagraphics', '6,595']
['211', 'Concrete Jungle: Legend of the\nBlack Lion', '2', '$2.50', 'Acclaim', '6,560']
['212', 'Teenage Mutant Ninja Turtles', '17', '$2.95', 'Image', '6,424']
['213', 'Shadowman', '19', '$2.50', 'Acclaim', '6,289']
['214', 'Magnus: Robot Fighter', '17', '$2.50', 'Acclaim', '758']
['215', 'Robotech', '8', '$2.95', 'Antarctic', '6,264']
['216', 'Knuckles', '15', '$1.75', 'Archie', '6,224']
['217', 'Marvel Adventures', '16', '$1.50', 'Marvel', '6,194']
['218', 'Sabrina: The Teenage Witch', '16', '$1.75', 'Archie', '6,138']
['219', 'Robotech: Escape', '1', '$2.95', 'Antarctic', '6,133']
['220', 'Troublemakers', '18', '$2.50', 'Acclaim', '6,128']
['221', 'No Need for Tenchi Part Four', '6', '$2.95', 'Viz', '5,857']
['222', 'Tenth Collected', '1', '$4.95', 'Image', '5,837']
['223', 'Knight Watchman', '1', '$2.95', 'Image', '5,832']
['224', 'Scooby Doo', '12', '$1.95', 'DC', '5,792']
['225', 'Shotgun Mary', '2', '$2.95', 'Antarctic', '5,727']
['226', 'Bloodshot', '15', '$2.50', 'Acclaim', '5,727']
['227', 'Essential Vertigo: Swamp Thing', '21', '$2.25', 'DC', '5,621']
['228', 'Animaniacs', '39', '$1.95', 'DC', '5,431']
['229', 'Ashen Victor', '2', '$2.95', 'Viz', '5,411']
['230', 'Oink: Blood and Circus', '2', '$4.95', 'Kitchen Sink', '5,235']
['231', 'Book', '1', '$3.50', 'Dreamsmith', '5,145']
['232', 'Maison Ikkoku Part Seven', '11', '$3.25', 'Viz', '5,014']
['233', 'Warrior Nun Black and White', '10', '$2.95', 'Antarctic', '5,009']
['234', 'Lost Heroes', '2', '$2.95', 'Davdez', '4,984']
['235', 'Siren', '1', '$2.95', 'Image', '4,823']
['236', 'Archie', '474', '$1.75', 'Archie', '4,818']
['237', "John Bolton's Strange Wink", '3', '$2.95', 'Dark Horse', '4,803']
['238', 'Vault of Horror', '23', '$2.50', 'Gemstone', '4,803']
['239', 'Roswell', '6', '$2.95', 'Bongo', '4,798']
['240', 'Legend of Mother Sarah City of\nAngels', '7', '$3.95', 'Dark Horse', '4,763']
['241', 'Luftwaffe 1946', '10', '$2.95', 'Antarctic', '4,723']
['242', 'Dead or Alive: A Cyberpunk Western', '2', '$2.50', 'Dark Horse', '4,723']
['243', 'Silky Whip', '2', '$3.50', 'Fantagraphics', '4,693']
['244', 'Secret Plot', '8', '$2.95', 'Fantagraphics', '4,693']
['245', 'Warhammer Monthly', '3', '$2.95', 'Games Workshop', '4,603']
['246', 'Jungle Tales of Cavewoman', '1', '$2.95', 'Basement', '4,532']
['247', 'Betty & Veronica', '126', '$1.75', 'Archie', '4,492']
['248', 'Piracy', '5', '$2.50', 'Gemstone', '4,412']
['249', 'Looney Tunes', '42', '$1.95', 'DC', '4,397']
['250', 'Legend of Lemnear', '5', '$2.95', 'CPM', '4,372']
['251', 'La Cosa Nostroid', '9', '$2.95', 'Fireman', '4,326']
['252', 'Kill your Boyfriend 2nd Prnt', '', '$5.95', 'DC', '4,321']
['253', 'Betty', '64', '$1.75', 'Archie', '4,231']
['254', 'Two Faces of Tomorrow', '10', '$3.95', 'Dark Horse', '4,216']
['255', 'Two Fisted Tales', '24', '$2.50', 'Gemstone', '4,201']
['256', 'Girls of Ninja High School 1998', '', '$2.95', 'Antarctic', '4,156']
['257', 'Bohos', '2', '$2.95', 'Image', '4,126']
['258', 'Gold Digger', '40', '$2.95', 'Antarctic', '4,076']
['259', 'Eat-Man Part Two', '4', '$3.25', 'Viz', '4,060']
['260', 'Titanic', '1', '$2.95', 'Angel', '4,050']
['261', 'Cutie Honey', '6', '$2.95', 'Ironcat', '4,045']
['262', 'Cheryl Blossom', '12', '$1.75', 'Archie', '3,995']
['263', 'Cavewoman: Missing Link', '4', '$2.95', 'Basement', '3,920']
['264', 'Return of Lum Part Four', '10', '$2.95', 'Viz', '3,890']
['265', 'Veronica', '78', '$1.75', 'Archie', '3,885']
['266', 'Mobile Police Patlabor Part Two', '5', '$2.95', 'Viz', '3,865']
['267', 'Chirality', '15', '$2.95', 'CPM', '3,860']
['268', 'New Vampire Muyu Vol. 2', '2', '$2.95', 'Ironcat', '3,840']
['269', 'Archie Double Digest', '101', '$2.95', 'Archie', '3,825']
['270', 'Castle Waiting', '6', '$2.95', 'Olio', '3,769']
['271', 'Archie and Friends', '30', '$1.75', 'Archie', '3,759']
['272', 'Midnight Panther School Daze', '2', '$2.95', 'CPM', '3,634']
['273', 'Origins of Reid Fleming', '1', '$3.00', 'Deep Sea', '3,594']
['274', 'Tigress', '1', '$2.95', 'Basement', '3,528']
['275', 'Betty & Veronica Digest', '97', '$1.95', 'Archie', '3,473']
['276', 'Milk', '5', '$2.95', 'Radio', '3,438']
['277', 'Starchild Mythopolis', '5', '$2.95', 'Image', '3,408']
['278', "Archie's Pals n Gals Double Digest", '34', '$2.95', 'Archie', '3,398']
['279', 'Dragon Wars', '2', '$2.95', 'Ironcat', '3,393']
['280', 'Strangers in Paradise Gold Logo\nReprint Vol. 2', '10', '$2.75', 'Abstract', '3,383']
['281', "Archie's Vacation Special", '6', '$2.25', 'Archie', '3,368']
['282', 'Sinthia', '4', '$2.95', 'Lightning', '3,272']
['283', 'Star Wars: Jabba the Hutt Betrayal', '', '$2.50', 'Dark Horse', '3,262']
['284', 'Jughead', '107', '$1.75', 'Archie', '3,262']
['285', 'Cartoon Network Presents', '12', '$1.95', 'DC', '3,242']
['286', 'Reality Check', '10', '$2.95', 'Sirius', '3,237']
['287', 'Snowman 2', '2', '$3.50', 'Avatar', '3,197']
['288', "Jughead's Double Digest", '53', '$2.95', 'Archie', '3,177']
['289', 'Flintstones and Jetsons', '12', '$1.95', 'DC', '3,172']
['290', 'Battlestar Galactica Variant Cover', '1', '$2.99', 'Realm', '3,167']
['291', 'Land of Nod', '4', '$2.95', 'Dark Horse', '3,147']
['292', 'Faith Encore Ed.', '1', '$2.95', 'Lightning', '3,037']
['293', 'Nights into Dreams', '4', '$1.75', 'Archie', '3,016']
['294', 'Thieves and Kings', '22', '$2.35', 'I Box', '2,991']
['295', 'Gun Crisis', '1', '$2.95', 'Ironcat', '2,921']
['296', 'Laugh Digest', '143', '$1.95', 'Archie', '2,906']
['297', 'Shut Up and Die', '3', '$2.95', 'Image', '2,851']
['298', 'Jughead with Archie Digest', '142', '$1.95', 'Archie', '2,821']
['299', 'Love Drive', '1', '$2.95', 'Ironcat', '2,745']
['300', 'Foot Soldiers', '5', '$2.95', 'Image', '2,690']
['', '', '', '', '', '']
['', '', '', '', '', '']
['', '', '', '', '', '']
['', '', '', '', '', '']
['', 'Top-selling Trade Paperbacks', '', '', '', '']
['', '', '', '', '', '']
['', 'Trade Paperback title', '', 'Price', 'Publisher', 'Est. preorders']
['1', 'Made Men TPB', '', '$5.99', 'Marvel', '13,893']
['2', 'Spawn TPB VI', '', '$9.95', 'Image', '7,689']
['3', 'Tenth #0', '', '$5.00', 'American', '6,028']
['4', 'Mage The Hero Defined ', '', '$5.00', 'American', '5,978']
['5', 'JLA: Rock Of Ages Tp ', '', '$9.95', 'DC', '5,837']
['6', 'Studio Secrets\nWildstorm Approach To Comic Book Art', '$16.95', 'Image', '4,763']
['7', 'Essential Wolverine Vol. 3 ', '', '$12.99', 'Marvel', '4,342']
['8', 'Uncle Scrooge #311', '', '$6.95', 'Gladstone', '3,865']
['9', 'Mage The Hero Defined Tp Vol. 1', '', '$9.95', 'Image', '3,799']
['10', 'Strangers In\nParadise Vol. 5: Immortal Enemies Tp', '$11.95', 'Abstract', '3,247']
['11', 'Thor DFE Alternate Cover #1', '', '$6.95', 'Dynamic Forces', '3,187']
['12', 'Mixxzine Pocket Manga Sailor Moon', '', '$11.95', 'Mixxzine', '3,097']
['13', 'Walt Disney Comics and Stories #626', '', '$6.95', 'Gladstone', '3,082']
['14', 'Simpsons Comics on Parade', '', '$11.95', 'Bongo', '2,926']
['15', 'Star Wars: Jabba the Hutt', '', '$9.95', 'Dark Horse', '2,449']
['16', 'Bone Vol. 5: Rockjaw', '', '$22.95', 'Cartoon', '2,449']
['17', 'X-Men Visionaries: Chris Claremont', '', '$24.99', 'Marvel', '2,249']
['18', 'Spirit of Wonder', '', '$12.95', 'Dark Horse', '2,213']
['19', 'Uncle Scrooge Adventures in Color\n#45', '', '$9.95', 'Gladstone', '2,013']
['20', 'Uncle Scrooge Adventures in Color\n#46', '', '$9.95', 'Gladstone', '2,013']
['21', 'Bring Back the Bad Guys', '', '$24.99', 'Marvel', '1,983']
['22', 'XXXenophile Collected Vol. 4', '', '$9.95', 'XXXenophile', '1,792']
['23', 'Elric: Stormbringer', '', '$17.95', 'Dark Horse', '1,777']
['24', '777: The Wrath Nude #3', '', '$6.00', 'Avatar', '1,727']
['25', 'Uncle Scrooge and Donald Duck #2', '', '$9.95', 'Gladstone', '1,706']
