['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Uncanny X-Men', '385', '$2.25', 'Marvel', '109,829']
['2', 'X-Men', '105', '$2.25', 'Marvel', '106,815']
['3', 'Aphrodite IX', '1', '$2.50', 'Image', '103,129']
['4', 'Wolverine', '155', '$2.25', 'Marvel', '75,776']
['5', 'Fathom', '14', '$2.50', 'Image', '75,726']
['6', 'JLA', '46', '$2.25', 'DC', '72,049']
['7', 'Avengers', '33', '$2.25', 'Marvel', '69,789']
['8', 'Punisher', '7', '$2.99', 'Marvel', '68,655']
['9', 'Spawn', '101', '$2.50', 'Image', '64,022']
['10', 'Daredevil', '17', '$2.99', 'Marvel', '63,213']
['11', 'Universe X', '1', '$3.50', 'Marvel', '60,725']
['12', 'Fantastic Four', '34', '$2.25', 'Marvel', '54,899']
['13', 'Amazing Spider-Man', '22', '$2.25', 'Marvel', '49,891']
['14', 'Rising Stars', '10', '$2.50', 'Image', '49,520']
['15', 'Iron Man', '33', '$2.25', 'Marvel', '48,089']
['16', 'Batman Dark Victory', '11', '$2.95', 'DC', '46,927']
['17', 'Peter Parker Spider-Man', '22', '$2.25', 'Marvel', '46,904']
['18', 'Hellspawn', '1', '$2.50', 'Image', '46,735']
['19', 'Thor', '28', '$2.25', 'Marvel', '46,607']
['20', '4 Universe X Special', '', '$3.99', 'Marvel', '46,378']
['21', 'Batman', '582', '$2.25', 'DC', '45,734']
['22', 'X-Force', '107', '$2.25', 'Marvel', '45,441']
['23', 'Detective Comics', '749', '$2.50', 'DC', '44,320']
['24', 'Captain America', '34', '$2.25', 'Marvel', '44,124']
['25', 'Marvel Knights', '4', '$2.99', 'Marvel', '43,634']
['26', 'Preacher', '66', '$3.75', 'DC', '43,328']
['27', 'Mutant X', '24', '$2.25', 'Marvel', '42,930']
['28', 'Superman', '161', '$2.25', 'DC', '42,788']
['29', 'Batgirl', '7', '$2.50', 'DC', '42,697']
['30', 'Generation X', '68', '$2.25', 'Marvel', '41,855']
['31', 'Action Comics', '770', '$3.50', 'DC', '40,808']
['32', 'JSA', '15', '$2.50', 'DC', '40,085']
['33', 'Adventures Of Superman', '583', '$2.25', 'DC', '39,605']
['34', 'Superman The Man Of Steel', '105', '$2.25', 'DC', '39,532']
['35', 'Nightwing', '48', '$2.25', 'DC', '39,496']
['36', 'Cable', '84', '$2.25', 'Marvel', '39,463']
['37', 'Doom', '1', '$2.99', 'Marvel', '39,317']
['38', 'Avengers Infinity', '2', '$2.99', 'Marvel', '38,796']
['39', 'X-Man', '68', '$2.25', 'Marvel', '38,654']
['40', 'Thunderbolts', '43', '$2.25', 'Marvel', '38,050']
['41', 'Batman Gotham Knights', '8', '$2.50', 'DC', '38,032']
['42', 'Green Lantern', '129', '$2.25', 'DC', '37,648']
['43', 'X-Men Declassified', '', '$3.50', 'Marvel', '37,346']
['44', 'Batman Legends of the Dark Knight', '134', '$2.25', 'DC', '37,232']
['45', 'Iron Man 2000', '', '$3.50', 'Marvel', '37,040']
['46', 'Superman Emperor', '', '$3.50', 'DC', '36,779']
['47', 'JLA 80 Page Giant', '3', '$5.95', 'DC', '36,171']
['48', 'Marvel Boy', '3', '$2.99', 'Marvel', '35,649']
['49', 'Gambit', '21', '$2.25', 'Marvel', '35,155']
['50', 'Incredible Hulk', '19', '$2.25', 'Marvel', '35,027']
['51', 'Crimson', '20', '$2.50', 'DC', '35,023']
['52', 'Flash', '165', '$2.25', 'DC', '34,076']
['53', 'Planetary', '12', '$2.50', 'DC', '33,399']
