['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['66', 'Teen Titans', '94', '$2.99', 'DC', '25,187']
['67', 'Thunderbolts', '156', '$2.99', 'Marvel', '25,117']
['68', 'X-Factor', '218', '$2.99', 'Marvel', '24,826']
['69', 'Wolverine Best There Is', '5', '$3.99', 'Marvel', '24,771']
['70', 'Steve Rogers Super Soldier Annual', '1', '$3.99', 'Marvel', '24,573']
['71', 'Gotham City Sirens', '22', '$2.99', 'DC', '24,438']
['72', 'Batgirl', '20', '$2.99', 'DC', '24,310']
['73', 'Annihilators', '2', '$4.99', 'Marvel', '24,117']
['74', 'Avengers Academy', '12', '$2.99', 'Marvel', '23,578']
['75', 'Legion of Super Heroes', '12', '$2.99', 'DC', '23,419']
['76', 'Black Panther Man Without Fear', '517', '$2.99', 'Marvel', '23,120']
['77', 'Jla 80 Page Giant 2011', '1', '$5.99', 'DC', '22,995']
['78', 'Adventure Comics', '525', '$2.99', 'DC', '22,946']
['79', 'Silver Surfer', '3', '$2.99', 'Marvel', '22,540']
['80', 'Secret Warriors', '26', '$2.99', 'Marvel', '22,394']
['81', 'Shield Infinity', '\n', '$4.99', 'Marvel', '22,260']
['82', 'Heroes For Hire', '5', '$2.99', 'Marvel', '21,815']
['83', 'Supergirl', '63', '$2.99', 'DC', '21,598']
['84', 'DC Universe Online Legends', '5', '$2.99', 'DC', '21,427']
['85', 'Iron Man 2.0', '3', '$2.99', 'Marvel', '20,905']
['86', 'Titans', '34', '$2.99', 'DC', '20,590']
['87', 'DC Universe Online Legends', '6', '$2.99', 'DC', '20,461']
['88', 'Generation Hope', '6', '$2.99', 'Marvel', '20,376']
['89', 'Iron Man 2.0', '4', '$2.99', 'Marvel', '20,342']
['90', 'Secret Six', '32', '$2.99', 'DC', '19,714']
['91', 'Hellboy Buster Oakley Gets His Wish', '\n', '$3.50', 'Dark Horse', '19,049']
['92', 'Fables', '104', '$2.99', 'DC', '18,811']
['93', 'Punishermax', '12', '$3.99', 'Marvel', '18,740']
['94', 'Boys', '53', '$3.99', 'Dynamic Forces', '18,692']
['95', 'Zatanna', '12', '$2.99', 'DC', '18,432']
['96', 'Star Wars Legacy War', '5', '$3.50', 'Dark Horse', '18,141']
['97', 'Spectacular Spider-Man', '1000', '$4.99', 'Marvel', '18,133']
['98', 'Skaar King of Savage Land', '1', '$2.99', 'Marvel', '18,002']
['99', 'Tomb of Dracula Presents Throne of\nBlood', '1', '$3.99', 'Marvel', '17,754']
['100', 'Star Wars Darth Vader &\nLost Command', '4', '$3.50', 'Dark Horse', '17,740']
['101', 'Deadpool Family', '1', '$3.99', 'Marvel', '17,392']
['102', 'Wolverine & Jubilee', '4', '$2.99', 'Marvel', '17,315']
['103', 'Dark Tower Gunslinger Little\nSisters Eluria', '5', '$3.99', 'Marvel', '17,283']
['104', 'Power Girl', '23', '$2.99', 'DC', '17,071']
['105', 'Fear Itself Sins Past', '1', '$4.99', 'Marvel', '17,038']
['106', 'Deadpoolmax', '7', '$3.99', 'Marvel', '17,005']
['107', 'JSA All Stars', '17', '$2.99', 'DC', '16,706']
['108', 'Marvel Zombies Supreme', '3', '$3.99', 'Marvel', '16,473']
['109', 'American Vampire', '14', '$2.99', 'DC', '16,168']
['110', 'Walking Dead Survivors Guide', '1', '$2.99', 'Image', '16,158']
['111', 'Booster Gold', '43', '$2.99', 'DC', '16,018']
['112', 'True Blood Tainted Love', '3', '$3.99', 'IDW', '15,899']
['113', 'Invincible', '79', '$2.99', 'Image', '15,558']
['114', 'Spawn', '206', '$2.99', 'Image', '15,160']
['115', 'Dark Horse Presents', '1', '$7.99', 'Dark Horse', '15,107']
['116', 'Onslaught Unleashed', '3', '$3.99', 'Marvel', '14,960']
['117', 'Skaar King of Savage Land', '2', '$2.99', 'Marvel', '14,915']
['118', 'Danger Girl Army of Darkness', '1', '$3.99', 'Dynamic Forces', '14,869']
['119', 'Infestation', '2', '$3.99', 'IDW', '14,606']
['120', 'Godzilla Kingdom of Monsters', '2', '$3.99', 'IDW', '14,492']
['121', 'Warlord of Mars Dejah Thoris', '2', '$3.99', 'Dynamic Forces', '14,286']
['122', 'Haunt', '15', '$2.99', 'Image', '14,280']
['123', 'Osborn', '5', '$3.99', 'Marvel', '13,915']
['124', 'Warlord of Mars', '6', '$3.99', 'Dynamic Forces', '13,837']
['125', 'Cinderella Fables Are Forever', '3', '$2.99', 'DC', '13,668']
['126', 'First Wave Special', '1', '$3.99', 'DC', '13,366']
['127', 'Spider-Girl', '6', '$2.99', 'Marvel', '13,235']
['128', 'Outsiders', '38', '$2.99', 'DC', '13,092']
['129', 'Angel', '44', '$3.99', 'IDW', '12,897']
['130', 'Conan Road of Kings', '4', '$3.50', 'Dark Horse', '12,827']
['131', 'BPRD Dead Remembered', '1 Jo Chen Cvr', '$3.50', 'Dark Horse', '12,825']
['132', 'Namor First Mutant', '9', '$2.99', 'Marvel', '12,493']
['133', 'Captain America Fighting Avenger', '1', '$4.99', 'Marvel', '12,486']
['134', 'Super Dinosaur', '1', '$2.99', 'Image', '12,473']
['135', 'Chew', '18', '$2.99', 'Image', '12,438']
['136', 'G.I. Joe Vol.2', '0', '$3.99', 'IDW', '12,353']
['137', 'King Conan Scarlet Citadel', '3', '$3.50', 'Dark Horse', '12,158']
['138', 'Ruse', '2', '$2.99', 'Marvel', '11,861']
['139', 'Hawkeye: Blind Spot', '3', '$2.99', 'Marvel', '11,702']
['140', 'Wolverine Hercules Myths Monsters\nand Mutants', '2', '$2.99', 'Marvel', '11,389']
['141', 'Marvel Backlist Reading Chronology', '1', '$1.99', 'Marvel', '11,078']
['142', 'Unwritten', '24', '$2.99', 'DC', '11,028']
['143', 'Morning Glories', '9', '$2.99', 'Image', '10,975']
['144', 'Sigil', '2', '$2.99', 'Marvel', '10,887']
['145', 'Godzilla Kingdom of Monsters', '1', '$3.99', 'IDW', '10,783']
['146', 'Izombie', '12', '$2.99', 'DC', '10,727']
['147', 'Green Hornet', '15', '$3.99', 'Dynamic Forces', '10,708']
['148', 'Suicide Girls', '1', '$3.99', 'IDW', '10,613']
['149', 'Lady Death', '4', '$3.99', 'Avatar', '10,391']
['150', 'Jonah Hex', '66', '$2.99', 'DC', '10,335']
['151', 'Irredeemable', '24', '$3.99', 'Boom', '10,274']
['152', 'G.I. Joe A Real American Hero', '165', '$3.99', 'IDW', '10,218']
['153', 'Rebels', '27', '$2.99', 'DC', '10,014']
['154', 'Captain America Hail Hydra', '4', '$2.99', 'Marvel', '9,838']
['155', 'Dungeons And Dragons', '5', '$3.99', 'IDW', '9,833']
['156', 'Transformers Ongoing', '18', '$3.99', 'IDW', '9,813']
['157', 'Thunder Agents', '6', '$2.99', 'DC', '9,680']
['158', 'Weird Worlds', '4', '$3.99', 'DC', '9,665']
['159', 'Dungeons And Dragons', '6', '$3.99', 'IDW', '9,520']
['160', 'Thunderstrike', '5', '$3.99', 'Marvel', '9,446']
['161', 'Doom Patrol', '21', '$2.99', 'DC', '9,435']
['162', 'Hellblazer', '278', '$2.99', 'DC', '9,417']
['163', 'Young Justice', '3', '$2.99', 'DC', '9,407']
['164', 'Planet of The Apes', '1', '$3.99', 'Boom', '9,333']
['165', 'Power Man And Iron Fist', '4', '$2.99', 'Marvel', '9,322']
['166', 'Thor Asgards Avenger', '1', '$4.99', 'Marvel', '9,251']
['167', 'Witchfinder Lost & Gone\nForever', '3', '$2.99', 'Dark Horse', '9,248']
['168', 'Thunderbolts From Marvel Vault', '1', '$2.99', 'Marvel', '9,001']
['169', 'Spongebob Comics', '2', '$2.99', 'Bongo', '8,930']
['170', 'Image Firsts Invincible', '1', '$1.00', 'Image', '8,882']
['171', 'Nonplayer', '1', '$2.99', 'Image', '8,869']
['172', 'Ozma of Oz', '5', '$3.99', 'Marvel', '8,797']
['173', 'Star Wars Darth Vader &\nLost Command', '3', '$3.50', 'Dark Horse', '8,624']
['174', 'Freedom Fighters', '8', '$2.99', 'DC', '8,601']
['175', 'Hack Slash', '3 Cvr A Seeley', '$3.50', 'Image', '8,554']
['176', 'John Byrne Next Men', '5', '$3.99', 'IDW', '8,525']
['177', 'Sweet Tooth', '20', '$2.99', 'DC', '8,361']
['178', 'Xombi', '2', '$2.99', 'DC', '8,345']
['179', 'Halo Fall of Reach Covenant', '1', '$3.99', 'Marvel', '8,313']
['180', 'Incorruptible', '17', '$3.99', 'Boom', '8,257']
['181', 'Thor Whosoever Wields This Hammer', '1', '$4.99', 'Marvel', '8,225']
['182', 'Turok Son of Stone', '2', '$3.50', 'Dark Horse', '8,015']
['183', 'Spike', '7', '$3.99', 'IDW', '7,836']
['184', 'Mass Effect Evolution', '4 Massimo Carnevale Cvr', '$3.50', 'Dark Horse', '7,815']
['185', 'Infinite Vacation', '2', '$3.50', 'Image', '7,786']
['186', 'Axe Cop Bad Guy Earth', '2', '$3.50', 'Dark Horse', '7,783']
['187', 'Doctor Who Ongoing Vol.2', '4', '$3.99', 'IDW', '7,477']
['188', 'Tiny Titans', '39', '$2.99', 'DC', '7,445']
['189', 'Doc Savage', '13', '$2.99', 'DC', '7,426']
['190', 'Transformers Heart of Darkness', '2', '$3.99', 'IDW', '7,426']
['191', 'Death of Zorro', '2', '$3.99', 'Dynamic Forces', '7,309']
['192', 'Fear Itself Spotlight Fear', '\n', '$3.99', 'Marvel', '7,275']
['193', 'Grimm Fairy Tales', '58', '$2.99', 'Zenescope', '7,198']
['194', 'House of Mystery', '36', '$2.99', 'DC', '7,096']
['195', 'Doctor Solar Man of Atom', '6', '$3.50', 'Dark Horse', '7,046']
['196', 'Spirit', '13', '$2.99', 'DC', '7,041']
['197', 'Anita Blake Circus of Damned Ingenue', '3', '$3.99', 'Marvel', '7,018']
['198', 'Northlanders', '39', '$2.99', 'DC', '6,983']
['199', 'Last Phantom', '6', '$3.99', 'Dynamic Forces', '6,902']
['200', 'Rasl', '10', '$3.50', 'Cartoon', '6,870']
['201', 'Simpsons Comics', '177', '$2.99', 'Bongo', '6,837']
['202', 'Doctor Who Fairytale Life', '1', '$3.99', 'IDW', '6,778']
['203', 'Locke & Key Keys To The\nKingdom', '6', '$3.99', 'IDW', '6,769']
['204', 'FF', '1', '$3.99', 'Marvel', '6,700']
['205', 'Solomon Kane Red Shadows', '1 Guy Davis Cvr', '$3.50', 'Dark Horse', '6,647']
['206', 'Sonic Universe', '27', '$2.99', 'Archie', '6,636']
['207', 'Charismagic', '1 Cvr A Randolph', '$2.99', 'Aspen', '6,625']
['208', 'Carbon Grey', '2', '$2.99', 'Image', '6,584']
['209', 'All New Batman The Brave And The\nBold', '6', '$2.99', 'DC', '6,324']
['210', 'Red Sonja Revenge of the Gods', '2', '$3.99', 'Dynamic Forces', '6,322']
['211', 'Scalped', '48', '$2.99', 'DC', '6,272']
['212', 'Walking Dead', '83', '$2.99', 'Image', '6,252']
['213', '68 (Sixty Eight)', '1 Cvr B Nat Jones & Jay\nFotos', '$3.99', 'Image', '6,149']
['214', 'Green Hornet Aftermath', '1', '$1.99', 'Dynamic Forces', '6,129']
['215', 'Red Sonja Break The Skin One Shot', '\n', '$4.99', 'Dynamic Forces', '6,115']
['216', 'Transformers Rising Storm', '3', '$3.99', 'IDW', '6,050']
['217', 'Thor MGC', '7', '$1.00', 'Marvel', '5,951']
['218', 'Kevin Smith Kato', '9', '$3.99', 'Dynamic Forces', '5,944']
['219', 'Blue Estate', '1', '$2.99', 'Image', '5,926']
['220', 'Darkwing Duck', '11', '$3.99', 'Boom', '5,897']
['221', 'Night of the Living Dead', '4', '$3.99', 'Avatar', '5,879']
['222', 'Transformers 3 Movie Prequel\nFoundation', '3', '$3.99', 'IDW', '5,863']
['223', 'DMZ', '64', '$2.99', 'DC', '5,851']
['224', 'Spider-Man Power Comes\nResponsibility', '1', '$3.99', 'Marvel', '5,838']
['225', 'Casanova Gula', '4', '$3.99', 'Marvel', '5,808']
['226', 'New York Five', '4', '$2.99', 'DC', '5,785']
['227', 'Dungeons & Dragons Dark Sun', '4', '$3.99', 'IDW', '5,717']
['228', 'Stan Lee Soldier Zero', '7', '$3.99', 'Boom', '5,706']
['229', 'Stan Lee Traveler', '6', '$3.99', 'Boom', '5,559']
['230', 'Bart Simpson Comics', '59', '$2.99', 'Bongo', '5,490']
['231', 'Night of the Living Dead 2011 Annual', '\n', '$3.99', 'Avatar', '5,418']
['232', 'Velocity', '4', '$3.99', 'Image', '5,247']
['233', 'Stan Lee Starborn', '5', '$3.99', 'Boom', '5,182']
['234', 'Madman New Giant Size Super Ginchy\nSpec One Shot', '0', '$5.99', 'Image', '5,149']
['235', 'Usagi Yojimbo', '136', '$3.50', 'Dark Horse', '5,137']
['236', 'Butcher Baker Righteous Maker', '2', '$2.99', 'Image', '5,098']
['237', 'Spider-Man', '13', '$2.99', 'Marvel', '5,083']
['238', 'Walking Dead Weekly', '14', '$2.99', 'Image', '5,003']
['239', 'Walking Dead Weekly', '16', '$2.99', 'Image', '4,956']
['240', 'Venom', '1 2nd Ptg Quesada Var', '$3.99', 'Marvel', '4,955']
['241', 'Walking Dead Weekly', '15', '$2.99', 'Image', '4,922']
['242', 'Jim Butcher Dresden Files Fool Moon', '1', '$3.99', 'Dynamic Forces', '4,907']
['243', 'Walking Dead Weekly', '17', '$2.99', 'Image', '4,884']
['244', 'Jericho Season 3', '5', '$3.99', 'IDW', '4,768']
['245', 'Fantastic Four', '588 2nd Ptg Davis Var', '$3.99', 'Marvel', '4,624']
['246', 'Zombies Vs Robots Undercity', '1', '$3.99', 'IDW', '4,605']
['247', 'Scooby Doo Where Are You', '8', '$2.99', 'DC', '4,599']
['248', 'House of M MGC', '1', '$1.00', 'Marvel', '4,551']
['249', 'New Mutants', '22', '$2.99', 'Marvel', '4,499']
['250', 'Robert Jordan Wheel of Time Eye of\nthe World', '9', '$3.99', 'Dynamic Forces', '4,469']
['251', 'Green Hornet Strikes', '7', '$3.99', 'Dynamic Forces', '4,408']
['252', 'Broken Trinity Pandoras Box', '6', '$3.99', 'Image', '4,406']
['253', 'Ultimate X-Men MGC', '1', '$1.00', 'Marvel', '4,368']
['254', 'Kato Origins', '8 The Hellfire Club', '$3.99', 'Dynamic Forces', '4,226']
['255', 'Let Me In Crossroads', '4 Sean Phillips Cvr', '$3.99', 'Dark Horse', '4,224']
['256', 'Green Wake', '1', '$3.50', 'Image', '4,209']
['257', 'DC Comics Presents Batman Arkham', '1', '$7.99', 'DC', '4,143']
['258', 'Wolverine Best There Is Contagion', '1', '$4.99', 'Marvel', '4,090']
['259', 'Who Is Jake Ellis', '3', '$2.99', 'Image', '4,087']
['260', 'Orson Scott Cards Speaker For Dead', '4', '$3.99', 'Marvel', '4,071']
['261', 'Farscape', '18', '$3.99', 'Boom', '4,070']
['262', 'Formic Wars Burning Earth', '4', '$3.99', 'Marvel', '4,068']
['263', 'Conan Legacy Frazetta Cover', '7', '$6.99', 'Dark Horse', '3,945']
['264', 'Ultimate Fantastic Four MGC', '1', '$1.00', 'Marvel', '3,808']
['265', 'Jurassic Park Devils In The Desert', '4', '$3.99', 'IDW', '3,671']
['266', 'Archie', '620', '$2.99', 'Archie', '3,644']
['267', 'Strange Case of Mr Hyde', '1', '$3.50', 'Dark Horse', '3,605']
['268', 'Chip N Dale Rescue Rangers', '5', '$3.99', 'Boom', '3,577']
['269', 'Amory Wars Keeping Secrets of\nSilent Earth 3', '10', '$3.99', 'Boom', '3,515']
['270', 'Uncle Scrooge', '402', '$3.99', 'Boom', '3,515']
['271', 'Sixth Gun', '11', '$3.99', 'Oni', '3,418']
['272', 'Knights of The Dinner Table', '173', '$5.99', 'Kenzer', '3,408']
['273', 'Boondock Saints Mob War', '1 A Cvr Brunner', '$3.99', '12 Gauge', '3,389']
['274', 'Super Heroes', '13', '$2.99', 'Marvel', '3,355']
['275', 'Astonishing Spider-Man Wolverine\nAnother Fine Mess', '1', '$4.99', 'Marvel', '3,352']
['276', 'Fallen Angel Return of The Son', '3', '$3.99', 'IDW', '3,333']
['277', 'X-Men Legacy', '245 2nd Ptg Mann Var', '$2.99', 'Marvel', '3,315']
['278', 'Monster Hunters Survival Guide', '4 A Cvr Qualano', '$2.99', 'Zenescope', '3,300']
['279', 'Infamous', '3', '$2.99', 'DC', '3,246']
['280', 'Dean Koontz Nevermore', '1', '$3.99', 'Dynamic Forces', '3,198']
['281', 'Infamous', '4', '$2.99', 'DC', '3,092']
['282', '28 Days Later', '22', '$3.99', 'Boom', '3,056']
['283', 'G.I. Joe Cobra', '1 100 Penny Press', '$1.00', 'IDW', '3,025']
['284', 'Angel 100 Pg Spectacular', '\n', '$7.99', 'IDW', '2,988']
['285', 'Fear Itself Book of The Skull', '1', '$3.99', 'Marvel', '2,952']
['286', 'Star Trek Countdown', '1 100 Penny Press', '$1.00', 'IDW', '2,952']
['287', 'Orc Stain', '6', '$2.99', 'Image', '2,949']
['288', 'Hate Annual', '9', '$4.95', 'Fantagraphics', '2,940']
['289', 'Deus Ex', '3', '$2.99', 'DC', '2,926']
['290', 'Life With Archie Married Life', '9 May June 2011', '$3.99', 'Archie', '2,902']
['291', 'Raise The Dead II', '4', '$3.99', 'Dynamic Forces', '2,874']
['292', 'Emma', '2', '$3.99', 'Marvel', '2,869']
['293', 'Memoir', '3', '$3.50', 'Image', '2,844']
['294', 'Doctor Who Classics Series 4', '3 Seventh Doctor', '$3.99', 'IDW', '2,841']
['295', 'Age of X Universe', '1', '$3.99', 'Marvel', '2,833']
['296', 'Lil Depressed Boy', '3', '$2.99', 'Image', '2,808']
['297', 'Donald Duck', '365', '$3.99', 'Boom', '2,798']
['298', 'Green Lantern Emerald Warriors', '8', '$2.99', 'DC', '2,788']
['299', 'Vertigo Resurrected Hellblazer Bad\nBlood', '1', '$7.99', 'DC', '2,783']
['300', 'Daomu', '3', '$2.99', 'Image', '2,767']
['302', 'Walt Disneys Comics &\nStories', '718', '$3.99', 'Boom', '2,727']
['305', 'Shonen Jump May 2011', '\n', '$4.99', 'Viz', '2,656']
['306', 'Mickey Mouse', '307', '$3.99', 'Boom', '2,631']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Top-selling trade paperbacks', '\n', '\n', '\n', '\n']
['\n', '\n', '\n', '\n', '\n', '\n']
['\n', 'Trade Paperback title', '\n', 'Price', 'Publisher', 'Est. sales']
['1', 'Fables Vol.15 Rose Red', '', '$17.99', 'DC', '11,604']
['2', 'Boys Vol. 8 Highland Laddie', '', '$19.99', 'Dynamic Forces', '5,284']
['3', 'Invincible Vol.14 Viltrumite War', '', '$19.99', 'Image', '5,098']
['4', 'Green Lantern Secret Origin', '', '$14.99', 'DC', '3,881']
['5', 'Flash Rebirth', '', '$14.99', 'DC', '3,096']
['6', 'Dan Clowes Mister Wonderful Love\nStory', '', '$19.95', 'Random House', '2,664']
['7', 'Ultimate Comics Avengers Crime And\nPunishment', '', '$19.99', 'Marvel', '2,563']
['8', 'Chaos War', '', '$19.99', 'Marvel', '2,538']
['9', 'Y The Last Man Deluxe Edition HC\nVol. 5', '', '$29.99', 'DC', '2,498']
['10', 'Gotham City Sirens Vol. 1 Union', '', '$17.99', 'DC', '2,475']
['11', 'Star Wars Invasion Vol. 2 Rescues', '', '$17.99', 'Dark Horse', '2,456']
['12', 'Deadpool Corps Vol. 1\nPool-Pocalypse Now', '', '$16.99', 'Marvel', '2,386']
['13', 'Red Hulk Scorched Earth', '', '$19.99', 'Marvel', '2,385']
['14', 'Uncanny X-Force Prem HC Apocalypse\nSolution', '', '$19.99', 'Marvel', '2,328']
['15', 'Shield HC Architects of Forever', '', '$24.99', 'Marvel', '2,324']
['16', 'Spider-Man One Moment In Time', '', '$19.99', 'Marvel', '2,264']
['17', 'Superman Batman Worship', '', '$17.99', 'DC', '2,247']
['18', 'Stephen Kings N', '', '$19.99', 'Marvel', '2,142']
['19', 'Walking Dead Vol. 1 Days Gone Bye', '', '$9.99', 'Image', '2,114']
['20', 'Chaos War Avengers', '', '$19.99', 'Marvel', '2,084']
['21', 'Showcase Presents Green Lantern\nVol. 5', '', '$19.99', 'DC', '2,055']
['22', 'Doomwar', '', '$15.99', 'Marvel', '2,027']
['23', 'Marvel Zombies 5', '', '$19.99', 'Marvel', '2,016']
['24', 'Fantastic Four By Jonathan Hickman\nPrem HC Vol. 4', '', '$24.99', 'Marvel', '1,983']
['25', 'X-Men God Loves Man Kills', '', '$14.99', 'Marvel', '1,968']
['26', 'Grimm Fairy Tales Vol. 9', '', '$15.99', 'Zenescope', '1,871']
['27', 'Transmetropolitan Vol. 9 The Cure\nNew Ed', '', '$14.99', 'DC', '1,846']
['28', 'Time Masters Vanishing Point', '', '$14.99', 'DC', '1,842']
['29', 'Captain America Vs Red Skull', '', '$24.99', 'Marvel', '1,695']
['30', 'Black Butler Vol. 5', '', '$11.99', 'Hachette', '1,670']
['31', 'Avengers Prime Prem HC', '', '$24.99', 'Marvel', '1,630']
['32', 'Justice League Generation Lost HC\nVol. 1', '', '$39.99', 'DC', '1,613']
['33', 'Thor By Walter Simonson Omnibus HC', '', '$125.00', 'Marvel', '1,612']
['34', 'Aaron And Ahmed HC', '', '$24.99', 'DC', '1,608']
['35', 'Spider-Man New York Stories', '', '$19.99', 'Marvel', '1,598']
['36', 'Classic G.I. Joe Vol.11', '', '$24.99', 'IDW', '1,592']
['37', 'Jonah Hex Tall Tales', '', '$14.99', 'DC', '1,524']
['38', 'Captain America Trial of Captain\nAmerica Prem HC', '', '$24.99', 'Marvel', '1,472']
['39', 'Halo Fall of Reach Prem HC Boot Camp', '', '$19.99', 'Marvel', '1,465']
['40', 'Ex Machina Deluxe Edition HC Vol. 5', '', '$29.99', 'DC', '1,449']
['41', 'Punisher Franken-Castle', '', '$34.99', 'Marvel', '1,438']
['42', 'Rosario Vampire Season Ii Vol. 4', '', '$9.99', 'Viz', '1,407']
['43', 'Sandman Vol. 5 A Game of You New Ed', '', '$19.99', 'DC', '1,406']
['44', 'X-23 Prem HC Vol. 1 Killing Dream', '', '$19.99', 'Marvel', '1,397']
['45', 'Superman Codename Patriot', '', '$14.99', 'DC', '1,396']
['46', 'Black Dynamite Slave Island Gn', '', '$5.95', 'Ape', '1,388']
['47', 'Essential Thor Vol. 5', '', '$19.99', 'Marvel', '1,387']
['48', 'High School of Dead Vol. 2', '', '$13.99', 'Hachette', '1,376']
['49', 'Mmw Doctor Strange HC Vol. 5', '', '$54.99', 'Marvel', '1,370']
['50', 'Marijuanaman HC', '', '$24.99', 'Image', '1,361']
['51', 'Mmw Atlas Era Strange Tales HC Vol.\n4', '', '$59.99', 'Marvel', '1,321']
['52', 'Ultimate Comics Avengers Prem HC\nBlade Vs Avengers', '', '$24.99', 'Marvel', '1,292']
['53', 'Our Army At War', '', '$14.99', 'DC', '1,284']
['54', 'Warcraft Shadow Wing Vol. 2 (of 2)\nNexus Point', '', '$12.99', 'Tokyopop', '1,282']
['55', 'Walking Dead Vol. 2 Miles Behind Us', '', '$14.99', 'Image', '1,273']
['56', 'Hitman Vol. 4 Ace of Killers', '', '$17.99', 'DC', '1,244']
['57', 'Booster Gold Past Imperfect', '', '$17.99', 'DC', '1,230']
