['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Avengers Vs X-Men', '6', '$3.99', 'Marvel', '190,705']
['2', 'Avengers Vs X-Men', '5', '$3.99', 'Marvel', '186,555']
['3', 'Batman', '10', '$3.99', 'DC', '130,265']
['4', 'Justice League', '10', '$3.99', 'DC', '127,090']
['5', 'Before Watchmen Minutemen', '1*', '$3.99', 'DC', '107,517']
['6', 'Before Watchmen Comedian', '1*', '$3.99', 'DC', '104,142']
['7', 'Before Watchmen Silk Spectre', '1*', '$3.99', 'DC', '102,955']
['8', 'Before Watchmen Nite Owl', '1*', '$3.99', 'DC', '101,297']
['9', 'Spider-Men', '1', '$3.99', 'Marvel', '94,548']
['10', 'AVX Vs', '3', '$3.99', 'Marvel', '94,528']
['11', 'Detective Comics', '10', '$3.99', 'DC', '83,317']
['12', 'Astonishing X-Men', '51', '$3.99', 'Marvel', '82,654']
['13', 'Action Comics', '10', '$3.99', 'DC', '80,751']
['14', 'Green Lantern', '10', '$2.99', 'DC', '80,615']
['15', 'Batman Incorporated', '2', '$2.99', 'DC', '73,654']
['16', 'Batman The Dark Knight', '10', '$2.99', 'DC', '71,671']
['17', 'Uncanny X-Men', '13', '$3.99', 'Marvel', '70,521']
['18', 'Avengers', '27', '$3.99', 'Marvel', '68,885']
['19', 'Earth 2', '2*', '$2.99', 'DC', '68,342']
['20', 'Spider-Men', '2', '$3.99', 'Marvel', '68,283']
['21', 'Uncanny X-Men', '14', '$3.99', 'Marvel', '67,793']
['22', 'Batman And Robin', '10', '$2.99', 'DC', '66,894']
['23', 'New Avengers', '27', '$3.99', 'Marvel', '64,927']
['24', 'Wolverine And X-Men', '12', '$3.99', 'Marvel', '64,838']
['25', 'Amazing Spider-Man', '687', '$3.99', 'Marvel', '62,680']
['26', 'Hit-Girl', '1', '$2.99', 'Marvel', '60,409']
['27', 'Amazing Spider-Man', '688', '$3.99', 'Marvel', '59,493']
['28', 'Aquaman', '10', '$2.99', 'DC', '59,288']
['29', 'Superman', '10', '$2.99', 'DC', '59,081']
['30', 'Walking Dead', '99', '$2.99', 'Image', '55,710']
['31', 'Flash', '10', '$2.99', 'DC', '55,681']
['32', 'Secret Avengers', '28', '$3.99', 'Marvel', '51,572']
['33', 'Nightwing', '10', '$2.99', 'DC', '50,585']
['34', 'X-Men Legacy', '268', '$2.99', 'Marvel', '49,163']
['35', 'Uncanny X-Force', '26', '$3.99', 'Marvel', '47,522']
['36', 'Teen Titans', '10', '$2.99', 'DC', '47,491']
