['\n', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Batman', '1', '$2.99', 'DC', '188,420']
['2', 'Action Comics', '1', '$3.99', 'DC', '182,748']
['3', 'Green Lantern', '1', '$2.99', 'DC', '141,682']
['4', 'Flash', '1', '$2.99', 'DC', '129,260']
['5', 'Superman', '1*', '$2.99', 'DC', '118,376']
['6', 'Detective Comics', '1*', '$2.99', 'DC', '103,392']
['7', 'Batman The Dark Knight', '1*', '$2.99', 'DC', '98,389']
['8', 'Fear Itself', '6', '$3.99', 'Marvel', '93,032']
['9', 'Ultimate Comics Spider-Man', '1', '$3.99', 'Marvel', '87,237']
['10', 'Batman And Robin', '1*', '$2.99', 'DC', '85,242']
['11', 'Green Lantern New Guardians', '1', '$2.99', 'DC', '84,033']
['12', 'Batgirl', '1*', '$2.99', 'DC', '81,489']
['13', 'Wonder Woman', '1', '$2.99', 'DC', '76,214']
['14', 'Green Lantern Corps', '1*', '$2.99', 'DC', '74,769']
['15', 'Teen Titans', '1', '$2.99', 'DC', '73,675']
['16', 'Aquaman', '1*', '$2.99', 'DC', '72,272']
['17', 'Batwoman', '1', '$2.99', 'DC', '72,228']
['18', 'Amazing Spider-Man', '669', '$3.99', 'Marvel', '71,944']
['19', 'Red Lanterns', '1*', '$2.99', 'DC', '66,546']
['20', 'Justice League Dark', '1*', '$2.99', 'DC', '62,856']
['21', 'Nightwing', '1*', '$2.99', 'DC', '62,717']
['22', 'Ultimate Comics X-Men', '1', '$3.99', 'Marvel', '62,080']
['23', 'Avengers', '17', '$3.99', 'Marvel', '61,492']
['24', 'Justice League International', '1*', '$2.99', 'DC', '61,079']
['25', 'Uncanny X-Men', '543', '$3.99', 'Marvel', '58,326']
['26', 'New Avengers', '16', '$3.99', 'Marvel', '57,959']
['27', 'Amazing Spider-Man', '670', '$3.99', 'Marvel', '57,599']
['28', 'Green Arrow', '1*', '$2.99', 'DC', '55,512']
['29', 'Swamp Thing', '1', '$2.99', 'DC', '54,757']
['30', 'Captain America', '3', '$3.99', 'Marvel', '54,413']
['31', 'Supergirl', '1*', '$2.99', 'DC', '54,052']
['32', 'Uncanny X-Force', '15', '$3.99', 'Marvel', '53,771']
['33', 'Catwoman', '1*', '$2.99', 'DC', '53,670']
['34', 'FF', '9', '$2.99', 'Marvel', '53,091']
['35', 'Ultimate Comics Spider-Man', '2', '$3.99', 'Marvel', '52,569']
['36', 'X-Men Schism', '4', '$3.99', 'Marvel', '52,509']
['37', 'New Avengers', '16.1', '$2.99', 'Marvel', '51,506']
['38', 'Kick-Ass 2', '4', '$2.99', 'Marvel', '51,014']
