['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Guardians of the Galaxy', '1', '$3.99', 'Marvel', '211,312']
['2', 'Age of Ultron', '1', '$3.99', 'Marvel', '174,952']
['3', 'Batman', '18', '$3.99', 'DC', '137,893']
['4', 'Wolverine', '1', '$3.99', 'Marvel', '117,669']
['5', 'Age of Ultron', '2', '$3.99', 'Marvel', '109,383']
['6', 'Justice League', '18', '$3.99', 'DC', '102,494']
['7', 'Age of Ultron', '3', '$3.99', 'Marvel', '100,347']
['8', 'Superior Spider-Man', '5', '$3.99', 'Marvel', '94,224']
['9', 'Justice League of America', '2', '$3.99', 'DC', '91,734']
['10', 'All New X-Men', '8', '$3.99', 'Marvel', '90,990']
['11', 'Superior Spider-Man', '6', '$3.99', 'Marvel', '86,614']
['12', 'Superior Spider-Man', '6AU', '$3.99', 'Marvel', '85,807']
['13', 'Uncanny X-Men', '3', '$3.99', 'Marvel', '85,775']
['14', 'Uncanny Avengers', '5', '$3.99', 'Marvel', '84,382']
['15', 'Avengers', '8', '$3.99', 'Marvel', '82,691']
['16', 'All New X-Men', '9', '$3.99', 'Marvel', '81,695']
['17', 'Avengers', '7', '$3.99', 'Marvel', '78,278']
['18', 'Detective Comics', '18', '$3.99', 'DC', '76,237']
['19', 'Green Lantern', '18', '$2.99', 'DC', '69,801']
['20', 'Batman And Robin', '18', '$2.99', 'DC', '69,614']
['21', 'Walking Dead', '108', '$2.99', 'Image', '67,423']
['22', 'New Avengers', '4', '$3.99', 'Marvel', '65,150']
['23', 'Batman Incorporated', '9', '$2.99', 'DC', '64,067']
['24', 'Action Comics', '18', '$4.99', 'DC', '61,879']
['25', 'Deadpool', '6', '$2.99', 'Marvel', '57,095']
['26', 'Indestructible Hulk', '5', '$3.99', 'Marvel', '54,967']
['27', 'Batman The Dark Knight', '18', '$2.99', 'DC', '54,269']
['28', 'Aquaman', '18', '$2.99', 'DC', '53,337']
['29', 'Uncanny X-Force', '3', '$3.99', 'Marvel', '51,721']
['30', 'Batgirl', '18', '$2.99', 'DC', '51,677']
['31', 'Thor God of Thunder', '6', '$3.99', 'Marvel', '50,481']
['32', 'Savage Wolverine', '3', '$3.99', 'Marvel', '50,310']
['33', 'Saga', '11', '$2.99', 'Image', '50,023']
['34', 'Superman', '17', '$2.99', 'DC', '49,666']
['35', 'East of West', '1*', '$3.50', 'Image', '49,518']
['36', 'Captain America', '5', '$3.99', 'Marvel', '49,186']
['37', 'Superman', '18', '$2.99', 'DC', '48,236']
['38', 'Nightwing', '18', '$2.99', 'DC', '48,223']
['39', 'Before Watchmen Rorschach', '4', '$3.99', 'DC', '47,112']
['40', 'Nova', '2', '$3.99', 'Marvel', '46,725']
['41', 'Secret Avengers', '2', '$3.99', 'Marvel', '46,419']
['42', 'Earth 2', '10', '$2.99', 'DC', '46,213']
['43', 'Fantastic Four', '5AU', '$3.99', 'Marvel', '45,756']
['44', 'Star Wars', '3', '$2.99', 'Dark Horse', '45,522']
['45', 'Cable And X-Force', '5', '$3.99', 'Marvel', '44,680']
['46', 'Green Lantern Corps', '18', '$2.99', 'DC', '44,215']
['47', 'Iron Man', '7', '$3.99', 'Marvel', '44,040']
['48', 'Cable And X-Force', '6', '$3.99', 'Marvel', '42,896']
['49', 'Fantastic Four', '5', '$2.99', 'Marvel', '42,590']
['50', 'Teen Titans', '18', '$2.99', 'DC', '42,055']
['51', 'Green Lantern New Guardians', '18', '$2.99', 'DC', '42,028']
['52', 'Wolverine and X-Men', '26', '$3.99', 'Marvel', '42,019']
['53', 'Wolverine and X-Men', '27', '$3.99', 'Marvel', '41,960']
['54', 'Flash', '18', '$2.99', 'DC', '41,659']
['55', 'My Little Pony Friendship Is Magic', '4', '$3.99', 'IDW', '41,541']
['56', 'Before Watchmen Ozymandias', '6', '$3.99', 'DC', '41,076']
['57', 'Thunderbolts', '6', '$2.99', 'Marvel', '39,293']
['58', 'Thunderbolts', '7', '$2.99', 'Marvel', '38,553']
['59', 'Young Avengers', '3', '$2.99', 'Marvel', '38,469']
['60', 'Wonder Woman', '18', '$2.99', 'DC', '38,406']
['61', 'Red Hood And The Outlaws', '18', '$2.99', 'DC', '37,731']
['62', 'Constantine', '1', '$2.99', 'DC', '37,564']
['63', 'A Plus X', '5', '$3.99', 'Marvel', '37,250']
['64', 'Daredevil', '24', '$2.99', 'Marvel', '37,231']
['65', 'My Little Pony Friendship Is Magic', '5', '$3.99', 'IDW', '36,354']
['66', 'Ultimate Comics Spider-Man', '21', '$3.99', 'Marvel', '35,284']
['67', 'Deadpool Killustrated', '3', '$2.99', 'Marvel', '35,275']
['68', 'Red Lanterns', '18', '$2.99', 'DC', '35,203']
['69', 'Batman Incorporated', '8', '$2.99', 'DC', '34,679']
['70', 'FF', '5', '$2.99', 'Marvel', '34,601']
['71', 'A Plus X', '6', '$3.99', 'Marvel', '34,434']
['72', 'X-Termination', '1', '$3.99', 'Marvel', '33,377']
['73', 'Catwoman', '18', '$2.99', 'DC', '33,220']
['74', 'Avenging Spider-Man', '18', '$3.99', 'Marvel', '31,657']
['75', 'Avengers Arena', '6', '$2.99', 'Marvel', '31,617']
['76', 'Batwoman', '18', '$2.99', 'DC', '31,381']
['77', 'Swamp Thing', '18', '$2.99', 'DC', '30,716']
