['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Batman', '614', '$2.25', 'DC', '153,556']
['2', 'Transformers Generation One Vol. 2', '1', '$2.95', 'Dreamwave', '111,666']
['3', 'Ultimate Spider-Man', '39', '$2.25', 'Marvel', '103,819']
['4', 'Amazing Spider-Man', '52', '$2.25', 'Marvel', '96,894']
['5', 'New X-Men', '139', '$2.25', 'Marvel', '96,249']
['6', 'New X-Men', '140', '$2.25', 'Marvel', '95,189']
['7', 'Ultimate X-Men', '32', '$2.25', 'Marvel', '90,736']
['8', 'Ultimate X-Men', '31', '$2.25', 'Marvel', '90,337']
['9', 'Uncanny X-Men', '421', '$2.25', 'Marvel', '86,744']
['10', 'Uncanny X-Men', '422', '$3.50', 'Marvel', '86,130']
['11', 'Wolverine', '189', '$2.25', 'Marvel', '61,453']
['12', 'Daredevil', '46', '$2.99', 'Marvel', '60,685']
['13', 'Daredevil', '45', '$2.99', 'Marvel', '60,440']
['14', 'JLA', '80', '$2.25', 'DC', '60,332']
['15', 'X-Treme X-Men', '24', '$2.99', 'Marvel', '59,257']
['16', 'Avengers', '66', '$2.25', 'Marvel', '58,474']
['17', 'Incredible Hulk', '53', '$2.25', 'Marvel', '57,998']
['18', 'Incredible Hulk', '52', '$2.25', 'Marvel', '57,845']
['19', 'Green Arrow', '23', '$2.50', 'DC', '55,434']
['20', 'Green Arrow', '24', '$2.50', 'DC', '53,714']
['21', 'Marvel Universe The End', '4', '$2.99', 'Marvel', '52,716']
['22', 'Captain America', '12', '$2.99', 'Marvel', '51,948']
['23', 'Marvel Universe The End', '3', '$2.99', 'Marvel', '51,702']
['24', 'Fantastic Four', '68', '$2.25', 'Marvel', '51,549']
['25', 'Mystique', '1', '$2.99', 'Marvel', '47,695']
['26', 'Peter Parker Spider-Man', '55', '$2.25', 'Marvel', '47,664']
['27', 'Green Lantern', '162', '$2.25', 'DC', '45,345']
['28', 'G.I. Joe', '16', '$2.95', 'Image', '45,268']
['29', 'Green Lantern', '163', '$2.25', 'DC', '44,593']
['30', 'Wolverine Xisle', '1', '$2.50', 'Marvel', '43,733']
['31', 'Transformers Armada', '10', '$2.95', 'Dreamwave', '43,226']
['32', 'G.I. Joe', '17', '$2.95', 'Image', '42,612']
['33', 'JSA', '47', '$2.50', 'DC', '42,305']
['34', 'Spawn', '124', '$2.50', 'Image', '40,846']
['35', 'Punisher', '24', '$2.99', 'Marvel', '40,616']
['36', 'Punisher', '25', '$2.99', 'Marvel', '40,431']
['37', 'Wolverine Xisle', '2', '$2.50', 'Marvel', '40,385']
