['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Ultimate X-Men', '5', '$2.25', 'Marvel', '109,670']
['2', 'Uncanny X-Men', '393', '$2.25', 'Marvel', '105,890']
['3', 'X-Men', '113', '$2.25', 'Marvel', '103,634']
['4', 'Ultimate Spider-Man', '8', '$2.25', 'Marvel', '84,500']
['5', 'Amazing Spider-Man', '30', '$2.25', 'Marvel', '77,314']
['6', 'JLA', '53', '$2.25', 'DC', '74,294']
['7', 'Wolverine', '163', '$2.25', 'Marvel', '73,053']
['8', 'Ultimate Marvel Spider-Man\n& Hulk', '3', '$2.25', 'Marvel', '72,098']
['9', 'Green Arrow', '3', '$2.50', 'DC', '69,694']
['10', 'Avengers', '41', '$2.25', 'Marvel', '67,719']
['11', 'Daredevil', '16 (Res)', '$2.99', 'Marvel', '64,209']
['12', 'Daredevil', '17 (Res)', '$2.99', 'Marvel', '64,026']
['13', 'Daredevil Yellow', '2', '$3.50', 'Marvel', '60,819']
['14', 'Spawn', '109', '$2.50', 'Image', '57,513']
['15', 'Tangled Web The Thousand', '1', '$2.99', 'Marvel', '53,234']
['16', 'Fantastic Four', '42', '$2.25', 'Marvel', '53,060']
['17', 'Peter Parker Spider-Man', '30', '$2.25', 'Marvel', '51,611']
['18', 'Universe X', '9', '$3.50', 'Marvel', '46,967']
['19', 'X-Men Unlimited', '31', '$2.99', 'Marvel', '46,863']
['20', 'Batman', '590', '$2.25', 'DC', '43,396']
['21', 'JSA', '23', '$2.50', 'DC', '42,558']
['22', 'Thor', '36', '$2.25', 'Marvel', '42,432']
['23', 'Superman', '169', '$2.25', 'DC', '41,929']
['24', 'Beasts', '', '$3.99', 'Marvel', '41,690']
['25', 'Detective Comics', '757', '$2.50', 'DC', '41,595']
['26', 'Midnight Nation', '7', '$2.50', 'Image', '40,853']
['27', 'Tomb Raider', '13', '$2.50', 'Image', '40,744']
['28', 'Fathom Killian', '2', '$2.95', 'Image', '40,132']
['29', 'JLA Black Baptism', '2', '$2.50', 'DC', '40,098']
['30', 'Captain America', '42', '$2.25', 'Marvel', '39,803']
['31', 'Batgirl', '15', '$2.50', 'DC', '39,529']
['32', 'Iron Man', '41', '$2.25', 'Marvel', '39,508']
['33', 'X-Force', '115', '$2.25', 'Marvel', '39,377']
['34', 'X-Men Forever', '6', '$3.50', 'Marvel', '39,121']
['35', 'Mutant X', '32', '$2.99', 'Marvel', '38,566']
['36', 'Dollz', '1', '$2.95', 'Image', '38,336']
['37', 'Nightwing', '56', '$2.25', 'DC', '38,279']
['38', 'Action Comics', '778', '$2.25', 'DC', '37,859']
['39', 'Thunderbolts', '51', '$2.25', 'Marvel', '37,629']
['40', 'Adventures Of Superman', '591', '$2.25', 'DC', '36,991']
['41', 'Superman The Man Of Steel', '113', '$2.25', 'DC', '36,500']
['42', 'Cable', '92', '$2.25', 'Marvel', '36,492']
['43', 'Incredible Hulk', '27', '$2.25', 'Marvel', '36,396']
['44', 'Green Lantern', '137', '$2.25', 'DC', '36,088']
['45', 'Batman Gotham Knights', '16', '$2.50', 'DC', '35,073']
['46', 'Batman Legends Of The Dark Knight', '142', '$2.25', 'DC', '34,582']
['47', 'Defenders', '4', '$2.25', 'Marvel', '34,469']
['48', 'Witchblade', '47', '$2.50', 'Image', '33,788']
['49', 'Harley Quinn', '7', '$2.25', 'DC', '32,256']
['50', 'Marvel Knights', '12', '$2.99', 'Marvel', '32,247']
['51', 'Just A Pilgrim', '2', '$2.99', 'Wizard', '32,083']
['52', 'Spectre', '4', '$2.50', 'DC', '31,388']
['53', 'Titans', '28', '$2.50', 'DC', '31,327']
['54', 'Ministry Of Space', '1', '$2.95', 'Image', '30,846']
['55', 'Monarchy', '3', '$2.50', 'DC', '30,277']
['56', 'Universe X Omnibus', '', '$3.99', 'Marvel', '29,735']
['57', 'Flash', '173', '$2.25', 'DC', '29,054']
['58', 'Citizen V', '1', '$2.99', 'Marvel', '28,832']
['59', 'Wonder Woman', '169', '$2.25', 'DC', '28,793']
['60', 'Robin', '89', '$2.25', 'DC', '28,780']
['61', 'Star Wars Jedi Vs Sith', '1', '$2.99', 'Dark Horse', '28,680']
['62', 'Captain Marvel', '18', '$2.50', 'Marvel', '28,615']
['63', 'X-Men The Hidden Years', '19', '$2.50', 'Marvel', '27,834']
['64', 'Powers', '11', '$2.95', 'Image', '27,049']
['65', 'Young Justice', '32', '$2.50', 'DC', '26,706']
['66', 'Star Wars Underworld', '5', '$2.99', 'Dark Horse', '26,194']
['67', 'Birds Of Prey', '30', '$2.50', 'DC', '26,185']
['68', 'Spider-Girl', '33', '$2.25', 'Marvel', '25,985']
['69', 'Catwoman', '93', '$2.25', 'DC', '25,521']
['70', 'Red Star', '6', '$2.95', 'Image', '24,914']
['71', 'Deadpool', '53', '$2.25', 'Marvel', '24,549']
['72', 'Crux', '1', '$2.95', 'Crossgen', '24,436']
['73', 'Promethea', '14', '$2.95', 'DC', '24,280']
['74', 'No Honor', '3', '$2.50', 'Image', '23,902']
['75', 'Legion Worlds', '1', '$3.95', 'DC', '23,777']
['76', 'J Scott Campbell Danger Girl\nSketchbook', '', '$6.95', 'DC', '23,664']
['77', 'Star Wars', '29', '$2.99', 'Dark Horse', '23,638']
['78', 'Starman', '78', '$2.50', 'DC', '23,291']
['79', 'Aria Soul Market', '2', '$2.95', 'Image', '22,792']
['80', 'Codename Knockout', '0', '$2.50', 'DC', '22,770']
['81', 'Batman League Of Batmen', '1', '$5.95', 'DC', '22,627']
['82', 'Tenth Resurrected', '1', '$2.99', 'Dark Horse', '22,379']
['83', 'Steampunk', '8', '$2.50', 'DC', '22,366']
['84', 'Green Lantern Dragon Lord', '1', '$4.95', 'DC', '22,088']
['85', 'Batman Hollywood Knight', '3', '$2.50', 'DC', '21,945']
['86', 'Supergirl', '57', '$2.25', 'DC', '21,906']
['87', 'Gen 13', '64', '$2.50', 'DC', '21,767']
['88', 'Black Panther', '31', '$2.50', 'Marvel', '21,333']
['89', 'Obergeist', '1', '$2.95', 'Image', '20,452']
['90', 'Enemy Ace War In Heaven', '2', '$5.95', 'DC', '19,992']
['91', 'Hellspawn', '9', '$2.50', 'Image', '19,992']
['92', 'First', '6', '$2.95', 'Crossgen', '19,762']
['93', 'Hellblazer', '161', '$2.50', 'DC', '19,342']
['94', 'Scion', '11', '$2.95', 'Crossgen', '18,973']
['95', 'Transmetropolitan', '45', '$2.50', 'DC', '18,903']
['96', 'Sam And Twitch', '21', '$2.50', 'Image', '18,877']
['97', 'Wildcats Vol. 2', '22', '$2.50', 'DC', '18,847']
['98', 'Mystic', '11', '$2.95', 'Crossgen', '18,777']
['99', 'Silke', '4', '$2.99', 'Dark Horse', '18,413']
['100', 'Buffy The Vampire Slayer', '32', '$2.99', 'Dark Horse', '18,378']
['101', 'Spawn The Dark Ages', '26', '$2.50', 'Image', '18,369']
['102', 'Superboy', '87', '$2.25', 'DC', '18,244']
['103', 'Fantastic Four Worlds Greatest\nComic Magazine', '5', '$2.99', 'Marvel', '18,161']
['104', 'Lady Death Alive', '1', '$2.99', 'Chaos', '18,074']
['105', 'Buffy the\nVampire Slayer Willow & Tara Special', '$2.99', 'Dark Horse', '17,762']
['106', 'Vampi', '9', '$2.95', 'Harris', '17,619']
['107', 'Jade', '1', '$2.99', 'Chaos', '17,541']
['108', 'Legends Of The DC Universe', '41', '$2.50', 'DC', '17,519']
