['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'All New X-Men', '1', '$3.99', 'Marvel', '181,693']
['2', 'Batman', '14', '$3.99', 'DC', '159,729']
['3', 'Captain America', '1', '$3.99', 'Marvel', '123,667']
['4', 'Deadpool', '1', '$2.99', 'Marvel', '118,976']
['5', 'Indestructible Hulk', '1', '$3.99', 'Marvel', '118,200']
['6', 'Iron Man', '1', '$3.99', 'Marvel', '116,529']
['7', 'Fantastic Four', '1', '$2.99', 'Marvel', '114,532']
['8', 'Uncanny Avengers', '2', '$3.99', 'Marvel', '114,257']
['9', 'Justice League', '14', '$3.99', 'DC', '113,094']
['10', 'Thor God of Thunder', '1', '$3.99', 'Marvel', '110,443']
['11', 'All New X-Men', '2', '$3.99', 'Marvel', '96,436']
['12', 'X-Men Legacy', '1', '$2.99', 'Marvel', '87,081']
['13', 'Amazing Spider-Man', '698', '$3.99', 'Marvel', '81,342']
['14', 'FF', '1', '$2.99', 'Marvel', '80,701']
['15', 'My Little Pony Friendship Is Magic', '1', '$3.99', 'IDW', '80,128']
['16', 'Green Lantern', '14', '$2.99', 'DC', '78,499']
['17', 'Batgirl', '14', '$2.99', 'DC', '77,468']
['18', 'Batman And Robin', '14', '$2.99', 'DC', '75,543']
['19', 'Detective Comics', '14', '$3.99', 'DC', '74,560']
['20', 'Iron Man', '2', '$3.99', 'Marvel', '72,902']
['21', 'Deadpool', '2', '$2.99', 'Marvel', '67,421']
['22', 'Thor God of Thunder', '2', '$3.99', 'Marvel', '65,533']
['23', 'A Plus X', '2', '$3.99', 'Marvel', '64,606']
['24', 'Action Comics', '14', '$3.99', 'DC', '64,341']
['25', 'Masks', '1', '$3.99', 'Dynamic Forces', '63,932']
['26', 'Suicide Squad', '14', '$2.99', 'DC', '63,691']
['27', 'Catwoman', '14', '$2.99', 'DC', '63,653']
['28', 'Batman The Dark Knight', '14', '$2.99', 'DC', '62,792']
['29', 'Amazing Spider-Man', '697', '$3.99', 'Marvel', '59,872']
['30', 'Before Watchmen Moloch', '1*', '$3.99', 'DC', '59,288']
['31', 'AVX Consequences', '5', '$3.99', 'Marvel', '58,469']
['32', 'Earth 2', '6', '$2.99', 'DC', '58,271']
['33', 'Batman Incorporated', '5', '$2.99', 'DC', '58,172']
['34', 'X-Men Legacy', '2', '$2.99', 'Marvel', '58,037']
['35', 'Walking Dead', '104', '$2.99', 'Image', '57,456']
['36', 'Avengers', '34', '$4.99', 'Marvel', '57,315']
['37', 'New Avengers', '34', '$4.99', 'Marvel', '53,862']
['38', 'Aquaman', '14', '$2.99', 'DC', '53,664']
['39', 'Avengers', '33', '$3.99', 'Marvel', '53,336']
['40', 'New Avengers', '32', '$3.99', 'Marvel', '52,784']
['41', 'Superman', '14', '$2.99', 'DC', '52,572']
['42', 'Nightwing', '14', '$2.99', 'DC', '50,720']
['43', 'New Avengers', '33', '$3.99', 'Marvel', '50,045']
['44', 'Before Watchmen Silk Spectre', '4', '$3.99', 'DC', '50,002']
['45', 'Green Lantern Corps', '14', '$2.99', 'DC', '49,594']
