['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'X-Men', '1', '$3.99', 'Marvel', '177,633']
['2', 'Batman', '20', '$3.99', 'DC', '129,039']
['3', 'Justice League', '20', '$3.99', 'DC', '97,676']
['4', 'Age of Ultron', '7', '$3.99', 'Marvel', '96,664']
['5', 'Age of Ultron', '8', '$3.99', 'Marvel', '95,522']
['6', 'Superior Spider-Man', '9', '$3.99', 'Marvel', '93,656']
['7', 'Superior Spider-Man', '10', '$3.99', 'Marvel', '85,346']
['8', 'Justice League of America', '3', '$3.99', 'DC', '83,283']
['9', 'All New X-Men', '11', '$3.99', 'Marvel', '80,582']
['10', 'Detective Comics', '20', '$3.99', 'DC', '78,252']
['11', 'Iron Man', '9', '$3.99', 'Marvel', '78,006']
['12', 'Justice League of America', '4', '$3.99', 'DC', '77,856']
['13', 'Walking Dead', '110', '$2.99', 'Image', '76,455']
['14', 'Uncanny Avengers', '8', '$3.99', 'Marvel', '75,655']
['15', 'Avengers', '12', '$3.99', 'Marvel', '74,978']
['16', 'Uncanny X-Men', '6', '$3.99', 'Marvel', '73,621']
['17', 'Uncanny Avengers', '8AU', '$3.99', 'Marvel', '72,514']
['18', 'Avengers', '11', '$3.99', 'Marvel', '70,687']
['19', 'Green Lantern', '20', '$7.99', 'DC', '67,414']
['20', 'Thanos Rising', '2', '$3.99', 'Marvel', '67,262']
['21', 'Batman And Red Hood', '20', '$2.99', 'DC', '65,222']
['22', 'New Avengers', '6', '$3.99', 'Marvel', '59,362']
['23', 'Batman Incorporated', '11', '$2.99', 'DC', '57,298']
['24', 'Ten Grand', '1*', '$2.99', 'Image', '57,216']
['25', 'Aquaman', '19', '$2.99', 'DC', '53,415']
['26', 'Deadpool', '9', '$2.99', 'Marvel', '51,296']
['27', 'Deadpool', '10', '$2.99', 'Marvel', '50,461']
['28', 'Batman The Dark Knight', '20', '$2.99', 'DC', '50,423']
['29', 'Indestructible Hulk', '7', '$3.99', 'Marvel', '49,956']
['30', 'Aquaman', '20', '$2.99', 'DC', '49,697']
['31', 'Wolverine', '3', '$3.99', 'Marvel', '49,629']
['32', 'Indestructible Hulk', '8', '$3.99', 'Marvel', '48,866']
['33', 'Thor God of Thunder', '8', '$3.99', 'Marvel', '48,622']
['34', 'Action Comics', '20', '$3.99', 'DC', '48,324']
['35', 'Uncanny X-Force', '4', '$3.99', 'Marvel', '47,727']
['36', 'Uncanny X-Force', '5', '$3.99', 'Marvel', '45,674']
['37', 'Superman', '20', '$2.99', 'DC', '45,458']
['38', 'Iron Man', '10', '$3.99', 'Marvel', '45,424']
['39', 'Nightwing', '20', '$2.99', 'DC', '45,038']
['40', 'Wake', '1', '$2.99', 'DC', '44,867']
['41', 'Star Wars', '5', '$2.99', 'Dark Horse', '44,310']
['42', 'Captain America', '7', '$3.99', 'Marvel', '44,024']
['43', 'Earth 2', '12', '$2.99', 'DC', '43,983']
['44', 'Batman The Dark Knight Annual', '1', '$4.99', 'DC', '43,175']
['45', 'Green Lantern Corps', '20', '$2.99', 'DC', '43,026']
['46', 'Batgirl', '20', '$2.99', 'DC', '42,600']
['47', 'Savage Wolverine', '5', '$3.99', 'Marvel', '42,328']
['48', 'Hawkeye', '10', '$2.99', 'Marvel', '42,090']
['49', 'Earth 2 Annual', '1', '$4.99', 'DC', '41,325']
['50', 'Green Lantern New Guardians', '20', '$2.99', 'DC', '40,569']
['51', 'Wolverine And X-Men', '29', '$3.99', 'Marvel', '40,451']
['52', 'Wolverine And X-Men', '30', '$3.99', 'Marvel', '40,019']
['53', 'Daredevil', '26', '$3.99', 'Marvel', '39,788']
['54', 'Flash', '20', '$2.99', 'DC', '39,667']
['55', 'Cable And X-Force', '8', '$3.99', 'Marvel', '39,041']
['56', 'Regular Show', '1', '$3.99', 'Boom', '38,466']
['57', 'Nova', '4', '$3.99', 'Marvel', '38,151']
['58', 'Fantastic Four', '8', '$2.99', 'Marvel', '37,309']
['59', 'Wonder Woman', '20', '$2.99', 'DC', '37,132']
['60', 'Teen Titans', '20', '$2.99', 'DC', '36,391']
['61', 'Ultimate Comics Spider-Man', '23', '$3.99', 'Marvel', '35,581']
['62', 'Red Hood And The Outlaws', '20', '$2.99', 'DC', '34,542']
['63', 'Avengers Enemy Within', '1', '$2.99', 'Marvel', '34,205']
['64', 'Red Lanterns', '20', '$2.99', 'DC', '33,923']
['65', 'Secret Avengers', '4', '$3.99', 'Marvel', '33,428']
['66', 'Avengers Assemble', '15AU', '$3.99', 'Marvel', '33,183']
['67', 'Thunderbolts', '9', '$2.99', 'Marvel', '32,855']
['68', 'My Little Pony Friendship Is Magic', '7', '$3.99', 'IDW', '32,188']
['69', 'Young Avengers', '5', '$2.99', 'Marvel', '32,159']
['70', 'Adventures of Superman', '1', '$3.99', 'DC', '30,992']
['71', 'FF', '7', '$2.99', 'Marvel', '30,960']
['72', 'Red Hood And The Outlaws Annual', '1', '$4.99', 'DC', '30,157']
['73', 'Batwoman', '20', '$2.99', 'DC', '29,698']
['74', 'Movement', '1', '$2.99', 'DC', '29,246']
['75', 'Constantine', '3', '$2.99', 'DC', '29,106']
['76', 'A Plus X', '8', '$3.99', 'Marvel', '27,967']
['77', 'Green Team', '1', '$2.99', 'DC', '27,775']
['78', 'TMNT Ongoing', '22', '$3.99', 'IDW', '27,759']
['79', 'Avenging Spider-Man', '20', '$3.99', 'Marvel', '27,609']
['80', 'Green Arrow', '20', '$2.99', 'DC', '27,541']
['81', 'Supergirl', '20', '$2.99', 'DC', '27,509']
['82', 'Swamp Thing', '20', '$2.99', 'DC', '27,338']
['83', 'Avenging Spider-Man', '21', '$3.99', 'Marvel', '27,251']
