['\n', 'Comic-book\nTitle', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Avengers Vs X-Men', '2', '$3.99', 'Marvel', '158,650']
['2', 'Batman', '8', '$3.99', 'DC', '130,602']
['3', 'Justice League', '8', '$3.99', 'DC', '128,991']
['4', 'AVX Vs', '1', '$3.99', 'Marvel', '103,436']
['5', 'Green Lantern', '8', '$2.99', 'DC', '88,335']
['6', 'Action Comics', '8', '$3.99', 'DC', '87,980']
['7', 'Detective Comics', '8', '$3.99', 'DC', '87,675']
['8', 'Batman The Dark Knight', '8', '$2.99', 'DC', '74,287']
['9', 'Uncanny X-Men', '11', '$3.99', 'Marvel', '69,875']
['10', 'Avengers', '25', '$3.99', 'Marvel', '65,664']
['11', 'Wolverine And X-Men', '9', '$3.99', 'Marvel', '64,984']
['12', 'New Avengers', '24', '$3.99', 'Marvel', '64,533']
['13', 'Superman', '8', '$2.99', 'DC', '64,486']
['14', 'Flash', '8', '$2.99', 'DC', '63,702']
['15', 'New Avengers', '25', '$3.99', 'Marvel', '61,950']
['16', 'Aquaman', '8', '$2.99', 'DC', '61,657']
['17', 'Batman And Robin', '8*', '$2.99', 'DC', '59,993']
['18', 'Amazing Spider-Man', '683', '$3.99', 'Marvel', '59,153']
['19', 'Amazing Spider-Man', '684', '$3.99', 'Marvel', '57,454']
['20', 'Uncanny X-Men', '10', '$3.99', 'Marvel', '56,906']
['21', 'Wolverine And X-Men', '8', '$3.99', 'Marvel', '53,757']
['22', 'Avengers Assemble', '2', '$3.99', 'Marvel', '53,024']
['23', 'Teen Titans', '8', '$2.99', 'DC', '50,814']
['24', 'Uncanny X-Force', '24', '$3.99', 'Marvel', '50,667']
['25', 'Wonder Woman', '8', '$2.99', 'DC', '50,450']
['26', 'Secret Avengers', '26', '$3.99', 'Marvel', '49,842']
['27', 'Avenging Spider-Man', '6', '$3.99', 'Marvel', '47,430']
['28', 'Green Lantern New Guardians', '8', '$2.99', 'DC', '47,320']
['29', 'Nightwing', '8*', '$2.99', 'DC', '46,857']
['30', 'Daredevil', '11', '$2.99', 'Marvel', '46,111']
['31', 'Shadow', '1', '$3.99', 'Dynamic Forces', '45,548']
['32', 'Batwoman', '8', '$2.99', 'DC', '45,341']
['33', 'Batgirl', '8*', '$2.99', 'DC', '43,990']
['34', 'Ultimate Comics Spider-Man', '9', '$3.99', 'Marvel', '43,724']
['35', 'Green Lantern Corps', '8*', '$2.99', 'DC', '42,826']
['36', 'Fantastic Four', '605', '$2.99', 'Marvel', '42,372']
['37', 'Incredible Hulk', '7', '$3.99', 'Marvel', '42,135']
['38', 'Captain America', '10', '$3.99', 'Marvel', '41,474']
['39', 'Secret Service', '1', '$2.99', 'Marvel', '39,505']
['40', 'Swamp Thing', '8', '$2.99', 'DC', '39,431']
['41', 'Age of Apocalypse', '2', '$2.99', 'Marvel', '39,263']
['42', 'Secret Avengers', '25', '$3.99', 'Marvel', '38,466']
['43', 'Daredevil', '10.1', '$2.99', 'Marvel', '38,463']
['44', 'Wolverine', '304', '$3.99', 'Marvel', '37,836']
['45', 'Wolverine', '305', '$3.99', 'Marvel', '37,440']
['46', 'FF', '17', '$2.99', 'Marvel', '37,325']
['47', 'Walking Dead', '96', '$2.99', 'Image', '36,931']
['48', 'Saga', '2*', '$2.99', 'Image', '36,885']
['49', 'X-Men', '27', '$3.99', 'Marvel', '36,843']
['50', 'Red Lanterns', '8*', '$2.99', 'DC', '36,170']
['51', 'X-Men Legacy', '265', '$2.99', 'Marvel', '35,712']
['52', 'Catwoman', '8*', '$2.99', 'DC', '34,840']
['53', 'Mighty Thor', '13', '$3.99', 'Marvel', '34,500']
['54', 'Hulk', '50', '$3.99', 'Marvel', '34,437']
['55', 'Red Hood And The Outlaws', '8*', '$2.99', 'DC', '34,177']
['56', 'Mighty Thor', '12.1', '$2.99', 'Marvel', '33,533']
['57', 'Winter Soldier', '4', '$2.99', 'Marvel', '33,519']
['58', 'Scarlet Spider', '4', '$2.99', 'Marvel', '33,097']
['59', 'Animal Man', '8*', '$2.99', 'DC', '32,732']
['60', 'Supergirl', '8*', '$2.99', 'DC', '32,438']
['61', 'Punisher', '10', '$2.99', 'Marvel', '32,412']
['62', 'Invincible Iron Man', '515', '$3.99', 'Marvel', '32,409']
['63', 'Justice League Dark', '8*', '$2.99', 'DC', '31,520']
['64', 'Ultimate Comics Ultimates', '9', '$3.99', 'Marvel', '31,336']
['65', 'Astonishing X-Men', '49', '$3.99', 'Marvel', '31,291']
['66', 'Batman Arkham Unhinged', '1', '$2.99', 'DC', '31,170']
['67', 'Justice League International', '8*', '$2.99', 'DC', '30,396']
['68', 'Wolverine And X-Men Alpha And Omega', '4', '$3.99', 'Marvel', '30,069']
['69', 'Ultimate Comics X-Men', '10', '$3.99', 'Marvel', '29,743']
['70', 'Suicide Squad', '8*', '$2.99', 'DC', '29,510']
['71', 'Supercrooks', '2', '$2.99', 'Marvel', '29,402']
['72', 'Deadpool', '53', '$2.99', 'Marvel', '29,334']
['73', 'Venom', '15', '$2.99', 'Marvel', '28,858']
['74', 'Buffy the Vampire Slayer Season 9 Freefall', '8', '$2.99', 'Dark Horse', '28,830']
['75', 'Superboy', '8*', '$2.99', 'DC', '28,710']
['76', 'Carnage USA', '5', '$3.99', 'Marvel', '28,652']
['77', 'Venom', '16', '$2.99', 'Marvel', '28,440']
['78', 'Defenders', '5', '$3.99', 'Marvel', '27,893']
['79', 'Avengers Vs X-Men', '1', '$3.99', 'Marvel', '26,981']
['80', 'Fanboys Vs Zombies', '1', '$1.00', 'Boom', '25,935']
['81', 'Birds of Prey', '8*', '$2.99', 'DC', '25,795']
['82', 'Star Wars Blood Ties Boba Fett Is Dead', '1', '$3.50', 'Dark Horse', '25,344']
['83', 'Captain America And Hawkeye', '629', '$2.99', 'Marvel', '24,750']
['84', 'Green Arrow', '8*', '$2.99', 'DC', '24,690']
['85', 'Batman Beyond Unlimited', '3', '$3.99', 'DC', '24,196']
['86', 'X-Factor', '234', '$2.99', 'Marvel', '23,821']
['87', 'Stormwatch', '8', '$2.99', 'DC', '23,212']
['88', 'Fear Itself Fearless', '12', '$2.99', 'Marvel', '23,210']
['89', 'Fairest', '2', '$2.99', 'DC', '22,997']
['90', 'Fatale', '4', '$3.50', 'Image', '22,804']
['91', 'All Star Western', '8*', '$3.99', 'DC', '22,536']
['92', 'Avengers Academy', '28', '$2.99', 'Marvel', '22,333']
['93', 'New Mutants', '40', '$2.99', 'Marvel', '21,343']
['94', 'Moon Knight', '12', '$3.99', 'Marvel', '21,185']
['95', 'Journey Into Mystery', '636', '$2.99', 'Marvel', '21,148']
['96', 'New Mutants', '41', '$2.99', 'Marvel', '21,012']
['97', 'Americas Got Powers', '1', '$2.99', 'Image', '19,439']
['98', 'Secret Avengers', '24', '$3.99', 'Marvel', '19,394']
['99', 'Legion of Super Heroes', '8*', '$2.99', 'DC', '19,311']
['100', 'Thunderbolts', '172', '$2.99', 'Marvel', '19,203']
['101', 'Star Wars Dawn of the Jedi Force Storm', '3', '$3.50', 'Dark Horse', '19,166']
['102', 'Teenage Mutant Ninja Turtles', '9', '$3.99', 'IDW', '19,116']
['103', 'Thunderbolts', '173', '$2.99', 'Marvel', '19,017']
['104', 'Demon Knights', '8*', '$2.99', 'DC', '19,012']
['105', 'Batwing', '8*', '$2.99', 'DC', '18,336']
['106', 'Batman Odyssey Vol. 2', '7', '$3.99', 'DC', '18,050']
['107', 'Secret', '1*', '$3.50', 'Image', '17,829']
['108', 'Angel & Faith', '9', '$2.99', 'Dark Horse', '17,590']
['109', 'Fables', '116', '$2.99', 'DC', '17,543']
['110', 'Conan The Barbarian', '3', '$3.50', 'Dark Horse', '17,261']
['111', 'Adventure Time', '3', '$3.99', 'Boom', '17,131']
['112', 'Deathstroke', '8*', '$2.99', 'DC', '16,951']
['113', 'I Vampire', '8*', '$2.99', 'DC', '16,845']
['114', 'Savage Hawkman', '8*', '$2.99', 'DC', '16,470']
['115', 'Boys', '65', '$4.99', 'Dynamic Forces', '16,371']
['116', 'Teenage Mutant Ninja Turtles Micro Series', '4', '$3.99', 'IDW', '16,253']
['117', 'Legion Lost', '8*', '$2.99', 'DC', '16,186']
['118', 'Frankenstein Agent of Shade', '8*', '$2.99', 'DC', '16,158']
['119', 'Brilliant', '3', '$3.95', 'Marvel', '16,026']
['120', 'Supercrooks', '1', '$2.99', 'Marvel', '15,761']
['121', 'Manhattan Projects', '2*', '$3.50', 'Image', '15,697']
['122', 'Shade', '7', '$2.99', 'DC', '15,499']
['123', 'Fury of Firestorm The Nuclear Men', '8*', '$2.99', 'DC', '15,368']
['124', 'Battle Scars', '6', '$2.99', 'Marvel', '15,011']
['125', 'Resurrection Man', '8*', '$2.99', 'DC', '14,998']
['126', 'Dc Universe Presents', '8*', '$2.99', 'DC', '14,909']
['127', 'American Vampire', '26', '$2.99', 'DC', '14,493']
['128', 'Marvels Avengers Prelude Furys Big Week', '3', '$2.99', 'Marvel', '14,442']
['129', 'Invincible', '90', '$2.99', 'Image', '14,393']
['130', 'Grifter', '8*', '$2.99', 'DC', '14,117']
['131', 'Marvels Avengers Prelude Furys Big Week', '4', '$2.99', 'Marvel', '14,070']
['132', 'Supreme', '63', '$2.99', 'Image', '14,062']
['133', 'Dark Tower Gunslinger Way Station', '5', '$3.99', 'Marvel', '13,823']
['134', 'Blue Beetle', '8*', '$2.99', 'DC', '13,662']
['135', 'Thief of Thieves', '3*', '$2.99', 'Image', '13,644']
['136', 'Star Wars Crimson Empire III Empire Lost', '6', '$3.50', 'Dark Horse', '13,376']
['137', 'Star Wars Knights of the Old Republic War', '4', '$3.50', 'Dark Horse', '13,171']
['138', 'Voodoo', '8*', '$2.99', 'DC', '13,130']
['139', 'Star Wars Dark Times Out of the Wilderness', '5', '$2.99', 'Dark Horse', '12,997']
['140', 'Marvel Univ Avengers Earths Mightiest Heroes', '1', '$2.99', 'Marvel', '12,874']
['141', 'Twelve', '12', '$2.99', 'Marvel', '12,808']
['142', 'Green Lantern The Animated Series', '1', '$2.99', 'DC', '12,791']
['143', 'Spaceman', '6', '$2.99', 'DC', '12,727']
['144', 'Spawn', '218', '$2.99', 'Image', '12,680']
['145', 'Avengers Vs X-Men', '0', '$3.99', 'Marvel', '12,389']
['146', 'Star Wars Agent of the Empire Iron Eclipse', '5', '$3.50', 'Dark Horse', '12,278']
['147', 'Popeye', '1', '$3.99', 'IDW', '12,250']
['148', 'Hawk And Dove', '8*', '$2.99', 'DC', '12,132']
['149', 'Transformers More Than Meets Eye', '4', '$3.99', 'IDW', '12,053']
['150', 'Transformers Robots In Disguise', '4', '$3.99', 'IDW', '11,896']
['151', 'Chew', '25', '$2.99', 'Image', '11,753']
['152', 'Rocketeer Adventures 2', '2', '$3.99', 'IDW', '11,734']
['153', 'Captain Atom', '8*', '$2.99', 'DC', '11,701']
['154', 'X-Club', '5', '$2.99', 'Marvel', '11,551']
['155', 'Game of Thrones', '7', '$3.99', 'Dynamic Forces', '11,511']
['156', 'Omac', '8*', '$2.99', 'DC', '11,328']
['157', 'Saucer Country', '2', '$2.99', 'DC', '11,263']
['158', 'Kirby Genesis', '6', '$3.99', 'Dynamic Forces', '11,190']
['159', 'Marvel Universe Ultimate Spider-Man', '1', '$2.99', 'Marvel', '10,886']
['160', 'BPRD Hell On Earth Long Death', '3', '$3.50', 'Dark Horse', '10,690']
['161', 'Lobster Johnson The Burning Hand', '4', '$3.50', 'Dark Horse', '10,531']
['162', 'Stephen King Joe Hill Road Rage', '3', '$3.99', 'IDW', '10,498']
['163', 'BPRD Hell On Earth Pickens County Horror', '2', '$3.50', 'Dark Horse', '10,477']
['164', 'New Deadwardians', '2', '$2.99', 'DC', '10,229']
