['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. preorders']
['1', 'Spawn', '65', '$1.95', 'Image', '165,234']
['2', 'Uncanny X-Men', '348', '$1.99', 'Marvel', '163,028']
['3', 'X-Men', '68', '$1.99', 'Marvel', '160,043']
['4', 'Fantastic Four', '12', '$2.99', 'Marvel', '137,192']
['5', 'Wolverine', '117', '$1.99', 'Marvel', '130,483']
['6', 'Iron Man', '12', '$2.99', 'Marvel', '116,881']
['7', 'Avengers', '12', '$2.99', 'Marvel', '114,787']
['8', 'Captain America', '12', '$2.99', 'Marvel', '109,169']
['9', "Uncanny X-Men '97", '', '$2.99', 'Marvel', '109,169']
['10', 'JLA', '11', '$1.95', 'DC', '104,676']
['11', 'Generation X', '31', '$1.99', 'Marvel', '100,212']
['12', 'Curse of the Spawn', '12', '$1.95', 'Image', '94,881']
['13', 'WildC.A.T.S/X-Men: The Modern Age', '1', '$4.50', 'Image', '94,881']
['14', 'X-Man', '31', '$1.99', 'Marvel', '91,520']
['15', 'Witchblade', '17', '$2.50', 'Image', '89,661']
['16', 'Cable', '47', '$1.99', 'Marvel', '87,256']
['17', 'X-Force', '70', '$1.99', 'Marvel', '86,418']
['18', 'Genesis', '1', '$1.95', 'DC', '86,142']
['19', 'Gen13', '22', '$2.50', 'Image', '86,136']
['20', 'X-Factor', '138', '$1.99', 'Marvel', '85,467']
['21', 'Genesis', '2', '$1.95', 'DC', '80,277']
['22', 'Genesis', '3', '$1.95', 'DC', '78,599']
['23', 'Genesis', '4', '$1.95', 'DC', '77,936']
['24', 'Incredible Hulk', '457', '$1.99', 'Marvel', '76,130']
['25', 'Amazing Spider-Man', '427', '$1.99', 'Marvel', '72,365']
['26', "Generation X '97", '', '$2.99', 'Marvel', '71,831']
['27', 'Spectacular Spider-Man', '250', '$3.25', 'Marvel', '70,212']
['28', 'Gambit', '2', '$2.50', 'Marvel', '69,420']
['29', 'Excalibur', '113', '$1.99', 'Marvel', '69,379']
['30', 'Superman', '128', '$1.95', 'DC', '67,755']
['31', 'Adventures of Superman', '551', '$1.95', 'DC', '65,362']
['32', 'Superman: Man of Steel', '72', '$1.95', 'DC', '64,974']
['33', 'Spider-Man', '84', '$1.99', 'Marvel', '64,388']
['34', 'Alpha Flight', '3', '$1.99', 'Marvel', '64,013']
['35', 'Batman/Spider-Man', '', '$4.95', 'DC', '63,884']
['36', 'Action Comics', '738', '$1.95', 'DC', '63,801']
['37', 'Colossus', '1', '$2.99', 'Marvel', '60,605']
['38', 'Kiss: The Psycho Circus', '2', '$1.95', 'Image', '60,317']
['39', 'Psylocke & Archangel:\nCrimson Dawn', '3', '$2.50', 'Marvel', '59,684']
['40', 'Batman', '547', '$1.95', 'DC', '58,652']
['41', 'Sensational Spider-Man', '20', '$1.99', 'Marvel', '57,561']
['42', 'Deadpool', '9', '$1.99', 'Marvel', '55,139']
['43', 'Coven', '1', '$2.50', 'Awesome', '52,095']
['44', 'Maverick', '2', '$1.99', 'Marvel', '51,930']
['45', 'Detective Comics', '714', '$1.95', 'DC', '51,432']
['46', 'Batman: The Long Halloween', '11', '$2.95', 'DC', '50,663']
['47', 'Gen13 Bootleg', '10', '$2.50', 'Image', '49,983']
['48', 'Green Lantern', '91', '$1.75', 'DC', '48,798']
['49', 'Supergirl', '14', '$1.95', 'DC', '47,602']
['50', 'Thunderbolts', '7', '$1.99', 'Marvel', '47,303']
['51', 'Gen13/Generation X 3-D Edition', '', '$4.95', 'Image', '47,092']
['52', "Catwoman Collector's Edition", '50', '$2.95', 'DC', '45,924']
['53', 'Preacher', '30', '$2.50', 'DC', '45,866']
['54', 'Action Comics Annual', '9', '$3.95', 'DC', '45,672']
['55', 'X-Files', '33', '$2.95', 'Topps', '44,716']
['56', 'Marvel Team-Up', '2', '$1.99', 'Marvel', '43,514']
['57', 'Star Wars: Dark Force Rising', '4', '$2.95', 'Dark Horse', '43,250']
['58', 'Nightwing', '13', '$1.95', 'DC', '42,493']
['59', 'Batman: Legends of the Dark Knight', '99', '$1.95', 'DC', '42,376']
['60', 'Lady Death: The Crucible', '6', '$2.95', 'Chaos', '41,936']
['61', 'Star Wars: Boba Fett — Murder Most\nFoul', '', '$3.95', 'Dark Horse', '41,308']
['62', 'Ka-Zar', '6', '$1.99', 'Marvel', '41,297']
