['', 'Comic-book Title', 'Issue', 'Price', 'Publisher', 'Est. sales']
['1', 'Captain America Reborn', '1', '$3.99', 'Marvel', '193,014']
['2', 'Blackest Night', '1', '$3.99', 'DC', '176,987']
['3', 'Batman And Robin', '2', '$2.99', 'DC', '117,908']
['4', 'Amazing Spider-Man', '600', '$4.99', 'Marvel', '116,779']
['5', 'Green Lantern', '43', '$2.99', 'DC', '109,353']
['6', 'Green Lantern', '44', '$2.99', 'DC', '104,993']
['7', 'Dark Avengers', '7', '$3.99', 'Marvel', '94,126']
['8', 'Incredible Hulk', '600', '$4.99', 'Marvel', '92,282']
['9', 'Captain America', '601', '$3.99', 'Marvel', '87,786']
['10', 'Ultimatum', '5', '$3.99', 'Marvel', '86,690']
['11', 'New Avengers', '55', '$3.99', 'Marvel', '84,689']
['12', 'Blackest Night Tales of The Corps', '1', '$3.99', 'DC', '83,410']
['13', 'Uncanny X-Men', '513', '$3.99', 'Marvel', '83,344']
['14', 'Batman', '688', '$2.99', 'DC', '82,985']
['15', 'Green Lantern Corps', '38', '$2.99', 'DC', '82,360']
['16', 'Blackest Night Tales of The Corps', '2', '$3.99', 'DC', '77,227']
['17', 'Blackest Night Tales of The Corps', '3', '$3.99', 'DC', '75,086']
['18', 'Dark Wolverine', '76', '$2.99', 'Marvel', '73,968']
['19', 'Amazing Spider-Man', '599', '$2.99', 'Marvel', '72,364']
['20', 'Dark X-Men Beginning', '1', '$3.99', 'Marvel', '69,006']
['21', 'Justice League Cry For Justice', '1', '$3.99', 'DC', '68,272']
['22', 'Mighty Avengers', '27', '$2.99', 'Marvel', '64,637']
['23', 'Detective Comics', '855', '$3.99', 'DC', '61,164']
['24', 'X-Force', '17', '$2.99', 'Marvel', '61,063']
['25', 'X-Men Legacy', '226', '$2.99', 'Marvel', '59,259']
['26', 'Justice League of America', '35', '$2.99', 'DC', '58,876']
['27', 'Deadpool', '12', '$2.99', 'Marvel', '58,768']
['28', 'Dark X-Men Beginning', '2', '$3.99', 'Marvel', '57,217']
['29', 'Final Crisis Legion of Three Worlds', '5', '$3.99', 'DC', '55,933']
['30', 'Deadpool Merc With A Mouth', '1', '$3.99', 'Marvel', '55,642']
['31', 'Buffy The Vampire Slayer', '26', '$2.99', 'Dark Horse', '55,356']
['32', 'Red Robin', '2', '$2.99', 'DC', '51,559']
['33', 'Justice Society of America', '29', '$2.99', 'DC', '51,341']
['34', 'Invincible Iron Man', '15', '$2.99', 'Marvel', '50,520']
['35', 'Amazing Spider-Man Annual', '36', '$3.99', 'Marvel', '49,930']
['36', 'Wednesday Comics', '1', '$3.99', 'DC', '47,948']
['37', 'Wolverine Origins', '38', '$2.99', 'Marvel', '47,180']
['38', 'Titans', '15', '$2.99', 'DC', '46,158']
['39', 'Fantastic Four', '568', '$2.99', 'Marvel', '45,798']
['40', 'Fantastic Four', '569', '$3.99', 'Marvel', '44,680']
['41', 'Batman Streets of Gotham', '2', '$3.99', 'DC', '44,211']
['42', 'New Mutants', '3', '$2.99', 'Marvel', '42,932']
['43', 'Wednesday Comics', '2', '$3.99', 'DC', '42,354']
['44', 'War of Kings', '5', '$3.99', 'Marvel', '42,135']
['45', 'Secret Warriors', '6', '$2.99', 'Marvel', '41,721']
['46', 'Ultimatum Spider-Man Requiem', '2', '$3.99', 'Marvel', '41,346']
['47', 'Thunderbolts', '134', '$2.99', 'Marvel', '40,858']
['48', 'Superman World of New Krypton', '5', '$2.99', 'DC', '39,912']
['49', 'Cable', '16', '$2.99', 'Marvel', '39,620']
['50', 'Gotham City Sirens', '2', '$2.99', 'DC', '39,492']
['51', 'Superman', '690', '$2.99', 'DC', '39,446']
['52', 'Wednesday Comics', '3', '$3.99', 'DC', '39,024']
['53', 'Deadpool Suicide Kings', '4', '$3.99', 'Marvel', '38,564']
['54', 'Superman Batman', '62', '$2.99', 'DC', '38,386']
['55', 'Action Comics', '879', '$3.99', 'DC', '38,299']
['56', 'Avengers Initiative', '26', '$2.99', 'Marvel', '38,190']
['57', 'Dark Tower The Fall of Gilead', '3', '$3.99', 'Marvel', '36,957']
['58', 'Wednesday Comics', '4', '$3.99', 'DC', '36,119']
['59', 'Power Girl', '3', '$2.99', 'DC', '35,140']
['60', 'Stand American Nightmares', '4', '$3.99', 'Marvel', '34,269']
['61', 'Supergirl', '43', '$2.99', 'DC', '32,827']
['62', 'Punisher', '7', '$2.99', 'Marvel', '31,206']
['63', 'X-Factor', '46', '$2.99', 'Marvel', '31,192']
['64', 'Marvel Zombies 4', '4', '$3.99', 'Marvel', '31,152']
['65', 'Teen Titans', '73', '$3.99', 'DC', '30,969']
['66', 'Wonder Woman', '34', '$2.99', 'DC', '30,111']
['67', 'Black Panther 2', '6', '$2.99', 'Marvel', '29,707']
['68', 'Dark Reign Sinister Spider-Man', '2', '$3.99', 'Marvel', '29,691']
['69', 'Son of Hulk', '13', '$2.99', 'Marvel', '29,176']
['70', 'Incredible Hercules', '131', '$2.99', 'Marvel', '29,169']
['71', 'X-Men Forever', '3', '$3.99', 'Marvel', '28,632']
['72', 'X-Men Forever', '4', '$3.99', 'Marvel', '28,626']
['73', 'Dark Reign Hawkeye', '4', '$3.99', 'Marvel', '27,197']
['74', 'Ms Marvel', '41', '$2.99', 'Marvel', '27,169']
['75', 'Guardians of Galaxy', '16', '$2.99', 'Marvel', '26,587']
['76', 'Nova', '27', '$2.99', 'Marvel', '25,660']
['77', 'JSA Vs Kobra', '2', '$2.99', 'DC', '25,574']
['78', 'Boys', '32', '$2.99', 'Dynamic', '25,214']
['79', 'Ms Marvel', '42', '$2.99', 'Marvel', '25,086']
['80', 'Star Wars Invasion', '1', '$2.99', 'Dark Horse', '24,532']
['81', 'Secret Six', '11', '$2.99', 'DC', '24,341']
['82', 'Outsiders', '20', '$2.99', 'DC', '24,307']
['83', 'Dark Reign Young Avengers', '3', '$3.99', 'Marvel', '24,221']
['84', 'Angel', '23', '$3.99', 'IDW', '23,987']
['85', 'Walking Dead', '63', '$2.99', 'Image', '23,985']
['86', 'Incognito', '5', '$3.50', 'Marvel', '23,295']
['87', 'War of Kings Warriors', '1', '$3.99', 'Marvel', '23,260']
['88', 'Agents of Atlas', '7', '$2.99', 'Marvel', '23,202']
['89', 'Star Wars Legacy', '38', '$2.99', 'Dark Horse', '23,147']
['90', 'Dark Reign Fantastic Four', '5', '$2.99', 'Marvel', '23,002']
['91', 'Boys Herogasm', '3', '$2.99', 'Dynamic', '22,680']
['92', 'Fables', '86', '$2.99', 'DC', '22,432']
['93', 'Booster Gold', '22', '$3.99', 'DC', '22,399']
['94', 'War of Kings Ascension', '4', '$3.99', 'Marvel', '22,327']
['95', 'Project Superpowers Chapter Two', '1', '$2.99', 'Dynamic', '22,267']
['96', 'Immortal Weapons', '1', '$3.99', 'Marvel', '22,136']
['97', 'Marvel Divas', '1', '$3.99', 'Marvel', '21,602']
['98', 'Brave And The Bold', '25', '$2.99', 'DC', '21,220']
['99', 'Dark Reign Hood', '3', '$3.99', 'Marvel', '21,148']
['100', 'Punisher Frank Castle Max', '72', '$3.99', 'Marvel', '21,035']
['101', 'Green Arrow Black Canary', '22', '$3.99', 'DC', '20,557']
['102', 'Exiles', '4', '$2.99', 'Marvel', '20,534']
['103', 'Agents of Atlas', '8', '$2.99', 'Marvel', '20,526']
['104', 'Greek Street', '1', '$1.00', 'DC', '20,408']
['105', 'G.I. Joe', '7', '$3.99', 'IDW', '20,305']
['106', 'Spawn', '193', '$2.95', 'Image', '20,279']
['107', 'Wolverine Noir', '4', '$3.99', 'Marvel', '20,146']
['108', 'Cyberforce Hunter Killer', '1', '$2.99', 'Image', '19,681']
['109', 'Dark Reign Mister Negative', '2', '$3.99', 'Marvel', '19,531']
['110', 'Conan The Cimmerian', '12', '$2.99', 'Dark Horse', '19,255']
['111', 'Batman Confidential', '31', '$2.99', 'DC', '19,212']
['112', 'Spawn', '194', '$2.95', 'Image', '18,903']
['113', 'Uncanny X-Men First Class', '1', '$2.99', 'Marvel', '18,351']
['114', 'All New Savage She-Hulk', '4', '$3.99', 'Marvel', '18,272']
['115', 'Dark Reign Goblin Legacy Dkr', '', '$3.99', 'Marvel', '18,244']
['116', 'G.I. Joe Origins', '5', '$3.99', 'IDW', '17,810']
['117', 'Beta Ray Bill Godhunter', '2', '$3.99', 'Marvel', '17,549']
['118', 'Star Wars Knights Old Republic', '43', '$2.99', 'Dark Horse', '17,356']
['119', 'Dethklok Vs The Goon (One Shot)', '', '$3.50', 'Dark Horse', '17,112']
['120', 'Unwritten', '3', '$2.99', 'DC', '17,017']
['121', 'Daredevil Noir', '4', '$3.99', 'Marvel', '16,595']
['122', 'Captain Britain And Mi 13', '15', '$2.99', 'Marvel', '16,545']
['123', 'Dark Reign Lethal Legion', '2', '$3.99', 'Marvel', '16,518']
['124', 'Y The Last Man', '1 Special Edition', '$1.00', 'DC', '16,343']
